Model,SystemPromptType,Temperature,Language,Proficiency,Prompt,NounCategory,Noun,Adjectives
grok-3-mini,think-in-native,1.0,IT # Italian,B1,most frequent,Abstract Concepts,anger,strong;big;bad;quick;deep;hot;sudden;fierce;raw;blind
grok-3-mini,think-in-native,1.0,IT # Italian,C1,most frequent,Places,island,small;tropical;remote;beautiful;volcanic;green;deserted;rocky;sunny;large
grok-3-mini,think-in-native,1.0,IT # Italian,C1,most frequent,Places,lake,deep;blue;calm;frozen;large;clear;quiet;mountain;shallow;scenic
grok-3-mini,think-in-native,1.0,IT # Italian,C1,most frequent,Places,mountain,high;snowy;rugged;tall;ancient;green;steep;remote;majestic;volcanic
grok-3-mini,think-in-native,1.0,IT # Italian,C1,most frequent,Places,ocean,vast;deep;blue;stormy;calm;cold;endless;mysterious;warm;wild
grok-3-mini,think-in-native,1.0,IT # Italian,C1,most frequent,Places,plain,flat;vast;green;dry;open;fertile;empty;wide;grassy;endless
grok-3-mini,think-in-native,1.0,IT # Italian,C1,most frequent,Places,plateau,high;flat;rocky;vast;dry;ancient;green;remote;scenic;elevated
grok-3-mini,think-in-native,1.0,IT # Italian,C1,most frequent,Places,river,wide;deep;flowing;clean;muddy;fast;ancient;scenic;long;frozen
grok-3-mini,think-in-native,1.0,IT # Italian,C1,most frequent,Places,valley,deep;green;narrow;fertile;scenic;quiet;hidden;wide;rocky;lush
grok-3-mini,think-in-native,1.0,IT # Italian,C1,most frequent,Places,village,small;quiet;old;remote;picturesque;rural;simple;friendly;traditional;coastal
grok-3-mini,think-in-native,1.0,IT # Italian,C1,most frequent,Plants,cactus,spiky;green;tall;wild;desert;small;flowering;hardy;exotic;dry
grok-3-mini,think-in-native,1.0,IT # Italian,C1,most frequent,Plants,eggplant,purple;fresh;large;raw;cooked;shiny;organic;soft;round;tasty
grok-3-mini,think-in-native,1.0,IT # Italian,C1,most frequent,Plants,flower,beautiful;colorful;wild;fresh;fragrant;small;blooming;red;simple;exotic
grok-3-mini,think-in-native,1.0,IT # Italian,C1,most frequent,Plants,grass,green;tall;wet;dry;wild;soft;fresh;short;thick;lush
grok-3-mini,think-in-native,1.0,IT # Italian,C1,most frequent,Plants,lettuce,fresh;green;crisp;organic;raw;leafy;small;washed;tender;salad
grok-3-mini,think-in-native,1.0,IT # Italian,C1,most frequent,Plants,mushroom,fresh;wild;small;edible;poisonous;brown;cooked;dried;tasty;large
grok-3-mini,think-in-native,1.0,IT # Italian,C1,most frequent,Plants,onion,fresh;white;raw;strong-smelling;small;organic;sliced;spicy;dry;sweet
grok-3-mini,think-in-native,1.0,IT # Italian,C1,most frequent,Plants,pepper,red;fresh;spicy;green;raw;hot;small;organic;sliced;sweet
grok-3-mini,think-in-native,1.0,IT # Italian,C1,most frequent,Plants,potato,fresh;large;raw;cooked;organic;small;brown;mashed;fried;tasty
grok-3-mini,think-in-native,1.0,IT # Italian,C1,most frequent,Plants,rose,red;beautiful;fragrant;wild;fresh;thorny;blooming;white;simple;exotic
grok-3-mini,think-in-native,1.0,IT # Italian,C1,most frequent,Plants,tomato,red;fresh;ripe;juicy;raw;organic;small;sliced;sweet;green
grok-3-mini,think-in-native,1.0,IT # Italian,C1,most frequent,Plants,tree,tall;green;old;ancient;leafy;fruit-bearing;wild;strong;young;shady
grok-3-mini,think-in-native,1.0,IT # Italian,C1,most frequent,Social Relationships,ally,strong;reliable;faithful;strategic;close;powerful;trusted;helpful;loyal;key
grok-3-mini,think-in-native,1.0,IT # Italian,C1,most frequent,Social Relationships,brother,older;younger;loving;protective;close;distant;strong;helpful;playful;supportive
grok-3-mini,think-in-native,1.0,IT # Italian,C1,most frequent,Social Relationships,enemy,dangerous;powerful;bitter;sworn;hidden;old;fierce;foreign;ruthless;common
grok-3-mini,think-in-native,1.0,IT # Italian,C1,most frequent,Social Relationships,father,loving;strict;busy;wise;young;old;supportive;absent;caring;hardworking
grok-3-mini,think-in-native,1.0,IT # Italian,C1,most frequent,Social Relationships,follower,loyal;dedicated;blind;enthusiastic;faithful;active;strong;simple;passive;key
grok-3-mini,think-in-native,1.0,IT # Italian,C1,most frequent,Social Relationships,friend,close;true;loyal;old;new;helpful;fun;supportive;distant;reliable
grok-3-mini,think-in-native,1.0,IT # Italian,C1,most frequent,Social Relationships,leader,strong;charismatic;wise;effective;young;experienced;inspiring;powerful;democratic;visionary
grok-3-mini,think-in-native,1.0,IT # Italian,C1,most frequent,Social Relationships,mother,loving;caring;busy;strict;young;old;protective;supportive;gentle;hardworking
grok-3-mini,think-in-native,1.0,IT # Italian,C1,most frequent,Social Relationships,partner,reliable;business;romantic;equal;supportive;close;skilled;faithful;long-term;key
grok-3-mini,think-in-native,1.0,IT # Italian,C1,most frequent,Social Relationships,rival,fierce;strong;old;new;competitive;dangerous;equal;bitter;skilled;corporate
grok-3-mini,think-in-native,1.0,IT # Italian,C1,most frequent,Social Relationships,sister,younger;older;loving;close;protective;supportive;fun;distant;caring;playful
grok-3-mini,think-in-native,1.0,IT # Italian,C1,most frequent,Social Relationships,stranger,unknown;mysterious;dangerous;friendly;foreign;wandering;helpful;silent;odd;tall
grok-3-mini,think-in-native,1.0,IT # Italian,C1,most frequent,Spatial Concepts,above,high;clear;bright;distant;open;safe;wide;cool;empty;vast
grok-3-mini,think-in-native,1.0,IT # Italian,C1,most frequent,Spatial Concepts,back,strong;sore;broad;hidden;straight;old;injured;dark;quiet;empty
grok-3-mini,think-in-native,1.0,IT # Italian,C1,most frequent,Spatial Concepts,below,deep;hidden;dark;low;secret;cold;vast;quiet;underground;mysterious
grok-3-mini,think-in-native,1.0,IT # Italian,C1,most frequent,Spatial Concepts,east,rising;distant;sunny;ancient;coastal;flat;green;cold;vast;mysterious
grok-3-mini,think-in-native,1.0,IT # Italian,C1,most frequent,Spatial Concepts,front,wide;clean;busy;open;empty;main;modern;quiet;large;simple
grok-3-mini,think-in-native,1.0,IT # Italian,C1,most frequent,Spatial Concepts,inside,warm;dark;safe;hidden;quiet;comfortable;empty;bright;cool;secret
grok-3-mini,think-in-native,1.0,IT # Italian,C1,most frequent,Spatial Concepts,left,open;dark;quiet;empty;hidden;free;safe;wide;cold;mysterious
grok-3-mini,think-in-native,1.0,IT # Italian,C1,most frequent,Spatial Concepts,north,cold;distant;wild;frozen;vast;green;ancient;quiet;high;mysterious
grok-3-mini,think-in-native,1.0,IT # Italian,C1,most frequent,Spatial Concepts,outside,cold;bright;empty;noisy;free;dark;warm;open;wet;vast
grok-3-mini,think-in-native,1.0,IT # Italian,C1,most frequent,Spatial Concepts,right,correct;strong;open;clear;free;bright;wide;safe;direct;proper
grok-3-mini,think-in-native,1.0,IT # Italian,C1,most frequent,Spatial Concepts,south,warm;sunny;distant;coastal;green;flat;ancient;quiet;vast;exotic
grok-3-mini,think-in-native,1.0,IT # Italian,C1,most frequent,Spatial Concepts,west,wild;distant;golden;coastal;vast;quiet;ancient;dry;mysterious;open
grok-3-mini,think-in-native,1.0,IT # Italian,C1,most frequent,Time Concepts,century,past;modern;ancient;long;golden;dark;recent;full;peaceful;turbulent
grok-3-mini,think-in-native,1.0,IT # Italian,C1,most frequent,Time Concepts,day,sunny;long;short;busy;quiet;clear;warm;cold;ordinary;special
grok-3-mini,think-in-native,1.0,IT # Italian,C1,most frequent,Time Concepts,evening,quiet;long;cool;peaceful;dark;warm;busy;relaxing;short;golden
grok-3-mini,think-in-native,1.0,IT # Italian,C1,most frequent,Time Concepts,hour,long;short;early;late;busy;quiet;final;golden;dark;waking
grok-3-mini,think-in-native,1.0,IT # Italian,C1,most frequent,Time Concepts,minute,short;last;final;quiet;busy;passing;golden;dark;early;late
grok-3-mini,think-in-native,1.0,IT # Italian,C1,most frequent,Time Concepts,month,long;short;busy;quiet;warm;cold;final;early;full;dark
grok-3-mini,think-in-native,1.0,IT # Italian,C1,most frequent,Time Concepts,morning,fresh;early;bright;cool;quiet;busy;sunny;foggy;clear;peaceful
grok-3-mini,think-in-native,1.0,IT # Italian,C1,most frequent,Time Concepts,night,dark;long;quiet;cold;starry;warm;mysterious;short;busy;peaceful
grok-3-mini,think-in-native,1.0,IT # Italian,C1,most frequent,Time Concepts,season,warm;cold;long;short;wet;dry;changing;mild;harsh;beautiful
grok-3-mini,think-in-native,1.0,IT # Italian,C1,most frequent,Time Concepts,second,last;final;quick;long;quiet;busy;golden;dark;early;late
grok-3-mini,think-in-native,1.0,IT # Italian,C1,most frequent,Time Concepts,week,long;short;busy;quiet;final;early;full;relaxing;working;holiday
grok-3-mini,think-in-native,1.0,IT # Italian,C1,most frequent,Time Concepts,year,long;short;busy;quiet;final;new;old;full;peaceful;challenging
grok-3-mini,think-in-native,1.0,IT # Italian,C2,most frequent,Abstract Concepts,anger,furious;intense;sudden;deep;irrational;violent;suppressed;hot;cold;destructive
grok-3-mini,think-in-native,1.0,IT # Italian,C2,most frequent,Abstract Concepts,courage,brave;bold;strong;unfailing;heroic;determined;fearless;noble;resolute;reckless
grok-3-mini,think-in-native,1.0,IT # Italian,C2,most frequent,Abstract Concepts,fear,scary;intense;sudden;overwhelming;irrational;deep;paralyzing;primal;hidden;constant
grok-3-mini,think-in-native,1.0,IT # Italian,C2,most frequent,Abstract Concepts,freedom,absolute;complete;total;unlimited;pure;genuine;hard-won;precious;basic;personal
grok-3-mini,think-in-native,1.0,IT # Italian,C2,most frequent,Abstract Concepts,happiness,pure;genuine;lasting;simple;deep;sudden;shared;quiet;overwhelming;fleeting
grok-3-mini,think-in-native,1.0,IT # Italian,C2,most frequent,Abstract Concepts,hate,intense;deep;bitter;blind;irrational;strong;cold;destructive;mutual;growing
grok-3-mini,think-in-native,1.0,IT # Italian,C2,most frequent,Abstract Concepts,honesty,absolute;complete;straightforward;genuine;pure;brutal;simple;rare;unwavering;basic
grok-3-mini,think-in-native,1.0,IT # Italian,C2,most frequent,Abstract Concepts,justice,fair;blind;swift;equal;true;social;divine;harsh;poetic;ultimate
grok-3-mini,think-in-native,1.0,IT # Italian,C2,most frequent,Abstract Concepts,knowledge,vast;deep;practical;theoretical;ancient;modern;hidden;basic;shared;profound
grok-3-mini,think-in-native,1.0,IT # Italian,C2,most frequent,Abstract Concepts,love,deep;pure;true;eternal;passionate;unconditional;gentle;romantic;strong;fleeting
grok-3-mini,think-in-native,1.0,IT # Italian,C2,most frequent,Abstract Concepts,peace,absolute;complete;inner;global;fragile;lasting;quiet;perfect;mutual;serene
grok-3-mini,think-in-native,1.0,IT # Italian,C2,most frequent,Abstract Concepts,wisdom,ancient;profound;practical;deep;timeless;rare;simple;gained;intuitive;eternal
grok-3-mini,think-in-native,1.0,IT # Italian,C2,most frequent,Cultural Artifacts,bell,ringing;loud;small;large;old;golden;broken;antique;shiny;decorative
grok-3-mini,think-in-native,1.0,IT # Italian,C2,most frequent,Cultural Artifacts,candle,burning;small;large;scented;waxen;flickering;old;colored;simple;decorative
grok-3-mini,think-in-native,1.0,IT # Italian,C2,most frequent,Cultural Artifacts,carpet,soft;thick;old;colorful;woven;large;small;dirty;clean;patterned
grok-3-mini,think-in-native,1.0,IT # Italian,C2,most frequent,Cultural Artifacts,coin,old;shiny;rare;small;gold;silver;ancient;fake;heavy;valuable
grok-3-mini,think-in-native,1.0,IT # Italian,C2,most frequent,Cultural Artifacts,crown,golden;royal;heavy;ancient;jeweled;simple;ceremonial;fake;ornate;small
grok-3-mini,think-in-native,1.0,IT # Italian,C2,most frequent,Cultural Artifacts,flag,national;colorful;waving;old;torn;large;small;symbolic;printed;faded
grok-3-mini,think-in-native,1.0,IT # Italian,C2,most frequent,Cultural Artifacts,mask,decorative;old;colorful;wooden;plastic;scary;simple;hidden;protective;elaborate
grok-3-mini,think-in-native,1.0,IT # Italian,C2,most frequent,Cultural Artifacts,necklace,golden;silver;beautiful;simple;ornate;long;short;antique;beaded;valuable
grok-3-mini,think-in-native,1.0,IT # Italian,C2,most frequent,Cultural Artifacts,painting,beautiful;old;colorful;large;small;famous;abstract;realistic;framed;detailed
grok-3-mini,think-in-native,1.0,IT # Italian,C2,most frequent,Cultural Artifacts,ring,golden;silver;small;large;antique;jeweled;simple;valuable;worn;engraved
grok-3-mini,think-in-native,1.0,IT # Italian,C2,most frequent,Cultural Artifacts,statue,ancient;large;stone;bronze;beautiful;broken;famous;detailed;simple;outdoor
grok-3-mini,think-in-native,1.0,IT # Italian,C2,most frequent,Cultural Artifacts,vase,beautiful;old;ceramic;glass;large;small;decorative;broken;colorful;elegant
grok-3-mini,think-in-native,1.0,IT # Italian,C2,most frequent,Environmental Phenomena,cloud,white;fluffy;dark;low;high;stormy;drifting;thin;thick;fast-moving
grok-3-mini,think-in-native,1.0,IT # Italian,C2,most frequent,Environmental Phenomena,earthquake,strong;sudden;destructive;massive;shallow;deep;rare;frequent;local;terrifying
grok-3-mini,think-in-native,1.0,IT # Italian,C2,most frequent,Environmental Phenomena,fog,thick;dense;low;cold;mysterious;morning;evening;heavy;light;persistent
grok-3-mini,think-in-native,1.0,IT # Italian,C2,most frequent,Environmental Phenomena,lightning,bright;fast;sudden;dangerous;forked;distant;close;powerful;rare;spectacular
grok-3-mini,think-in-native,1.0,IT # Italian,C2,most frequent,Environmental Phenomena,rain,heavy;light;steady;sudden;cold;warm;pouring;gentle;seasonal;relentless
grok-3-mini,think-in-native,1.0,IT # Italian,C2,most frequent,Environmental Phenomena,rainbow,colorful;bright;beautiful;fleeting;double;faint;vivid;rare;natural;arched
grok-3-mini,think-in-native,1.0,IT # Italian,C2,most frequent,Environmental Phenomena,snow,white;fresh;deep;light;fluffy;cold;falling;melting;heavy;pure
grok-3-mini,think-in-native,1.0,IT # Italian,C2,most frequent,Environmental Phenomena,storm,violent;strong;sudden;fierce;windy;rainy;electrical;long;short;destructive
grok-3-mini,think-in-native,1.0,IT # Italian,C2,most frequent,Environmental Phenomena,thunder,loud;booming;distant;close;sudden;rolling;frightening;deep;rare;continuous
grok-3-mini,think-in-native,1.0,IT # Italian,C2,most frequent,Environmental Phenomena,tide,high;low;strong;weak;incoming;outgoing;daily;calm;rough;predictable
grok-3-mini,think-in-native,1.0,IT # Italian,C2,most frequent,Environmental Phenomena,volcano,active;dormant;massive;dangerous;smoking;ancient;explosive;quiet;fiery;remote
grok-3-mini,think-in-native,1.0,IT # Italian,C2,most frequent,Environmental Phenomena,wind,strong;gentle;cold;warm;blowing;howling;steady;gusty;northern;eastern
grok-3-mini,think-in-native,1.0,IT # Italian,C2,most frequent,Food Items,apple,red;green;fresh;ripe;juicy;sweet;sour;small;large;organic
grok-3-mini,think-in-native,1.0,IT # Italian,C2,most frequent,Food Items,banana,yellow;ripe;green;sweet;long;small;fresh;organic;peeled;spotted
grok-3-mini,think-in-native,1.0,IT # Italian,C2,most frequent,Food Items,beef,fresh;cooked;tender;lean;fatty;grilled;rare;well-done;organic;cheap
grok-3-mini,think-in-native,1.0,IT # Italian,C2,most frequent,Food Items,bread,fresh;soft;warm;sliced;whole-grain;white;crusty;homemade;cheap;stale
grok-3-mini,think-in-native,1.0,IT # Italian,C2,most frequent,Food Items,broccoli,green;fresh;raw;cooked;crunchy;organic;small;large;steamed;frozen
grok-3-mini,think-in-native,1.0,IT # Italian,C2,most frequent,Food Items,cheese,soft;hard;fresh;aged;creamy;sharp;mild;grated;sliced;organic
grok-3-mini,think-in-native,1.0,IT # Italian,C2,most frequent,Food Items,chicken,fresh;cooked;roasted;grilled;organic;small;large;tender;frozen;spicy
grok-3-mini,think-in-native,1.0,IT # Italian,C2,most frequent,Food Items,egg,fresh;boiled;fried;raw;large;small;organic;white;brown;cracked
grok-3-mini,think-in-native,1.0,IT # Italian,C2,most frequent,Food Items,fish,fresh;cooked;grilled;smoked;wild;farmed;small;large;oily;tasty
grok-3-mini,think-in-native,1.0,IT # Italian,C2,most frequent,Food Items,pasta,cooked;dry;fresh;al dente;homemade;store-bought;long;short;cheap;flavored
grok-3-mini,think-in-native,1.0,IT # Italian,C2,most frequent,Food Items,rice,cooked;raw;white;brown;steamed;fluffy;sticky;organic;long-grain;short-grain
grok-3-mini,think-in-native,1.0,IT # Italian,C2,most frequent,Food Items,soup,hot;cold;thick;thin;creamy;vegetable;meaty;homemade;spicy;simple
grok-3-mini,think-in-native,1.0,IT # Italian,C2,most frequent,Human Roles,artist,talented;creative;famous;struggling;young;old;dedicated;innovative;skilled;passionate
grok-3-mini,think-in-native,1.0,IT # Italian,C2,most frequent,Human Roles,athlete,strong;fast;dedicated;professional;amateur;young;skilled;competitive;fit;injured
grok-3-mini,think-in-native,1.0,IT # Italian,C2,most frequent,Human Roles,chef,skilled;famous;creative;professional;young;experienced;talented;busy;innovative;passionate
grok-3-mini,think-in-native,1.0,IT # Italian,C2,most frequent,Human Roles,doctor,skilled;experienced;young;dedicated;busy;professional;caring;qualified;senior;local
grok-3-mini,think-in-native,1.0,IT # Italian,C2,most frequent,Human Roles,engineer,skilled;experienced;creative;professional;young;innovative;dedicated;mechanical;civil;electrical
grok-3-mini,think-in-native,1.0,IT # Italian,C2,most frequent,Human Roles,farmer,hardworking;experienced;local;organic;young;old;dedicated;rural;skilled;independent
grok-3-mini,think-in-native,1.0,IT # Italian,C2,most frequent,Human Roles,lawyer,experienced;professional;skilled;busy;corporate;criminal;young;dedicated;ethical;successful
grok-3-mini,think-in-native,1.0,IT # Italian,C2,most frequent,Human Roles,musician,talented;famous;young;skilled;dedicated;classical;rock;jazz;passionate;struggling
grok-3-mini,think-in-native,1.0,IT # Italian,C2,most frequent,Human Roles,scientist,brilliant;dedicated;experienced;young;innovative;professional;theoretical;practical;curious;renowned
grok-3-mini,think-in-native,1.0,IT # Italian,C2,most frequent,Human Roles,soldier,brave;trained;experienced;young;dedicated;professional;elite;wounded;loyal;disciplined
grok-3-mini,think-in-native,1.0,IT # Italian,C2,most frequent,Human Roles,teacher,dedicated;experienced;young;passionate;skilled;patient;inspiring;professional;strict;creative
grok-3-mini,think-in-native,1.0,IT # Italian,C2,most frequent,Human Roles,writer,talented;famous;young;experienced;creative;dedicated;prolific;struggling;poetic;fictional
grok-3-mini,think-in-native,1.0,IT # Italian,C2,most frequent,Inanimate Objects,book,old;new;thick;thin;interesting;boring;hardcover;paperback;educational;fictional
grok-3-mini,think-in-native,1.0,IT # Italian,C2,most frequent,Inanimate Objects,bridge,old;new;long;short;strong;wooden;stone;metal;historic;modern
grok-3-mini,think-in-native,1.0,IT # Italian,C2,most frequent,Inanimate Objects,drums,loud;wooden;large;small;rhythmic;old;new;electronic;traditional;shiny
grok-3-mini,think-in-native,1.0,IT # Italian,C2,most frequent,Inanimate Objects,earth,green;blue;vast;ancient;fertile;dry;rocky;beautiful;fragile;spinning
grok-3-mini,think-in-native,1.0,IT # Italian,C2,most frequent,Inanimate Objects,flute,wooden;silver;small;old;new;melodic;shiny;traditional;modern;delicate
grok-3-mini,think-in-native,1.0,IT # Italian,C2,most frequent,Inanimate Objects,key,small;metal;old;new;rusty;shiny;spare;master;locked;simple
grok-3-mini,think-in-native,1.0,IT # Italian,C2,most frequent,Inanimate Objects,knife,sharp;dull;small;large;metal;wooden;old;new;kitchen;hunting
grok-3-mini,think-in-native,1.0,IT # Italian,C2,most frequent,Inanimate Objects,lock,old;new;metal;rusty;secure;broken;electronic;simple;combination;padlock
grok-3-mini,think-in-native,1.0,IT # Italian,C2,most frequent,Inanimate Objects,moon,full;crescent;bright;dark;distant;beautiful;silver;waxing;waning;mysterious
grok-3-mini,think-in-native,1.0,IT # Italian,C2,most frequent,Inanimate Objects,pen,black;blue;red;old;new;cheap;expensive;fountain;ballpoint;leaking
grok-3-mini,think-in-native,1.0,IT # Italian,C2,most frequent,Inanimate Objects,sun,bright;hot;yellow;rising;setting;warm;distant;powerful;summer;eternal
grok-3-mini,think-in-native,1.0,IT # Italian,C2,most frequent,Inanimate Objects,sword,sharp;old;metal;long;short;ancient;decorative;battle-ready;rusty;shiny
grok-3-mini,think-in-native,1.0,IT # Italian,C2,most frequent,Neutral Animals,cat,black;white;fluffy;playful;lazy;wild;domestic;young;old;stray
grok-3-mini,think-in-native,1.0,IT # Italian,C2,most frequent,Neutral Animals,dog,loyal;big;small;friendly;aggressive;trained;wild;young;old;playful
grok-3-mini,think-in-native,1.0,IT # Italian,C2,most frequent,Neutral Animals,dolphin,intelligent;playful;fast;graceful;wild;trained;large;small;marine;friendly
grok-3-mini,think-in-native,1.0,IT # Italian,C2,most frequent,Neutral Animals,elephant,large;gray;strong;wild;tame;intelligent;old;young;majestic;endangered
grok-3-mini,think-in-native,1.0,IT # Italian,C2,most frequent,Neutral Animals,hamster,small;furry;playful;fast;tame;wild;young;old;cute;nocturnal
grok-3-mini,think-in-native,1.0,IT # Italian,C2,most frequent,Neutral Animals,monkey,playful;clever;wild;tame;small;large;young;old;agile;noisy
grok-3-mini,think-in-native,1.0,IT # Italian,C2,most frequent,Neutral Animals,mouse,small;gray;fast;timid;wild;tame;young;old;furry;nocturnal
grok-3-mini,think-in-native,1.0,IT # Italian,C2,most frequent,Neutral Animals,peacock,colorful;proud;wild;tame;large;beautiful;noisy;exotic;male;female
grok-3-mini,think-in-native,1.0,IT # Italian,C2,most frequent,Neutral Animals,rabbit,white;fluffy;fast;wild;tame;young;old;cute;agile;shy
grok-3-mini,think-in-native,1.0,IT # Italian,C2,most frequent,Neutral Animals,shark,dangerous;large;fast;wild;predatory;gray;sharp-toothed;solitary;marine;feared
grok-3-mini,think-in-native,1.0,IT # Italian,C2,most frequent,Neutral Animals,snake,long;venomous;harmless;wild;tame;green;black;slippery;coiled;dangerous
grok-3-mini,think-in-native,1.0,IT # Italian,C2,most frequent,Neutral Animals,whale,large;massive;gentle;wild;marine;singing;endangered;blue;gray;migratory
grok-3-mini,think-in-native,1.0,IT # Italian,C2,most frequent,Places,city,busy;large;modern;old;crowded;clean;dirty;historic;vibrant;industrial
grok-3-mini,think-in-native,1.0,IT # Italian,C2,most frequent,Places,desert,dry;hot;vast;sandy;barren;remote;beautiful;harsh;golden;endless
grok-3-mini,think-in-native,1.0,IT # Italian,C2,most frequent,Places,forest,dense;green;ancient;wild;dark;peaceful;tropical;temperate;vast;mysterious
grok-3-mini,think-in-native,1.0,IT # Italian,C2,most frequent,Places,island,small;large;tropical;remote;beautiful;volcanic;sandy;rocky;isolated;green
grok-3-mini,think-in-native,1.0,IT # Italian,C2,most frequent,Places,lake,deep;clear;blue;frozen;small;large;peaceful;mountain;freshwater;scenic
grok-3-mini,think-in-native,1.0,IT # Italian,C2,most frequent,Places,mountain,high;snowy;rocky;steep;ancient;beautiful;rugged;green;volcanic;majestic
grok-3-mini,think-in-native,1.0,IT # Italian,C2,most frequent,Places,ocean,vast;deep;blue;stormy;calm;salty;endless;mysterious;cold;warm
grok-3-mini,think-in-native,1.0,IT # Italian,C2,most frequent,Places,plain,flat;vast;green;dry;fertile;empty;grassy;endless;rural;open
grok-3-mini,think-in-native,1.0,IT # Italian,C2,most frequent,Places,plateau,high;flat;rocky;vast;elevated;dry;scenic;ancient;green;remote
grok-3-mini,think-in-native,1.0,IT # Italian,C2,most frequent,Places,river,wide;narrow;fast-flowing;slow;deep;shallow;clean;polluted;winding;mighty
grok-3-mini,think-in-native,1.0,IT # Italian,C2,most frequent,Places,valley,deep;green;fertile;narrow;wide;scenic;hidden;mountainous;peaceful;remote
grok-3-mini,think-in-native,1.0,IT # Italian,C2,most frequent,Places,village,small;quiet;rural;old;charming;coastal;mountain;traditional;poor;wealthy
grok-3-mini,think-in-native,1.0,IT # Italian,C2,most frequent,Plants,cactus,spiky;green;tall;short;desert;hardy;flowering;wild;potted;exotic
grok-3-mini,think-in-native,1.0,IT # Italian,C2,most frequent,Plants,eggplant,purple;large;fresh;round;shiny;organic;cooked;raw;bitter;smooth
grok-3-mini,think-in-native,1.0,IT # Italian,C2,most frequent,Plants,flower,beautiful;colorful;fresh;wilting;wild;garden;fragrant;small;large;rare
grok-3-mini,think-in-native,1.0,IT # Italian,C2,most frequent,Plants,grass,green;tall;short;fresh;dry;wild;lawn;soft;thick;mowed
grok-3-mini,think-in-native,1.0,IT # Italian,C2,most frequent,Plants,lettuce,green;fresh;crisp;organic;raw;wilted;leafy;small;large;salad
grok-3-mini,think-in-native,1.0,IT # Italian,C2,most frequent,Plants,mushroom,small;large;wild;cultivated;edible;poisonous;fresh;dried;brown;white
grok-3-mini,think-in-native,1.0,IT # Italian,C2,most frequent,Plants,onion,white;red;yellow;fresh;strong-smelling;raw;cooked;small;large;organic
grok-3-mini,think-in-native,1.0,IT # Italian,C2,most frequent,Plants,pepper,red;green;hot;sweet;fresh;raw;cooked;small;large;spicy
grok-3-mini,think-in-native,1.0,IT # Italian,C2,most frequent,Plants,potato,large;small;fresh;baked;boiled;organic;raw;cooked;starchy;yellow
grok-3-mini,think-in-native,1.0,IT # Italian,C2,most frequent,Plants,rose,red;beautiful;thorny;fragrant;wild;garden;fresh;wilting;full-bloom;delicate
grok-3-mini,think-in-native,1.0,IT # Italian,C2,most frequent,Plants,tomato,red;ripe;fresh;juicy;raw;cooked;small;large;organic;sweet
grok-3-mini,think-in-native,1.0,IT # Italian,C2,most frequent,Plants,tree,tall;old;green;leafy;fruit-bearing;bare;ancient;young;shady;strong
grok-3-mini,think-in-native,1.0,IT # Italian,C2,most frequent,Social Relationships,ally,strong;reliable;faithful;strategic;close;trusted;powerful;helpful;loyal;secret
grok-3-mini,think-in-native,1.0,IT # Italian,C2,most frequent,Social Relationships,brother,older;younger;loving;protective;annoying;close;distant;supportive;fun;responsible
grok-3-mini,think-in-native,1.0,IT # Italian,C2,most frequent,Social Relationships,enemy,dangerous;powerful;sworn;bitter;hidden;foreign;fierce;ruthless;old;new
grok-3-mini,think-in-native,1.0,IT # Italian,C2,most frequent,Social Relationships,father,loving;strict;absent;present;hardworking;wise;young;old;supportive;distant
grok-3-mini,think-in-native,1.0,IT # Italian,C2,most frequent,Social Relationships,follower,loyal;dedicated;faithful;blind;enthusiastic;active;passive;young;old;committed
grok-3-mini,think-in-native,1.0,IT # Italian,C2,most frequent,Social Relationships,friend,close;true;old;new;loyal;fun;supportive;trustworthy;distant;helpful
grok-3-mini,think-in-native,1.0,IT # Italian,C2,most frequent,Social Relationships,leader,strong;charismatic;effective;weak;inspiring;authoritarian;democratic;young;old;visionary
grok-3-mini,think-in-native,1.0,IT # Italian,C2,most frequent,Social Relationships,mother,loving;caring;strict;busy;single;devoted;young;old;supportive;nurturing
grok-3-mini,think-in-native,1.0,IT # Italian,C2,most frequent,Social Relationships,partner,reliable;business;life;equal;supportive;creative;professional;romantic;trusted;distant
grok-3-mini,think-in-native,1.0,IT # Italian,C2,most frequent,Social Relationships,rival,fierce;strong;competitive;old;new;bitter;professional;personal;skilled;dangerous
grok-3-mini,think-in-native,1.0,IT # Italian,C2,most frequent,Social Relationships,sister,younger;older;loving;protective;close;distant;fun;supportive;annoying;responsible
grok-3-mini,think-in-native,1.0,IT # Italian,C2,most frequent,Social Relationships,stranger,unknown;mysterious;dangerous;friendly;passing;foreign;helpful;suspicious;lone;wandering
grok-3-mini,think-in-native,1.0,IT # Italian,C2,most frequent,Spatial Concepts,above,high;elevated;overhead;superior;clear;bright;distant;floating;upper;vast
grok-3-mini,think-in-native,1.0,IT # Italian,C2,most frequent,Spatial Concepts,back,rear;hidden;distant;old;straight;curved;strong;weak;covered;exposed
grok-3-mini,think-in-native,1.0,IT # Italian,C2,most frequent,Spatial Concepts,below,low;underground;deep;hidden;dark;submerged;inferior;quiet;vast;mysterious
grok-3-mini,think-in-native,1.0,IT # Italian,C2,most frequent,Spatial Concepts,east,distant;rising;sunny;coastal;ancient;modern;remote;cultural;vast;flat
grok-3-mini,think-in-native,1.0,IT # Italian,C2,most frequent,Spatial Concepts,front,main;forward;visible;open;busy;clean;decorative;strong;weak;direct
