Model,SystemPromptType,Temperature,Language,Proficiency,Prompt,NounCategory,Noun,Adjectives
grok-3-mini,think-in-native,1.0,FA # Persian,B1,most frequent,Abstract Concepts,anger,strong;sudden;bad;hot;deep;quick;dangerous;blind;bitter;raw
grok-3-mini,think-in-native,1.0,FA # Persian,C1,most frequent,Neutral Animals,snake,long;poisonous;wild;green;coiled;tame;slippery;dangerous;small;patterned
grok-3-mini,think-in-native,1.0,FA # Persian,C1,most frequent,Neutral Animals,whale,massive;blue;wild;marine;endangered;singing;deep-diving;graceful;ancient;gentle
grok-3-mini,think-in-native,1.0,FA # Persian,C1,most frequent,Places,city,busy;modern;old;crowded;beautiful;industrial;coastal;historic;large;polluted
grok-3-mini,think-in-native,1.0,FA # Persian,C1,most frequent,Places,desert,hot;sandy;vast;dry;remote;barren;golden;windy;harsh;ancient
grok-3-mini,think-in-native,1.0,FA # Persian,C1,most frequent,Places,forest,dense;green;ancient;wild;dark;tropical;quiet;vast;rainy;enchanted
grok-3-mini,think-in-native,1.0,FA # Persian,C1,most frequent,Places,island,tropical;small;remote;volcanic;sandy;green;deserted;populated;beautiful;rocky
grok-3-mini,think-in-native,1.0,FA # Persian,C1,most frequent,Places,lake,calm;deep;frozen;clear;large;polluted;mountain;scenic;shallow;freshwater
grok-3-mini,think-in-native,1.0,FA # Persian,C1,most frequent,Places,mountain,high;snowy;rugged;ancient;green;volcanic;steep;majestic;remote;foggy
grok-3-mini,think-in-native,1.0,FA # Persian,C1,most frequent,Places,ocean,vast;deep;blue;stormy;calm;salty;endless;mysterious;warm;cold
grok-3-mini,think-in-native,1.0,FA # Persian,C1,most frequent,Places,plain,flat;vast;green;dry;fertile;empty;windy;agricultural;golden;open
grok-3-mini,think-in-native,1.0,FA # Persian,C1,most frequent,Places,plateau,high;flat;rocky;vast;dry;elevated;green;ancient;scenic;remote
grok-3-mini,think-in-native,1.0,FA # Persian,C1,most frequent,Places,river,wide;fast;shallow;polluted;clear;winding;frozen;ancient;mighty;gentle
grok-3-mini,think-in-native,1.0,FA # Persian,C1,most frequent,Places,valley,deep;green;narrow;fertile;hidden;scenic;dry;mountainous;peaceful;remote
grok-3-mini,think-in-native,1.0,FA # Persian,C1,most frequent,Places,village,small;quiet;rural;ancient;coastal;modern;poor;picturesque;isolated;traditional
grok-3-mini,think-in-native,1.0,FA # Persian,C1,most frequent,Plants,cactus,spiky;green;desert;tall;small;flowering;dry;hardy;exotic;thorny
grok-3-mini,think-in-native,1.0,FA # Persian,C1,most frequent,Plants,eggplant,purple;fresh;round;large;organic;cooked;shiny;bitter;grilled;vegetable
grok-3-mini,think-in-native,1.0,FA # Persian,C1,most frequent,Plants,flower,beautiful;colorful;fragrant;wild;fresh;wilted;red;small;blooming;exotic
grok-3-mini,think-in-native,1.0,FA # Persian,C1,most frequent,Plants,grass,green;tall;wet;dry;soft;wild;mowed;lush;short;overgrown
grok-3-mini,think-in-native,1.0,FA # Persian,C1,most frequent,Plants,lettuce,fresh;green;crisp;organic;wilted;leafy;raw;salad;sweet;bitter
grok-3-mini,think-in-native,1.0,FA # Persian,C1,most frequent,Plants,mushroom,wild;edible;poisonous;small;fresh;dried;earthy;large;cooked;fungal
grok-3-mini,think-in-native,1.0,FA # Persian,C1,most frequent,Plants,onion,fresh;raw;sliced;spicy;large;small;organic;dried;sweet;pungent
grok-3-mini,think-in-native,1.0,FA # Persian,C1,most frequent,Plants,pepper,spicy;red;green;fresh;hot;sweet;sliced;dried;organic;crunchy
grok-3-mini,think-in-native,1.0,FA # Persian,C1,most frequent,Plants,potato,fresh;baked;boiled;large;small;organic;fried;starchy;peeled;rotten
grok-3-mini,think-in-native,1.0,FA # Persian,C1,most frequent,Plants,rose,red;beautiful;thorny;fragrant;wild;fresh;white;blooming;garden;delicate
grok-3-mini,think-in-native,1.0,FA # Persian,C1,most frequent,Plants,tomato,red;fresh;ripe;juicy;small;organic;sliced;green;rotten;sweet
grok-3-mini,think-in-native,1.0,FA # Persian,C1,most frequent,Plants,tree,tall;green;old;fruit-bearing;shady;fallen;ancient;bare;flowering;strong
grok-3-mini,think-in-native,1.0,FA # Persian,C1,most frequent,Social Relationships,ally,strong;reliable;strategic;faithful;powerful;secret;helpful;distant;trusted;new
grok-3-mini,think-in-native,1.0,FA # Persian,C1,most frequent,Social Relationships,brother,older;younger;loving;protective;annoying;supportive;twin;distant;fun;responsible
grok-3-mini,think-in-native,1.0,FA # Persian,C1,most frequent,Social Relationships,enemy,dangerous;fierce;old;hidden;powerful;bitter;foreign;sworn;defeated;cunning
grok-3-mini,think-in-native,1.0,FA # Persian,C1,most frequent,Social Relationships,father,loving;strict;absent;proud;hardworking;wise;young;supportive;distant;fun
grok-3-mini,think-in-native,1.0,FA # Persian,C1,most frequent,Social Relationships,follower,loyal;dedicated;blind;enthusiastic;new;active;silent;faithful;young;organized
grok-3-mini,think-in-native,1.0,FA # Persian,C1,most frequent,Social Relationships,friend,close;true;old;new;reliable;fun;distant;helpful;loyal;supportive
grok-3-mini,think-in-native,1.0,FA # Persian,C1,most frequent,Social Relationships,leader,strong;charismatic;wise;young;effective;inspiring;authoritarian;popular;visionary;experienced
grok-3-mini,think-in-native,1.0,FA # Persian,C1,most frequent,Social Relationships,mother,loving;caring;strict;busy;young;wise;supportive;single;protective;distant
grok-3-mini,think-in-native,1.0,FA # Persian,C1,most frequent,Social Relationships,partner,reliable;business;romantic;equal;supportive;new;trusted;creative;distant;strong
grok-3-mini,think-in-native,1.0,FA # Persian,C1,most frequent,Social Relationships,rival,fierce;strong;old;corporate;athletic;clever;dangerous;defeated;equal;persistent
grok-3-mini,think-in-native,1.0,FA # Persian,C1,most frequent,Social Relationships,sister,younger;older;loving;protective;annoying;supportive;twin;distant;fun;close
grok-3-mini,think-in-native,1.0,FA # Persian,C1,most frequent,Social Relationships,stranger,mysterious;dangerous;friendly;unknown;foreign;helpful;suspicious;passing;tall;quiet
grok-3-mini,think-in-native,1.0,FA # Persian,C1,most frequent,Spatial Concepts,above,high;clear;visible;distant;bright;floating;overhead;superior;airy;elevated
grok-3-mini,think-in-native,1.0,FA # Persian,C1,most frequent,Spatial Concepts,back,rear;hidden;strong;sore;straight;covered;wooden;distant;flat;broad
grok-3-mini,think-in-native,1.0,FA # Persian,C1,most frequent,Spatial Concepts,below,deep;hidden;lower;dark;underground;submerged;inferior;quiet;warm;vast
grok-3-mini,think-in-native,1.0,FA # Persian,C1,most frequent,Spatial Concepts,east,rising;distant;coastal;sunny;ancient;foreign;directional;warm;unexplored;vast
grok-3-mini,think-in-native,1.0,FA # Persian,C1,most frequent,Spatial Concepts,front,main;forward;visible;busy;clean;wooden;open;leading;shiny;broad
grok-3-mini,think-in-native,1.0,FA # Persian,C1,most frequent,Spatial Concepts,inside,warm;hidden;cozy;dark;secret;protected;empty;crowded;safe;deep
grok-3-mini,think-in-native,1.0,FA # Persian,C1,most frequent,Spatial Concepts,left,abandoned;weak;forgotten;directional;empty;dark;unused;quiet;damaged;old
grok-3-mini,think-in-native,1.0,FA # Persian,C1,most frequent,Spatial Concepts,north,cold;distant;polar;ancient;directional;frozen;unexplored;vast;stormy;green
grok-3-mini,think-in-native,1.0,FA # Persian,C1,most frequent,Spatial Concepts,outside,cold;bright;wet;open;dangerous;quiet;vast;exposed;green;noisy
grok-3-mini,think-in-native,1.0,FA # Persian,C1,most frequent,Spatial Concepts,right,correct;strong;directional;accurate;firm;moral;proper;dominant;straight;just
grok-3-mini,think-in-native,1.0,FA # Persian,C1,most frequent,Spatial Concepts,south,warm;sunny;directional;tropical;distant;ancient;coastal;vast;green;humid
grok-3-mini,think-in-native,1.0,FA # Persian,C1,most frequent,Spatial Concepts,west,wild;distant;setting;coastal;directional;dry;ancient;unexplored;vast;golden
grok-3-mini,think-in-native,1.0,FA # Persian,C1,most frequent,Time Concepts,century,past;future;golden;dark;modern;ancient;progressive;turbulent;long;forgotten
grok-3-mini,think-in-native,1.0,FA # Persian,C1,most frequent,Time Concepts,day,sunny;long;short;busy;lazy;clear;rainy;special;ordinary;warm
grok-3-mini,think-in-native,1.0,FA # Persian,C1,most frequent,Time Concepts,evening,quiet;cool;long;romantic;dark;peaceful;busy;golden;short;relaxing
grok-3-mini,think-in-native,1.0,FA # Persian,C1,most frequent,Time Concepts,hour,long;short;golden;dark;busy;quiet;final;early;late;precious
grok-3-mini,think-in-native,1.0,FA # Persian,C1,most frequent,Time Concepts,minute,short;last;final;quick;slow;precious;waiting;tense;exact;fleeting
grok-3-mini,think-in-native,1.0,FA # Persian,C1,most frequent,Time Concepts,month,long;short;busy;quiet;festive;cold;warm;final;starting;memorable
grok-3-mini,think-in-native,1.0,FA # Persian,C1,most frequent,Time Concepts,morning,fresh;early;bright;foggy;quiet;busy;cold;sunny;peaceful;crisp
grok-3-mini,think-in-native,1.0,FA # Persian,C1,most frequent,Time Concepts,night,dark;long;quiet;starry;cold;warm;sleepless;mysterious;short;festive
grok-3-mini,think-in-native,1.0,FA # Persian,C1,most frequent,Time Concepts,season,warm;cold;rainy;dry;festive;harsh;mild;long;short;changing
grok-3-mini,think-in-native,1.0,FA # Persian,C1,most frequent,Time Concepts,second,last;final;quick;short;precious;tense;exact;fleeting;decisive;waiting
grok-3-mini,think-in-native,1.0,FA # Persian,C1,most frequent,Time Concepts,week,long;short;busy;quiet;final;starting;eventful;relaxing;ordinary;memorable
grok-3-mini,think-in-native,1.0,FA # Persian,C1,most frequent,Time Concepts,year,new;old;long;short;busy;quiet;memorable;final;starting;prosperous
grok-3-mini,think-in-native,1.0,FA # Persian,C2,most frequent,Abstract Concepts,anger,intense;sudden;boiling;blind;deep;raw;suppressed;explosive;quiet;simmering
grok-3-mini,think-in-native,1.0,FA # Persian,C2,most frequent,Abstract Concepts,courage,bold;unwavering;quiet;heroic;true;moral;fierce;inner;sudden;inspiring
grok-3-mini,think-in-native,1.0,FA # Persian,C2,most frequent,Abstract Concepts,fear,deep;sudden;irrational;primal;overwhelming;constant;hidden;paralyzing;instinctive;growing
grok-3-mini,think-in-native,1.0,FA # Persian,C2,most frequent,Abstract Concepts,freedom,absolute;true;hard-won;personal;unlimited;basic;inner;national;fleeting;precious
grok-3-mini,think-in-native,1.0,FA # Persian,C2,most frequent,Abstract Concepts,happiness,pure;lasting;simple;genuine;quiet;overwhelming;fleeting;inner;shared;radiant
grok-3-mini,think-in-native,1.0,FA # Persian,C2,most frequent,Abstract Concepts,hate,bitter;deep;intense;blind;growing;irrational;enduring;fierce;unspoken;consuming
grok-3-mini,think-in-native,1.0,FA # Persian,C2,most frequent,Abstract Concepts,honesty,brutal;simple;absolute;rare;straightforward;deep;refreshing;unwavering;painful;genuine
grok-3-mini,think-in-native,1.0,FA # Persian,C2,most frequent,Abstract Concepts,justice,swift;blind;true;social;divine;perfect;delayed;equal;harsh;fair
grok-3-mini,think-in-native,1.0,FA # Persian,C2,most frequent,Abstract Concepts,knowledge,vast;deep;practical;ancient;secret;useful;hidden;scientific;basic;shared
grok-3-mini,think-in-native,1.0,FA # Persian,C2,most frequent,Abstract Concepts,love,true;deep;unconditional;passionate;quiet;enduring;sudden;forbidden;pure;selfless
grok-3-mini,think-in-native,1.0,FA # Persian,C2,most frequent,Abstract Concepts,peace,inner;lasting;fragile;global;quiet;perfect;temporary;deep;absolute;spiritual
grok-3-mini,think-in-native,1.0,FA # Persian,C2,most frequent,Abstract Concepts,wisdom,ancient;profound;practical;timeless;inner;hard-earned;simple;divine;quiet;vast
grok-3-mini,think-in-native,1.0,FA # Persian,C2,most frequent,Cultural Artifacts,bell,loud;ringing;antique;clear;small;golden;church;handheld;broken;melodic
grok-3-mini,think-in-native,1.0,FA # Persian,C2,most frequent,Cultural Artifacts,candle,flickering;scented;tall;white;melted;decorative;emergency;colorful;simple;waxen
grok-3-mini,think-in-native,1.0,FA # Persian,C2,most frequent,Cultural Artifacts,carpet,woven;soft;colorful;oriental;thick;worn;Persian;red;patterned;large
grok-3-mini,think-in-native,1.0,FA # Persian,C2,most frequent,Cultural Artifacts,coin,shiny;ancient;rare;gold;silver;foreign;small;counterfeit;heavy;minted
grok-3-mini,think-in-native,1.0,FA # Persian,C2,most frequent,Cultural Artifacts,crown,golden;royal;jeweled;ancient;ceremonial;heavy;simple;fake;pointed;ornate
grok-3-mini,think-in-native,1.0,FA # Persian,C2,most frequent,Cultural Artifacts,flag,national;waving;colorful;torn;proud;foreign;symbolic;large;faded;striped
grok-3-mini,think-in-native,1.0,FA # Persian,C2,most frequent,Cultural Artifacts,mask,protective;decorative;facial;mysterious;colorful;simple;surgical;carved;disposable;theatrical
grok-3-mini,think-in-native,1.0,FA # Persian,C2,most frequent,Cultural Artifacts,necklace,shiny;golden;beaded;long;simple;antique;pearl;elegant;cheap;layered
grok-3-mini,think-in-native,1.0,FA # Persian,C2,most frequent,Cultural Artifacts,painting,beautiful;abstract;detailed;old;colorful;famous;small;modern;framed;landscape
grok-3-mini,think-in-native,1.0,FA # Persian,C2,most frequent,Cultural Artifacts,ring,golden;simple;engagement;large;diamond;antique;cheap;silver;engraved;loose
grok-3-mini,think-in-native,1.0,FA # Persian,C2,most frequent,Cultural Artifacts,statue,towering;ancient;bronze;stone;heroic;modern;damaged;small;marble;lifelike
grok-3-mini,think-in-native,1.0,FA # Persian,C2,most frequent,Cultural Artifacts,vase,decorative;tall;ceramic;broken;floral;antique;glass;simple;colorful;ornate
grok-3-mini,think-in-native,1.0,FA # Persian,C2,most frequent,Environmental Phenomena,cloud,fluffy;dark;drifting;white;stormy;low;high;thin;gray;puffy
grok-3-mini,think-in-native,1.0,FA # Persian,C2,most frequent,Environmental Phenomena,earthquake,violent;sudden;massive;shallow;destructive;minor;powerful;rare;deep;tectonic
grok-3-mini,think-in-native,1.0,FA # Persian,C2,most frequent,Environmental Phenomena,fog,thick;dense;morning;chilling;mysterious;light;rolling;persistent;early;damp
grok-3-mini,think-in-native,1.0,FA # Persian,C2,most frequent,Environmental Phenomena,lightning,bright;sudden;forked;distant;dangerous;spectacular;quick;electrical;silent;powerful
grok-3-mini,think-in-native,1.0,FA # Persian,C2,most frequent,Environmental Phenomena,rain,heavy;light;steady;cold;warm;pouring;gentle;seasonal;tropical;relentless
grok-3-mini,think-in-native,1.0,FA # Persian,C2,most frequent,Environmental Phenomena,rainbow,vibrant;colorful;fading;double;perfect;arched;distant;bright;fleeting;natural
grok-3-mini,think-in-native,1.0,FA # Persian,C2,most frequent,Environmental Phenomena,snow,fresh;deep;fluffy;melting;heavy;powdery;white;frozen;light;drifting
grok-3-mini,think-in-native,1.0,FA # Persian,C2,most frequent,Environmental Phenomena,storm,fierce;approaching;violent;sudden;tropical;windy;massive;electrical;mild;brewing
grok-3-mini,think-in-native,1.0,FA # Persian,C2,most frequent,Environmental Phenomena,thunder,loud;rolling;distant;crashing;ominous;sudden;muffled;powerful;echoing;faint
grok-3-mini,think-in-native,1.0,FA # Persian,C2,most frequent,Environmental Phenomena,tide,high;low;rising;ebbing;strong;gentle;incoming;outgoing;powerful;coastal
grok-3-mini,think-in-native,1.0,FA # Persian,C2,most frequent,Environmental Phenomena,volcano,active;dormant;massive;explosive;smoking;ancient;dangerous;quiet;fiery;steep
grok-3-mini,think-in-native,1.0,FA # Persian,C2,most frequent,Environmental Phenomena,wind,strong;gentle;cold;warm;howling;steady;gusty;northern;light;fierce
grok-3-mini,think-in-native,1.0,FA # Persian,C2,most frequent,Food Items,apple,red;crisp;juicy;green;fresh;sweet;rotten;small;tart;ripe
grok-3-mini,think-in-native,1.0,FA # Persian,C2,most frequent,Food Items,banana,yellow;ripe;green;soft;sweet;peeled;fresh;spotted;large;curved
grok-3-mini,think-in-native,1.0,FA # Persian,C2,most frequent,Food Items,beef,tender;lean;grilled;fresh;fatty;rare;cooked;ground;organic;tough
grok-3-mini,think-in-native,1.0,FA # Persian,C2,most frequent,Food Items,bread,fresh;warm;soft;sliced;whole-wheat;crusty;stale;white;homemade;toasted
grok-3-mini,think-in-native,1.0,FA # Persian,C2,most frequent,Food Items,broccoli,fresh;green;steamed;crisp;organic;raw;frozen;tender;healthy;chopped
grok-3-mini,think-in-native,1.0,FA # Persian,C2,most frequent,Food Items,cheese,sharp;soft;melted;aged;creamy;hard;grated;mild;flavored;yellow
grok-3-mini,think-in-native,1.0,FA # Persian,C2,most frequent,Food Items,chicken,grilled;fresh;roasted;organic;fried;boneless;tender;spicy;raw;marinated
grok-3-mini,think-in-native,1.0,FA # Persian,C2,most frequent,Food Items,egg,fresh;boiled;fried;cracked;large;organic;brown;scrambled;raw;soft-boiled
grok-3-mini,think-in-native,1.0,FA # Persian,C2,most frequent,Food Items,fish,fresh;grilled;smoked;frozen;wild;oily;cooked;small;salty;flaky
grok-3-mini,think-in-native,1.0,FA # Persian,C2,most frequent,Food Items,pasta,cooked;al dente;fresh;dried;cheesy;spicy;simple;homemade;stuffed;wheat
grok-3-mini,think-in-native,1.0,FA # Persian,C2,most frequent,Food Items,rice,steamed;cooked;white;brown;fluffy;sticky;wild;raw;aromatic;boiled
grok-3-mini,think-in-native,1.0,FA # Persian,C2,most frequent,Food Items,soup,hot;creamy;vegetable;spicy;clear;homemade;thick;cold;flavorful;hearty
grok-3-mini,think-in-native,1.0,FA # Persian,C2,most frequent,Human Roles,artist,talented;creative;famous;struggling;young;visionary;skilled;modern;dedicated;eccentric
grok-3-mini,think-in-native,1.0,FA # Persian,C2,most frequent,Human Roles,athlete,fast;strong;professional;dedicated;young;injured;skilled;competitive;fit;Olympic
grok-3-mini,think-in-native,1.0,FA # Persian,C2,most frequent,Human Roles,chef,skilled;famous;innovative;young;experienced;busy;talented;professional;creative;local
grok-3-mini,think-in-native,1.0,FA # Persian,C2,most frequent,Human Roles,doctor,skilled;caring;busy;experienced;young;specialist;dedicated;senior;trustworthy;emergency
grok-3-mini,think-in-native,1.0,FA # Persian,C2,most frequent,Human Roles,engineer,skilled;innovative;experienced;young;mechanical;creative;dedicated;senior;practical;electrical
grok-3-mini,think-in-native,1.0,FA # Persian,C2,most frequent,Human Roles,farmer,hardworking;local;experienced;organic;young;dedicated;rural;skilled;family;poor
grok-3-mini,think-in-native,1.0,FA # Persian,C2,most frequent,Human Roles,lawyer,sharp;experienced;corporate;young;successful;ethical;busy;defense;criminal;dedicated
grok-3-mini,think-in-native,1.0,FA # Persian,C2,most frequent,Human Roles,musician,talented;famous;young;classical;rock;dedicated;skilled;jazz;creative;touring
grok-3-mini,think-in-native,1.0,FA # Persian,C2,most frequent,Human Roles,scientist,brilliant;dedicated;young;experimental;renowned;environmental;theoretical;curious;innovative;senior
grok-3-mini,think-in-native,1.0,FA # Persian,C2,most frequent,Human Roles,soldier,brave;trained;young;veteran;disciplined;elite;loyal;injured;professional;courageous
grok-3-mini,think-in-native,1.0,FA # Persian,C2,most frequent,Human Roles,teacher,dedicated;experienced;young;inspiring;patient;strict;creative;knowledgeable;effective;retired
grok-3-mini,think-in-native,1.0,FA # Persian,C2,most frequent,Human Roles,writer,talented;famous;young;prolific;creative;mystery;dedicated;award-winning;struggling;poetic
grok-3-mini,think-in-native,1.0,FA # Persian,C2,most frequent,Inanimate Objects,book,thick;old;new;exciting;boring;educational;fictional;hardcover;popular;rare
grok-3-mini,think-in-native,1.0,FA # Persian,C2,most frequent,Inanimate Objects,bridge,long;old;modern;wooden;steel;collapsed;high;narrow;busy;elegant
grok-3-mini,think-in-native,1.0,FA # Persian,C2,most frequent,Inanimate Objects,drums,loud;wooden;electronic;small;rhythmic;professional;handmade;tuned;antique;colorful
grok-3-mini,think-in-native,1.0,FA # Persian,C2,most frequent,Inanimate Objects,earth,green;fertile;dry;vast;rocky;flat;ancient;spinning;living;warm
grok-3-mini,think-in-native,1.0,FA # Persian,C2,most frequent,Inanimate Objects,flute,wooden;silver;melodic;small;antique;shiny;simple;professional;handmade;tuned
grok-3-mini,think-in-native,1.0,FA # Persian,C2,most frequent,Inanimate Objects,key,small;metal;rusty;shiny;spare;electronic;old;golden;lost;duplicate
grok-3-mini,think-in-native,1.0,FA # Persian,C2,most frequent,Inanimate Objects,knife,sharp;rusty;kitchen;small;large;folding;dull;metal;wooden-handled;ceremonial
grok-3-mini,think-in-native,1.0,FA # Persian,C2,most frequent,Inanimate Objects,lock,rusty;secure;electronic;small;broken;metal;old;modern;keyed;combination
grok-3-mini,think-in-native,1.0,FA # Persian,C2,most frequent,Inanimate Objects,moon,full;bright;crescent;distant;pale;waxing;waning;mysterious;glowing;silver
grok-3-mini,think-in-native,1.0,FA # Persian,C2,most frequent,Inanimate Objects,pen,black;ink;cheap;fancy;broken;metal;plastic;fountain;ballpoint;colorful
grok-3-mini,think-in-native,1.0,FA # Persian,C2,most frequent,Inanimate Objects,sun,bright;hot;rising;setting;yellow;warm;blazing;midday;distant;golden
grok-3-mini,think-in-native,1.0,FA # Persian,C2,most frequent,Inanimate Objects,sword,sharp;ancient;heavy;shiny;ceremonial;wooden;magical;long;rusted;ornate
grok-3-mini,think-in-native,1.0,FA # Persian,C2,most frequent,Neutral Animals,cat,black;fluffy;playful;stray;lazy;wild;domestic;small;aggressive;affectionate
grok-3-mini,think-in-native,1.0,FA # Persian,C2,most frequent,Neutral Animals,dog,loyal;big;small;friendly;stray;trained;wild;barking;playful;aggressive
grok-3-mini,think-in-native,1.0,FA # Persian,C2,most frequent,Neutral Animals,dolphin,intelligent;playful;wild;captive;graceful;large;friendly;marine;jumping;social
grok-3-mini,think-in-native,1.0,FA # Persian,C2,most frequent,Neutral Animals,elephant,large;gray;wild;tame;majestic;old;endangered;gentle;charging;intelligent
grok-3-mini,think-in-native,1.0,FA # Persian,C2,most frequent,Neutral Animals,hamster,small;furry;playful;caged;active;wild;brown;pet;fast;cute
grok-3-mini,think-in-native,1.0,FA # Persian,C2,most frequent,Neutral Animals,monkey,playful;wild;clever;small;noisy;climbing;furry;aggressive;curious;trained
grok-3-mini,think-in-native,1.0,FA # Persian,C2,most frequent,Neutral Animals,mouse,small;gray;wild;timid;fast;caged;white;sneaky;pet;electronic
grok-3-mini,think-in-native,1.0,FA # Persian,C2,most frequent,Neutral Animals,peacock,colorful;proud;wild;captive;large;beautiful;noisy;exotic;male;elegant
grok-3-mini,think-in-native,1.0,FA # Persian,C2,most frequent,Neutral Animals,rabbit,white;fluffy;wild;tame;fast;small;hopping;pet;brown;cute
grok-3-mini,think-in-native,1.0,FA # Persian,C2,most frequent,Neutral Animals,shark,large;dangerous;fast;wild;gray;aggressive;marine;fearsome;solitary;predatory
grok-3-mini,think-in-native,1.0,FA # Persian,C2,most frequent,Neutral Animals,snake,long;venomous;wild;coiled;green;slippery;tame;colorful;dangerous;hidden
grok-3-mini,think-in-native,1.0,FA # Persian,C2,most frequent,Neutral Animals,whale,massive;blue;wild;migratory;intelligent;singing;endangered;deep-sea;gentle;ancient
grok-3-mini,think-in-native,1.0,FA # Persian,C2,most frequent,Places,city,busy;modern;ancient;large;crowded;clean;polluted;historic;coastal;industrial
grok-3-mini,think-in-native,1.0,FA # Persian,C2,most frequent,Places,desert,vast;sandy;hot;dry;barren;windswept;endless;remote;golden;harsh
grok-3-mini,think-in-native,1.0,FA # Persian,C2,most frequent,Places,forest,dense;green;ancient;tropical;quiet;dark;vast;protected;rainy;enchanted
grok-3-mini,think-in-native,1.0,FA # Persian,C2,most frequent,Places,island,tropical;small;remote;volcanic;deserted;green;sandy;large;inhabited;rocky
grok-3-mini,think-in-native,1.0,FA # Persian,C2,most frequent,Places,lake,calm;deep;frozen;clear;large;small;polluted;scenic;freshwater;mirror-like
grok-3-mini,think-in-native,1.0,FA # Persian,C2,most frequent,Places,mountain,high;snowy;rugged;ancient;steep;green;volcanic;majestic;distant;rocky
grok-3-mini,think-in-native,1.0,FA # Persian,C2,most frequent,Places,ocean,vast;deep;blue;stormy;calm;salty;endless;warm;cold;mysterious
grok-3-mini,think-in-native,1.0,FA # Persian,C2,most frequent,Places,plain,flat;vast;green;dry;fertile;endless;open;grassy;empty;rolling
grok-3-mini,think-in-native,1.0,FA # Persian,C2,most frequent,Places,plateau,high;flat;rocky;vast;dry;elevated;ancient;scenic;green;remote
grok-3-mini,think-in-native,1.0,FA # Persian,C2,most frequent,Places,river,wide;fast;shallow;deep;muddy;clear;frozen;winding;polluted;scenic
grok-3-mini,think-in-native,1.0,FA # Persian,C2,most frequent,Places,valley,deep;green;narrow;fertile;hidden;scenic;dry;lush;mountainous;peaceful
grok-3-mini,think-in-native,1.0,FA # Persian,C2,most frequent,Places,village,small;quiet;rural;ancient;coastal;poor;picturesque;remote;fishing;mountain
grok-3-mini,think-in-native,1.0,FA # Persian,C2,most frequent,Plants,cactus,spiky;tall;green;desert;flowering;small;prickly;hardy;exotic;drought-resistant
grok-3-mini,think-in-native,1.0,FA # Persian,C2,most frequent,Plants,eggplant,purple;fresh;large;ripe;grilled;organic;shiny;raw;soft;bitter
grok-3-mini,think-in-native,1.0,FA # Persian,C2,most frequent,Plants,flower,beautiful;colorful;wild;fragrant;small;blooming;wilted;exotic;red;garden
grok-3-mini,think-in-native,1.0,FA # Persian,C2,most frequent,Plants,grass,green;tall;wet;dry;soft;wild;mowed;lush;short;overgrown
grok-3-mini,think-in-native,1.0,FA # Persian,C2,most frequent,Plants,lettuce,fresh;green;crisp;organic;raw;wilted;leafy;salad;sweet;bitter
grok-3-mini,think-in-native,1.0,FA # Persian,C2,most frequent,Plants,mushroom,wild;edible;poisonous;small;fresh;dried;white;large;flavorful;earthy
grok-3-mini,think-in-native,1.0,FA # Persian,C2,most frequent,Plants,onion,fresh;raw;chopped;sweet;spicy;large;organic;dried;red;mild
grok-3-mini,think-in-native,1.0,FA # Persian,C2,most frequent,Plants,pepper,hot;red;fresh;green;spicy;dried;sweet;ground;raw;colorful
grok-3-mini,think-in-native,1.0,FA # Persian,C2,most frequent,Plants,potato,fresh;baked;raw;small;large;organic;fried;sweet;rotten;peeled
grok-3-mini,think-in-native,1.0,FA # Persian,C2,most frequent,Plants,rose,red;beautiful;thorny;fragrant;wild;blooming;white;garden;fresh;delicate
grok-3-mini,think-in-native,1.0,FA # Persian,C2,most frequent,Plants,tomato,red;fresh;ripe;juicy;raw;sliced;organic;small;green;sweet
grok-3-mini,think-in-native,1.0,FA # Persian,C2,most frequent,Plants,tree,tall;old;green;fruit-bearing;shady;fallen;ancient;young;bare;leafy
grok-3-mini,think-in-native,1.0,FA # Persian,C2,most frequent,Social Relationships,ally,strong;reliable;loyal;strategic;powerful;secret;foreign;trusted;helpful;faithful
grok-3-mini,think-in-native,1.0,FA # Persian,C2,most frequent,Social Relationships,brother,older;younger;loving;protective;annoying;twin;close;distant;supportive;mischievous
grok-3-mini,think-in-native,1.0,FA # Persian,C2,most frequent,Social Relationships,enemy,sworn;powerful;hidden;foreign;dangerous;ancient;fierce;bitter;declared;ruthless
grok-3-mini,think-in-native,1.0,FA # Persian,C2,most frequent,Social Relationships,father,loving;strict;absent;supportive;elderly;young;hardworking;wise;distant;proud
grok-3-mini,think-in-native,1.0,FA # Persian,C2,most frequent,Social Relationships,follower,loyal;dedicated;blind;faithful;enthusiastic;new;strong;cult;active;supportive
grok-3-mini,think-in-native,1.0,FA # Persian,C2,most frequent,Social Relationships,friend,close;old;new;trustworthy;fun;loyal;distant;helpful;childhood;reliable
grok-3-mini,think-in-native,1.0,FA # Persian,C2,most frequent,Social Relationships,leader,strong;charismatic;wise;elected;military;spiritual;effective;corrupt;inspirational;democratic
grok-3-mini,think-in-native,1.0,FA # Persian,C2,most frequent,Social Relationships,mother,loving;caring;strict;single;protective;busy;elderly;young;supportive;nurturing
grok-3-mini,think-in-native,1.0,FA # Persian,C2,most frequent,Social Relationships,partner,business;romantic;equal;reliable;supportive;long-term;professional;creative;trusted;loyal
