Model,SystemPromptType,Temperature,Language,Proficiency,Prompt,NounCategory,Noun,Adjectives
gemini-2.0-flash,basic,1.0,HE # Hebrew,B1,most frequent,Abstract Concepts,anger,big;bad;hot;strong;hard;red;new;other;same;different
gemini-2.0-flash,basic,1.0,HE # Hebrew,C1,most frequent,Plants,rose,big;small;red;white;pink;yellow;beautiful;fragrant;fresh;thorny
gemini-2.0-flash,basic,1.0,HE # Hebrew,C1,most frequent,Plants,tomato,big;small;red;green;fresh;cooked;raw;ripe;juicy;organic
gemini-2.0-flash,basic,1.0,HE # Hebrew,C1,most frequent,Plants,tree,big;small;new;old;green;tall;short;strong;weak;deciduous
gemini-2.0-flash,basic,1.0,HE # Hebrew,C1,most frequent,Social Relationships,ally,good;bad;strong;weak;true;false;reliable;important;close;distant
gemini-2.0-flash,basic,1.0,HE # Hebrew,C1,most frequent,Social Relationships,brother,big;small;young;old;older;younger;half;step;blood;close
gemini-2.0-flash,basic,1.0,HE # Hebrew,C1,most frequent,Social Relationships,enemy,big;small;strong;weak;old;new;mortal;bitter;political;personal
gemini-2.0-flash,basic,1.0,HE # Hebrew,C1,most frequent,Social Relationships,father,big;small;young;old;good;bad;biological;step;foster;adoptive
gemini-2.0-flash,basic,1.0,HE # Hebrew,C1,most frequent,Social Relationships,follower,big;small;loyal;true;blind;devoted;religious;political;social;active
gemini-2.0-flash,basic,1.0,HE # Hebrew,C1,most frequent,Social Relationships,friend,big;small;good;bad;true;old;new;best;close;childhood
gemini-2.0-flash,basic,1.0,HE # Hebrew,C1,most frequent,Social Relationships,leader,big;small;good;bad;strong;weak;political;religious;military;elected
gemini-2.0-flash,basic,1.0,HE # Hebrew,C1,most frequent,Social Relationships,mother,big;small;young;old;good;bad;biological;step;foster;adoptive
gemini-2.0-flash,basic,1.0,HE # Hebrew,C1,most frequent,Social Relationships,partner,big;small;good;bad;business;romantic;life;equal;silent;senior
gemini-2.0-flash,basic,1.0,HE # Hebrew,C1,most frequent,Social Relationships,rival,big;small;strong;weak;old;new;bitter;main;fierce;sporting
gemini-2.0-flash,basic,1.0,HE # Hebrew,C1,most frequent,Social Relationships,sister,big;small;young;old;older;younger;half;step;blood;close
gemini-2.0-flash,basic,1.0,HE # Hebrew,C1,most frequent,Social Relationships,stranger,big;small;young;old;good;bad;friendly;dangerous;complete;casual
gemini-2.0-flash,basic,1.0,HE # Hebrew,C1,most frequent,Spatial Concepts,above,far;near;high;low;directly;clearly;slightly;immediately;just;right
gemini-2.0-flash,basic,1.0,HE # Hebrew,C1,most frequent,Spatial Concepts,back,big;small;right;left;upper;lower;strong;weak;sore;straight
gemini-2.0-flash,basic,1.0,HE # Hebrew,C1,most frequent,Spatial Concepts,below,far;near;high;low;directly;clearly;slightly;immediately;just;right
gemini-2.0-flash,basic,1.0,HE # Hebrew,C1,most frequent,Spatial Concepts,east,far;near;middle;wild;central;right;deep;west
gemini-2.0-flash,basic,1.0,HE # Hebrew,C1,most frequent,Spatial Concepts,front,big;small;right;left;upper;lower;strong;weak;new;straight
gemini-2.0-flash,basic,1.0,HE # Hebrew,C1,most frequent,Spatial Concepts,inside,big;small;right;left;upper;lower;strong;weak;dry;warm
gemini-2.0-flash,basic,1.0,HE # Hebrew,C1,most frequent,Spatial Concepts,left,right;far;near;upper;lower;strong;weak;hard;soft;main
gemini-2.0-flash,basic,1.0,HE # Hebrew,C1,most frequent,Spatial Concepts,north,far;near;middle;wild;central;right;deep;west
gemini-2.0-flash,basic,1.0,HE # Hebrew,C1,most frequent,Spatial Concepts,outside,big;small;right;left;upper;lower;strong;weak;dry;cold
gemini-2.0-flash,basic,1.0,HE # Hebrew,C1,most frequent,Spatial Concepts,right,left;far;near;upper;lower;strong;weak;hard;soft;main
gemini-2.0-flash,basic,1.0,HE # Hebrew,C1,most frequent,Spatial Concepts,south,far;near;middle;wild;central;right;deep;west
gemini-2.0-flash,basic,1.0,HE # Hebrew,C1,most frequent,Spatial Concepts,west,far;near;middle;wild;central;right;deep;east
gemini-2.0-flash,basic,1.0,HE # Hebrew,C1,most frequent,Time Concepts,century,big;small;new;old;20th;21st;19th;18th;past;future
gemini-2.0-flash,basic,1.0,HE # Hebrew,C1,most frequent,Time Concepts,day,big;small;new;old;good;bad;long;short;sunny;rainy
gemini-2.0-flash,basic,1.0,HE # Hebrew,C1,most frequent,Time Concepts,evening,big;small;new;old;good;bad;long;short;warm;cold
gemini-2.0-flash,basic,1.0,HE # Hebrew,C1,most frequent,Time Concepts,hour,big;small;new;old;good;bad;long;short;busy;free
gemini-2.0-flash,basic,1.0,HE # Hebrew,C1,most frequent,Time Concepts,minute,big;small;new;old;good;bad;long;short;busy;free
gemini-2.0-flash,basic,1.0,HE # Hebrew,C1,most frequent,Time Concepts,month,big;small;new;old;good;bad;long;short;first;last
gemini-2.0-flash,basic,1.0,HE # Hebrew,C1,most frequent,Time Concepts,morning,big;small;new;old;good;bad;long;short;early;late
gemini-2.0-flash,basic,1.0,HE # Hebrew,C1,most frequent,Time Concepts,night,big;small;new;old;good;bad;long;short;dark;light
gemini-2.0-flash,basic,1.0,HE # Hebrew,C1,most frequent,Time Concepts,season,big;small;new;old;good;bad;long;short;summer;winter
gemini-2.0-flash,basic,1.0,HE # Hebrew,C1,most frequent,Time Concepts,second,big;small;new;old;good;bad;long;short;first;last
gemini-2.0-flash,basic,1.0,HE # Hebrew,C1,most frequent,Time Concepts,week,big;small;new;old;good;bad;long;short;first;last
gemini-2.0-flash,basic,1.0,HE # Hebrew,C1,most frequent,Time Concepts,year,big;small;new;old;good;bad;long;short;first;last
gemini-2.0-flash,basic,1.0,HE # Hebrew,C2,most frequent,Abstract Concepts,anger,great;deep;uncontrollable;burning;sudden;righteous;silent;cold;growing;simmering
gemini-2.0-flash,basic,1.0,HE # Hebrew,C2,most frequent,Abstract Concepts,courage,great;true;quiet;moral;amazing;blind;fierce;unexpected;unfailing;personal
gemini-2.0-flash,basic,1.0,HE # Hebrew,C2,most frequent,Abstract Concepts,fear,great;deep;real;irrational;consuming;sudden;paralyzing;common;unfounded;primal
gemini-2.0-flash,basic,1.0,HE # Hebrew,C2,most frequent,Abstract Concepts,freedom,true;real;basic;political;economic;personal;limited;hard-won;national;religious
gemini-2.0-flash,basic,1.0,HE # Hebrew,C2,most frequent,Abstract Concepts,happiness,great;true;real;simple;pure;contagious;lasting;unexpected;complete;fleeting
gemini-2.0-flash,basic,1.0,HE # Hebrew,C2,most frequent,Abstract Concepts,hate,great;deep;intense;blind;irrational;consuming;abiding;visceral;underlying;mutual
gemini-2.0-flash,basic,1.0,HE # Hebrew,C2,most frequent,Abstract Concepts,honesty,true;complete;brutal;simple;refreshing;personal;underlying;professional;demonstrated;unwavering
gemini-2.0-flash,basic,1.0,HE # Hebrew,C2,most frequent,Abstract Concepts,justice,true;social;economic;restorative;criminal;delayed;fair;equal;blind;impartial
gemini-2.0-flash,basic,1.0,HE # Hebrew,C2,most frequent,Abstract Concepts,knowledge,great;deep;practical;academic;common;limited;useful;expert;scientific;theoretical
gemini-2.0-flash,basic,1.0,HE # Hebrew,C2,most frequent,Abstract Concepts,love,great;true;deep;unconditional;blind;pure;romantic;first;lasting;selfless
gemini-2.0-flash,basic,1.0,HE # Hebrew,C2,most frequent,Abstract Concepts,peace,true;lasting;uneasy;fragile;global;regional;internal;personal;hard-won;temporary
gemini-2.0-flash,basic,1.0,HE # Hebrew,C2,most frequent,Abstract Concepts,wisdom,great;true;practical;ancient;inner;acquired;collective;conventional;spiritual;human
gemini-2.0-flash,basic,1.0,HE # Hebrew,C2,most frequent,Cultural Artifacts,bell,loud;small;church;school;brass;bronze;hand;ringing;distant;clear
gemini-2.0-flash,basic,1.0,HE # Hebrew,C2,most frequent,Cultural Artifacts,candle,small;tall;white;red;burning;scented;wax;dripping;flickering;votive
gemini-2.0-flash,basic,1.0,HE # Hebrew,C2,most frequent,Cultural Artifacts,carpet,big;old;red;oriental;Persian;wool;thick;thin;patterned;rolled
gemini-2.0-flash,basic,1.0,HE # Hebrew,C2,most frequent,Cultural Artifacts,coin,small;gold;silver;old;foreign;lucky;rare;valuable;shiny;ancient
gemini-2.0-flash,basic,1.0,HE # Hebrew,C2,most frequent,Cultural Artifacts,crown,gold;silver;jeweled;royal;ceremonial;ancient;heavy;shining;simple;ornate
gemini-2.0-flash,basic,1.0,HE # Hebrew,C2,most frequent,Cultural Artifacts,flag,national;red;white;blue;waving;tattered;torn;burning;historical;official
gemini-2.0-flash,basic,1.0,HE # Hebrew,C2,most frequent,Cultural Artifacts,mask,white;black;plastic;paper;scary;painted;elaborate;simple;theatrical;surgical
gemini-2.0-flash,basic,1.0,HE # Hebrew,C2,most frequent,Cultural Artifacts,necklace,gold;silver;pearl;beaded;long;short;simple;expensive;broken;antique
gemini-2.0-flash,basic,1.0,HE # Hebrew,C2,most frequent,Cultural Artifacts,painting,old;new;beautiful;framed;abstract;landscape;portrait;watercolor;oil;famous
gemini-2.0-flash,basic,1.0,HE # Hebrew,C2,most frequent,Cultural Artifacts,ring,gold;silver;diamond;wedding;simple;expensive;cheap;engagement;antique;signet
gemini-2.0-flash,basic,1.0,HE # Hebrew,C2,most frequent,Cultural Artifacts,statue,big;small;marble;bronze;stone;famous;ancient;tall;broken;religious
gemini-2.0-flash,basic,1.0,HE # Hebrew,C2,most frequent,Cultural Artifacts,vase,glass;ceramic;tall;small;blue;white;empty;full;beautiful;antique
gemini-2.0-flash,basic,1.0,HE # Hebrew,C2,most frequent,Environmental Phenomena,cloud,white;dark;grey;big;small;fluffy;rain;thunder;passing;gathering
gemini-2.0-flash,basic,1.0,HE # Hebrew,C2,most frequent,Environmental Phenomena,earthquake,big;strong;devastating;major;recent;minor;unexpected;sudden;powerful;local
gemini-2.0-flash,basic,1.0,HE # Hebrew,C2,most frequent,Environmental Phenomena,fog,thick;dense;heavy;white;morning;early;ground;sea;lifting;creeping
gemini-2.0-flash,basic,1.0,HE # Hebrew,C2,most frequent,Environmental Phenomena,lightning,bright;sudden;forked;distant;close;dangerous;spectacular;silent;summer;intense
gemini-2.0-flash,basic,1.0,HE # Hebrew,C2,most frequent,Environmental Phenomena,rain,heavy;light;hard;soft;cold;warm;constant;sudden;gentle;persistent
gemini-2.0-flash,basic,1.0,HE # Hebrew,C2,most frequent,Environmental Phenomena,rainbow,bright;beautiful;double;faint;full;partial;distant;clear;vibrant;magical
gemini-2.0-flash,basic,1.0,HE # Hebrew,C2,most frequent,Environmental Phenomena,snow,heavy;light;white;soft;falling;drifting;deep;fresh;wet;melting
gemini-2.0-flash,basic,1.0,HE # Hebrew,C2,most frequent,Environmental Phenomena,storm,big;bad;strong;heavy;thunder;rain;wind;coming;passing;local
gemini-2.0-flash,basic,1.0,HE # Hebrew,C2,most frequent,Environmental Phenomena,thunder,loud;deep;distant;rolling;crashing;echoing;sudden;close;heavy;continuous
gemini-2.0-flash,basic,1.0,HE # Hebrew,C2,most frequent,Environmental Phenomena,tide,high;low;spring;neap;incoming;outgoing;strong;weak;rising;falling
gemini-2.0-flash,basic,1.0,HE # Hebrew,C2,most frequent,Environmental Phenomena,volcano,active;dormant;extinct;large;small;volcanic;erupting;nearby;dangerous;famous
gemini-2.0-flash,basic,1.0,HE # Hebrew,C2,most frequent,Environmental Phenomena,wind,strong;cold;warm;light;gentle;gusty;howling;blowing;prevailing;easterly
gemini-2.0-flash,basic,1.0,HE # Hebrew,C2,most frequent,Food Items,apple,red;green;ripe;sweet;juicy;crisp;fresh;small;big;organic
gemini-2.0-flash,basic,1.0,HE # Hebrew,C2,most frequent,Food Items,banana,yellow;ripe;sweet;soft;peeled;fresh;big;small;organic;brown
gemini-2.0-flash,basic,1.0,HE # Hebrew,C2,most frequent,Food Items,beef,raw;cooked;lean;tender;tough;ground;prime;aged;fresh;frozen
gemini-2.0-flash,basic,1.0,HE # Hebrew,C2,most frequent,Food Items,bread,white;brown;fresh;stale;sliced;whole;toasted;hard;soft;moldy
gemini-2.0-flash,basic,1.0,HE # Hebrew,C2,most frequent,Food Items,broccoli,fresh;green;cooked;steamed;raw;organic;chopped;frozen;healthy;boiled
gemini-2.0-flash,basic,1.0,HE # Hebrew,C2,most frequent,Food Items,cheese,hard;soft;white;yellow;strong;mild;fresh;aged;imported;local
gemini-2.0-flash,basic,1.0,HE # Hebrew,C2,most frequent,Food Items,chicken,raw;cooked;fried;roasted;grilled;fresh;frozen;whole;boneless;skinless
gemini-2.0-flash,basic,1.0,HE # Hebrew,C2,most frequent,Food Items,egg,white;brown;fresh;boiled;fried;scrambled;raw;cracked;broken;whole
gemini-2.0-flash,basic,1.0,HE # Hebrew,C2,most frequent,Food Items,fish,fresh;salt;sea;raw;cooked;fried;grilled;small;big;whole
gemini-2.0-flash,basic,1.0,HE # Hebrew,C2,most frequent,Food Items,pasta,dry;cooked;long;short;white;whole;fresh;Italian;stuffed;boiled
gemini-2.0-flash,basic,1.0,HE # Hebrew,C2,most frequent,Food Items,rice,white;brown;cooked;boiled;fried;long;short;sticky;plain;flavored
gemini-2.0-flash,basic,1.0,HE # Hebrew,C2,most frequent,Food Items,soup,hot;cold;thick;thin;vegetable;chicken;tomato;creamy;homemade;canned
gemini-2.0-flash,basic,1.0,HE # Hebrew,C2,most frequent,Human Roles,artist,young;old;famous;talented;unknown;local;struggling;successful;modern;classical
gemini-2.0-flash,basic,1.0,HE # Hebrew,C2,most frequent,Human Roles,athlete,young;old;professional;amateur;talented;famous;local;injured;successful;dedicated
gemini-2.0-flash,basic,1.0,HE # Hebrew,C2,most frequent,Human Roles,chef,famous;head;executive;talented;young;old;local;celebrity;sous;experienced
gemini-2.0-flash,basic,1.0,HE # Hebrew,C2,most frequent,Human Roles,doctor,young;old;good;bad;local;family;general;specialist;experienced;resident
gemini-2.0-flash,basic,1.0,HE # Hebrew,C2,most frequent,Human Roles,engineer,young;old;civil;mechanical;electrical;software;experienced;chief;design;structural
gemini-2.0-flash,basic,1.0,HE # Hebrew,C2,most frequent,Human Roles,farmer,young;old;local;small;big;family;organic;traditional;modern;successful
gemini-2.0-flash,basic,1.0,HE # Hebrew,C2,most frequent,Human Roles,lawyer,young;old;good;bad;corporate;criminal;family;experienced;successful;local
gemini-2.0-flash,basic,1.0,HE # Hebrew,C2,most frequent,Human Roles,musician,young;old;famous;talented;local;classical;jazz;rock;experienced;struggling
gemini-2.0-flash,basic,1.0,HE # Hebrew,C2,most frequent,Human Roles,scientist,young;old;famous;leading;research;local;experienced;brilliant;respected;unknown
gemini-2.0-flash,basic,1.0,HE # Hebrew,C2,most frequent,Human Roles,soldier,young;old;brave;experienced;injured;dead;active;reserve;conscripted;veteran
gemini-2.0-flash,basic,1.0,HE # Hebrew,C2,most frequent,Human Roles,teacher,young;old;good;bad;local;experienced;new;dedicated;strict;popular
gemini-2.0-flash,basic,1.0,HE # Hebrew,C2,most frequent,Human Roles,writer,young;old;famous;good;bad;local;struggling;successful;published;unknown
gemini-2.0-flash,basic,1.0,HE # Hebrew,C2,most frequent,Inanimate Objects,book,old;new;good;bad;long;short;hard;soft;interesting;boring
gemini-2.0-flash,basic,1.0,HE # Hebrew,C2,most frequent,Inanimate Objects,bridge,old;new;big;small;wooden;stone;steel;long;short;covered
gemini-2.0-flash,basic,1.0,HE # Hebrew,C2,most frequent,Inanimate Objects,drums,loud;big;small;old;new;electronic;acoustic;bass;snare;marching
gemini-2.0-flash,basic,1.0,HE # Hebrew,C2,most frequent,Inanimate Objects,earth,round;flat;green;blue;dry;wet;hot;cold;fertile;barren
gemini-2.0-flash,basic,1.0,HE # Hebrew,C2,most frequent,Inanimate Objects,flute,silver;wooden;small;big;long;short;old;new;simple;expensive
gemini-2.0-flash,basic,1.0,HE # Hebrew,C2,most frequent,Inanimate Objects,key,small;big;old;new;metal;silver;gold;house;car;spare
gemini-2.0-flash,basic,1.0,HE # Hebrew,C2,most frequent,Inanimate Objects,knife,sharp;dull;big;small;kitchen;pocket;hunting;butter;steak;serrated
gemini-2.0-flash,basic,1.0,HE # Hebrew,C2,most frequent,Inanimate Objects,lock,small;big;strong;weak;new;old;broken;secure;simple;combination
gemini-2.0-flash,basic,1.0,HE # Hebrew,C2,most frequent,Inanimate Objects,moon,full;new;half;bright;dark;big;small;rising;setting;crescent
gemini-2.0-flash,basic,1.0,HE # Hebrew,C2,most frequent,Inanimate Objects,pen,blue;black;red;ballpoint;fountain;new;old;cheap;expensive;broken
gemini-2.0-flash,basic,1.0,HE # Hebrew,C2,most frequent,Inanimate Objects,sun,bright;hot;warm;big;small;rising;setting;summer;winter;afternoon
gemini-2.0-flash,basic,1.0,HE # Hebrew,C2,most frequent,Inanimate Objects,sword,long;sharp;old;new;steel;silver;gold;heavy;light;ceremonial
gemini-2.0-flash,basic,1.0,HE # Hebrew,C2,most frequent,Neutral Animals,cat,small;big;black;white;grey;young;old;stray;domestic;fluffy
gemini-2.0-flash,basic,1.0,HE # Hebrew,C2,most frequent,Neutral Animals,dog,big;small;black;white;brown;young;old;stray;domestic;friendly
gemini-2.0-flash,basic,1.0,HE # Hebrew,C2,most frequent,Neutral Animals,dolphin,grey;small;big;wild;friendly;intelligent;playful;baby;bottlenose;common
gemini-2.0-flash,basic,1.0,HE # Hebrew,C2,most frequent,Neutral Animals,elephant,big;grey;wild;African;Indian;young;old;baby;large;small
gemini-2.0-flash,basic,1.0,HE # Hebrew,C2,most frequent,Neutral Animals,hamster,small;cute;brown;white;fluffy;young;old;pet;golden;dwarf
gemini-2.0-flash,basic,1.0,HE # Hebrew,C2,most frequent,Neutral Animals,monkey,small;big;brown;black;wild;young;old;playful;intelligent;noisy
gemini-2.0-flash,basic,1.0,HE # Hebrew,C2,most frequent,Neutral Animals,mouse,small;grey;brown;white;wild;domestic;young;old;field;house
gemini-2.0-flash,basic,1.0,HE # Hebrew,C2,most frequent,Neutral Animals,peacock,colorful;beautiful;big;small;male;female;young;old;proud;iridescent
gemini-2.0-flash,basic,1.0,HE # Hebrew,C2,most frequent,Neutral Animals,rabbit,small;white;brown;black;young;old;wild;domestic;fluffy;cute
gemini-2.0-flash,basic,1.0,HE # Hebrew,C2,most frequent,Neutral Animals,shark,big;small;grey;white;dangerous;great;hammerhead;tiger;baby;basking
gemini-2.0-flash,basic,1.0,HE # Hebrew,C2,most frequent,Neutral Animals,snake,long;small;green;brown;black;venomous;non-venomous;wild;pet;garden
gemini-2.0-flash,basic,1.0,HE # Hebrew,C2,most frequent,Neutral Animals,whale,big;blue;humpback;grey;killer;small;young;old;migrating;endangered
gemini-2.0-flash,basic,1.0,HE # Hebrew,C2,most frequent,Places,city,big;small;old;new;modern;industrial;historical;capital;coastal;major
gemini-2.0-flash,basic,1.0,HE # Hebrew,C2,most frequent,Places,desert,hot;dry;sandy;large;small;barren;arid;rocky;vast;empty
gemini-2.0-flash,basic,1.0,HE # Hebrew,C2,most frequent,Places,forest,big;green;thick;dense;old;new;dark;deep;pine;tropical
gemini-2.0-flash,basic,1.0,HE # Hebrew,C2,most frequent,Places,island,small;big;tropical;deserted;inhabited;volcanic;remote;beautiful;green;rocky
gemini-2.0-flash,basic,1.0,HE # Hebrew,C2,most frequent,Places,lake,big;small;deep;shallow;blue;clear;frozen;fresh;salt;calm
gemini-2.0-flash,basic,1.0,HE # Hebrew,C2,most frequent,Places,mountain,big;tall;high;snow;green;rocky;old;young;volcanic;distant
gemini-2.0-flash,basic,1.0,HE # Hebrew,C2,most frequent,Places,ocean,big;blue;deep;vast;cold;warm;salty;turbulent;calm;pacific
gemini-2.0-flash,basic,1.0,HE # Hebrew,C2,most frequent,Places,plain,flat;green;open;wide;large;small;empty;barren;fertile;grassy
gemini-2.0-flash,basic,1.0,HE # Hebrew,C2,most frequent,Places,plateau,high;flat;large;small;rocky;grassy;barren;arid;dry;windy
gemini-2.0-flash,basic,1.0,HE # Hebrew,C2,most frequent,Places,river,long;wide;deep;shallow;fast;slow;clean;dirty;muddy;clear
gemini-2.0-flash,basic,1.0,HE # Hebrew,C2,most frequent,Places,valley,green;deep;wide;narrow;long;short;fertile;rocky;mountain;hidden
gemini-2.0-flash,basic,1.0,HE # Hebrew,C2,most frequent,Places,village,small;quiet;old;new;rural;peaceful;traditional;remote;friendly;farming
gemini-2.0-flash,basic,1.0,HE # Hebrew,C2,most frequent,Plants,cactus,tall;small;green;prickly;desert;thorny;flowering;young;old;large
gemini-2.0-flash,basic,1.0,HE # Hebrew,C2,most frequent,Plants,eggplant,purple;large;small;ripe;raw;cooked;fried;grilled;fresh;organic
gemini-2.0-flash,basic,1.0,HE # Hebrew,C2,most frequent,Plants,flower,red;white;yellow;beautiful;small;big;wild;garden;fresh;blooming
gemini-2.0-flash,basic,1.0,HE # Hebrew,C2,most frequent,Plants,grass,green;long;short;wet;dry;tall;thick;thin;wild;cut
gemini-2.0-flash,basic,1.0,HE # Hebrew,C2,most frequent,Plants,lettuce,green;fresh;crisp;raw;small;big;loose;head;organic;washed
gemini-2.0-flash,basic,1.0,HE # Hebrew,C2,most frequent,Plants,mushroom,small;big;brown;white;wild;edible;poisonous;fresh;dried;cooked
gemini-2.0-flash,basic,1.0,HE # Hebrew,C2,most frequent,Plants,onion,white;yellow;red;small;big;raw;cooked;sweet;strong;sliced
gemini-2.0-flash,basic,1.0,HE # Hebrew,C2,most frequent,Plants,pepper,red;green;black;hot;sweet;small;big;ground;whole;fresh
gemini-2.0-flash,basic,1.0,HE # Hebrew,C2,most frequent,Plants,potato,white;red;yellow;small;big;raw;cooked;fried;mashed;baked
gemini-2.0-flash,basic,1.0,HE # Hebrew,C2,most frequent,Plants,rose,red;white;pink;beautiful;fragrant;thorny;blooming;long;short;fresh
gemini-2.0-flash,basic,1.0,HE # Hebrew,C2,most frequent,Plants,tomato,red;green;ripe;small;big;raw;cooked;fresh;canned;sliced
gemini-2.0-flash,basic,1.0,HE # Hebrew,C2,most frequent,Plants,tree,tall;big;old;green;deciduous;evergreen;strong;weak;fruit;bare
gemini-2.0-flash,basic,1.0,HE # Hebrew,C2,most frequent,Social Relationships,ally,strong;close;reliable;important;political;military;strategic;powerful;key;unwavering
gemini-2.0-flash,basic,1.0,HE # Hebrew,C2,most frequent,Social Relationships,brother,older;younger;big;little;close;dear;half;step;blood;adopted
gemini-2.0-flash,basic,1.0,HE # Hebrew,C2,most frequent,Social Relationships,enemy,strong;bitter;sworn;dangerous;powerful;personal;political;ideological;common;mortal
gemini-2.0-flash,basic,1.0,HE # Hebrew,C2,most frequent,Social Relationships,father,older;younger;good;bad;step;adoptive;strict;loving;dear;biological
gemini-2.0-flash,basic,1.0,HE # Hebrew,C2,most frequent,Social Relationships,follower,loyal;faithful;ardent;devoted;new;old;online;social;active;passive
gemini-2.0-flash,basic,1.0,HE # Hebrew,C2,most frequent,Social Relationships,friend,good;close;dear;best;old;new;true;loyal;childhood;casual
gemini-2.0-flash,basic,1.0,HE # Hebrew,C2,most frequent,Social Relationships,leader,strong;good;great;new;old;political;charismatic;effective;powerful;inspirational
gemini-2.0-flash,basic,1.0,HE # Hebrew,C2,most frequent,Social Relationships,mother,young;old;good;bad;step;adoptive;strict;loving;dear;biological
gemini-2.0-flash,basic,1.0,HE # Hebrew,C2,most frequent,Social Relationships,partner,business;legal;life;working;equal;senior;junior;silent;active;trusted
gemini-2.0-flash,basic,1.0,HE # Hebrew,C2,most frequent,Social Relationships,rival,strong;fierce;bitter;main;political;sporting;business;worthy;old;new
gemini-2.0-flash,basic,1.0,HE # Hebrew,C2,most frequent,Social Relationships,sister,older;younger;big;little;close;dear;half;step;blood;adopted
gemini-2.0-flash,basic,1.0,HE # Hebrew,C2,most frequent,Social Relationships,stranger,strange;unknown;mysterious;foreign;suspicious;friendly;helpful;dangerous;cautious;wary
gemini-2.0-flash,basic,1.0,HE # Hebrew,C2,most frequent,Spatial Concepts,above,high;far;distant;clear;directly;slightly;well;just;barely;always
gemini-2.0-flash,basic,1.0,HE # Hebrew,C2,most frequent,Spatial Concepts,back,far;long;sore;strong;straight;aching;injured;lower;upper;broad
gemini-2.0-flash,basic,1.0,HE # Hebrew,C2,most frequent,Spatial Concepts,below,far;deep;sea;ground;freezing;slightly;just;barely;always;immediately
gemini-2.0-flash,basic,1.0,HE # Hebrew,C2,most frequent,Spatial Concepts,east,far;middle;near;south;north;central;wild;new;old
gemini-2.0-flash,basic,1.0,HE # Hebrew,C2,most frequent,Spatial Concepts,front,far;near;middle;new;old;right;left;main;direct;immediate
gemini-2.0-flash,basic,1.0,HE # Hebrew,C2,most frequent,Spatial Concepts,inside,dark;warm;cold;dry;wet;quiet;noisy;safe;dangerous;clean
gemini-2.0-flash,basic,1.0,HE # Hebrew,C2,most frequent,Spatial Concepts,left,far;near;right;front;back;extreme;hard;soft;always;often
gemini-2.0-flash,basic,1.0,HE # Hebrew,C2,most frequent,Spatial Concepts,north,far;east;west;cold;remote;rural;industrial;extreme;deep;always
gemini-2.0-flash,basic,1.0,HE # Hebrew,C2,most frequent,Spatial Concepts,outside,cold;warm;dry;wet;noisy;quiet;safe;dangerous;bright;dark
gemini-2.0-flash,basic,1.0,HE # Hebrew,C2,most frequent,Spatial Concepts,right,far;near;left;front;back;extreme;hard;soft;always;often
gemini-2.0-flash,basic,1.0,HE # Hebrew,C2,most frequent,Spatial Concepts,south,far;east;west;warm;rural;new;old;deep;lower;always
gemini-2.0-flash,basic,1.0,HE # Hebrew,C2,most frequent,Spatial Concepts,west,far;near;east;south;north;wild;old;new;central;always
gemini-2.0-flash,basic,1.0,HE # Hebrew,C2,most frequent,Time Concepts,century,21st;20th;past;present;new;old;long;short;last;first
gemini-2.0-flash,basic,1.0,HE # Hebrew,C2,most frequent,Time Concepts,day,good;bad;long;short;hot;cold;sunny;rainy;new;old
gemini-2.0-flash,basic,1.0,HE # Hebrew,C2,most frequent,Time Concepts,evening,good;quiet;warm;cool;long;short;dark;early;late;beautiful
gemini-2.0-flash,basic,1.0,HE # Hebrew,C2,most frequent,Time Concepts,hour,long;short;early;late;happy;busy;free;quiet;last;first
gemini-2.0-flash,basic,1.0,HE # Hebrew,C2,most frequent,Time Concepts,minute,long;short;last;first;free;spare;busy;quiet;tense;crucial
gemini-2.0-flash,basic,1.0,HE # Hebrew,C2,most frequent,Time Concepts,month,long;short;last;first;next;past;summer;winter;spring;autumn
gemini-2.0-flash,basic,1.0,HE # Hebrew,C2,most frequent,Time Concepts,morning,good;quiet;busy;early;late;long;short;sunny;dark;beautiful
gemini-2.0-flash,basic,1.0,HE # Hebrew,C2,most frequent,Time Concepts,night,good;long;short;dark;quiet;warm;cold;early;late;sleepless
gemini-2.0-flash,basic,1.0,HE # Hebrew,C2,most frequent,Time Concepts,season,long;short;summer;winter;spring;autumn;dry;rainy;warm;cold
gemini-2.0-flash,basic,1.0,HE # Hebrew,C2,most frequent,Time Concepts,second,long;short;last;first;split;spare;busy;quiet;crucial;fleeting
gemini-2.0-flash,basic,1.0,HE # Hebrew,C2,most frequent,Time Concepts,week,long;short;last;next;past;coming;busy;free;quiet;good
gemini-2.0-flash,basic,1.0,HE # Hebrew,C2,most frequent,Time Concepts,year,good;bad;long;short;new;old;last;next;past;coming
gemini-2.0-flash,basic,1.0,HE # Hebrew,Perfect,most frequent,Abstract Concepts,anger,great;much;deep;hot;bad;sudden;cold;real;slow;uncontrolled
gemini-2.0-flash,basic,1.0,HE # Hebrew,Perfect,most frequent,Abstract Concepts,courage,great;real;true;moral;physical;quiet;bold;sudden;cool;personal
gemini-2.0-flash,basic,1.0,HE # Hebrew,Perfect,most frequent,Abstract Concepts,fear,great;big;real;true;cold;deep;dark;sudden;quiet;irrational
gemini-2.0-flash,basic,1.0,HE # Hebrew,Perfect,most frequent,Abstract Concepts,freedom,real;true;great;much;basic;personal;important;limited;political;economic
