Model,SystemPromptType,Temperature,Language,Proficiency,Prompt,NounCategory,Noun,Adjectives
gemini-2.0-flash,basic,1.0,VI # Vietnamese,B1,most frequent,Abstract Concepts,anger,big;hot;bad;strong;hard;much;real;true;other;new
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C1,most frequent,Plants,flower,red;white;yellow;blue;small;big;beautiful;fragrant;wild;garden
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C1,most frequent,Plants,grass,green;long;short;dry;wet;fresh;cut;growing;artificial;lush
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C1,most frequent,Plants,lettuce,green;fresh;crisp;leafy;chopped;whole;organic;salad;butterhead;romaine
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C1,most frequent,Plants,mushroom,brown;white;wild;cultivated;edible;poisonous;fresh;dried;sliced;fried
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C1,most frequent,Plants,onion,white;yellow;red;raw;cooked;sliced;chopped;fried;roasted;sweet
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C1,most frequent,Plants,pepper,red;green;black;spicy;hot;sweet;fresh;dried;ground;whole
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C1,most frequent,Plants,potato,white;brown;red;new;old;cooked;fried;boiled;mashed;roasted
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C1,most frequent,Plants,rose,red;white;pink;yellow;beautiful;fragrant;thorny;fresh;blooming;hybrid
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C1,most frequent,Plants,tomato,red;green;ripe;fresh;cooked;raw;sliced;chopped;canned;organic
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C1,most frequent,Plants,tree,tall;green;old;big;small;deciduous;evergreen;bare;leafy;ancient
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C1,most frequent,Social Relationships,ally,strong;close;loyal;political;trusted;important;valuable;friendly;reliable;strategic
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C1,most frequent,Social Relationships,brother,older;younger;big;little;half;step;close;loving;annoying;protective
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C1,most frequent,Social Relationships,enemy,bitter;sworn;great;old;new;dangerous;powerful;ruthless;formidable;unexpected
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C1,most frequent,Social Relationships,father,old;young;loving;strict;biological;adoptive;step;proud;caring;supportive
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C1,most frequent,Social Relationships,follower,loyal;faithful;devoted;blind;ardent;enthusiastic;growing;dwindling;online;potential
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C1,most frequent,Social Relationships,friend,good;best;old;new;close;true;loyal;supportive;helpful;casual
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C1,most frequent,Social Relationships,leader,strong;good;effective;political;powerful;charismatic;inspirational;decisive;elected;appointed
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C1,most frequent,Social Relationships,mother,loving;caring;biological;adoptive;step;young;old;strict;protective;supportive
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C1,most frequent,Social Relationships,partner,business;life;working;equal;trusted;reliable;senior;junior;silent;supportive
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C1,most frequent,Social Relationships,rival,fierce;bitter;old;new;strong;main;political;sporting;business;unexpected
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C1,most frequent,Social Relationships,sister,older;younger;little;big;half;step;close;loving;annoying;protective
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C1,most frequent,Social Relationships,stranger,complete;total;perfect;passing;chance;helpful;friendly;dangerous;suspicious;unknown
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C1,most frequent,Spatial Concepts,above,far;high;directly;immediately;clearly;mentioned;stated;referenced;indicated;cited
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C1,most frequent,Spatial Concepts,back,sore;bad;strong;weak;lower;upper;aching;straight;curved;injured
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C1,most frequent,Spatial Concepts,below,far;directly;immediately;clearly;mentioned;stated;referenced;indicated;cited;ground
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C1,most frequent,Spatial Concepts,east,far;wild;middle;near;south;north;central;russian;extreme;coastal
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C1,most frequent,Spatial Concepts,front,main;direct;near;right;left;immediate;forward;clear;open;wide
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C1,most frequent,Spatial Concepts,inside,clean;dirty;warm;cold;dark;safe;cramped;quiet;secure;private
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C1,most frequent,Spatial Concepts,left,far;right;near;hard;easy;only;alone;remaining;unchecked;available
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C1,most frequent,Spatial Concepts,north,far;near;wild;middle;south;east;west;central;extreme;coastal
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C1,most frequent,Spatial Concepts,outside,cold;warm;sunny;safe;dangerous;open;public;quiet;noisy;immediate
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C1,most frequent,Spatial Concepts,right,far;left;near;only;moral;human;legal;fundamental;given;granted
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C1,most frequent,Spatial Concepts,south,far;near;wild;middle;north;east;west;central;extreme;coastal
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C1,most frequent,Spatial Concepts,west,far;wild;middle;near;south;north;east;central;extreme;coastal
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C1,most frequent,Time Concepts,century,20th;21st;19th;old;new;past;present;future;coming;previous
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C1,most frequent,Time Concepts,day,good;bad;long;short;sunny;rainy;today;tomorrow;yesterday;next
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C1,most frequent,Time Concepts,evening,good;quiet;long;short;pleasant;beautiful;warm;cold;early;late
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C1,most frequent,Time Concepts,hour,long;short;late;early;waiting;precious;golden;final;crucial;scheduled
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C1,most frequent,Time Concepts,minute,long;short;every;single;last;few;crucial;important;final;precious
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C1,most frequent,Time Concepts,month,long;short;last;next;this;coming;previous;whole;entire;past
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C1,most frequent,Time Concepts,morning,good;early;late;sunny;cold;warm;quiet;beautiful;busy;peaceful
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C1,most frequent,Time Concepts,night,good;bad;long;short;dark;quiet;cold;warm;last;next
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C1,most frequent,Time Concepts,season,winter;summer;autumn;spring;rainy;dry;tourist;off;peak;current
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C1,most frequent,Time Concepts,second,long;short;every;single;last;split;crucial;important;final;precious
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C1,most frequent,Time Concepts,week,long;short;last;next;this;coming;previous;whole;entire;past
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C1,most frequent,Time Concepts,year,good;bad;last;next;this;coming;previous;whole;entire;past
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C2,most frequent,Abstract Concepts,anger,blind;bitter;cold;deep;fiery;great;hot;intense;righteous;sudden
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C2,most frequent,Abstract Concepts,courage,amazing;blind;boundless;burning;cool;false;great;quiet;sheer;true
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C2,most frequent,Abstract Concepts,fear,abject;ancient;creeping;deep;great;irrational;primal;real;simple;sudden
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C2,most frequent,Abstract Concepts,freedom,academic;absolute;basic;civil;economic;individual;limited;personal;political;religious
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C2,most frequent,Abstract Concepts,happiness,absurd;absolute;childlike;complete;deep;fleeting;great;inner;pure;simple
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C2,most frequent,Abstract Concepts,hate,abject;blind;burning;consuming;deep;great;intense;irrational;passionate;pure
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C2,most frequent,Abstract Concepts,honesty,absolute;brutal;complete;essential;fundamental;genuine;great;refreshing;simple;unwavering
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C2,most frequent,Abstract Concepts,justice,blind;equal;fair;great;impartial;international;natural;rough;social;swift
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C2,most frequent,Abstract Concepts,knowledge,academic;advanced;basic;common;deep;detailed;general;great;practical;specialized
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C2,most frequent,Abstract Concepts,love,abiding;blind;brotherly;deep;enduring;great;maternal;passionate;pure;true
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C2,most frequent,Abstract Concepts,peace,armed;blessed;deep;fragile;lasting;negotiated;relative;sustained;uneasy;world
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C2,most frequent,Abstract Concepts,wisdom,ancient;applied;collective;conventional;divine;enduring;great;practical;profound;traditional
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C2,most frequent,Cultural Artifacts,bell,brass;clear;cracked;distant;heavy;loud;silver;small;sonorous;warning
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C2,most frequent,Cultural Artifacts,candle,beeswax;burning;flickering;long;melting;short;small;smoking;tall;wax
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C2,most frequent,Cultural Artifacts,carpet,antique;beautiful;colorful;expensive;Persian;red;soft;thick;threadbare;worn
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C2,most frequent,Cultural Artifacts,coin,ancient;collectible;copper;gold;new;rare;silver;shiny;valuable;worn
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C2,most frequent,Cultural Artifacts,crown,bejeweled;ceremonial;dazzling;golden;jeweled;royal;silver;simple;sparkling;symbolic
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C2,most frequent,Cultural Artifacts,flag,billowing;colorful;national;new;old;red;small;tattered;triangular;waving
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C2,most frequent,Cultural Artifacts,mask,ceramic;decorative;elaborate;expressive;grotesque;handmade;painted;scary;simple;theatrical
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C2,most frequent,Cultural Artifacts,necklace,beaded;delicate;diamond;gold;long;pearl;silver;simple;sparkling;valuable
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C2,most frequent,Cultural Artifacts,painting,abstract;beautiful;colorful;famous;great;impressionistic;modern;old;realistic;watercolor
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C2,most frequent,Cultural Artifacts,ring,antique;diamond;engagement;gold;jeweled;ornate;silver;simple;wedding;worn
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C2,most frequent,Cultural Artifacts,statue,bronze;colossal;marble;modern;monumental;old;stone;tall;weathered;wooden
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C2,most frequent,Cultural Artifacts,vase,antique;ceramic;crystal;decorative;delicate;glass;large;ornate;simple;tall
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C2,most frequent,Environmental Phenomena,cloud,billowing;dark;dense;grey;heavy;low;passing;puffy;scattered;white
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C2,most frequent,Environmental Phenomena,earthquake,devastating;major;massive;minor;powerful;recent;seismic;strong;sudden;violent
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C2,most frequent,Environmental Phenomena,fog,dense;heavy;lifting;patchy;rolling;thick;white;winter;yellow;light
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C2,most frequent,Environmental Phenomena,lightning,blinding;bright;chain;distant;forked;jagged;intense;sudden;white;zigzag
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C2,most frequent,Environmental Phenomena,rain,constant;driving;heavy;light;persistent;pouring;scattered;steady;torrential;warm
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C2,most frequent,Environmental Phenomena,rainbow,bright;colorful;double;faint;full;hazy;incomplete;pastel;shimmering;vibrant
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C2,most frequent,Environmental Phenomena,snow,deep;falling;fresh;heavy;light;powdery;soft;thick;wet;white
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C2,most frequent,Environmental Phenomena,storm,approaching;brewing;dangerous;electrical;heavy;intense;passing;severe;sudden;violent
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C2,most frequent,Environmental Phenomena,thunder,booming;distant;loud;ominous;rolling;sudden;sustained;violent;echoing;deep
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C2,most frequent,Environmental Phenomena,tide,incoming;low;neap;outgoing;rising;spring;strong;tidal;weak;high
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C2,most frequent,Environmental Phenomena,volcano,active;dormant;erupting;huge;massive;nearby;sleeping;small;steaming;volcanic
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C2,most frequent,Environmental Phenomena,wind,bitter;cold;fierce;gentle;gusty;howling;light;prevailing;strong;warm
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C2,most frequent,Food Items,apple,crisp;delicious;fresh;green;juicy;red;ripe;small;sweet;tart
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C2,most frequent,Food Items,banana,brown;creamy;fresh;green;large;overripe;peeled;ripe;small;yellow
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C2,most frequent,Food Items,beef,aged;braised;ground;lean;raw;roast;sliced;stewed;tender;tough
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C2,most frequent,Food Items,bread,crusty;fresh;homemade;leavened;moldy;stale;toasted;unleavened;white;whole-wheat
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C2,most frequent,Food Items,broccoli,cooked;fresh;frozen;green;raw;steamed;tender;wilted;organic;florets
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C2,most frequent,Food Items,cheese,aged;cheddar;creamy;feta;hard;imported;mozzarella;sharp;soft;swiss
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C2,most frequent,Food Items,chicken,baked;boiled;fried;grilled;roasted;skinless;smoked;stewed;whole;crispy
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C2,most frequent,Food Items,egg,boiled;cracked;fried;hard-boiled;organic;raw;scrambled;soft-boiled;whole;white
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C2,most frequent,Food Items,fish,cooked;dried;fresh;fried;grilled;raw;salted;smoked;steamed;whole
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C2,most frequent,Food Items,pasta,al dente;cooked;dried;fresh;homemade;instant;long;short;stuffed;whole-wheat
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C2,most frequent,Food Items,rice,basmati;boiled;brown;cooked;fried;instant;long-grain;short-grain;steamed;white
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C2,most frequent,Food Items,soup,chunky;clear;cold;creamy;hot;homemade;hearty;instant;spicy;thick
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C2,most frequent,Human Roles,artist,acclaimed;amateur;avant-garde;contemporary;famous;local;professional;talented;unknown;young
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C2,most frequent,Human Roles,athlete,amateur;champion;elite;injured;professional;skilled;strong;successful;talented;young
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C2,most frequent,Human Roles,chef,celebrity;experienced;executive;famous;head;Michelin-starred;pastry;professional;sous;talented
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C2,most frequent,Human Roles,doctor,caring;experienced;family;general;local;qualified;resident;senior;skilled;specialist
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C2,most frequent,Human Roles,engineer,civil;experienced;lead;mechanical;qualified;senior;skilled;software;structural;talented
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C2,most frequent,Human Roles,farmer,family;local;organic;poor;rich;rural;small;successful;traditional;young
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C2,most frequent,Human Roles,lawyer,aggressive;corporate;criminal;experienced;famous;junior;local;qualified;senior;skilled
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C2,most frequent,Human Roles,musician,accomplished;aspiring;classical;famous;local;professional;session;skilled;talented;young
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C2,most frequent,Human Roles,scientist,brilliant;leading;pioneering;qualified;renowned;senior;skilled;theoretical;young;experienced
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C2,most frequent,Human Roles,soldier,brave;decorated;experienced;fallen;injured;loyal;professional;skilled;trained;young
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C2,most frequent,Human Roles,teacher,dedicated;experienced;former;inspiring;local;patient;qualified;senior;skilled;strict
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C2,most frequent,Human Roles,writer,aspiring;bestselling;contemporary;established;famous;freelance;gifted;prolific;talented;young
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C2,most frequent,Inanimate Objects,book,antique;classic;hardcover;illustrated;interesting;new;old;paperback;rare;used
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C2,most frequent,Inanimate Objects,bridge,ancient;covered;famous;long;modern;old;rickety;suspension;tall;wooden
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C2,most frequent,Inanimate Objects,drums,African;bass;electronic;loud;percussion;snare;steel;tribal;used;wooden
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C2,most frequent,Inanimate Objects,earth,barren;dry;fertile;frozen;green;muddy;rich;rocky;sandy;wet
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C2,most frequent,Inanimate Objects,flute,bamboo;concert;high-pitched;silver;simple;small;wooden;pan;keyed;chromatic
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C2,most frequent,Inanimate Objects,key,antique;brass;duplicate;electronic;golden;master;metal;new;spare;skeleton
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C2,most frequent,Inanimate Objects,knife,blunt;butcher;carving;hunting;kitchen;pocket;sharp;serrated;silver;stainless
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C2,most frequent,Inanimate Objects,lock,antique;combination;electronic;heavy;new;rusty;secure;simple;strong;sturdy
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C2,most frequent,Inanimate Objects,moon,bright;crescent;full;gibbous;harvest;new;pale;silvery;waning;waxing
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C2,most frequent,Inanimate Objects,pen,ballpoint;black;blue;expensive;felt-tip;fountain;gold;new;red;used
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C2,most frequent,Inanimate Objects,sun,blazing;bright;distant;early;golden;hot;midday;setting;shining;warm
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C2,most frequent,Inanimate Objects,sword,ancient;ceremonial;double-edged;heavy;long;medieval;rusty;sharp;silver;steel
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C2,most frequent,Neutral Animals,cat,black;calico;domestic;feral;fluffy;friendly;grey;longhaired;orange;small
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C2,most frequent,Neutral Animals,dog,big;black;domestic;friendly;golden;large;loyal;small;stray;white
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C2,most frequent,Neutral Animals,dolphin,bottlenose;friendly;gray;intelligent;playful;small;trained;wild;young;leaping
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C2,most frequent,Neutral Animals,elephant,African;Asian;baby;giant;gray;large;old;strong;trained;wild
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C2,most frequent,Neutral Animals,hamster,baby;brown;cute;furry;golden;pet;small;white;wild;young
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C2,most frequent,Neutral Animals,monkey,baby;chimpanzee;cute;playful;small;spider;trained;wild;young;gibbon
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C2,most frequent,Neutral Animals,mouse,brown;gray;house;little;pet;small;squeaky;white;wild;young
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C2,most frequent,Neutral Animals,peacock,beautiful;colorful;exotic;iridescent;large;magnificent;male;proud;vibrant;strutting
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C2,most frequent,Neutral Animals,rabbit,baby;brown;fluffy;friendly;long-eared;pet;small;white;wild;young
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C2,most frequent,Neutral Animals,shark,dangerous;great;hammerhead;large;predatory;small;tiger;white;wild;aggressive
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C2,most frequent,Neutral Animals,snake,dangerous;green;long;poisonous;small;striped;venomous;wild;yellow;constrictor
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C2,most frequent,Neutral Animals,whale,baleen;blue;gray;humpback;large;massive;orca;small;stranded;wild
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C2,most frequent,Places,city,ancient;bustling;capital;coastal;crowded;historic;large;modern;polluted;small
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C2,most frequent,Places,desert,arid;barren;dry;endless;hot;lonely;sandy;scorching;silent;vast
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C2,most frequent,Places,forest,ancient;dense;dark;deep;enchanted;green;lush;old-growth;primeval;thick
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C2,most frequent,Places,island,beautiful;deserted;isolated;lush;remote;small;tropical;volcanic;uninhabited;large
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C2,most frequent,Places,lake,calm;clear;deep;freshwater;large;mountain;peaceful;serene;shallow;still
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C2,most frequent,Places,mountain,barren;high;jagged;majestic;rocky;snow-capped;steep;tall;volcanic;wooded
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C2,most frequent,Places,ocean,blue;deep;endless;vast;stormy;rough;salty;warm;cold;turquoise
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C2,most frequent,Places,plain,arid;flat;fertile;grassy;open;rolling;treeless;vast;windy;wide
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C2,most frequent,Places,plateau,arid;dry;flat;high;rocky;scenic;steep;sweeping;vast;windy
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C2,most frequent,Places,river,broad;fast-flowing;long;meandering;muddy;narrow;navigable;rapid;shallow;wide
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C2,most frequent,Places,valley,deep;fertile;green;narrow;peaceful;scenic;shadow;sheltered;steep-sided;wide
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C2,most frequent,Places,village,ancient;charming;isolated;picturesque;quiet;remote;rural;small;traditional;sleepy
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C2,most frequent,Plants,cactus,desert;flowering;green;large;prickly;small;spiky;succulent;thorny;tall
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C2,most frequent,Plants,eggplant,fresh;fried;grilled;large;organic;purple;roasted;small;stuffed;young
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C2,most frequent,Plants,flower,beautiful;bright;colorful;delicate;fragrant;fresh;lovely;pretty;red;yellow
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C2,most frequent,Plants,grass,green;lush;short;tall;thick;uncut;wet;dry;wild;trimmed
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C2,most frequent,Plants,lettuce,crisp;fresh;green;iceberg;leafy;loose-leaf;organic;romaine;shredded;wilted
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C2,most frequent,Plants,mushroom,edible;fresh;fried;grilled;poisonous;raw;sauteed;small;wild;dried
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C2,most frequent,Plants,onion,chopped;diced;fried;grilled;large;raw;red;sauteed;small;white
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C2,most frequent,Plants,pepper,black;chili;green;ground;hot;red;roasted;small;spicy;white
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C2,most frequent,Plants,potato,baked;boiled;fried;mashed;new;roasted;small;sweet;white;russet
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C2,most frequent,Plants,rose,beautiful;blooming;fragrant;long-stemmed;red;romantic;thorny;velvet;white;yellow
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C2,most frequent,Plants,tomato,cherry;fresh;green;juicy;large;organic;red;ripe;small;vine-ripened
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C2,most frequent,Plants,tree,ancient;deciduous;evergreen;giant;leafy;old;tall;thick;towering;young
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C2,most frequent,Social Relationships,ally,close;diplomatic;faithful;important;key;loyal;powerful;reliable;staunch;strategic
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C2,most frequent,Social Relationships,brother,beloved;big;elder;little;younger;close;older;protective;supportive;step;half
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C2,most frequent,Social Relationships,enemy,bitter;deadly;formidable;implacable;mortal;old;powerful;sworn;unseen;relentless
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C2,most frequent,Social Relationships,father,adoptive;biological;caring;demanding;loving;protective;strict;supportive;surrogate;young
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C2,most frequent,Social Relationships,follower,ardent;devout;faithful;fervent;loyal;numerous;obedient;passionate;steadfast;true
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C2,most frequent,Social Relationships,friend,best;childhood;close;faithful;longtime;loyal;old;reliable;true;trusted
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C2,most frequent,Social Relationships,leader,charismatic;effective;elected;inspiring;influential;powerful;respected;strong;successful;visionary
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C2,most frequent,Social Relationships,mother,adoptive;biological;caring;loving;protective;strict;supportive;surrogate;young;step
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C2,most frequent,Social Relationships,partner,business;close;equal;ideal;junior;legal;senior;silent;strong;trusted
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C2,most frequent,Social Relationships,rival,arch;bitter;formidable;fierce;longtime;main;potential;serious;strong;worthy
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C2,most frequent,Social Relationships,sister,big;elder;little;younger;close;older;protective;supportive;step;half
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C2,most frequent,Social Relationships,stranger,complete;dangerous;foreign;mysterious;new;passing;silent;tall;unknown;wary
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C2,most frequent,Spatial Concepts,above,far;high;directly;slightly;immediately;well;clearly;just;nearly;rather
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C2,most frequent,Spatial Concepts,back,aching;broad;flat;injured;lower;muscular;strong;straight;upper;weak
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C2,most frequent,Spatial Concepts,below,far;slightly;well;directly;immediately;just;clearly;nearly;rather
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C2,most frequent,Spatial Concepts,east,far;middle;near;northeast;northern;southeastern;southern;true;western;far-east
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C2,most frequent,Spatial Concepts,front,broken;clear;false;immediate;main;open;right;sharp;very;visible
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C2,most frequent,Spatial Concepts,inside,dark;far;hidden;inner;left;light;right;safe;warm;cool
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C2,most frequent,Spatial Concepts,left,extreme;far;hard;immediate;near;northwest;slight;soft;upper;utter
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C2,most frequent,Spatial Concepts,north,far;middle;near;northeast;northern;northwest;true;upper;far-north;northernmost
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C2,most frequent,Spatial Concepts,outside,cold;far;immediate;left;noisy;right;safe;warm;wet;dry
