Model,SystemPromptType,Temperature,Language,Proficiency,Prompt,NounCategory,Noun,Adjectives
grok-3,english-monolingual,0.0,UR # Urdu,B1,most frequent,Abstract Concepts,anger,intense;fiery;uncontrollable;deep;burning;fierce;raw;bitter;sudden;suppressed
grok-3,english-monolingual,0.0,UR # Urdu,C1,most frequent,Inanimate Objects,book,old;new;thick;thin;worn;engaging;classic;hardcover;paperback;fascinating
grok-3,english-monolingual,0.0,UR # Urdu,C1,most frequent,Inanimate Objects,bridge,old;sturdy;long;narrow;iconic;wooden;steel;suspended;historic;arched
grok-3,english-monolingual,0.0,UR # Urdu,C1,most frequent,Inanimate Objects,drums,loud;rhythmic;powerful;deep;tribal;beaten;resonant;tight;dynamic;energetic
grok-3,english-monolingual,0.0,UR # Urdu,C1,most frequent,Inanimate Objects,earth,vast;ancient;fertile;blue;fragile;living;rich;solid;diverse;precious
grok-3,english-monolingual,0.0,UR # Urdu,C1,most frequent,Inanimate Objects,flute,delicate;melodic;silver;wooden;soft;high-pitched;elegant;ancient;haunting;clear
grok-3,english-monolingual,0.0,UR # Urdu,C1,most frequent,Inanimate Objects,key,old;rusty;small;golden;important;spare;lost;shiny;heavy;mysterious
grok-3,english-monolingual,0.0,UR # Urdu,C1,most frequent,Inanimate Objects,knife,sharp;dull;serrated;long;short;dangerous;rusty;kitchen;pocket;deadly
grok-3,english-monolingual,0.0,UR # Urdu,C1,most frequent,Inanimate Objects,lock,secure;old;rusty;heavy;broken;tight;sturdy;complex;ancient;reliable
grok-3,english-monolingual,0.0,UR # Urdu,C1,most frequent,Inanimate Objects,moon,full;crescent;bright;pale;mysterious;distant;glowing;silver;haunting;serene
grok-3,english-monolingual,0.0,UR # Urdu,C1,most frequent,Inanimate Objects,pen,black;blue;expensive;cheap;smooth;leaky;old;new;elegant;practical
grok-3,english-monolingual,0.0,UR # Urdu,C1,most frequent,Inanimate Objects,sun,bright;warm;golden;blazing;radiant;hot;setting;rising;dazzling;powerful
grok-3,english-monolingual,0.0,UR # Urdu,C1,most frequent,Inanimate Objects,sword,sharp;ancient;heavy;deadly;ornate;legendary;rusty;gleaming;powerful;ceremonial
grok-3,english-monolingual,0.0,UR # Urdu,C1,most frequent,Neutral Animals,cat,fluffy;sleek;curious;playful;lazy;independent;black;white;cuddly;mischievous
grok-3,english-monolingual,0.0,UR # Urdu,C1,most frequent,Neutral Animals,dog,loyal;friendly;energetic;protective;big;small;furry;obedient;playful;loving
grok-3,english-monolingual,0.0,UR # Urdu,C1,most frequent,Neutral Animals,dolphin,intelligent;playful;sleek;friendly;graceful;fast;social;curious;wild;acrobatic
grok-3,english-monolingual,0.0,UR # Urdu,C1,most frequent,Neutral Animals,elephant,massive;gentle;gray;powerful;wise;majestic;slow;endangered;strong;wrinkled
grok-3,english-monolingual,0.0,UR # Urdu,C1,most frequent,Neutral Animals,hamster,tiny;cute;fluffy;active;small;cuddly;nocturnal;curious;soft;playful
grok-3,english-monolingual,0.0,UR # Urdu,C1,most frequent,Neutral Animals,monkey,playful;curious;agile;mischievous;clever;social;wild;noisy;energetic;funny
grok-3,english-monolingual,0.0,UR # Urdu,C1,most frequent,Neutral Animals,mouse,small;tiny;quick;shy;gray;sneaky;quiet;cute;timid;fast
grok-3,english-monolingual,0.0,UR # Urdu,C1,most frequent,Neutral Animals,peacock,colorful;proud;beautiful;vibrant;majestic;elegant;striking;ornate;loud;exotic
grok-3,english-monolingual,0.0,UR # Urdu,C1,most frequent,Neutral Animals,rabbit,soft;fluffy;fast;shy;cute;white;brown;timid;hopping;gentle
grok-3,english-monolingual,0.0,UR # Urdu,C1,most frequent,Neutral Animals,shark,dangerous;sleek;powerful;predatory;fast;deadly;gray;fearsome;silent;aggressive
grok-3,english-monolingual,0.0,UR # Urdu,C1,most frequent,Neutral Animals,snake,slithery;venomous;long;dangerous;silent;coiled;scaly;deadly;sneaky;cold-blooded
grok-3,english-monolingual,0.0,UR # Urdu,C1,most frequent,Neutral Animals,whale,massive;gentle;blue;enormous;majestic;powerful;deep;migrating;singing;rare
grok-3,english-monolingual,0.0,UR # Urdu,C1,most frequent,Places,city,bustling;crowded;modern;historic;noisy;vibrant;sprawling;busy;urban;lively
grok-3,english-monolingual,0.0,UR # Urdu,C1,most frequent,Places,desert,vast;arid;hot;dry;barren;sandy;harsh;endless;remote;desolate
grok-3,english-monolingual,0.0,UR # Urdu,C1,most frequent,Places,forest,dense;green;ancient;dark;lush;mysterious;quiet;thick;wild;enchanted
grok-3,english-monolingual,0.0,UR # Urdu,C1,most frequent,Places,island,tropical;remote;small;beautiful;isolated;rocky;sandy;uninhabited;lush;exotic
grok-3,english-monolingual,0.0,UR # Urdu,C1,most frequent,Places,lake,calm;clear;deep;blue;serene;still;cold;reflective;vast;peaceful
grok-3,english-monolingual,0.0,UR # Urdu,C1,most frequent,Places,mountain,tall;rugged;snowy;steep;majestic;rocky;high;ancient;imposing;breathtaking
grok-3,english-monolingual,0.0,UR # Urdu,C1,most frequent,Places,ocean,vast;deep;blue;wild;endless;powerful;mysterious;calm;turbulent;immense
grok-3,english-monolingual,0.0,UR # Urdu,C1,most frequent,Places,plain,flat;vast;open;grassy;wide;barren;endless;quiet;fertile;expansive
grok-3,english-monolingual,0.0,UR # Urdu,C1,most frequent,Places,plateau,high;flat;vast;rocky;elevated;barren;wide;remote;rugged;ancient
grok-3,english-monolingual,0.0,UR # Urdu,C1,most frequent,Places,river,long;winding;calm;rushing;wide;deep;clear;muddy;powerful;serene
grok-3,english-monolingual,0.0,UR # Urdu,C1,most frequent,Places,valley,green;deep;narrow;fertile;quiet;lush;hidden;scenic;peaceful;sheltered
grok-3,english-monolingual,0.0,UR # Urdu,C1,most frequent,Places,village,small;quiet;quaint;rural;friendly;old;remote;charming;peaceful;traditional
grok-3,english-monolingual,0.0,UR # Urdu,C1,most frequent,Plants,cactus,spiky;green;tall;desert;tough;prickly;hardy;dry;unique;resilient
grok-3,english-monolingual,0.0,UR # Urdu,C1,most frequent,Plants,eggplant,purple;shiny;smooth;fresh;firm;bitter;cooked;raw;oval;nutritious
grok-3,english-monolingual,0.0,UR # Urdu,C1,most frequent,Plants,flower,beautiful;colorful;fragrant;delicate;bright;blooming;fresh;vibrant;soft;lovely
grok-3,english-monolingual,0.0,UR # Urdu,C1,most frequent,Plants,grass,green;lush;tall;short;wet;dry;soft;thick;fresh;dewy
grok-3,english-monolingual,0.0,UR # Urdu,C1,most frequent,Plants,lettuce,crisp;green;fresh;leafy;tender;raw;healthy;light;crunchy;vibrant
grok-3,english-monolingual,0.0,UR # Urdu,C1,most frequent,Plants,mushroom,earthy;small;white;brown;edible;wild;soft;poisonous;fresh;savory
grok-3,english-monolingual,0.0,UR # Urdu,C1,most frequent,Plants,onion,sharp;pungent;white;yellow;raw;cooked;strong;sweet;layered;fresh
grok-3,english-monolingual,0.0,UR # Urdu,C1,most frequent,Plants,pepper,spicy;hot;red;green;sweet;fresh;dried;mild;fiery;crunchy
grok-3,english-monolingual,0.0,UR # Urdu,C1,most frequent,Plants,potato,brown;starchy;firm;soft;baked;fried;mashed;fresh;hearty;versatile
grok-3,english-monolingual,0.0,UR # Urdu,C1,most frequent,Plants,rose,red;pink;fragrant;beautiful;delicate;thorny;blooming;elegant;romantic;vibrant
grok-3,english-monolingual,0.0,UR # Urdu,C1,most frequent,Plants,tomato,red;ripe;juicy;fresh;sweet;tangy;round;firm;soft;vine-ripened
grok-3,english-monolingual,0.0,UR # Urdu,C1,most frequent,Plants,tree,tall;old;green;sturdy;leafy;ancient;bare;strong;majestic;sprawling
grok-3,english-monolingual,0.0,UR # Urdu,C1,most frequent,Social Relationships,ally,loyal;trusted;supportive;reliable;close;dependable;helpful;steadfast;true;valuable
grok-3,english-monolingual,0.0,UR # Urdu,C1,most frequent,Social Relationships,brother,loving;protective;annoying;close;supportive;older;younger;funny;loyal;caring
grok-3,english-monolingual,0.0,UR # Urdu,C1,most frequent,Social Relationships,enemy,dangerous;hostile;bitter;relentless;cunning;powerful;hated;deceptive;ruthless;formidable
grok-3,english-monolingual,0.0,UR # Urdu,C1,most frequent,Social Relationships,father,loving;strict;supportive;wise;caring;strong;protective;kind;hardworking;gentle
grok-3,english-monolingual,0.0,UR # Urdu,C1,most frequent,Social Relationships,follower,loyal;dedicated;eager;supportive;faithful;enthusiastic;obedient;trusting;devoted;committed
grok-3,english-monolingual,0.0,UR # Urdu,C1,most frequent,Social Relationships,friend,close;best;loyal;funny;kind;supportive;trustworthy;caring;reliable;dear
grok-3,english-monolingual,0.0,UR # Urdu,C1,most frequent,Social Relationships,leader,strong;inspiring;confident;decisive;charismatic;wise;bold;visionary;respected;authoritative
grok-3,english-monolingual,0.0,UR # Urdu,C1,most frequent,Social Relationships,mother,loving;nurturing;caring;strict;supportive;gentle;strong;wise;protective;selfless
grok-3,english-monolingual,0.0,UR # Urdu,C1,most frequent,Social Relationships,partner,loving;supportive;equal;trusted;reliable;close;compatible;loyal;committed;understanding
grok-3,english-monolingual,0.0,UR # Urdu,C1,most frequent,Social Relationships,rival,fierce;competitive;challenging;tough;bitter;determined;strong;persistent;formidable;aggressive
grok-3,english-monolingual,0.0,UR # Urdu,C1,most frequent,Social Relationships,sister,loving;annoying;supportive;close;funny;caring;protective;older;younger;sweet
grok-3,english-monolingual,0.0,UR # Urdu,C1,most frequent,Social Relationships,stranger,mysterious;unknown;unfamiliar;distant;odd;suspicious;quiet;random;unexpected;curious
grok-3,english-monolingual,0.0,UR # Urdu,C1,most frequent,Spatial Concepts,above,high;elevated;overhead;superior;towering;lofty;upper;distant;prominent;soaring
grok-3,english-monolingual,0.0,UR # Urdu,C1,most frequent,Spatial Concepts,back,rear;hind;behind;posterior;hidden;distant;remote;trailing;secondary;last
grok-3,english-monolingual,0.0,UR # Urdu,C1,most frequent,Spatial Concepts,below,lower;beneath;under;inferior;submerged;hidden;underground;lesser;bottom;deep
grok-3,english-monolingual,0.0,UR # Urdu,C1,most frequent,Spatial Concepts,east,eastern;oriental;distant;rising;far;cultural;ancient;exotic;remote;traditional
grok-3,english-monolingual,0.0,UR # Urdu,C1,most frequent,Spatial Concepts,front,forward;leading;ahead;primary;main;visible;prominent;first;central;foremost
grok-3,english-monolingual,0.0,UR # Urdu,C1,most frequent,Spatial Concepts,inside,inner;internal;hidden;enclosed;private;deep;secret;confined;sheltered;core
grok-3,english-monolingual,0.0,UR # Urdu,C1,most frequent,Spatial Concepts,left,western;remaining;abandoned;odd;liberal;sideways;awkward;stray;unused;isolated
grok-3,english-monolingual,0.0,UR # Urdu,C1,most frequent,Spatial Concepts,north,cold;polar;upper;distant;remote;harsh;northern;chilly;rugged;wild
grok-3,english-monolingual,0.0,UR # Urdu,C1,most frequent,Spatial Concepts,outside,external;outer;exposed;public;distant;far;open;exterior;remote;peripheral
grok-3,english-monolingual,0.0,UR # Urdu,C1,most frequent,Spatial Concepts,right,correct;proper;eastern;conservative;just;accurate;fitting;immediate;direct;moral
grok-3,english-monolingual,0.0,UR # Urdu,C1,most frequent,Spatial Concepts,south,warm;southern;tropical;lower;distant;sunny;hot;exotic;humid;far
grok-3,english-monolingual,0.0,UR # Urdu,C1,most frequent,Spatial Concepts,west,western;distant;far;setting;modern;wild;remote;frontier;cultural;expansive
grok-3,english-monolingual,0.0,UR # Urdu,C1,most frequent,Time Concepts,century,past;new;old;modern;ancient;specific;long;historic;recent;turning
grok-3,english-monolingual,0.0,UR # Urdu,C1,most frequent,Time Concepts,day,long;short;busy;sunny;rainy;quiet;special;ordinary;tiring;memorable
grok-3,english-monolingual,0.0,UR # Urdu,C1,most frequent,Time Concepts,evening,quiet;cool;late;dark;peaceful;relaxing;romantic;calm;pleasant;twilight
grok-3,english-monolingual,0.0,UR # Urdu,C1,most frequent,Time Concepts,hour,long;short;late;early;busy;quiet;critical;fleeting;precious;rushed
grok-3,english-monolingual,0.0,UR # Urdu,C1,most frequent,Time Concepts,minute,quick;brief;short;fleeting;last;crucial;exact;passing;precise;hurried
grok-3,english-monolingual,0.0,UR # Urdu,C1,most frequent,Time Concepts,month,long;short;busy;quiet;cold;warm;rainy;special;current;past
grok-3,english-monolingual,0.0,UR # Urdu,C1,most frequent,Time Concepts,morning,early;bright;cool;quiet;fresh;sunny;busy;peaceful;crisp;new
grok-3,english-monolingual,0.0,UR # Urdu,C1,most frequent,Time Concepts,night,dark;late;quiet;long;cold;starry;sleepless;peaceful;eerie;silent
grok-3,english-monolingual,0.0,UR # Urdu,C1,most frequent,Time Concepts,season,warm;cold;rainy;dry;long;short;favorite;current;changing;festive
grok-3,english-monolingual,0.0,UR # Urdu,C1,most frequent,Time Concepts,second,quick;brief;fleeting;instant;short;critical;passing;precise;momentary;split
grok-3,english-monolingual,0.0,UR # Urdu,C1,most frequent,Time Concepts,week,long;short;busy;quiet;hectic;relaxing;stressful;productive;eventful;ordinary
grok-3,english-monolingual,0.0,UR # Urdu,C1,most frequent,Time Concepts,year,long;short;busy;memorable;tough;successful;recent;past;new;challenging
grok-3,english-monolingual,0.0,UR # Urdu,C2,most frequent,Abstract Concepts,anger,intense;fiery;uncontrollable;deep;burning;fierce;raw;bitter;sudden;suppressed
grok-3,english-monolingual,0.0,UR # Urdu,C2,most frequent,Abstract Concepts,courage,bold;fearless;brave;heroic;daring;valiant;resolute;steadfast;unwavering;gutsy
grok-3,english-monolingual,0.0,UR # Urdu,C2,most frequent,Abstract Concepts,fear,overwhelming;paralyzing;chilling;deep-seated;irrational;haunting;gripping;primal;lingering;acute
grok-3,english-monolingual,0.0,UR # Urdu,C2,most frequent,Abstract Concepts,freedom,absolute;cherished;hard-won;liberating;boundless;precious;fundamental;true;personal;newfound
grok-3,english-monolingual,0.0,UR # Urdu,C2,most frequent,Abstract Concepts,happiness,pure;radiant;boundless;infectious;genuine;lasting;simple;profound;unexpected;blissful
grok-3,english-monolingual,0.0,UR # Urdu,C2,most frequent,Abstract Concepts,hate,intense;bitter;deep-rooted;venomous;consuming;blind;relentless;toxic;unspoken;festering
grok-3,english-monolingual,0.0,UR # Urdu,C2,most frequent,Abstract Concepts,honesty,brutal;refreshing;unwavering;complete;sincere;raw;admirable;rare;steadfast;uncompromising
grok-3,english-monolingual,0.0,UR # Urdu,C2,most frequent,Abstract Concepts,justice,fair;impartial;swift;righteous;overdue;hard-fought;blind;moral;restorative;poetic
grok-3,english-monolingual,0.0,UR # Urdu,C2,most frequent,Abstract Concepts,knowledge,vast;deep;profound;extensive;practical;specialized;ancient;hidden;invaluable;growing
grok-3,english-monolingual,0.0,UR # Urdu,C2,most frequent,Abstract Concepts,love,unconditional;passionate;tender;eternal;selfless;romantic;enduring;fierce;gentle;true
grok-3,english-monolingual,0.0,UR # Urdu,C2,most frequent,Abstract Concepts,peace,serene;lasting;fragile;inner;quiet;harmonious;elusive;global;calming;sacred
grok-3,english-monolingual,0.0,UR # Urdu,C2,most frequent,Abstract Concepts,wisdom,timeless;profound;hard-earned;ancient;practical;insightful;deep;quiet;guiding;invaluable
grok-3,english-monolingual,0.0,UR # Urdu,C2,most frequent,Cultural Artifacts,bell,loud;clear;resonant;melodic;antique;brass;tiny;ceremonial;warning;festive
grok-3,english-monolingual,0.0,UR # Urdu,C2,most frequent,Cultural Artifacts,candle,flickering;warm;scented;tall;white;decorative;glowing;melted;romantic;dim
grok-3,english-monolingual,0.0,UR # Urdu,C2,most frequent,Cultural Artifacts,carpet,soft;plush;worn;colorful;thick;patterned;oriental;stained;luxurious;threadbare
grok-3,english-monolingual,0.0,UR # Urdu,C2,most frequent,Cultural Artifacts,coin,shiny;old;rare;silver;gold;worn;commemorative;foreign;small;valuable
grok-3,english-monolingual,0.0,UR # Urdu,C2,most frequent,Cultural Artifacts,crown,golden;jeweled;royal;heavy;ornate;ancient;ceremonial;majestic;symbolic;glittering
grok-3,english-monolingual,0.0,UR # Urdu,C2,most frequent,Cultural Artifacts,flag,national;tattered;proud;waving;colorful;symbolic;historic;official;bold;defiant
grok-3,english-monolingual,0.0,UR # Urdu,C2,most frequent,Cultural Artifacts,mask,mysterious;eerie;painted;tribal;creepy;elaborate;hidden;ceremonial;protective;deceptive
grok-3,english-monolingual,0.0,UR # Urdu,C2,most frequent,Cultural Artifacts,necklace,delicate;elegant;beaded;gold;silver;vintage;ornate;simple;expensive;sentimental
grok-3,english-monolingual,0.0,UR # Urdu,C2,most frequent,Cultural Artifacts,painting,beautiful;abstract;classic;vibrant;detailed;famous;modern;haunting;colorful;expressive
grok-3,english-monolingual,0.0,UR # Urdu,C2,most frequent,Cultural Artifacts,ring,golden;diamond;simple;engraved;antique;wedding;silver;ornate;precious;heirloom
grok-3,english-monolingual,0.0,UR # Urdu,C2,most frequent,Cultural Artifacts,statue,towering;marble;ancient;bronze;majestic;weathered;iconic;detailed;commemorative;imposing
grok-3,english-monolingual,0.0,UR # Urdu,C2,most frequent,Cultural Artifacts,vase,fragile;ceramic;ornate;tall;antique;floral;cracked;elegant;decorative;porcelain
grok-3,english-monolingual,0.0,UR # Urdu,C2,most frequent,Environmental Phenomena,cloud,fluffy;dark;white;ominous;wispy;thick;drifting;gray;towering;scattered
grok-3,english-monolingual,0.0,UR # Urdu,C2,most frequent,Environmental Phenomena,earthquake,devastating;powerful;sudden;violent;destructive;terrifying;massive;unexpected;catastrophic;seismic
grok-3,english-monolingual,0.0,UR # Urdu,C2,most frequent,Environmental Phenomena,fog,dense;eerie;thick;mysterious;cold;enveloping;gray;silent;creeping;blinding
grok-3,english-monolingual,0.0,UR # Urdu,C2,most frequent,Environmental Phenomena,lightning,bright;jagged;sudden;powerful;electric;striking;dangerous;vivid;blinding;fierce
grok-3,english-monolingual,0.0,UR # Urdu,C2,most frequent,Environmental Phenomena,rain,heavy;light;steady;torrential;gentle;cold;refreshing;drizzling;relentless;sudden
grok-3,english-monolingual,0.0,UR # Urdu,C2,most frequent,Environmental Phenomena,rainbow,vibrant;colorful;beautiful;fleeting;bright;magical;arched;vivid;stunning;rare
grok-3,english-monolingual,0.0,UR # Urdu,C2,most frequent,Environmental Phenomena,snow,soft;white;heavy;powdery;fresh;cold;silent;drifting;thick;melting
grok-3,english-monolingual,0.0,UR # Urdu,C2,most frequent,Environmental Phenomena,storm,fierce;violent;raging;dark;powerful;sudden;destructive;howling;intense;brewing
grok-3,english-monolingual,0.0,UR # Urdu,C2,most frequent,Environmental Phenomena,thunder,loud;booming;rolling;distant;deafening;ominous;deep;startling;powerful;echoing
grok-3,english-monolingual,0.0,UR # Urdu,C2,most frequent,Environmental Phenomena,tide,high;low;strong;incoming;outgoing;relentless;powerful;calm;tidal;dangerous
grok-3,english-monolingual,0.0,UR # Urdu,C2,most frequent,Environmental Phenomena,volcano,active;dormant;explosive;massive;fiery;ancient;dangerous;smoldering;towering;destructive
grok-3,english-monolingual,0.0,UR # Urdu,C2,most frequent,Environmental Phenomena,wind,strong;gusty;cold;warm;gentle;howling;brisk;relentless;biting;swirling
grok-3,english-monolingual,0.0,UR # Urdu,C2,most frequent,Food Items,apple,red;green;crisp;juicy;sweet;tart;fresh;ripe;shiny;firm
grok-3,english-monolingual,0.0,UR # Urdu,C2,most frequent,Food Items,banana,yellow;ripe;sweet;soft;curved;fresh;tropical;spotted;mushy;peeled
grok-3,english-monolingual,0.0,UR # Urdu,C2,most frequent,Food Items,beef,tender;juicy;lean;grilled;rare;cooked;savory;marbled;fresh;seasoned
grok-3,english-monolingual,0.0,UR # Urdu,C2,most frequent,Food Items,bread,fresh;crusty;soft;warm;homemade;sliced;stale;whole-grain;toasted;fluffy
grok-3,english-monolingual,0.0,UR # Urdu,C2,most frequent,Food Items,broccoli,green;fresh;steamed;crisp;healthy;tender;raw;vibrant;bitter;nutritious
grok-3,english-monolingual,0.0,UR # Urdu,C2,most frequent,Food Items,cheese,sharp;creamy;melted;aged;soft;hard;tangy;mild;stinky;grated
grok-3,english-monolingual,0.0,UR # Urdu,C2,most frequent,Food Items,chicken,roasted;grilled;tender;juicy;fried;spicy;seasoned;boneless;succulent;cooked
grok-3,english-monolingual,0.0,UR # Urdu,C2,most frequent,Food Items,egg,fresh;boiled;scrambled;fried;white;brown;cracked;raw;soft;hard-boiled
grok-3,english-monolingual,0.0,UR # Urdu,C2,most frequent,Food Items,fish,fresh;grilled;raw;flaky;oily;smoked;fried;salty;delicate;bony
grok-3,english-monolingual,0.0,UR # Urdu,C2,most frequent,Food Items,pasta,al dente;creamy;cheesy;fresh;homemade;saucy;soft;boiled;savory;twirled
grok-3,english-monolingual,0.0,UR # Urdu,C2,most frequent,Food Items,rice,white;brown;sticky;fluffy;steamed;seasoned;plain;fragrant;cooked;grainy
grok-3,english-monolingual,0.0,UR # Urdu,C2,most frequent,Food Items,soup,hot;creamy;hearty;savory;homemade;clear;thick;spicy;comforting;brothy
grok-3,english-monolingual,0.0,UR # Urdu,C2,most frequent,Human Roles,artist,talented;creative;visionary;eccentric;passionate;skilled;innovative;struggling;famous;inspired
grok-3,english-monolingual,0.0,UR # Urdu,C2,most frequent,Human Roles,athlete,strong;fast;dedicated;competitive;skilled;disciplined;agile;powerful;determined;injured
grok-3,english-monolingual,0.0,UR # Urdu,C2,most frequent,Human Roles,chef,skilled;creative;passionate;innovative;busy;professional;meticulous;talented;renowned;experimental
grok-3,english-monolingual,0.0,UR # Urdu,C2,most frequent,Human Roles,doctor,compassionate;skilled;dedicated;busy;experienced;caring;knowledgeable;trusted;patient;overworked
grok-3,english-monolingual,0.0,UR # Urdu,C2,most frequent,Human Roles,engineer,innovative;skilled;analytical;creative;precise;dedicated;technical;brilliant;practical;resourceful
grok-3,english-monolingual,0.0,UR # Urdu,C2,most frequent,Human Roles,farmer,hardworking;dedicated;rugged;patient;skilled;rural;tough;resourceful;traditional;weathered
grok-3,english-monolingual,0.0,UR # Urdu,C2,most frequent,Human Roles,lawyer,sharp;persuasive;dedicated;aggressive;experienced;cunning;ethical;busy;articulate;expensive
grok-3,english-monolingual,0.0,UR # Urdu,C2,most frequent,Human Roles,musician,talented;passionate;creative;skilled;dedicated;expressive;famous;struggling;versatile;gifted
grok-3,english-monolingual,0.0,UR # Urdu,C2,most frequent,Human Roles,scientist,brilliant;curious;dedicated;innovative;analytical;meticulous;groundbreaking;focused;experimental;knowledgeable
grok-3,english-monolingual,0.0,UR # Urdu,C2,most frequent,Human Roles,soldier,brave;disciplined;loyal;tough;dedicated;heroic;hardened;fearless;wounded;stoic
grok-3,english-monolingual,0.0,UR # Urdu,C2,most frequent,Human Roles,teacher,patient;inspiring;dedicated;knowledgeable;strict;kind;supportive;creative;overworked;wise
grok-3,english-monolingual,0.0,UR # Urdu,C2,most frequent,Human Roles,writer,creative;talented;prolific;struggling;insightful;imaginative;published;reclusive;eloquent;aspiring
grok-3,english-monolingual,0.0,UR # Urdu,C2,most frequent,Inanimate Objects,book,old;new;thick;worn;engaging;classic;hardcover;tattered;fascinating;borrowed
grok-3,english-monolingual,0.0,UR # Urdu,C2,most frequent,Inanimate Objects,bridge,old;sturdy;wooden;suspension;iconic;narrow;long;arched;modern;crumbling
grok-3,english-monolingual,0.0,UR # Urdu,C2,most frequent,Inanimate Objects,drums,loud;rhythmic;powerful;tribal;beaten;resonant;tight;booming;polished;worn
grok-3,english-monolingual,0.0,UR # Urdu,C2,most frequent,Inanimate Objects,earth,vast;ancient;fertile;blue;fragile;living;sacred;scarred;rotating;boundless
grok-3,english-monolingual,0.0,UR # Urdu,C2,most frequent,Inanimate Objects,flute,delicate;melodic;silver;wooden;shrill;elegant;ancient;haunting;small;tuned
grok-3,english-monolingual,0.0,UR # Urdu,C2,most frequent,Inanimate Objects,key,old;rusty;golden;small;important;lost;spare;shiny;heavy;mysterious
grok-3,english-monolingual,0.0,UR # Urdu,C2,most frequent,Inanimate Objects,knife,sharp;dull;serrated;rusty;dangerous;small;kitchen;pocket;gleaming;deadly
grok-3,english-monolingual,0.0,UR # Urdu,C2,most frequent,Inanimate Objects,lock,sturdy;rusty;broken;secure;old;heavy;brass;hidden;tight;jammed
grok-3,english-monolingual,0.0,UR # Urdu,C2,most frequent,Inanimate Objects,moon,full;crescent;bright;pale;mysterious;distant;glowing;silvery;haunting;lunar
grok-3,english-monolingual,0.0,UR # Urdu,C2,most frequent,Inanimate Objects,pen,black;blue;expensive;cheap;leaky;smooth;old;fountain;ballpoint;worn
grok-3,english-monolingual,0.0,UR # Urdu,C2,most frequent,Inanimate Objects,sun,bright;warm;blazing;golden;rising;setting;hot;radiant;blinding;fierce
grok-3,english-monolingual,0.0,UR # Urdu,C2,most frequent,Inanimate Objects,sword,sharp;ancient;heavy;gleaming;deadly;ornate;rusty;legendary;forged;ceremonial
grok-3,english-monolingual,0.0,UR # Urdu,C2,most frequent,Neutral Animals,cat,fluffy;sleek;curious;lazy;playful;black;white;feral;cuddly;independent
grok-3,english-monolingual,0.0,UR # Urdu,C2,most frequent,Neutral Animals,dog,loyal;friendly;energetic;big;small;protective;playful;obedient;scruffy;loving
grok-3,english-monolingual,0.0,UR # Urdu,C2,most frequent,Neutral Animals,dolphin,playful;intelligent;sleek;friendly;graceful;curious;social;swift;acrobatic;gentle
grok-3,english-monolingual,0.0,UR # Urdu,C2,most frequent,Neutral Animals,elephant,massive;gentle;gray;wise;powerful;majestic;slow;wrinkled;endangered;strong
grok-3,english-monolingual,0.0,UR # Urdu,C2,most frequent,Neutral Animals,hamster,tiny;cute;fluffy;active;nocturnal;small;chubby;curious;cuddly;timid
grok-3,english-monolingual,0.0,UR # Urdu,C2,most frequent,Neutral Animals,monkey,playful;curious;agile;mischievous;clever;social;loud;wild;small;cheeky
grok-3,english-monolingual,0.0,UR # Urdu,C2,most frequent,Neutral Animals,mouse,tiny;quiet;sneaky;small;gray;timid;quick;cute;scurrying;delicate
grok-3,english-monolingual,0.0,UR # Urdu,C2,most frequent,Neutral Animals,peacock,colorful;proud;vibrant;majestic;beautiful;ornate;striking;elegant;showy;rare
grok-3,english-monolingual,0.0,UR # Urdu,C2,most frequent,Neutral Animals,rabbit,fluffy;cute;quick;timid;white;wild;soft;hopping;small;gentle
grok-3,english-monolingual,0.0,UR # Urdu,C2,most frequent,Neutral Animals,shark,fierce;dangerous;sleek;powerful;predatory;gray;deadly;swift;terrifying;massive
grok-3,english-monolingual,0.0,UR # Urdu,C2,most frequent,Neutral Animals,snake,slithery;venomous;long;dangerous;coiled;silent;scaly;deadly;sneaky;exotic
grok-3,english-monolingual,0.0,UR # Urdu,C2,most frequent,Neutral Animals,whale,massive;gentle;blue;majestic;powerful;deep;migrating;enormous;graceful;endangered
grok-3,english-monolingual,0.0,UR # Urdu,C2,most frequent,Places,city,bustling;crowded;modern;noisy;vibrant;sprawling;historic;busy;urban;lively
grok-3,english-monolingual,0.0,UR # Urdu,C2,most frequent,Places,desert,vast;arid;hot;barren;sandy;endless;harsh;dry;desolate;scorching
grok-3,english-monolingual,0.0,UR # Urdu,C2,most frequent,Places,forest,dense;green;ancient;dark;lush;mysterious;quiet;thick;enchanted;wild
grok-3,english-monolingual,0.0,UR # Urdu,C2,most frequent,Places,island,tropical;remote;small;beautiful;isolated;rocky;lush;deserted;volcanic;serene
grok-3,english-monolingual,0.0,UR # Urdu,C2,most frequent,Places,lake,calm;clear;deep;blue;serene;still;cold;reflective;vast;tranquil
grok-3,english-monolingual,0.0,UR # Urdu,C2,most frequent,Places,mountain,tall;rugged;snowy;majestic;steep;rocky;towering;ancient;imposing;breathtaking
grok-3,english-monolingual,0.0,UR # Urdu,C2,most frequent,Places,ocean,vast;deep;blue;wild;endless;powerful;mysterious;turbulent;calm;salty
grok-3,english-monolingual,0.0,UR # Urdu,C2,most frequent,Places,plain,flat;vast;open;grassy;barren;wide;endless;quiet;fertile;expansive
