Model,SystemPromptType,Temperature,Language,Proficiency,Prompt,NounCategory,Noun,Adjectives
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,B1,most frequent,Abstract Concepts,anger,big;bad;hot;strong;real;new;much;same;other;different
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C1,most frequent,Plants,eggplant,big;small;purple;long;short;fresh;cooked;raw;ripe;organic
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C1,most frequent,Plants,flower,big;small;red;white;yellow;blue;beautiful;fragrant;fresh;wild
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C1,most frequent,Plants,grass,green;long;short;dry;wet;fresh;artificial;wild;lawn;thick
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C1,most frequent,Plants,lettuce,green;fresh;crisp;soft;leafy;head;romaine;iceberg;organic;small
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C1,most frequent,Plants,mushroom,big;small;white;brown;wild;cultivated;poisonous;edible;fresh;dried
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C1,most frequent,Plants,onion,big;small;white;yellow;red;fresh;cooked;raw;strong;sweet
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C1,most frequent,Plants,pepper,big;small;red;green;black;hot;sweet;fresh;dried;ground
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C1,most frequent,Plants,potato,big;small;white;red;brown;fresh;cooked;raw;mashed;fried
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C1,most frequent,Plants,rose,big;small;red;white;pink;yellow;beautiful;fragrant;fresh;thorny
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C1,most frequent,Plants,tomato,big;small;red;green;fresh;cooked;raw;ripe;organic;juicy
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C1,most frequent,Plants,tree,big;small;tall;short;old;new;green;dry;dead;strong
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C1,most frequent,Social Relationships,ally,good;bad;strong;weak;true;false;loyal;reliable;important;new
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C1,most frequent,Social Relationships,brother,big;small;old;young;older;younger;half;step;adopted;close
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C1,most frequent,Social Relationships,enemy,good;bad;strong;weak;true;false;old;new;bitter;dangerous
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C1,most frequent,Social Relationships,father,good;bad;old;young;older;step;adopted;biological;single;strict
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C1,most frequent,Social Relationships,follower,good;bad;loyal;true;blind;new;old;many;few;active
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C1,most frequent,Social Relationships,friend,good;bad;old;new;true;false;best;close;childhood;online
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C1,most frequent,Social Relationships,leader,good;bad;strong;weak;new;old;political;military;religious;popular
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C1,most frequent,Social Relationships,mother,good;bad;old;young;older;step;adopted;biological;single;strict
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C1,most frequent,Social Relationships,partner,good;bad;business;life;legal;new;old;strong;weak;equal
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C1,most frequent,Social Relationships,rival,good;bad;strong;weak;old;new;bitter;friendly;main;fierce
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C1,most frequent,Social Relationships,sister,big;small;old;young;older;younger;half;step;adopted;close
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C1,most frequent,Social Relationships,stranger,good;bad;old;new;young;dangerous;friendly;helpful;unknown;familiar
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C1,most frequent,Spatial Concepts,above,high;low;far;near;clear;cloudy;blue;dark;bright;distant
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C1,most frequent,Spatial Concepts,back,good;bad;strong;weak;sore;painful;lower;upper;straight;curved
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C1,most frequent,Spatial Concepts,below,high;low;far;near;clear;cloudy;blue;dark;bright;distant
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C1,most frequent,Spatial Concepts,east,far;near;north;south;west;middle;upper;lower;central;coastal
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C1,most frequent,Spatial Concepts,front,good;bad;strong;weak;new;old;main;first;second;open
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C1,most frequent,Spatial Concepts,inside,big;small;dark;light;warm;cold;dry;wet;clean;dirty
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C1,most frequent,Spatial Concepts,left,right;far;near;upper;lower;main;first;second;open;closed
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C1,most frequent,Spatial Concepts,north,south;east;west;far;near;upper;lower;central;coastal;cold
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C1,most frequent,Spatial Concepts,outside,big;small;dark;light;warm;cold;dry;wet;clean;dirty
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C1,most frequent,Spatial Concepts,right,left;far;near;upper;lower;main;first;second;open;closed
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C1,most frequent,Spatial Concepts,south,north;east;west;far;near;upper;lower;central;coastal;warm
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C1,most frequent,Spatial Concepts,west,east;north;south;far;near;upper;lower;central;coastal;dry
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C1,most frequent,Time Concepts,century,old;new;20th;21st;past;present;future;early;late;long
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C1,most frequent,Time Concepts,day,good;bad;long;short;sunny;cloudy;hot;cold;rainy;busy
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C1,most frequent,Time Concepts,evening,good;bad;long;short;warm;cold;dark;light;quiet;busy
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C1,most frequent,Time Concepts,hour,long;short;early;late;busy;quiet;golden;last;next;first
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C1,most frequent,Time Concepts,minute,long;short;early;late;busy;quiet;last;next;first;golden
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C1,most frequent,Time Concepts,month,long;short;early;late;busy;quiet;last;next;first;summer
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C1,most frequent,Time Concepts,morning,good;bad;long;short;warm;cold;dark;light;quiet;busy
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C1,most frequent,Time Concepts,night,good;bad;long;short;warm;cold;dark;light;quiet;busy
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C1,most frequent,Time Concepts,season,good;bad;long;short;warm;cold;dry;wet;summer;winter
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C1,most frequent,Time Concepts,second,long;short;early;late;busy;quiet;last;next;first;golden
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C1,most frequent,Time Concepts,week,long;short;early;late;busy;quiet;last;next;first;full
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C1,most frequent,Time Concepts,year,good;bad;long;short;new;old;last;next;first;full
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C2,most frequent,Abstract Concepts,anger,great;hot;bad;real;deep;sudden;blind;cold;righteous;controlled
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C2,most frequent,Abstract Concepts,courage,great;true;moral;physical;inner;quiet;blind;amazing;displayed;unexpected
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C2,most frequent,Abstract Concepts,fear,great;real;deep;sudden;irrational;paralyzing;primal;common;instilled;underlying
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C2,most frequent,Abstract Concepts,freedom,great;true;political;economic;personal;basic;limited;hard-won;new;relative
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C2,most frequent,Abstract Concepts,happiness,great;true;real;simple;pure;fleeting;inner;contagious;unexpected;lasting
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C2,most frequent,Abstract Concepts,hate,great;real;deep;blind;irrational;consuming;pure;intense;abiding;learned
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C2,most frequent,Abstract Concepts,honesty,great;true;brutal;complete;refreshing;simple;rare;admirable;expected;questionable
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C2,most frequent,Abstract Concepts,justice,great;true;social;economic;criminal;restorative;rough;blind;delayed;swift
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C2,most frequent,Abstract Concepts,knowledge,great;true;deep;practical;theoretical;specialized;common;acquired;tacit;limited
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C2,most frequent,Abstract Concepts,love,great;true;deep;unconditional;romantic;familial;platonic;passionate;selfless;unrequited
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C2,most frequent,Abstract Concepts,peace,great;true;lasting;fragile;uneasy;inner;world;relative;temporary;hard-won
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C2,most frequent,Abstract Concepts,wisdom,great;true;practical;ancient;acquired;inner;collective;traditional;applied;perceived
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C2,most frequent,Cultural Artifacts,bell,big;small;loud;clear;church;school;hand;warning;silver;bronze
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C2,most frequent,Cultural Artifacts,candle,small;big;white;scented;wax;burning;tall;short;colorful;dripping
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C2,most frequent,Cultural Artifacts,carpet,big;small;red;Persian;oriental;wool;soft;thick;thin;new
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C2,most frequent,Cultural Artifacts,coin,small;gold;silver;old;new;rare;valuable;lucky;foreign;shiny
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C2,most frequent,Cultural Artifacts,crown,gold;silver;royal;jeweled;heavy;ceremonial;ancient;new;symbolic;tarnished
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C2,most frequent,Cultural Artifacts,flag,big;small;national;red;white;blue;waving;tattered;new;old
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C2,most frequent,Cultural Artifacts,mask,big;small;white;black;scary;funny;protective;ceremonial;new;old
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C2,most frequent,Cultural Artifacts,necklace,gold;silver;pearl;diamond;long;short;beaded;simple;elegant;new
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C2,most frequent,Cultural Artifacts,painting,big;small;old;new;famous;beautiful;abstract;realistic;colorful;framed
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C2,most frequent,Cultural Artifacts,ring,gold;silver;diamond;wedding;engagement;simple;ornate;new;old;valuable
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C2,most frequent,Cultural Artifacts,statue,big;small;bronze;marble;stone;old;new;famous;religious;commemorative
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C2,most frequent,Cultural Artifacts,vase,big;small;glass;ceramic;porcelain;old;new;colorful;empty;full
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C2,most frequent,Environmental Phenomena,cloud,big;small;white;dark;grey;rain;storm;fluffy;passing;low
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C2,most frequent,Environmental Phenomena,earthquake,big;small;strong;weak;devastating;unexpected;recent;past;major;minor
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C2,most frequent,Environmental Phenomena,fog,thick;thin;dense;heavy;light;morning;evening;coastal;ground;pea-soup
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C2,most frequent,Environmental Phenomena,lightning,bright;sudden;forked;sheet;distant;close;dangerous;powerful;silent;frequent
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C2,most frequent,Environmental Phenomena,rain,heavy;light;hard;soft;gentle;constant;sudden;acid;warm;cold
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C2,most frequent,Environmental Phenomena,rainbow,bright;colorful;double;faint;full;partial;beautiful;arched;distant;close
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C2,most frequent,Environmental Phenomena,snow,heavy;light;soft;wet;dry;fresh;falling;deep;white;powdery
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C2,most frequent,Environmental Phenomena,storm,big;small;strong;weak;rain;wind;thunder;lightning;approaching;passing
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C2,most frequent,Environmental Phenomena,thunder,loud;deep;rumbling;distant;close;sudden;rolling;echoing;heavy;light
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C2,most frequent,Environmental Phenomena,tide,high;low;strong;weak;spring;neap;incoming;outgoing;daily;predictable
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C2,most frequent,Environmental Phenomena,volcano,active;dormant;extinct;big;small;erupting;smoking;nearby;distant;dangerous
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C2,most frequent,Environmental Phenomena,wind,strong;weak;cold;warm;gentle;gusty;prevailing;offshore;onshore;light
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C2,most frequent,Food Items,apple,red;green;yellow;big;small;sweet;sour;crisp;juicy;ripe
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C2,most frequent,Food Items,banana,yellow;green;ripe;unripe;sweet;small;big;long;short;Cavendish
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C2,most frequent,Food Items,beef,raw;cooked;tender;tough;lean;fatty;ground;roast;grilled;prime
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C2,most frequent,Food Items,bread,white;brown;whole;wheat;fresh;stale;sliced;toasted;crusty;soft
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C2,most frequent,Food Items,broccoli,green;fresh;cooked;steamed;raw;organic;healthy;small;big;florets
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C2,most frequent,Food Items,cheese,hard;soft;sharp;mild;cheddar;Swiss;blue;grated;sliced;creamy
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C2,most frequent,Food Items,chicken,raw;cooked;fried;grilled;roasted;whole;boneless;skinless;organic;tender
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C2,most frequent,Food Items,egg,raw;cooked;fried;boiled;scrambled;whole;cracked;fresh;white;brown
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C2,most frequent,Food Items,fish,raw;cooked;fresh;saltwater;freshwater;grilled;fried;whole;filleted;bony
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C2,most frequent,Food Items,pasta,cooked;dry;long;short;Italian;wheat;fresh;filled;al dente;overcooked
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C2,most frequent,Food Items,rice,white;brown;cooked;boiled;fried;long-grain;short-grain;basmati;jasmine;sticky
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C2,most frequent,Food Items,soup,hot;cold;thick;thin;creamy;vegetable;chicken;tomato;hearty;homemade
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C2,most frequent,Human Roles,artist,famous;talented;young;old;local;unknown;struggling;successful;modern;classical
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C2,most frequent,Human Roles,athlete,young;old;professional;amateur;talented;strong;fast;dedicated;injured;successful
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C2,most frequent,Human Roles,chef,famous;talented;young;old;head;sous;pastry;experienced;creative;demanding
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C2,most frequent,Human Roles,doctor,young;old;experienced;general;specialist;family;local;caring;dedicated;busy
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C2,most frequent,Human Roles,engineer,young;old;civil;mechanical;electrical;software;experienced;qualified;innovative;practical
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C2,most frequent,Human Roles,farmer,young;old;local;small;big;organic;traditional;modern;hardworking;independent
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C2,most frequent,Human Roles,lawyer,young;old;experienced;corporate;criminal;family;successful;expensive;local;dedicated
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C2,most frequent,Human Roles,musician,young;old;talented;famous;local;classical;jazz;rock;struggling;successful
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C2,most frequent,Human Roles,scientist,young;old;famous;research;leading;brilliant;dedicated;experienced;theoretical;practical
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C2,most frequent,Human Roles,soldier,young;old;brave;experienced;trained;active;retired;injured;dedicated;loyal
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C2,most frequent,Human Roles,teacher,young;old;experienced;dedicated;caring;strict;popular;new;substitute;qualified
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C2,most frequent,Human Roles,writer,young;old;famous;successful;struggling;talented;creative;published;aspiring;experienced
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C2,most frequent,Inanimate Objects,book,old;new;long;short;interesting;boring;hard;soft;cover;paperback
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C2,most frequent,Inanimate Objects,bridge,long;short;old;new;stone;steel;wooden;suspension;narrow;wide
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C2,most frequent,Inanimate Objects,drums,big;small;loud;soft;new;old;snare;bass;electronic;acoustic
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C2,most frequent,Inanimate Objects,earth,big;round;blue;green;dry;wet;fertile;barren;polluted;clean
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C2,most frequent,Inanimate Objects,flute,silver;wooden;long;short;new;old;simple;complex;high;low
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C2,most frequent,Inanimate Objects,key,small;big;metal;old;new;spare;lost;important;master;simple
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C2,most frequent,Inanimate Objects,knife,sharp;dull;big;small;kitchen;pocket;hunting;new;old;serrated
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C2,most frequent,Inanimate Objects,lock,big;small;strong;weak;new;old;combination;key;secure;simple
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C2,most frequent,Inanimate Objects,moon,full;new;bright;dark;crescent;half;rising;setting;distant;close
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C2,most frequent,Inanimate Objects,pen,black;blue;red;new;old;ballpoint;fountain;expensive;cheap;empty
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C2,most frequent,Inanimate Objects,sun,bright;hot;warm;strong;setting;rising;distant;close;yellow;powerful
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C2,most frequent,Inanimate Objects,sword,long;short;sharp;dull;old;new;steel;ceremonial;heavy;light
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C2,most frequent,Neutral Animals,cat,small;big;black;white;grey;fluffy;stray;domestic;wild;young
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C2,most frequent,Neutral Animals,dog,small;big;black;white;brown;fluffy;stray;domestic;wild;young
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C2,most frequent,Neutral Animals,dolphin,grey;small;big;playful;intelligent;wild;trained;captive;friendly;fast
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C2,most frequent,Neutral Animals,elephant,big;grey;wild;African;Indian;old;young;strong;gentle;trained
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C2,most frequent,Neutral Animals,hamster,small;brown;white;fluffy;cute;pet;young;old;active;sleepy
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C2,most frequent,Neutral Animals,monkey,small;big;brown;black;playful;intelligent;wild;captive;young;old
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C2,most frequent,Neutral Animals,mouse,small;grey;white;wild;domestic;young;old;fast;quiet;timid
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C2,most frequent,Neutral Animals,peacock,colorful;beautiful;big;small;proud;wild;captive;male;female;young
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C2,most frequent,Neutral Animals,rabbit,small;white;brown;wild;domestic;young;old;fluffy;fast;timid
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C2,most frequent,Neutral Animals,shark,big;grey;white;dangerous;wild;predatory;fast;slow;young;old
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C2,most frequent,Neutral Animals,snake,long;short;green;brown;black;venomous;non-venomous;wild;captive;young
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C2,most frequent,Neutral Animals,whale,big;blue;grey;humpback;killer;wild;migratory;young;old;endangered
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C2,most frequent,Places,city,big;small;old;new;modern;ancient;capital;coastal;industrial;bustling
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C2,most frequent,Places,desert,hot;dry;sandy;vast;barren;arid;empty;silent;beautiful;dangerous
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C2,most frequent,Places,forest,big;small;green;dense;dark;old;new;wild;silent;beautiful
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C2,most frequent,Places,island,big;small;tropical;volcanic;deserted;inhabited;beautiful;remote;green;sandy
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C2,most frequent,Places,lake,big;small;deep;shallow;clear;blue;fresh;salt;frozen;calm
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C2,most frequent,Places,mountain,big;high;snow-capped;rocky;green;old;new;steep;gentle;distant
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C2,most frequent,Places,ocean,big;deep;blue;vast;cold;warm;salty;stormy;calm;beautiful
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C2,most frequent,Places,plain,big;flat;open;grassy;empty;vast;fertile;dry;green;rolling
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C2,most frequent,Places,plateau,high;flat;wide;rocky;barren;dry;windy;cold;vast;isolated
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C2,most frequent,Places,river,long;short;wide;narrow;deep;shallow;fast;slow;clean;dirty
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C2,most frequent,Places,valley,green;wide;narrow;deep;shallow;fertile;beautiful;peaceful;hidden;long
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C2,most frequent,Places,village,small;quiet;rural;old;new;traditional;peaceful;remote;friendly;poor
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C2,most frequent,Plants,cactus,big;small;green;prickly;desert;tall;short;flowering;old;young
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C2,most frequent,Plants,eggplant,purple;big;small;long;round;fresh;cooked;raw;ripe;unripe
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C2,most frequent,Plants,flower,colorful;beautiful;small;big;fragrant;fresh;wild;garden;blooming;wilting
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C2,most frequent,Plants,grass,green;long;short;dry;wet;fresh;artificial;wild;lawn;thick
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C2,most frequent,Plants,lettuce,green;fresh;crisp;leafy;small;big;romaine;iceberg;organic;healthy
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C2,most frequent,Plants,mushroom,small;big;brown;white;wild;cultivated;edible;poisonous;fresh;dried
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C2,most frequent,Plants,onion,white;yellow;red;small;big;raw;cooked;strong;sweet;pungent
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C2,most frequent,Plants,pepper,red;green;yellow;hot;sweet;small;big;fresh;dried;ground
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C2,most frequent,Plants,potato,white;red;brown;small;big;raw;cooked;mashed;fried;baked
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C2,most frequent,Plants,rose,red;white;pink;yellow;beautiful;fragrant;thorny;blooming;wilting;fresh
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C2,most frequent,Plants,tomato,red;green;small;big;ripe;unripe;fresh;cooked;juicy;round
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C2,most frequent,Plants,tree,big;small;green;tall;short;old;new;leafy;bare;strong
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C2,most frequent,Social Relationships,ally,strong;weak;loyal;reliable;trusted;important;powerful;new;old;unexpected
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C2,most frequent,Social Relationships,brother,young;old;big;small;older;younger;half;step;close;distant
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C2,most frequent,Social Relationships,enemy,strong;weak;bitter;sworn;old;new;dangerous;powerful;unexpected;formidable
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C2,most frequent,Social Relationships,father,young;old;big;small;older;younger;step;adoptive;loving;strict
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C2,most frequent,Social Relationships,follower,loyal;devoted;blind;new;old;active;passive;numerous;few;enthusiastic
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C2,most frequent,Social Relationships,friend,good;best;old;new;close;true;loyal;reliable;supportive;casual
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C2,most frequent,Social Relationships,leader,strong;weak;good;bad;new;old;popular;charismatic;effective;decisive
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C2,most frequent,Social Relationships,mother,young;old;big;small;older;younger;step;adoptive;loving;strict
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C2,most frequent,Social Relationships,partner,business;life;equal;senior;junior;new;old;reliable;trusted;unexpected
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C2,most frequent,Social Relationships,rival,strong;weak;bitter;fierce;old;new;main;unexpected;worthy;formidable
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C2,most frequent,Social Relationships,sister,young;old;big;small;older;younger;half;step;close;distant
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C2,most frequent,Social Relationships,stranger,unknown;strange;new;friendly;unfriendly;suspicious;helpful;dangerous;passing;silent
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C2,most frequent,Spatial Concepts,above,high;far;directly;just;slightly;clearly;always;usually;often;sometimes
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C2,most frequent,Spatial Concepts,back,far;long;straight;right;left;lower;upper;strong;weak;aching
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C2,most frequent,Spatial Concepts,below,low;far;directly;just;slightly;clearly;always;usually;often;sometimes
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C2,most frequent,Spatial Concepts,east,far;due;north;south;southeast;northeast;central;eastern;near;distant
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C2,most frequent,Spatial Concepts,front,far;long;straight;right;left;near;main;new;old;clear
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C2,most frequent,Spatial Concepts,inside,far;deep;right;left;warm;cold;dark;light;safe;dangerous
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C2,most frequent,Spatial Concepts,left,far;right;hard;soft;extreme;near;upper;lower;main;clear
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C2,most frequent,Spatial Concepts,north,far;due;east;west;northeast;northwest;central;northern;near;distant
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C2,most frequent,Spatial Concepts,outside,far;right;left;warm;cold;dark;light;safe;dangerous;near
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C2,most frequent,Spatial Concepts,right,far;left;hard;soft;extreme;near;upper;lower;main;clear
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C2,most frequent,Spatial Concepts,south,far;due;east;west;southeast;southwest;central;southern;near;distant
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C2,most frequent,Spatial Concepts,west,far;due;north;south;southwest;northwest;central;western;near;distant
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C2,most frequent,Time Concepts,century,21st;20th;19th;new;old;past;present;future;long;short
