Model,SystemPromptType,Temperature,Language,Proficiency,Prompt,NounCategory,Noun,Adjectives
o3-mini,basic,1.0,FA # Persian,B1,most frequent,Abstract Concepts,anger,strong;deep;fierce;sudden;wild;hot;bitter;quiet;obvious;burning
o3-mini,basic,1.0,FA # Persian,C1,most frequent,Social Relationships,partner,loyal;caring;supportive;reliable;strong;trusted;honest;kind;committed;true
o3-mini,basic,1.0,FA # Persian,C1,most frequent,Social Relationships,rival,strong;fierce;determined;cunning;competitive;relentless;formidable;bitter;dangerous;persistent
o3-mini,basic,1.0,FA # Persian,C1,most frequent,Social Relationships,sister,caring;kind;supportive;loving;friendly;close;warm;gentle;reliable;cheerful
o3-mini,basic,1.0,FA # Persian,C1,most frequent,Social Relationships,stranger,unknown;mysterious;distant;curious;unusual;odd;silent;unfamiliar;quiet;enigmatic
o3-mini,basic,1.0,FA # Persian,C1,most frequent,Spatial Concepts,above,high;lofty;clear;bright;elevated;upper;superior;endless;boundless;remote
o3-mini,basic,1.0,FA # Persian,C1,most frequent,Spatial Concepts,back,hidden;strong;solid;reliable;broad;firm;secure;lower;subtle;constant
o3-mini,basic,1.0,FA # Persian,C1,most frequent,Spatial Concepts,below,low;deep;hidden;distant;subtle;quiet;unnoticeable;minor;little;slight
o3-mini,basic,1.0,FA # Persian,C1,most frequent,Spatial Concepts,east,eastern;bright;rising;warm;early;vast;distant;clear;vibrant;lively
o3-mini,basic,1.0,FA # Persian,C1,most frequent,Spatial Concepts,front,leading;visible;open;clear;brave;bold;shining;active;modern;vibrant
o3-mini,basic,1.0,FA # Persian,C1,most frequent,Spatial Concepts,inside,inner;hidden;private;quiet;secret;small;cozy;sheltered;safe;calm
o3-mini,basic,1.0,FA # Persian,C1,most frequent,Spatial Concepts,left,remaining;alternate;unused;residual;modest;minor;extra;separate;distinct;final
o3-mini,basic,1.0,FA # Persian,C1,most frequent,Spatial Concepts,north,northern;chilly;bright;vast;cold;clear;distant;rugged;wild;pristine
o3-mini,basic,1.0,FA # Persian,C1,most frequent,Spatial Concepts,outside,external;open;clear;sunny;brave;vast;bright;free;wild;fresh
o3-mini,basic,1.0,FA # Persian,C1,most frequent,Spatial Concepts,right,correct;proper;honest;certain;true;suitable;exact;just;valid;sound
o3-mini,basic,1.0,FA # Persian,C1,most frequent,Spatial Concepts,south,southern;warm;diverse;vast;bright;clear;windy;remote;rustic;old
o3-mini,basic,1.0,FA # Persian,C1,most frequent,Spatial Concepts,west,western;dusty;vast;ancient;rugged;open;clear;sunny;remote;wild
o3-mini,basic,1.0,FA # Persian,C1,most frequent,Time Concepts,century,long;historic;notable;memorable;significant;remarkable;celebrated;recent;distant;modern
o3-mini,basic,1.0,FA # Persian,C1,most frequent,Time Concepts,day,long;bright;busy;hot;clear;sunny;short;pleasant;calm;remarkable
o3-mini,basic,1.0,FA # Persian,C1,most frequent,Time Concepts,evening,calm;cool;pleasant;soft;quiet;relaxing;beautiful;gentle;peaceful;lovely
o3-mini,basic,1.0,FA # Persian,C1,most frequent,Time Concepts,hour,short;long;busy;quiet;final;early;late;precious;fleeting;important
o3-mini,basic,1.0,FA # Persian,C1,most frequent,Time Concepts,minute,short;little;tiny;brief;small;quick;precious;urgent;exact;fleeting
o3-mini,basic,1.0,FA # Persian,C1,most frequent,Time Concepts,month,long;busy;short;cold;warm;rainy;sunny;festive;special;changing
o3-mini,basic,1.0,FA # Persian,C1,most frequent,Time Concepts,morning,bright;early;fresh;calm;cool;peaceful;quiet;golden;lively;crisp
o3-mini,basic,1.0,FA # Persian,C1,most frequent,Time Concepts,night,dark;quiet;peaceful;cold;starry;silent;long;deep;calm;mysterious
o3-mini,basic,1.0,FA # Persian,C1,most frequent,Time Concepts,season,long;mild;short;cold;warm;rainy;sunny;clear;vibrant;changing
o3-mini,basic,1.0,FA # Persian,C1,most frequent,Time Concepts,second,brief;short;quick;little;fleeting;rapid;tiny;final;measured;small
o3-mini,basic,1.0,FA # Persian,C1,most frequent,Time Concepts,week,long;busy;short;productive;relaxing;hectic;pleasant;meaningful;eventful;challenging
o3-mini,basic,1.0,FA # Persian,C1,most frequent,Time Concepts,year,long;new;bright;challenging;difficult;memorable;successful;prosperous;vibrant;historic
o3-mini,basic,1.0,FA # Persian,C2,most frequent,Abstract Concepts,anger,intense;raging;bitter;fierce;volatile;seething;explosive;raw;burning;overwhelming
o3-mini,basic,1.0,FA # Persian,C2,most frequent,Abstract Concepts,courage,brave;bold;heroic;determined;valiant;fearless;resolute;steadfast;gallant;daring
o3-mini,basic,1.0,FA # Persian,C2,most frequent,Abstract Concepts,fear,deep;paralyzing;overwhelming;crippling;irrational;haunting;sudden;chilling;consuming;palpable
o3-mini,basic,1.0,FA # Persian,C2,most frequent,Abstract Concepts,freedom,absolute;cherished;boundless;pure;unconditional;hard-won;vibrant;liberating;promising;unrestricted
o3-mini,basic,1.0,FA # Persian,C2,most frequent,Abstract Concepts,happiness,joyful;radiant;blissful;contagious;serene;exuberant;uplifting;delightful;heartening;luminous
o3-mini,basic,1.0,FA # Persian,C2,most frequent,Abstract Concepts,hate,bitter;intense;all-consuming;deep;seething;relentless;cold;poisonous;vehement;destructive
o3-mini,basic,1.0,FA # Persian,C2,most frequent,Abstract Concepts,honesty,sincere;genuine;candid;frank;straightforward;truthful;upright;open;reliable;forthright
o3-mini,basic,1.0,FA # Persian,C2,most frequent,Abstract Concepts,justice,fair;impartial;equal;righteous;sound;steadfast;timely;strong;unwavering;deserving
o3-mini,basic,1.0,FA # Persian,C2,most frequent,Abstract Concepts,knowledge,vast;profound;deep;practical;essential;cherished;empirical;evolving;extensive;timeless
o3-mini,basic,1.0,FA # Persian,C2,most frequent,Abstract Concepts,love,deep;unconditional;passionate;tender;pure;enduring;profound;gentle;warm;abiding
o3-mini,basic,1.0,FA # Persian,C2,most frequent,Abstract Concepts,peace,lasting;serene;gentle;calm;profound;eternal;tranquil;harmonious;inclusive;soothing
o3-mini,basic,1.0,FA # Persian,C2,most frequent,Abstract Concepts,wisdom,ancient;profound;timeless;deep;insightful;practical;enduring;bright;keen;learned
o3-mini,basic,1.0,FA # Persian,C2,most frequent,Cultural Artifacts,bell,resonant;clear;metallic;sonorous;loud;delicate;vibrant;rhythmic;timeless;ringing
o3-mini,basic,1.0,FA # Persian,C2,most frequent,Cultural Artifacts,candle,flickering;small;warm;glowing;fragile;scented;soft;steady;gentle;luminous
o3-mini,basic,1.0,FA # Persian,C2,most frequent,Cultural Artifacts,carpet,woven;soft;colorful;plush;patterned;durable;elegant;decorative;comfortable;traditional
o3-mini,basic,1.0,FA # Persian,C2,most frequent,Cultural Artifacts,coin,shiny;round;metallic;old;rare;valuable;collectible;embossed;worn;treasured
o3-mini,basic,1.0,FA # Persian,C2,most frequent,Cultural Artifacts,crown,regal;royal;ornate;jeweled;magnificent;ancient;majestic;golden;celebrated;elegant
o3-mini,basic,1.0,FA # Persian,C2,most frequent,Cultural Artifacts,flag,vibrant;waving;colorful;national;symbolic;bold;proud;striking;iconic;revered
o3-mini,basic,1.0,FA # Persian,C2,most frequent,Cultural Artifacts,mask,mysterious;ornate;protective;expressive;ancient;vivid;dramatic;elaborate;theatrical;concealed
o3-mini,basic,1.0,FA # Persian,C2,most frequent,Cultural Artifacts,necklace,delicate;elegant;sparkling;ornamental;intricate;timeless;graceful;stylish;precious;refined
o3-mini,basic,1.0,FA # Persian,C2,most frequent,Cultural Artifacts,painting,vivid;striking;artistic;colorful;delicate;masterful;expressive;captivating;textured;original
o3-mini,basic,1.0,FA # Persian,C2,most frequent,Cultural Artifacts,ring,circular;elegant;precious;simple;shiny;classic;delicate;intricate;timeless;wearable
o3-mini,basic,1.0,FA # Persian,C2,most frequent,Cultural Artifacts,statue,imposing;lifelike;carved;monumental;historic;timeless;graceful;detailed;sturdy;revered
o3-mini,basic,1.0,FA # Persian,C2,most frequent,Cultural Artifacts,vase,elegant;ceramic;ornamental;fragile;artistic;timeless;glazed;decorative;colorful;refined
o3-mini,basic,1.0,FA # Persian,C2,most frequent,Environmental Phenomena,cloud,fluffy;drifting;white;floating;massive;ethereal;billowy;soft;transient;serene
o3-mini,basic,1.0,FA # Persian,C2,most frequent,Environmental Phenomena,earthquake,massive;sudden;violent;powerful;devastating;tremulous;shocking;relentless;severe;destructive
o3-mini,basic,1.0,FA # Persian,C2,most frequent,Environmental Phenomena,fog,thick;heavy;dense;mysterious;chilling;eerie;lingering;obscure;moist;silent
o3-mini,basic,1.0,FA # Persian,C2,most frequent,Environmental Phenomena,lightning,brilliant;sudden;dazzling;fierce;electrifying;striking;rapid;vivid;bright;perilous
o3-mini,basic,1.0,FA # Persian,C2,most frequent,Environmental Phenomena,rain,steady;soft;heavy;gentle;drenching;soothing;persistent;cool;cleansing;relentless
o3-mini,basic,1.0,FA # Persian,C2,most frequent,Environmental Phenomena,rainbow,colorful;vibrant;arc-shaped;luminous;enchanting;radiant;rare;fleeting;stunning;joyful
o3-mini,basic,1.0,FA # Persian,C2,most frequent,Environmental Phenomena,snow,white;cold;soft;powdery;fresh;silent;pristine;delicate;gentle;sparkling
o3-mini,basic,1.0,FA # Persian,C2,most frequent,Environmental Phenomena,storm,fierce;violent;raging;turbulent;dark;powerful;relentless;deafening;sudden;wild
o3-mini,basic,1.0,FA # Persian,C2,most frequent,Environmental Phenomena,thunder,deep;booming;resonant;rolling;loud;continuous;mighty;echoing;frightening;powerful
o3-mini,basic,1.0,FA # Persian,C2,most frequent,Environmental Phenomena,tide,rising;falling;rhythmic;powerful;relentless;constant;natural;unstoppable;shifting;cyclical
o3-mini,basic,1.0,FA # Persian,C2,most frequent,Environmental Phenomena,volcano,active;fiery;explosive;towering;dangerous;smoldering;rumbling;ancient;unstable;majestic
o3-mini,basic,1.0,FA # Persian,C2,most frequent,Environmental Phenomena,wind,strong;gusty;chilly;brisk;swirling;relentless;soft;wild;unpredictable;refreshing
o3-mini,basic,1.0,FA # Persian,C2,most frequent,Food Items,apple,red;fresh;juicy;crisp;ripe;sweet;tangy;firm;vibrant;delicious
o3-mini,basic,1.0,FA # Persian,C2,most frequent,Food Items,banana,ripe;yellow;sweet;soft;fresh;curved;appealing;tropical;nutritious;smooth
o3-mini,basic,1.0,FA # Persian,C2,most frequent,Food Items,beef,lean;juicy;tender;savory;rich;hearty;fresh;flavorful;seasoned;delicious
o3-mini,basic,1.0,FA # Persian,C2,most frequent,Food Items,bread,fresh;warm;soft;crusty;delicious;fragrant;hearty;baked;wholesome;homemade
o3-mini,basic,1.0,FA # Persian,C2,most frequent,Food Items,broccoli,green;fresh;crunchy;nutritious;vibrant;healthy;crisp;tender;natural;edible
o3-mini,basic,1.0,FA # Persian,C2,most frequent,Food Items,cheese,creamy;aged;sharp;delicious;savory;soft;rich;flavorful;smooth;tangy
o3-mini,basic,1.0,FA # Persian,C2,most frequent,Food Items,chicken,tender;juicy;savory;fresh;lean;seasoned;delicious;hearty;flavorful;roasted
o3-mini,basic,1.0,FA # Persian,C2,most frequent,Food Items,egg,fresh;delicate;hardboiled;raw;nutritious;simple;versatile;small;oval;organic
o3-mini,basic,1.0,FA # Persian,C2,most frequent,Food Items,fish,fresh;flaky;succulent;tender;briny;mild;vibrant;aromatic;oceanic;tasty
o3-mini,basic,1.0,FA # Persian,C2,most frequent,Food Items,pasta,al dente;savory;tender;soft;hearty;delicious;creamy;flavorful;comforting;versatile
o3-mini,basic,1.0,FA # Persian,C2,most frequent,Food Items,rice,steamed;fluffy;aromatic;tender;plain;delicious;light;versatile;soft;subtle
o3-mini,basic,1.0,FA # Persian,C2,most frequent,Food Items,soup,warm;hearty;savory;rich;flavorful;comforting;creamy;steamy;nourishing;delicious
o3-mini,basic,1.0,FA # Persian,C2,most frequent,Human Roles,artist,creative;talented;imaginative;passionate;insightful;innovative;dedicated;skilled;expressive;visionary
o3-mini,basic,1.0,FA # Persian,C2,most frequent,Human Roles,athlete,strong;agile;determined;fit;competitive;resilient;dynamic;powerful;skilled;vigorous
o3-mini,basic,1.0,FA # Persian,C2,most frequent,Human Roles,chef,creative;skilled;innovative;passionate;experienced;meticulous;talented;resourceful;renowned;precise
o3-mini,basic,1.0,FA # Persian,C2,most frequent,Human Roles,doctor,dedicated;knowledgeable;caring;experienced;professional;compassionate;skilled;reliable;diligent;thoughtful
o3-mini,basic,1.0,FA # Persian,C2,most frequent,Human Roles,engineer,innovative;skilled;technical;creative;precise;methodical;resourceful;analytical;diligent;logical
o3-mini,basic,1.0,FA # Persian,C2,most frequent,Human Roles,farmer,hardworking;diligent;rugged;experienced;dedicated;sustainable;knowledgeable;reliable;traditional;resourceful
o3-mini,basic,1.0,FA # Persian,C2,most frequent,Human Roles,lawyer,skilled;knowledgeable;articulate;logical;diligent;persuasive;experienced;ethical;professional;analytical
o3-mini,basic,1.0,FA # Persian,C2,most frequent,Human Roles,musician,talented;creative;expressive;rhythmic;passionate;skilled;innovative;melodic;dynamic;artistic
o3-mini,basic,1.0,FA # Persian,C2,most frequent,Human Roles,scientist,curious;analytical;innovative;methodical;precise;knowledgeable;dedicated;experimental;rigorous;insightful
o3-mini,basic,1.0,FA # Persian,C2,most frequent,Human Roles,soldier,brave;disciplined;honorable;resilient;determined;steadfast;courageous;tactical;vigilant;loyal
o3-mini,basic,1.0,FA # Persian,C2,most frequent,Human Roles,teacher,dedicated;knowledgeable;patient;inspiring;caring;experienced;creative;supportive;diligent;engaging
o3-mini,basic,1.0,FA # Persian,C2,most frequent,Human Roles,writer,creative;insightful;articulate;imaginative;disciplined;expressive;thoughtful;poetic;original;innovative
o3-mini,basic,1.0,FA # Persian,C2,most frequent,Inanimate Objects,book,well-written;engaging;informative;classic;intriguing;timeless;detailed;captivating;inspiring;comprehensive
o3-mini,basic,1.0,FA # Persian,C2,most frequent,Inanimate Objects,bridge,sturdy;historic;elegant;long;imposing;architectural;well-built;reliable;scenic;vital
o3-mini,basic,1.0,FA # Persian,C2,most frequent,Inanimate Objects,drums,rhythmic;loud;resonant;vibrant;powerful;dynamic;booming;energetic;percussive;deep
o3-mini,basic,1.0,FA # Persian,C2,most frequent,Inanimate Objects,earth,vast;fertile;ancient;nurturing;vibrant;diverse;resilient;dynamic;life-giving;abundant
o3-mini,basic,1.0,FA # Persian,C2,most frequent,Inanimate Objects,flute,melodic;slender;delicate;soothing;graceful;airy;refined;clear;vibrant;enchanting
o3-mini,basic,1.0,FA # Persian,C2,most frequent,Inanimate Objects,key,small;essential;metallic;intricate;old;ornate;timeless;functional;unique;sturdy
o3-mini,basic,1.0,FA # Persian,C2,most frequent,Inanimate Objects,knife,sharp;sturdy;versatile;durable;sleek;reliable;efficient;precise;well-crafted;dangerous
o3-mini,basic,1.0,FA # Persian,C2,most frequent,Inanimate Objects,lock,secure;sturdy;intricate;reliable;old;mechanical;robust;functional;heavy;precise
o3-mini,basic,1.0,FA # Persian,C2,most frequent,Inanimate Objects,moon,luminous;silver;enchanting;serene;distant;celestial;radiant;mysterious;gentle;full
o3-mini,basic,1.0,FA # Persian,C2,most frequent,Inanimate Objects,pen,smooth;sleek;functional;elegant;stylish;precise;reliable;portable;refined;timeless
o3-mini,basic,1.0,FA # Persian,C2,most frequent,Inanimate Objects,sun,radiant;blazing;warm;bright;powerful;life-giving;intense;golden;eternal;dazzling
o3-mini,basic,1.0,FA # Persian,C2,most frequent,Inanimate Objects,sword,sharp;gleaming;ancient;mighty;elegant;sturdy;revered;lethal;crafted;balanced
o3-mini,basic,1.0,FA # Persian,C2,most frequent,Neutral Animals,cat,curious;agile;graceful;independent;playful;sleek;mysterious;cautious;clever;affectionate
o3-mini,basic,1.0,FA # Persian,C2,most frequent,Neutral Animals,dog,loyal;friendly;playful;energetic;obedient;loving;protective;cheerful;devoted;lively
o3-mini,basic,1.0,FA # Persian,C2,most frequent,Neutral Animals,dolphin,intelligent;playful;graceful;friendly;agile;swift;social;curious;spirited;adept
o3-mini,basic,1.0,FA # Persian,C2,most frequent,Neutral Animals,elephant,massive;majestic;gentle;intelligent;formidable;ancient;robust;serene;lumbering;graceful
o3-mini,basic,1.0,FA # Persian,C2,most frequent,Neutral Animals,hamster,small;furry;lively;cute;timid;agile;active;nimble;playful;curious
o3-mini,basic,1.0,FA # Persian,C2,most frequent,Neutral Animals,monkey,mischievous;agile;lively;clever;playful;curious;energetic;nimble;witty;spirited
o3-mini,basic,1.0,FA # Persian,C2,most frequent,Neutral Animals,mouse,tiny;timid;quick;agile;soft;gentle;delicate;subtle;quiet;observant
o3-mini,basic,1.0,FA # Persian,C2,most frequent,Neutral Animals,peacock,vibrant;majestic;colorful;elegant;proud;striking;ornate;dazzling;grand;flamboyant
o3-mini,basic,1.0,FA # Persian,C2,most frequent,Neutral Animals,rabbit,soft;gentle;cuddly;swift;timid;playful;furry;agile;quiet;delicate
o3-mini,basic,1.0,FA # Persian,C2,most frequent,Neutral Animals,shark,ferocious;sleek;powerful;relentless;dangerous;swift;formidable;agile;menacing;predatory
o3-mini,basic,1.0,FA # Persian,C2,most frequent,Neutral Animals,snake,slithering;venomous;stealthy;sleek;cunning;mysterious;agile;cold;smooth;silent
o3-mini,basic,1.0,FA # Persian,C2,most frequent,Neutral Animals,whale,massive;majestic;gentle;powerful;serene;ancient;graceful;enormous;deep;wandering
o3-mini,basic,1.0,FA # Persian,C2,most frequent,Places,city,bustling;vibrant;crowded;modern;historic;dynamic;sprawling;lively;urban;diverse
o3-mini,basic,1.0,FA # Persian,C2,most frequent,Places,desert,arid;vast;harsh;sandy;scorching;barren;endless;sunlit;empty;rugged
o3-mini,basic,1.0,FA # Persian,C2,most frequent,Places,forest,dense;lush;mysterious;vibrant;ancient;wild;serene;green;enchanting;sprawling
o3-mini,basic,1.0,FA # Persian,C2,most frequent,Places,island,remote;tropical;peaceful;isolated;serene;sunny;charming;lush;inviting;picturesque
o3-mini,basic,1.0,FA # Persian,C2,most frequent,Places,lake,tranquil;clear;pristine;reflective;serene;deep;fresh;calm;vast;sparkling
o3-mini,basic,1.0,FA # Persian,C2,most frequent,Places,mountain,majestic;towering;rugged;lofty;remote;ancient;steep;scenic;formidable;breathtaking
o3-mini,basic,1.0,FA # Persian,C2,most frequent,Places,ocean,vast;deep;endless;mighty;turbulent;blue;mysterious;powerful;roaring;expansive
o3-mini,basic,1.0,FA # Persian,C2,most frequent,Places,plain,wide;flat;open;endless;grassy;simple;serene;vast;untouched;peaceful
o3-mini,basic,1.0,FA # Persian,C2,most frequent,Places,plateau,elevated;flat;expansive;barren;rough;ancient;vast;isolated;scenic;rugged
o3-mini,basic,1.0,FA # Persian,C2,most frequent,Places,river,winding;flowing;deep;clear;rapid;mighty;serene;sparkling;endless;nurturing
o3-mini,basic,1.0,FA # Persian,C2,most frequent,Places,valley,lush;fertile;hidden;scenic;deep;expansive;tranquil;green;sunlit;sheltered
o3-mini,basic,1.0,FA # Persian,C2,most frequent,Places,village,quaint;small;peaceful;rustic;charming;tight-knit;historic;friendly;humble;scenic
o3-mini,basic,1.0,FA # Persian,C2,most frequent,Plants,cactus,spiky;green;hardy;resilient;prickly;arid;rugged;ancient;thorny;stubborn
o3-mini,basic,1.0,FA # Persian,C2,most frequent,Plants,eggplant,purple;glossy;fresh;firm;vibrant;shiny;tender;rich;smooth;edible
o3-mini,basic,1.0,FA # Persian,C2,most frequent,Plants,flower,fragrant;delicate;colorful;vibrant;blooming;fresh;beautiful;soft;natural;radiant
o3-mini,basic,1.0,FA # Persian,C2,most frequent,Plants,grass,green;lush;soft;fresh;abundant;wild;tender;vibrant;natural;gentle
o3-mini,basic,1.0,FA # Persian,C2,most frequent,Plants,lettuce,fresh;crisp;leafy;green;tender;vibrant;crunchy;natural;light;healthy
o3-mini,basic,1.0,FA # Persian,C2,most frequent,Plants,mushroom,earthy;delicate;fresh;spongy;nutty;wild;fragrant;tender;small;rustic
o3-mini,basic,1.0,FA # Persian,C2,most frequent,Plants,onion,pungent;fresh;layered;strong;sharp;raw;crisp;edible;versatile;aromatic
o3-mini,basic,1.0,FA # Persian,C2,most frequent,Plants,pepper,spicy;vibrant;hot;fresh;colorful;tangy;zesty;bold;aromatic;flavorful
o3-mini,basic,1.0,FA # Persian,C2,most frequent,Plants,potato,starchy;earthy;tender;hearty;versatile;fresh;soft;rustic;wholesome;delicious
o3-mini,basic,1.0,FA # Persian,C2,most frequent,Plants,rose,fragrant;delicate;red;beautiful;blooming;elegant;soft;romantic;timeless;vibrant
o3-mini,basic,1.0,FA # Persian,C2,most frequent,Plants,tomato,ripe;red;juicy;fresh;tangy;vibrant;soft;succulent;flavorful;plump
o3-mini,basic,1.0,FA # Persian,C2,most frequent,Plants,tree,tall;leafy;ancient;sturdy;green;majestic;sprawling;robust;venerable;life-giving
o3-mini,basic,1.0,FA # Persian,C2,most frequent,Social Relationships,ally,loyal;supportive;trustworthy;dedicated;reliable;sincere;steadfast;committed;dependable;friendly
o3-mini,basic,1.0,FA # Persian,C2,most frequent,Social Relationships,brother,caring;supportive;protective;loving;reliable;kind;warm;understanding;sincere;close
o3-mini,basic,1.0,FA # Persian,C2,most frequent,Social Relationships,enemy,hostile;fierce;bitter;relentless;dangerous;formidable;sworn;merciless;adversarial;unruly
o3-mini,basic,1.0,FA # Persian,C2,most frequent,Social Relationships,father,caring;wise;supportive;protective;loving;strong;reliable;kind;nurturing;steadfast
o3-mini,basic,1.0,FA # Persian,C2,most frequent,Social Relationships,follower,loyal;earnest;supportive;dedicated;attentive;humble;diligent;steadfast;committed;eager
o3-mini,basic,1.0,FA # Persian,C2,most frequent,Social Relationships,friend,kind;supportive;reliable;loyal;caring;warm;sincere;fun;trustworthy;dependable
o3-mini,basic,1.0,FA # Persian,C2,most frequent,Social Relationships,leader,charismatic;decisive;inspiring;visionary;courageous;strategic;respected;dependable;influential;dynamic
o3-mini,basic,1.0,FA # Persian,C2,most frequent,Social Relationships,mother,loving;caring;nurturing;supportive;gentle;kind;understanding;selfless;warm;devoted
o3-mini,basic,1.0,FA # Persian,C2,most frequent,Social Relationships,partner,supportive;reliable;loving;committed;caring;understanding;dedicated;trustworthy;equal;harmonious
o3-mini,basic,1.0,FA # Persian,C2,most frequent,Social Relationships,rival,competitive;fierce;determined;relentless;challenging;formidable;ambitious;strategic;persistent;worthy
o3-mini,basic,1.0,FA # Persian,C2,most frequent,Social Relationships,sister,caring;supportive;loving;kind;warm;close;gentle;reliable;understanding;affectionate
o3-mini,basic,1.0,FA # Persian,C2,most frequent,Social Relationships,stranger,unknown;mysterious;unfamiliar;distant;curious;vague;intriguing;unexpected;neutral;ambiguous
o3-mini,basic,1.0,FA # Persian,C2,most frequent,Spatial Concepts,above,lofty;high;elevated;superior;far-reaching;overarching;prominent;skyward;sublime;distant
o3-mini,basic,1.0,FA # Persian,C2,most frequent,Spatial Concepts,back,strong;broad;muscular;sturdy;supportive;flexible;resilient;firm;steady;reliable
o3-mini,basic,1.0,FA # Persian,C2,most frequent,Spatial Concepts,below,low;deep;hidden;underlying;secret;subterranean;humble;limited;modest;subtle
o3-mini,basic,1.0,FA # Persian,C2,most frequent,Spatial Concepts,east,eastern;rising;bright;warm;radiant;ancient;traditional;promising;subtle;vibrant
o3-mini,basic,1.0,FA # Persian,C2,most frequent,Spatial Concepts,front,leading;visible;prominent;open;inviting;bold;clear;central;accessible;active
o3-mini,basic,1.0,FA # Persian,C2,most frequent,Spatial Concepts,inside,internal;hidden;intimate;enclosed;private;secret;sheltered;personal;secure;warm
o3-mini,basic,1.0,FA # Persian,C2,most frequent,Spatial Concepts,left,unoccupied;remaining;solitary;final;residual;exclusive;extra;isolated;separate;marginal
o3-mini,basic,1.0,FA # Persian,C2,most frequent,Spatial Concepts,north,northern;cold;brisk;windy;icy;crisp;remote;rugged;polar;frosty
o3-mini,basic,1.0,FA # Persian,C2,most frequent,Spatial Concepts,outside,open;external;vast;scenic;fresh;airy;inviting;natural;boundless;cheerful
o3-mini,basic,1.0,FA # Persian,C2,most frequent,Spatial Concepts,right,correct;proper;accurate;rightful;dependable;fair;suitable;exact;ideal;just
o3-mini,basic,1.0,FA # Persian,C2,most frequent,Spatial Concepts,south,southern;warm;inviting;gentle;sunny;mild;breezy;vibrant;distant;ancient
o3-mini,basic,1.0,FA # Persian,C2,most frequent,Spatial Concepts,west,western;rugged;expansive;golden;wild;distant;historic;dusty;bold;independent
o3-mini,basic,1.0,FA # Persian,C2,most frequent,Time Concepts,century,long;historic;significant;rich;evolving;memorable;transformative;enduring;remarkable;bygone
o3-mini,basic,1.0,FA # Persian,C2,most frequent,Time Concepts,day,bright;sunny;long;pleasant;busy;active;lively;clear;cheerful;vibrant
o3-mini,basic,1.0,FA # Persian,C2,most frequent,Time Concepts,evening,calm;mellow;quiet;cool;peaceful;gentle;soft;relaxing;serene;dusky
o3-mini,basic,1.0,FA # Persian,C2,most frequent,Time Concepts,hour,brief;fleeting;precious;measured;passing;short;significant;timely;limited;transient
o3-mini,basic,1.0,FA # Persian,C2,most frequent,Time Concepts,minute,tiny;small;brief;precise;subtle;delicate;fleeting;modest;exact;negligible
o3-mini,basic,1.0,FA # Persian,C2,most frequent,Time Concepts,month,long;busy;transitional;eventful;memorable;active;fleeting;serene;radiant;changing
o3-mini,basic,1.0,FA # Persian,C2,most frequent,Time Concepts,morning,fresh;bright;early;peaceful;crisp;promising;serene;lively;gentle;radiant
o3-mini,basic,1.0,FA # Persian,C2,most frequent,Time Concepts,night,dark;quiet;silent;starry;calm;deep;mysterious;peaceful;cool;endless
o3-mini,basic,1.0,FA # Persian,C2,most frequent,Time Concepts,season,changing;vibrant;distinct;balanced;unique;mild;crisp;renewing;gentle;fleeting
o3-mini,basic,1.0,FA # Persian,C2,most frequent,Time Concepts,second,brief;fleeting;transient;short;immediate;swift;quick;passing;timely;instant
o3-mini,basic,1.0,FA # Persian,C2,most frequent,Time Concepts,week,busy;long;eventful;productive;pleasant;challenging;relaxed;balanced;fulfilling;dynamic
o3-mini,basic,1.0,FA # Persian,C2,most frequent,Time Concepts,year,long;eventful;prosperous;challenging;memorable;successful;transforming;rewarding;evolving;historic
o3-mini,basic,1.0,FA # Persian,Perfect,most frequent,Abstract Concepts,anger,intense;fierce;boiling;seething;burning;sharp;uncontrollable;palpable;deep;overwhelming
o3-mini,basic,1.0,FA # Persian,Perfect,most frequent,Abstract Concepts,courage,brave;noble;resolute;steadfast;bold;unwavering;heroic;fearless;admirable;valiant
o3-mini,basic,1.0,FA # Persian,Perfect,most frequent,Abstract Concepts,fear,paralyzing;deep;overwhelming;irrational;creeping;sudden;consuming;palpable;primal;instinctive
o3-mini,basic,1.0,FA # Persian,Perfect,most frequent,Abstract Concepts,freedom,unrestricted;absolute;liberating;boundless;independent;open;genuine;pure;inherent;timeless
o3-mini,basic,1.0,FA # Persian,Perfect,most frequent,Abstract Concepts,happiness,joyful;radiant;blissful;exuberant;uplifting;genuine;infectious;serene;cheerful;delightful
o3-mini,basic,1.0,FA # Persian,Perfect,most frequent,Abstract Concepts,hate,intense;bitter;deep-seated;fierce;relentless;burning;hostile;toxic;corrosive;overwhelming
o3-mini,basic,1.0,FA # Persian,Perfect,most frequent,Abstract Concepts,honesty,sincere;genuine;unyielding;admirable;frank;candid;straightforward;trustworthy;transparent;principled
o3-mini,basic,1.0,FA # Persian,Perfect,most frequent,Abstract Concepts,justice,fair;impartial;equitable;righteous;unbiased;balanced;steadfast;moral;objective;principled
o3-mini,basic,1.0,FA # Persian,Perfect,most frequent,Abstract Concepts,knowledge,vast;profound;extensive;deep;comprehensive;scholarly;practical;valuable;essential;timeless
o3-mini,basic,1.0,FA # Persian,Perfect,most frequent,Abstract Concepts,love,passionate;unconditional;deep;tender;enduring;heartfelt;genuine;warm;pure;eternal
