Model,SystemPromptType,Temperature,Language,Proficiency,Prompt,NounCategory,Noun,Adjectives
o3-mini,basic,1.0,PT # Portuguese,B1,most frequent,Abstract Concepts,anger,strong;hot;deep;wild;quick;bad;hard;fierce;sudden;red
o3-mini,basic,1.0,PT # Portuguese,C1,most frequent,Plants,rose,red;fragrant;beautiful;delicate;soft;thorny;bright;lovely;fresh;romantic
o3-mini,basic,1.0,PT # Portuguese,C1,most frequent,Plants,tomato,red;ripe;fresh;juicy;firm;sweet;round;vibrant;soft;tasty
o3-mini,basic,1.0,PT # Portuguese,C1,most frequent,Plants,tree,tall;old;green;sturdy;leafy;deep;broad;ancient;strong;majestic
o3-mini,basic,1.0,PT # Portuguese,C1,most frequent,Social Relationships,ally,loyal;supportive;trustworthy;brave;reliable;friendly;steadfast;true;honest;dependable
o3-mini,basic,1.0,PT # Portuguese,C1,most frequent,Social Relationships,brother,dear;close;loyal;loving;supportive;friendly;protective;kind;reliable;strong
o3-mini,basic,1.0,PT # Portuguese,C1,most frequent,Social Relationships,enemy,vicious;relentless;formidable;hostile;cunning;bitter;severe;unyielding;dangerous;aggressive
o3-mini,basic,1.0,PT # Portuguese,C1,most frequent,Social Relationships,father,loving;wise;strong;caring;supportive;dependable;kind;protective;generous;respected
o3-mini,basic,1.0,PT # Portuguese,C1,most frequent,Social Relationships,follower,loyal;obedient;eager;supportive;devoted;active;sincere;firm;consistent;reliable
o3-mini,basic,1.0,PT # Portuguese,C1,most frequent,Social Relationships,friend,kind;loyal;supportive;caring;honest;warm;true;reliable;gentle;cheerful
o3-mini,basic,1.0,PT # Portuguese,C1,most frequent,Social Relationships,leader,strong;charismatic;wise;decisive;inspiring;determined;bold;visionary;respected;steadfast
o3-mini,basic,1.0,PT # Portuguese,C1,most frequent,Social Relationships,mother,caring;loving;kind;gentle;supportive;nurturing;wise;patient;strong;devoted
o3-mini,basic,1.0,PT # Portuguese,C1,most frequent,Social Relationships,partner,reliable;loving;supportive;honest;caring;committed;steadfast;kind;equal;devoted
o3-mini,basic,1.0,PT # Portuguese,C1,most frequent,Social Relationships,rival,fierce;strong;bitter;competitive;determined;challenging;active;persistent;skilled;relentless
o3-mini,basic,1.0,PT # Portuguese,C1,most frequent,Social Relationships,sister,kind;dear;loving;close;supportive;friendly;warm;reliable;joyful;caring
o3-mini,basic,1.0,PT # Portuguese,C1,most frequent,Social Relationships,stranger,unknown;distant;mysterious;curious;silent;cautious;impersonal;brief;random;unusual
o3-mini,basic,1.0,PT # Portuguese,C1,most frequent,Spatial Concepts,above,high;lofty;elevated;supreme;distant;remote;clear;visible;towering;prominent
o3-mini,basic,1.0,PT # Portuguese,C1,most frequent,Spatial Concepts,back,wide;strong;curved;supportive;broad;flexible;rugged;steady;firm;enduring
o3-mini,basic,1.0,PT # Portuguese,C1,most frequent,Spatial Concepts,below,lower;deep;distant;hidden;secret;remote;minor;subtle;quiet;unobserved
o3-mini,basic,1.0,PT # Portuguese,C1,most frequent,Spatial Concepts,east,eastern;sunny;bright;mild;warm;rising;early;clear;soft;welcoming
o3-mini,basic,1.0,PT # Portuguese,C1,most frequent,Spatial Concepts,front,leading;visible;open;prominent;clear;bright;defined;bold;welcoming;steady
o3-mini,basic,1.0,PT # Portuguese,C1,most frequent,Spatial Concepts,inside,inner;enclosed;secret;quiet;hidden;warm;intimate;safe;cozy;private
o3-mini,basic,1.0,PT # Portuguese,C1,most frequent,Spatial Concepts,left,remaining;extra;abandoned;solitary;lone;minor;quiet;subtle;isolated;forgotten
o3-mini,basic,1.0,PT # Portuguese,C1,most frequent,Spatial Concepts,north,northern;cold;icy;crisp;bright;clear;strong;harsh;windy;rugged
o3-mini,basic,1.0,PT # Portuguese,C1,most frequent,Spatial Concepts,outside,external;open;clear;vast;bright;free;wild;fresh;exposed;airy
o3-mini,basic,1.0,PT # Portuguese,C1,most frequent,Spatial Concepts,right,correct;proper;accurate;precise;neat;balanced;true;steady;firm;valid
o3-mini,basic,1.0,PT # Portuguese,C1,most frequent,Spatial Concepts,south,southern;warm;sunny;mild;breezy;clear;vibrant;open;gentle;inviting
o3-mini,basic,1.0,PT # Portuguese,C1,most frequent,Spatial Concepts,west,western;windy;golden;fading;vast;open;calm;rustic;rugged;distant
o3-mini,basic,1.0,PT # Portuguese,C1,most frequent,Time Concepts,century,long;historic;significant;memorable;enduring;vast;ancient;notable;celebrated;remarkable
o3-mini,basic,1.0,PT # Portuguese,C1,most frequent,Time Concepts,day,bright;sunny;long;busy;active;clear;warm;pleasant;full;lively
o3-mini,basic,1.0,PT # Portuguese,C1,most frequent,Time Concepts,evening,calm;cool;gentle;quiet;soft;relaxing;fading;peaceful;beautiful;serene
o3-mini,basic,1.0,PT # Portuguese,C1,most frequent,Time Concepts,hour,brief;short;long;significant;fleeting;lively;active;counted;marked;precious
o3-mini,basic,1.0,PT # Portuguese,C1,most frequent,Time Concepts,minute,small;brief;quick;precise;fleeting;tiny;exact;passing;counted;modest
o3-mini,basic,1.0,PT # Portuguese,C1,most frequent,Time Concepts,month,long;busy;short;memorable;active;changing;typical;seasonal;pleasant;distinct
o3-mini,basic,1.0,PT # Portuguese,C1,most frequent,Time Concepts,morning,bright;early;fresh;calm;peaceful;crisp;lively;hopeful;gentle;clear
o3-mini,basic,1.0,PT # Portuguese,C1,most frequent,Time Concepts,night,dark;quiet;calm;long;peaceful;mysterious;starry;deep;silent;cool
o3-mini,basic,1.0,PT # Portuguese,C1,most frequent,Time Concepts,season,changing;distinct;short;long;mild;harsh;typical;beautiful;variable;balanced
o3-mini,basic,1.0,PT # Portuguese,C1,most frequent,Time Concepts,second,brief;fleeting;short;quick;small;rapid;passing;silent;counted;precise
o3-mini,basic,1.0,PT # Portuguese,C1,most frequent,Time Concepts,week,busy;long;short;hectic;calm;typical;changing;lively;challenging;pleasant
o3-mini,basic,1.0,PT # Portuguese,C1,most frequent,Time Concepts,year,long;eventful;busy;prosperous;challenging;memorable;fruitful;historic;significant;remarkable
o3-mini,basic,1.0,PT # Portuguese,C2,most frequent,Abstract Concepts,anger,intense;fiery;seething;burning;raw;explosive;overwhelming;fierce;simmering;uncontrollable
o3-mini,basic,1.0,PT # Portuguese,C2,most frequent,Abstract Concepts,courage,bold;brave;fearless;resolute;steadfast;valiant;heroic;determined;noble;unwavering
o3-mini,basic,1.0,PT # Portuguese,C2,most frequent,Abstract Concepts,fear,paralyzing;chilling;deep;consuming;overwhelming;irrational;haunting;pervasive;palpable;crippling
o3-mini,basic,1.0,PT # Portuguese,C2,most frequent,Abstract Concepts,freedom,absolute;genuine;boundless;independent;pristine;untamed;limitless;unrestricted;cherished;refreshing
o3-mini,basic,1.0,PT # Portuguese,C2,most frequent,Abstract Concepts,happiness,radiant;joyful;blissful;exuberant;infectious;uplifting;genuine;vibrant;serene;delightful
o3-mini,basic,1.0,PT # Portuguese,C2,most frequent,Abstract Concepts,hate,bitter;intense;deep-seated;spiteful;fierce;corrosive;virulent;relentless;hostile;malignant
o3-mini,basic,1.0,PT # Portuguese,C2,most frequent,Abstract Concepts,honesty,candid;sincere;genuine;transparent;forthright;earnest;upright;unfeigned;truthful;moral
o3-mini,basic,1.0,PT # Portuguese,C2,most frequent,Abstract Concepts,justice,fair;impartial;righteous;equitable;unbiased;steadfast;honorable;principled;consistent;diligent
o3-mini,basic,1.0,PT # Portuguese,C2,most frequent,Abstract Concepts,knowledge,profound;comprehensive;vast;encyclopedic;insightful;deep;expansive;nuanced;scholarly;factual
o3-mini,basic,1.0,PT # Portuguese,C2,most frequent,Abstract Concepts,love,unconditional;passionate;deep;enduring;tender;affectionate;sincere;fervent;robust;heartfelt
o3-mini,basic,1.0,PT # Portuguese,C2,most frequent,Abstract Concepts,peace,serene;tranquil;calm;restful;harmonious;quiet;undisturbed;placid;soothing;gentle
o3-mini,basic,1.0,PT # Portuguese,C2,most frequent,Abstract Concepts,wisdom,profound;timeless;insightful;sagacious;discerning;reflective;learned;judicious;experienced;philosophical
o3-mini,basic,1.0,PT # Portuguese,C2,most frequent,Cultural Artifacts,bell,resonant;metallic;clear;sonorous;tinkling;vibrant;ringing;loud;delicate;melodious
o3-mini,basic,1.0,PT # Portuguese,C2,most frequent,Cultural Artifacts,candle,flickering;warm;soft;glowing;delicate;rustic;fragrant;luminous;inviting;steady
o3-mini,basic,1.0,PT # Portuguese,C2,most frequent,Cultural Artifacts,carpet,plush;vibrant;soft;patterned;rich;woven;thick;durable;colorful;elegant
o3-mini,basic,1.0,PT # Portuguese,C2,most frequent,Cultural Artifacts,coin,shiny;small;metallic;ancient;round;valuable;collectible;embossed;circulating;unique
o3-mini,basic,1.0,PT # Portuguese,C2,most frequent,Cultural Artifacts,crown,regal;ornate;jeweled;majestic;gilded;illustrious;ceremonial;royal;historic;splendid
o3-mini,basic,1.0,PT # Portuguese,C2,most frequent,Cultural Artifacts,flag,vibrant;symbolic;colorful;national;fluttering;proud;striped;emblematic;bold;traditional
o3-mini,basic,1.0,PT # Portuguese,C2,most frequent,Cultural Artifacts,mask,mysterious;ornate;colorful;expressive;concealing;eerie;traditional;dramatic;artistic;enigmatic
o3-mini,basic,1.0,PT # Portuguese,C2,most frequent,Cultural Artifacts,necklace,elegant;sparkling;delicate;ornamental;stylish;timeless;fashionable;refined;graceful;lustrous
o3-mini,basic,1.0,PT # Portuguese,C2,most frequent,Cultural Artifacts,painting,vivid;colorful;expressive;detailed;captivating;realistic;abstract;imaginative;delicate;inspiring
o3-mini,basic,1.0,PT # Portuguese,C2,most frequent,Cultural Artifacts,ring,elegant;circular;ornate;timeless;precious;sparkling;durable;classic;intricate;cherished
o3-mini,basic,1.0,PT # Portuguese,C2,most frequent,Cultural Artifacts,statue,majestic;imposing;detailed;ancient;artistic;carved;monumental;regal;lifelike;historic
o3-mini,basic,1.0,PT # Portuguese,C2,most frequent,Cultural Artifacts,vase,delicate;elegant;ceramic;ornamental;colorful;artistic;timeless;refined;graceful;sturdy
o3-mini,basic,1.0,PT # Portuguese,C2,most frequent,Environmental Phenomena,cloud,fluffy;white;billowy;ethereal;drifting;soft;immense;transient;luminous;serene
o3-mini,basic,1.0,PT # Portuguese,C2,most frequent,Environmental Phenomena,earthquake,devastating;powerful;tremulous;sudden;seismic;catastrophic;intense;violent;unpredictable;destructive
o3-mini,basic,1.0,PT # Portuguese,C2,most frequent,Environmental Phenomena,fog,dense;mysterious;eerie;heavy;obscuring;chilling;thick;haunting;silent;murky
o3-mini,basic,1.0,PT # Portuguese,C2,most frequent,Environmental Phenomena,lightning,dazzling;brilliant;sudden;electrifying;swift;intense;striking;vivid;ephemeral;crackling
o3-mini,basic,1.0,PT # Portuguese,C2,most frequent,Environmental Phenomena,rain,gentle;steady;refreshing;relentless;drenching;soft;cold;soothing;persistent;rhythmic
o3-mini,basic,1.0,PT # Portuguese,C2,most frequent,Environmental Phenomena,rainbow,vibrant;colorful;arching;radiant;fleeting;brilliant;enchanting;multicolored;luminous;majestic
o3-mini,basic,1.0,PT # Portuguese,C2,most frequent,Environmental Phenomena,snow,pristine;soft;cold;powdery;silent;pure;glistening;gentle;frozen;delicate
o3-mini,basic,1.0,PT # Portuguese,C2,most frequent,Environmental Phenomena,storm,fierce;violent;turbulent;raging;dark;menacing;sudden;chaotic;relentless;roaring
o3-mini,basic,1.0,PT # Portuguese,C2,most frequent,Environmental Phenomena,thunder,booming;deep;rolling;powerful;resonant;explosive;rumbling;startling;fierce;echoing
o3-mini,basic,1.0,PT # Portuguese,C2,most frequent,Environmental Phenomena,tide,shifting;rhythmic;powerful;rising;receding;steady;continuous;dependable;natural;surging
o3-mini,basic,1.0,PT # Portuguese,C2,most frequent,Environmental Phenomena,volcano,active;fiery;explosive;ancient;towering;dangerous;rumbling;majestic;molten;unpredictable
o3-mini,basic,1.0,PT # Portuguese,C2,most frequent,Environmental Phenomena,wind,brisk;gentle;fierce;howling;chilly;refreshing;steady;erratic;strong;whispering
o3-mini,basic,1.0,PT # Portuguese,C2,most frequent,Food Items,apple,crisp;juicy;red;sweet;fresh;ripe;tart;fragrant;colorful;healthy
o3-mini,basic,1.0,PT # Portuguese,C2,most frequent,Food Items,banana,ripe;sweet;creamy;yellow;soft;fresh;mellow;nutritious;appealing;curved
o3-mini,basic,1.0,PT # Portuguese,C2,most frequent,Food Items,beef,tender;juicy;savory;hearty;flavorful;rich;succulent;robust;cooked;fresh
o3-mini,basic,1.0,PT # Portuguese,C2,most frequent,Food Items,bread,fresh;soft;crusty;warm;aromatic;wholesome;homemade;fluffy;delicious;hearty
o3-mini,basic,1.0,PT # Portuguese,C2,most frequent,Food Items,broccoli,fresh;green;crunchy;healthy;vibrant;crisp;nutritious;tender;raw;organic
o3-mini,basic,1.0,PT # Portuguese,C2,most frequent,Food Items,cheese,creamy;tangy;aged;rich;savory;soft;sharp;smooth;delicious;crumbly
o3-mini,basic,1.0,PT # Portuguese,C2,most frequent,Food Items,chicken,tender;juicy;flavorful;succulent;roasted;grilled;fresh;crispy;savory;hearty
o3-mini,basic,1.0,PT # Portuguese,C2,most frequent,Food Items,egg,fresh;fragile;oval;nutritious;boiled;raw;large;delicate;perfect;versatile
o3-mini,basic,1.0,PT # Portuguese,C2,most frequent,Food Items,fish,fresh;flaky;tender;succulent;briny;delicate;flavorful;oceanic;lean;nutritious
o3-mini,basic,1.0,PT # Portuguese,C2,most frequent,Food Items,pasta,al dente;savory;tender;rich;versatile;hearty;fresh;flavorful;smooth;traditional
o3-mini,basic,1.0,PT # Portuguese,C2,most frequent,Food Items,rice,fluffy;steamed;aromatic;tender;delicate;plain;versatile;wholesome;light;nourishing
o3-mini,basic,1.0,PT # Portuguese,C2,most frequent,Food Items,soup,hearty;warm;comforting;savory;flavorful;rich;nourishing;deep;smooth;aromatic
o3-mini,basic,1.0,PT # Portuguese,C2,most frequent,Human Roles,artist,creative;talented;visionary;innovative;expressive;skilled;imaginative;dedicated;inspirational;original
o3-mini,basic,1.0,PT # Portuguese,C2,most frequent,Human Roles,athlete,strong;agile;competitive;determined;fit;disciplined;energetic;resilient;skillful;swift
o3-mini,basic,1.0,PT # Portuguese,C2,most frequent,Human Roles,chef,innovative;skilled;creative;experienced;passionate;meticulous;talented;dedicated;resourceful;renowned
o3-mini,basic,1.0,PT # Portuguese,C2,most frequent,Human Roles,doctor,caring;knowledgeable;skilled;compassionate;experienced;patient;dedicated;professional;reliable;astute
o3-mini,basic,1.0,PT # Portuguese,C2,most frequent,Human Roles,engineer,innovative;analytical;skilled;logical;dedicated;inventive;precise;resourceful;ingenious;systematic
o3-mini,basic,1.0,PT # Portuguese,C2,most frequent,Human Roles,farmer,hardworking;diligent;resourceful;dedicated;rugged;reliable;patient;traditional;sustainable;experienced
o3-mini,basic,1.0,PT # Portuguese,C2,most frequent,Human Roles,lawyer,knowledgeable;articulate;diligent;persuasive;experienced;meticulous;sharp;dedicated;ethical;resilient
o3-mini,basic,1.0,PT # Portuguese,C2,most frequent,Human Roles,musician,talented;creative;passionate;expressive;skilled;innovative;rhythmic;soulful;dedicated;versatile
o3-mini,basic,1.0,PT # Portuguese,C2,most frequent,Human Roles,scientist,curious;brilliant;analytical;methodical;innovative;diligent;insightful;precise;rigorous;pioneering
o3-mini,basic,1.0,PT # Portuguese,C2,most frequent,Human Roles,soldier,brave;disciplined;honorable;resilient;steadfast;courageous;dedicated;vigilant;strong;dutiful
o3-mini,basic,1.0,PT # Portuguese,C2,most frequent,Human Roles,teacher,knowledgeable;patient;dedicated;inspiring;caring;experienced;creative;supportive;innovative;understanding
o3-mini,basic,1.0,PT # Portuguese,C2,most frequent,Human Roles,writer,creative;imaginative;articulate;thoughtful;expressive;prolific;insightful;eloquent;reflective;dedicated
o3-mini,basic,1.0,PT # Portuguese,C2,most frequent,Inanimate Objects,book,informative;engaging;compelling;classic;well-written;imaginative;inspiring;detailed;timeless;captivating
o3-mini,basic,1.0,PT # Portuguese,C2,most frequent,Inanimate Objects,bridge,sturdy;architectural;historic;resilient;long;elegant;scenic;functional;graceful;monumental
o3-mini,basic,1.0,PT # Portuguese,C2,most frequent,Inanimate Objects,drums,rhythmic;powerful;resounding;vibrant;energetic;pulsating;dynamic;deep;resonant;percussive
o3-mini,basic,1.0,PT # Portuguese,C2,most frequent,Inanimate Objects,earth,fertile;vast;ancient;vibrant;diverse;dynamic;resilient;nurturing;blue;unique
o3-mini,basic,1.0,PT # Portuguese,C2,most frequent,Inanimate Objects,flute,melodious;airy;delicate;smooth;enchanting;graceful;soft;refined;lyrical;pure
o3-mini,basic,1.0,PT # Portuguese,C2,most frequent,Inanimate Objects,key,small;essential;metallic;intricate;symbolic;unique;sturdy;round;decorative;functional
o3-mini,basic,1.0,PT # Portuguese,C2,most frequent,Inanimate Objects,knife,sharp;sleek;sturdy;versatile;precise;pointed;reliable;balanced;elegant;durable
o3-mini,basic,1.0,PT # Portuguese,C2,most frequent,Inanimate Objects,lock,secure;sturdy;intricate;robust;reliable;metallic;complex;ornate;dependable;functional
o3-mini,basic,1.0,PT # Portuguese,C2,most frequent,Inanimate Objects,moon,luminous;serene;radiant;mystical;silver;tranquil;enchanting;celestial;gentle;mesmerizing
o3-mini,basic,1.0,PT # Portuguese,C2,most frequent,Inanimate Objects,pen,smooth;sleek;reliable;elegant;functional;refined;classic;durable;portable;precise
o3-mini,basic,1.0,PT # Portuguese,C2,most frequent,Inanimate Objects,sun,radiant;blazing;warm;brilliant;fiery;luminous;dazzling;life-giving;powerful;majestic
o3-mini,basic,1.0,PT # Portuguese,C2,most frequent,Inanimate Objects,sword,sharp;gleaming;sturdy;legendary;elegant;balanced;lethal;ornate;formidable;historic
o3-mini,basic,1.0,PT # Portuguese,C2,most frequent,Neutral Animals,cat,agile;curious;graceful;independent;playful;sleek;mysterious;soft;attentive;clever
o3-mini,basic,1.0,PT # Portuguese,C2,most frequent,Neutral Animals,dog,loyal;friendly;playful;faithful;energetic;affectionate;reliable;obedient;loving;spirited
o3-mini,basic,1.0,PT # Portuguese,C2,most frequent,Neutral Animals,dolphin,playful;intelligent;graceful;agile;friendly;curious;social;sleek;vibrant;swift
o3-mini,basic,1.0,PT # Portuguese,C2,most frequent,Neutral Animals,elephant,majestic;enormous;gentle;wise;powerful;sturdy;colossal;ancient;enduring;noble
o3-mini,basic,1.0,PT # Portuguese,C2,most frequent,Neutral Animals,hamster,tiny;furry;active;lively;curious;playful;delicate;endearing;swift;adorable
o3-mini,basic,1.0,PT # Portuguese,C2,most frequent,Neutral Animals,monkey,mischievous;agile;playful;curious;clever;lively;energetic;spirited;nimble;entertaining
o3-mini,basic,1.0,PT # Portuguese,C2,most frequent,Neutral Animals,mouse,small;timid;delicate;quiet;quick;nimble;subtle;gentle;resourceful;observant
o3-mini,basic,1.0,PT # Portuguese,C2,most frequent,Neutral Animals,peacock,colorful;majestic;vibrant;elegant;extravagant;striking;resplendent;graceful;radiant;ornate
o3-mini,basic,1.0,PT # Portuguese,C2,most frequent,Neutral Animals,rabbit,fluffy;gentle;quick;timid;soft;agile;petite;cheerful;curious;delicate
o3-mini,basic,1.0,PT # Portuguese,C2,most frequent,Neutral Animals,shark,fierce;sleek;dangerous;powerful;agile;relentless;formidable;predatory;swift;intimidating
o3-mini,basic,1.0,PT # Portuguese,C2,most frequent,Neutral Animals,snake,slithering;venomous;stealthy;sinuous;mysterious;deadly;swift;agile;silent;cunning
o3-mini,basic,1.0,PT # Portuguese,C2,most frequent,Neutral Animals,whale,massive;majestic;gentle;enormous;graceful;ancient;immense;powerful;serene;colossal
o3-mini,basic,1.0,PT # Portuguese,C2,most frequent,Places,city,bustling;vibrant;sprawling;modern;historic;lively;dynamic;crowded;urban;diverse
o3-mini,basic,1.0,PT # Portuguese,C2,most frequent,Places,desert,arid;vast;barren;scorching;desolate;endless;harsh;silent;rugged;sunlit
o3-mini,basic,1.0,PT # Portuguese,C2,most frequent,Places,forest,dense;lush;enchanting;mysterious;vibrant;ancient;serene;wild;secluded;diverse
o3-mini,basic,1.0,PT # Portuguese,C2,most frequent,Places,island,secluded;tropical;remote;picturesque;serene;charming;lush;isolated;sunny;peaceful
o3-mini,basic,1.0,PT # Portuguese,C2,most frequent,Places,lake,tranquil;clear;serene;reflective;vast;pristine;calm;sparkling;blue;placid
o3-mini,basic,1.0,PT # Portuguese,C2,most frequent,Places,mountain,towering;majestic;rugged;lofty;colossal;grand;imposing;snow-capped;ancient;scenic
o3-mini,basic,1.0,PT # Portuguese,C2,most frequent,Places,ocean,vast;deep;salty;boundless;mysterious;turbulent;majestic;endless;blue;powerful
o3-mini,basic,1.0,PT # Portuguese,C2,most frequent,Places,plain,vast;open;flat;endless;grassy;bright;serene;simple;unadorned;sprawling
o3-mini,basic,1.0,PT # Portuguese,C2,most frequent,Places,plateau,elevated;vast;flat;arid;rugged;expansive;isolated;barren;scenic;timeless
o3-mini,basic,1.0,PT # Portuguese,C2,most frequent,Places,river,flowing;winding;deep;swift;serene;clear;meandering;vibrant;cool;relentless
o3-mini,basic,1.0,PT # Portuguese,C2,most frequent,Places,valley,lush;fertile;serene;expansive;sheltered;green;rolling;deep;tranquil;picturesque
o3-mini,basic,1.0,PT # Portuguese,C2,most frequent,Places,village,quaint;charming;small;peaceful;rustic;close-knit;friendly;historic;scenic;traditional
o3-mini,basic,1.0,PT # Portuguese,C2,most frequent,Plants,cactus,spiky;resilient;green;arid;rugged;prickly;desert;hardy;unique;enduring
o3-mini,basic,1.0,PT # Portuguese,C2,most frequent,Plants,eggplant,glossy;purple;vibrant;fresh;tender;succulent;rich;firm;earthy;flavorful
o3-mini,basic,1.0,PT # Portuguese,C2,most frequent,Plants,flower,delicate;colorful;fragrant;vibrant;blooming;stunning;fresh;graceful;soft;enchanting
o3-mini,basic,1.0,PT # Portuguese,C2,most frequent,Plants,grass,green;lush;soft;fresh;vibrant;growing;abundant;tender;wild;natural
o3-mini,basic,1.0,PT # Portuguese,C2,most frequent,Plants,lettuce,crisp;fresh;leafy;vibrant;tender;green;crunchy;healthy;mild;organic
o3-mini,basic,1.0,PT # Portuguese,C2,most frequent,Plants,mushroom,earthy;spongy;delicate;flavorful;fresh;assorted;rustic;wild;tender;aromatic
o3-mini,basic,1.0,PT # Portuguese,C2,most frequent,Plants,onion,pungent;sharp;flavorful;layered;crisp;aromatic;fresh;robust;spicy;edible
o3-mini,basic,1.0,PT # Portuguese,C2,most frequent,Plants,pepper,spicy;vibrant;hot;colorful;aromatic;zesty;fresh;pungent;lively;tangy
o3-mini,basic,1.0,PT # Portuguese,C2,most frequent,Plants,potato,starchy;hearty;earthy;versatile;fresh;tender;robust;plain;wholesome;comforting
o3-mini,basic,1.0,PT # Portuguese,C2,most frequent,Plants,rose,fragrant;delicate;blooming;red;elegant;vibrant;timeless;soft;enchanting;velvety
o3-mini,basic,1.0,PT # Portuguese,C2,most frequent,Plants,tomato,ripe;juicy;fresh;red;vibrant;tangy;plump;aromatic;tender;flavorful
o3-mini,basic,1.0,PT # Portuguese,C2,most frequent,Plants,tree,towering;ancient;leafy;sturdy;majestic;sprawling;green;robust;shaded;enduring
o3-mini,basic,1.0,PT # Portuguese,C2,most frequent,Social Relationships,ally,reliable;supportive;trustworthy;steadfast;loyal;dependable;committed;sincere;encouraging;cooperative
o3-mini,basic,1.0,PT # Portuguese,C2,most frequent,Social Relationships,brother,caring;supportive;loyal;affectionate;dependable;close;protective;genuine;warm;kind
o3-mini,basic,1.0,PT # Portuguese,C2,most frequent,Social Relationships,enemy,hostile;fierce;relentless;vengeful;bitter;stubborn;dangerous;ruthless;formidable;antagonistic
o3-mini,basic,1.0,PT # Portuguese,C2,most frequent,Social Relationships,father,caring;protective;wise;loving;supportive;strong;dependable;nurturing;guiding;honorable
o3-mini,basic,1.0,PT # Portuguese,C2,most frequent,Social Relationships,follower,loyal;devoted;attentive;supportive;eager;compliant;respectful;engaged;consistent;active
o3-mini,basic,1.0,PT # Portuguese,C2,most frequent,Social Relationships,friend,loyal;caring;supportive;understanding;trustworthy;kind;reliable;sincere;cheerful;dependable
o3-mini,basic,1.0,PT # Portuguese,C2,most frequent,Social Relationships,leader,charismatic;decisive;visionary;inspiring;assertive;influential;strategic;responsible;confident;determined
o3-mini,basic,1.0,PT # Portuguese,C2,most frequent,Social Relationships,mother,caring;nurturing;loving;supportive;patient;compassionate;selfless;devoted;gentle;wise
o3-mini,basic,1.0,PT # Portuguese,C2,most frequent,Social Relationships,partner,supportive;loving;dedicated;trustworthy;reliable;caring;committed;understanding;equal;genuine
o3-mini,basic,1.0,PT # Portuguese,C2,most frequent,Social Relationships,rival,competitive;determined;formidable;cunning;relentless;ambitious;challenging;fierce;capable;stubborn
o3-mini,basic,1.0,PT # Portuguese,C2,most frequent,Social Relationships,sister,caring;playful;supportive;affectionate;loyal;gentle;warm;reliable;kind;close
o3-mini,basic,1.0,PT # Portuguese,C2,most frequent,Social Relationships,stranger,unknown;unfamiliar;curious;distant;enigmatic;transient;cautious;vague;hesitant;mysterious
o3-mini,basic,1.0,PT # Portuguese,C2,most frequent,Spatial Concepts,above,high;elevated;superior;lofty;upper;towering;soaring;aerial;transcendent;eminent
o3-mini,basic,1.0,PT # Portuguese,C2,most frequent,Spatial Concepts,back,rear;supportive;sturdy;dependable;strong;steady;firm;resilient;hidden;consistent
o3-mini,basic,1.0,PT # Portuguese,C2,most frequent,Spatial Concepts,below,lower;beneath;underlying;deep;hidden;subdued;inferior;subtle;modest;quiet
o3-mini,basic,1.0,PT # Portuguese,C2,most frequent,Spatial Concepts,east,eastern;rising;golden;vibrant;sunny;historic;radiant;emerging;promising;bright
o3-mini,basic,1.0,PT # Portuguese,C2,most frequent,Spatial Concepts,front,forward;leading;prominent;visible;open;clear;bold;foremost;accessible;commanding
o3-mini,basic,1.0,PT # Portuguese,C2,most frequent,Spatial Concepts,inside,interior;enclosed;internal;hidden;secret;sheltered;private;confined;warm;cozy
o3-mini,basic,1.0,PT # Portuguese,C2,most frequent,Spatial Concepts,left,remaining;residual;extra;surplus;leftover;abandoned;neglected;unallocated;scant;minimal
o3-mini,basic,1.0,PT # Portuguese,C2,most frequent,Spatial Concepts,north,northern;chilly;crisp;brisk;wintry;majestic;clear;frosty;windswept;remote
o3-mini,basic,1.0,PT # Portuguese,C2,most frequent,Spatial Concepts,outside,external;open;exposed;vast;sunny;clear;airy;rugged;wild;boundless
o3-mini,basic,1.0,PT # Portuguese,C2,most frequent,Spatial Concepts,right,correct;proper;appropriate;accurate;justified;precise;acceptable;fitting;valid;true
o3-mini,basic,1.0,PT # Portuguese,C2,most frequent,Spatial Concepts,south,southern;warm;vibrant;sunny;breezy;mild;inviting;rustic;lively;gentle
o3-mini,basic,1.0,PT # Portuguese,C2,most frequent,Spatial Concepts,west,western;rugged;golden;expansive;historic;vibrant;serene;vast;sunlit;adventurous
o3-mini,basic,1.0,PT # Portuguese,C2,most frequent,Time Concepts,century,long;historic;memorable;significant;monumental;enduring;notable;timeless;expansive;defining
o3-mini,basic,1.0,PT # Portuguese,C2,most frequent,Time Concepts,day,bright;sunny;lively;warm;active;pleasant;cheerful;vibrant;clear;bustling
o3-mini,basic,1.0,PT # Portuguese,C2,most frequent,Time Concepts,evening,calm;serene;cool;gentle;relaxing;tranquil;soft;peaceful;dim;reflective
o3-mini,basic,1.0,PT # Portuguese,C2,most frequent,Time Concepts,hour,brief;fleeting;long;short;passing;precious;measured;significant;busy;selected
o3-mini,basic,1.0,PT # Portuguese,C2,most frequent,Time Concepts,minute,tiny;brief;fleeting;precise;small;significant;detailed;transient;exact;subtle
o3-mini,basic,1.0,PT # Portuguese,C2,most frequent,Time Concepts,month,typical;short;long;busy;eventful;varied;memorable;seasonal;active;recurring
