Model,SystemPromptType,Temperature,Language,Proficiency,Prompt,NounCategory,Noun,Adjectives
o3-mini,basic,1.0,TR # Turkish,B1,most frequent,Abstract Concepts,anger,strong;deep;high;sudden;hot;wild;bad;great;fierce;heavy
o3-mini,basic,1.0,TR # Turkish,C1,most frequent,Social Relationships,friend,loyal;kind;true;caring;supportive;honest;fun;warm;dependable;friendly
o3-mini,basic,1.0,TR # Turkish,C1,most frequent,Social Relationships,leader,strong;brave;smart;decisive;inspiring;bold;reliable;fair;visionary;confident
o3-mini,basic,1.0,TR # Turkish,C1,most frequent,Social Relationships,mother,caring;loving;kind;gentle;supportive;wise;strong;patient;warm;nurturing
o3-mini,basic,1.0,TR # Turkish,C1,most frequent,Social Relationships,partner,reliable;supportive;loyal;caring;close;kind;trusted;equal;friendly;dedicated
o3-mini,basic,1.0,TR # Turkish,C1,most frequent,Social Relationships,rival,fierce;strong;bitter;challenging;hostile;competitive;determined;cunning;relentless;ambitious
o3-mini,basic,1.0,TR # Turkish,C1,most frequent,Social Relationships,sister,caring;loving;kind;supportive;close;warm;friendly;reliable;gentle;devoted
o3-mini,basic,1.0,TR # Turkish,C1,most frequent,Social Relationships,stranger,unknown;distant;new;curious;odd;mysterious;random;unfamiliar;quiet;vague
o3-mini,basic,1.0,TR # Turkish,C1,most frequent,Spatial Concepts,above,high;elevated;distant;vast;bright;clear;airy;open;endless;soaring
o3-mini,basic,1.0,TR # Turkish,C1,most frequent,Spatial Concepts,back,upper;rear;sturdy;reliable;supportive;firm;steady;strong;hidden;balanced
o3-mini,basic,1.0,TR # Turkish,C1,most frequent,Spatial Concepts,below,lower;hidden;deep;distant;secret;quiet;small;subtle;faint;minor
o3-mini,basic,1.0,TR # Turkish,C1,most frequent,Spatial Concepts,east,eastern;bright;warm;rising;clear;unique;new;vibrant;sunny;promising
o3-mini,basic,1.0,TR # Turkish,C1,most frequent,Spatial Concepts,front,forward;leading;bright;clear;open;bold;sharp;neat;fixed;active
o3-mini,basic,1.0,TR # Turkish,C1,most frequent,Spatial Concepts,inside,inner;hidden;secret;cozy;warm;safe;quiet;personal;private;deep
o3-mini,basic,1.0,TR # Turkish,C1,most frequent,Spatial Concepts,left,remaining;extra;minor;isolated;quiet;subtle;distinct;unmatched;spare;secondary
o3-mini,basic,1.0,TR # Turkish,C1,most frequent,Spatial Concepts,north,northern;cold;bright;distant;vast;clear;icy;windy;remote;chilly
o3-mini,basic,1.0,TR # Turkish,C1,most frequent,Spatial Concepts,outside,external;open;bright;vast;clear;free;fresh;exposed;wild;visible
o3-mini,basic,1.0,TR # Turkish,C1,most frequent,Spatial Concepts,right,correct;proper;true;exact;just;balanced;neat;tidy;suitable;appropriate
o3-mini,basic,1.0,TR # Turkish,C1,most frequent,Spatial Concepts,south,southern;warm;bright;clear;calm;open;friendly;vast;gentle;relaxed
o3-mini,basic,1.0,TR # Turkish,C1,most frequent,Spatial Concepts,west,western;dusty;vast;open;old;rugged;clear;wild;remote;sunny
o3-mini,basic,1.0,TR # Turkish,C1,most frequent,Time Concepts,century,long;historical;important;major;distant;remarkable;remembered;ancient;vibrant;notable
o3-mini,basic,1.0,TR # Turkish,C1,most frequent,Time Concepts,day,bright;long;busy;warm;short;clear;lively;fleeting;pleasant;memorable
o3-mini,basic,1.0,TR # Turkish,C1,most frequent,Time Concepts,evening,quiet;calm;cool;early;soft;peaceful;gentle;relaxing;mild;fading
o3-mini,basic,1.0,TR # Turkish,C1,most frequent,Time Concepts,hour,brief;short;long;busy;fleeting;precious;important;marked;exact;timely
o3-mini,basic,1.0,TR # Turkish,C1,most frequent,Time Concepts,minute,small;brief;tiny;quick;precise;short;measured;fleeting;exact;slight
o3-mini,basic,1.0,TR # Turkish,C1,most frequent,Time Concepts,month,long;short;busy;cold;warm;clear;bright;pleasant;changing;typical
o3-mini,basic,1.0,TR # Turkish,C1,most frequent,Time Concepts,morning,fresh;bright;early;calm;clear;peaceful;soft;gentle;cool;promising
o3-mini,basic,1.0,TR # Turkish,C1,most frequent,Time Concepts,night,dark;quiet;long;calm;cool;deep;peaceful;starry;chilly;serene
o3-mini,basic,1.0,TR # Turkish,C1,most frequent,Time Concepts,season,warm;cold;short;long;changing;pleasant;cool;vivid;gentle;distinct
o3-mini,basic,1.0,TR # Turkish,C1,most frequent,Time Concepts,second,brief;short;quick;tiny;small;swift;fast;fleeting;rapid;sudden
o3-mini,basic,1.0,TR # Turkish,C1,most frequent,Time Concepts,week,long;short;busy;pleasant;quiet;full;hectic;steady;regular;eventful
o3-mini,basic,1.0,TR # Turkish,C1,most frequent,Time Concepts,year,long;important;busy;eventful;successful;memorable;harsh;dynamic;changing;promising
o3-mini,basic,1.0,TR # Turkish,C2,most frequent,Abstract Concepts,anger,intense;seething;burning;raw;palpable;explosive;fierce;uncontrollable;sudden;overwhelming
o3-mini,basic,1.0,TR # Turkish,C2,most frequent,Abstract Concepts,courage,brave;steadfast;daring;bold;unyielding;resolute;noble;inspiring;valiant;heroic
o3-mini,basic,1.0,TR # Turkish,C2,most frequent,Abstract Concepts,fear,deep;paralyzing;overwhelming;primal;intense;crippling;irrational;haunting;sudden;gripping
o3-mini,basic,1.0,TR # Turkish,C2,most frequent,Abstract Concepts,freedom,absolute;unbridled;boundless;cherished;inherent;priceless;genuine;complete;liberating;essential
o3-mini,basic,1.0,TR # Turkish,C2,most frequent,Abstract Concepts,happiness,pure;simple;deep;contagious;joyful;lasting;overwhelming;radiant;sincere;fulfilling
o3-mini,basic,1.0,TR # Turkish,C2,most frequent,Abstract Concepts,hate,intense;bitter;deep;destructive;raw;consuming;toxic;volatile;fierce;unyielding
o3-mini,basic,1.0,TR # Turkish,C2,most frequent,Abstract Concepts,honesty,sincere;genuine;truthful;candid;straightforward;upright;frank;reliable;noble;unpretentious
o3-mini,basic,1.0,TR # Turkish,C2,most frequent,Abstract Concepts,justice,fair;impartial;equitable;balanced;unyielding;consistent;righteous;objective;unbiased;absolute
o3-mini,basic,1.0,TR # Turkish,C2,most frequent,Abstract Concepts,knowledge,extensive;vast;profound;deep;practical;theoretical;specialized;academic;comprehensive;timeless
o3-mini,basic,1.0,TR # Turkish,C2,most frequent,Abstract Concepts,love,pure;deep;unconditional;true;passionate;warm;tender;overwhelming;sincere;eternal
o3-mini,basic,1.0,TR # Turkish,C2,most frequent,Abstract Concepts,peace,calm;serene;lasting;gentle;quiet;stable;profound;deep;harmonious;blissful
o3-mini,basic,1.0,TR # Turkish,C2,most frequent,Abstract Concepts,wisdom,profound;deep;ancient;sage;enduring;timeless;sound;practical;insightful;learned
o3-mini,basic,1.0,TR # Turkish,C2,most frequent,Cultural Artifacts,bell,loud;clear;resonant;metallic;antique;vibrant;shrill;deep;sonorous;ringing
o3-mini,basic,1.0,TR # Turkish,C2,most frequent,Cultural Artifacts,candle,flickering;small;scented;warm;glowing;delicate;simple;dim;soft;ancient
o3-mini,basic,1.0,TR # Turkish,C2,most frequent,Cultural Artifacts,carpet,colorful;soft;woven;thick;plush;patterned;elegant;antique;traditional;vibrant
o3-mini,basic,1.0,TR # Turkish,C2,most frequent,Cultural Artifacts,coin,tiny;shiny;round;ancient;collectible;valuable;embossed;metallic;rare;historic
o3-mini,basic,1.0,TR # Turkish,C2,most frequent,Cultural Artifacts,crown,golden;royal;jeweled;ornate;majestic;regal;illustrious;splendid;heavy;exquisite
o3-mini,basic,1.0,TR # Turkish,C2,most frequent,Cultural Artifacts,flag,vibrant;colorful;symbolic;bright;patterned;fluttering;national;proud;bold;waving
o3-mini,basic,1.0,TR # Turkish,C2,most frequent,Cultural Artifacts,mask,mysterious;ornate;eerie;antique;colorful;expressive;hidden;theatrical;symbolic;enigmatic
o3-mini,basic,1.0,TR # Turkish,C2,most frequent,Cultural Artifacts,necklace,delicate;elegant;jeweled;charming;shiny;intricate;stylish;ornamental;precious;graceful
o3-mini,basic,1.0,TR # Turkish,C2,most frequent,Cultural Artifacts,painting,vivid;colorful;detailed;classic;abstract;realistic;dynamic;timeless;expressive;creative
o3-mini,basic,1.0,TR # Turkish,C2,most frequent,Cultural Artifacts,ring,shiny;golden;elegant;small;circular;exquisite;delicate;ornate;timeless;precious
o3-mini,basic,1.0,TR # Turkish,C2,most frequent,Cultural Artifacts,statue,majestic;ancient;carved;impressive;detailed;monumental;lifelike;enduring;graceful;solemn
o3-mini,basic,1.0,TR # Turkish,C2,most frequent,Cultural Artifacts,vase,elegant;fragile;ceramic;ornate;delicate;antique;beautiful;classic;vibrant;timeless
o3-mini,basic,1.0,TR # Turkish,C2,most frequent,Environmental Phenomena,cloud,fluffy;white;dark;wispy;heavy;ominous;gentle;floating;vast;cottony
o3-mini,basic,1.0,TR # Turkish,C2,most frequent,Environmental Phenomena,earthquake,powerful;devastating;sudden;massive;unpredictable;violent;seismic;intense;catastrophic;frightening
o3-mini,basic,1.0,TR # Turkish,C2,most frequent,Environmental Phenomena,fog,thick;dense;heavy;mysterious;eerie;swirling;gloomy;gray;enveloping;damp
o3-mini,basic,1.0,TR # Turkish,C2,most frequent,Environmental Phenomena,lightning,bright;sudden;fierce;powerful;jagged;electric;dazzling;rapid;brilliant;intense
o3-mini,basic,1.0,TR # Turkish,C2,most frequent,Environmental Phenomena,rain,gentle;steady;heavy;relentless;cold;drenching;soft;refreshing;sudden;pouring
o3-mini,basic,1.0,TR # Turkish,C2,most frequent,Environmental Phenomena,rainbow,vivid;colorful;bright;striking;ethereal;fleeting;luminous;arching;magical;radiant
o3-mini,basic,1.0,TR # Turkish,C2,most frequent,Environmental Phenomena,snow,cold;white;soft;powdery;thick;silent;gentle;fresh;sparkling;pure
o3-mini,basic,1.0,TR # Turkish,C2,most frequent,Environmental Phenomena,storm,violent;fierce;turbulent;heavy;raging;sudden;dark;intense;wild;relentless
o3-mini,basic,1.0,TR # Turkish,C2,most frequent,Environmental Phenomena,thunder,loud;booming;deep;rumbling;powerful;rolling;sudden;echoing;fierce;resounding
o3-mini,basic,1.0,TR # Turkish,C2,most frequent,Environmental Phenomena,tide,rising;falling;strong;high;low;rhythmic;powerful;predictable;constant;surging
o3-mini,basic,1.0,TR # Turkish,C2,most frequent,Environmental Phenomena,volcano,active;fiery;dangerous;eruptive;massive;molten;rugged;dormant;seething;volatile
o3-mini,basic,1.0,TR # Turkish,C2,most frequent,Environmental Phenomena,wind,strong;gentle;cold;warm;brisk;gusty;turbulent;soft;steady;howling
o3-mini,basic,1.0,TR # Turkish,C2,most frequent,Food Items,apple,red;juicy;crisp;sweet;fresh;ripe;green;tangy;firm;fragrant
o3-mini,basic,1.0,TR # Turkish,C2,most frequent,Food Items,banana,yellow;ripe;sweet;soft;fresh;curved;delicious;tropical;smooth;fragrant
o3-mini,basic,1.0,TR # Turkish,C2,most frequent,Food Items,beef,tender;juicy;lean;raw;seasoned;hearty;savory;rich;fresh;flavorful
o3-mini,basic,1.0,TR # Turkish,C2,most frequent,Food Items,bread,fresh;soft;crusty;warm;homemade;wholesome;tasty;nutritious;hearty;aromatic
o3-mini,basic,1.0,TR # Turkish,C2,most frequent,Food Items,broccoli,fresh;green;crisp;healthy;tender;raw;vibrant;nutritious;organic;crunchy
o3-mini,basic,1.0,TR # Turkish,C2,most frequent,Food Items,cheese,creamy;sharp;aged;soft;mild;tangy;delicious;aromatic;rich;smooth
o3-mini,basic,1.0,TR # Turkish,C2,most frequent,Food Items,chicken,tender;juicy;flavorful;grilled;roasted;crispy;fresh;savory;succulent;spiced
o3-mini,basic,1.0,TR # Turkish,C2,most frequent,Food Items,egg,fresh;raw;boiled;scrambled;soft;delicate;nutritious;oval;simple;versatile
o3-mini,basic,1.0,TR # Turkish,C2,most frequent,Food Items,fish,fresh;oily;flaky;wild;tender;briny;succulent;raw;vibrant;nutritious
o3-mini,basic,1.0,TR # Turkish,C2,most frequent,Food Items,pasta,cooked;firm;al dente;soft;fresh;savory;traditional;filling;warm;delicious
o3-mini,basic,1.0,TR # Turkish,C2,most frequent,Food Items,rice,steamed;fluffy;white;wholegrain;aromatic;tender;long-grain;plain;rich;simple
o3-mini,basic,1.0,TR # Turkish,C2,most frequent,Food Items,soup,warm;hearty;flavorful;rich;savory;creamy;spicy;fresh;nourishing;delicious
o3-mini,basic,1.0,TR # Turkish,C2,most frequent,Human Roles,artist,creative;talented;visionary;skilled;imaginative;passionate;innovative;expressive;dedicated;versatile
o3-mini,basic,1.0,TR # Turkish,C2,most frequent,Human Roles,athlete,fit;strong;agile;determined;competitive;skilled;fast;enduring;disciplined;energetic
o3-mini,basic,1.0,TR # Turkish,C2,most frequent,Human Roles,chef,skilled;creative;experienced;passionate;innovative;meticulous;talented;efficient;dedicated;friendly
o3-mini,basic,1.0,TR # Turkish,C2,most frequent,Human Roles,doctor,skilled;caring;knowledgeable;experienced;compassionate;professional;dedicated;reliable;thorough;attentive
o3-mini,basic,1.0,TR # Turkish,C2,most frequent,Human Roles,engineer,innovative;talented;skilled;logical;creative;efficient;experienced;technical;systematic;resourceful
o3-mini,basic,1.0,TR # Turkish,C2,most frequent,Human Roles,farmer,hardworking;dedicated;experienced;rural;traditional;reliable;patient;skilled;sustainable;robust
o3-mini,basic,1.0,TR # Turkish,C2,most frequent,Human Roles,lawyer,knowledgeable;experienced;articulate;diligent;persuasive;ethical;dedicated;professional;skilled;astute
o3-mini,basic,1.0,TR # Turkish,C2,most frequent,Human Roles,musician,talented;creative;passionate;skilled;expressive;innovative;rhythmic;dedicated;versatile;soulful
o3-mini,basic,1.0,TR # Turkish,C2,most frequent,Human Roles,scientist,curious;innovative;logical;diligent;skilled;analytical;methodical;dedicated;knowledgeable;bright
o3-mini,basic,1.0,TR # Turkish,C2,most frequent,Human Roles,soldier,brave;disciplined;strong;courageous;dedicated;valiant;resilient;loyal;steadfast;tough
o3-mini,basic,1.0,TR # Turkish,C2,most frequent,Human Roles,teacher,wise;patient;kind;knowledgeable;dedicated;inspiring;creative;supportive;experienced;caring
o3-mini,basic,1.0,TR # Turkish,C2,most frequent,Human Roles,writer,creative;imaginative;articulate;skilled;thoughtful;prolific;expressive;dedicated;original;insightful
o3-mini,basic,1.0,TR # Turkish,C2,most frequent,Inanimate Objects,book,engaging;informative;compelling;classic;timeless;well-crafted;intriguing;popular;detailed;imaginative
o3-mini,basic,1.0,TR # Turkish,C2,most frequent,Inanimate Objects,bridge,sturdy;long;historic;elegant;strong;impressive;architectural;reliable;arched;modern
o3-mini,basic,1.0,TR # Turkish,C2,most frequent,Inanimate Objects,drums,rhythmic;loud;vibrant;resonant;traditional;energetic;booming;dynamic;powerful;expressive
o3-mini,basic,1.0,TR # Turkish,C2,most frequent,Inanimate Objects,earth,blue;vast;fertile;round;vibrant;living;ancient;diverse;beautiful;nurturing
o3-mini,basic,1.0,TR # Turkish,C2,most frequent,Inanimate Objects,flute,melodious;slender;wooden;delicate;silver;graceful;airy;smooth;enchanting;refined
o3-mini,basic,1.0,TR # Turkish,C2,most frequent,Inanimate Objects,key,small;old;intricate;metallic;rusty;shiny;functional;unique;decorative;essential
o3-mini,basic,1.0,TR # Turkish,C2,most frequent,Inanimate Objects,knife,sharp;sturdy;sleek;dangerous;durable;pointed;versatile;reliable;elegant;well-crafted
o3-mini,basic,1.0,TR # Turkish,C2,most frequent,Inanimate Objects,lock,secure;sturdy;old;intricate;reliable;decorative;heavy;modern;complex;functional
o3-mini,basic,1.0,TR # Turkish,C2,most frequent,Inanimate Objects,moon,bright;full;crescent;luminous;distant;silvery;mysterious;pale;enchanting;serene
o3-mini,basic,1.0,TR # Turkish,C2,most frequent,Inanimate Objects,pen,sharp;sleek;smooth;blue;reliable;elegant;professional;small;functional;refined
o3-mini,basic,1.0,TR # Turkish,C2,most frequent,Inanimate Objects,sun,bright;blazing;warm;radiant;powerful;golden;scorching;life-giving;constant;dazzling
o3-mini,basic,1.0,TR # Turkish,C2,most frequent,Inanimate Objects,sword,sharp;gleaming;ancient;formidable;elegant;polished;lethal;strong;prestigious;jeweled
o3-mini,basic,1.0,TR # Turkish,C2,most frequent,Neutral Animals,cat,curious;agile;playful;graceful;independent;furry;sleek;clever;charming;attentive
o3-mini,basic,1.0,TR # Turkish,C2,most frequent,Neutral Animals,dog,loyal;friendly;playful;brave;energetic;faithful;loving;obedient;curious;devoted
o3-mini,basic,1.0,TR # Turkish,C2,most frequent,Neutral Animals,dolphin,intelligent;playful;graceful;friendly;sleek;agile;social;curious;energetic;lively
o3-mini,basic,1.0,TR # Turkish,C2,most frequent,Neutral Animals,elephant,massive;gentle;wise;sturdy;impressive;ancient;calm;majestic;friendly;enduring
o3-mini,basic,1.0,TR # Turkish,C2,most frequent,Neutral Animals,hamster,small;cute;furry;active;lively;playful;timid;adorable;tiny;curious
o3-mini,basic,1.0,TR # Turkish,C2,most frequent,Neutral Animals,monkey,mischievous;agile;playful;curious;quick;lively;clever;energetic;witty;spry
o3-mini,basic,1.0,TR # Turkish,C2,most frequent,Neutral Animals,mouse,small;timid;quick;delicate;furry;agile;silent;curious;shy;nimble
o3-mini,basic,1.0,TR # Turkish,C2,most frequent,Neutral Animals,peacock,vibrant;colorful;majestic;stunning;elegant;graceful;extravagant;proud;radiant;showy
o3-mini,basic,1.0,TR # Turkish,C2,most frequent,Neutral Animals,rabbit,quick;soft;gentle;fluffy;timid;small;delicate;lively;cute;agile
o3-mini,basic,1.0,TR # Turkish,C2,most frequent,Neutral Animals,shark,formidable;fierce;swift;dangerous;sleek;powerful;ruthless;silent;agile;predatory
o3-mini,basic,1.0,TR # Turkish,C2,most frequent,Neutral Animals,snake,slithering;venomous;silent;sleek;dangerous;agile;cunning;mysterious;cold;winding
o3-mini,basic,1.0,TR # Turkish,C2,most frequent,Neutral Animals,whale,massive;gentle;majestic;enormous;graceful;powerful;ancient;calm;deep;colossal
o3-mini,basic,1.0,TR # Turkish,C2,most frequent,Places,city,bustling;vibrant;crowded;modern;historic;lively;dynamic;sprawling;diverse;urban
o3-mini,basic,1.0,TR # Turkish,C2,most frequent,Places,desert,vast;arid;barren;scorching;lonely;endless;hot;desolate;dry;rugged
o3-mini,basic,1.0,TR # Turkish,C2,most frequent,Places,forest,dense;lush;green;vast;wild;ancient;quiet;mysterious;vibrant;expansive
o3-mini,basic,1.0,TR # Turkish,C2,most frequent,Places,island,remote;tropical;small;sunny;peaceful;green;isolated;charming;serene;picturesque
o3-mini,basic,1.0,TR # Turkish,C2,most frequent,Places,lake,tranquil;clear;deep;reflective;calm;pristine;vast;serene;sparkling;fresh
o3-mini,basic,1.0,TR # Turkish,C2,most frequent,Places,mountain,towering;majestic;rugged;high;steep;ancient;imposing;snowy;vast;breathtaking
o3-mini,basic,1.0,TR # Turkish,C2,most frequent,Places,ocean,vast;deep;stormy;blue;endless;powerful;serene;mysterious;dynamic;teeming
o3-mini,basic,1.0,TR # Turkish,C2,most frequent,Places,plain,vast;open;flat;fertile;simple;serene;quiet;endless;green;gentle
o3-mini,basic,1.0,TR # Turkish,C2,most frequent,Places,plateau,elevated;flat;arid;vast;rugged;remote;quiet;expansive;ancient;barren
o3-mini,basic,1.0,TR # Turkish,C2,most frequent,Places,river,flowing;winding;deep;broad;swift;calm;clear;vibrant;endless;refreshing
o3-mini,basic,1.0,TR # Turkish,C2,most frequent,Places,valley,lush;green;deep;narrow;scenic;quiet;fertile;picturesque;sheltered;rolling
o3-mini,basic,1.0,TR # Turkish,C2,most frequent,Places,village,small;quiet;rustic;charming;traditional;quaint;peaceful;tight-knit;friendly;rural
o3-mini,basic,1.0,TR # Turkish,C2,most frequent,Plants,cactus,spiny;green;hardy;arid;resilient;prickly;thorny;rugged;unique;enduring
o3-mini,basic,1.0,TR # Turkish,C2,most frequent,Plants,eggplant,purple;glossy;firm;fresh;ripe;smooth;vibrant;thick;tender;rich
o3-mini,basic,1.0,TR # Turkish,C2,most frequent,Plants,flower,colorful;delicate;fragrant;beautiful;vibrant;fresh;soft;blooming;lovely;natural
o3-mini,basic,1.0,TR # Turkish,C2,most frequent,Plants,grass,green;soft;lush;short;wild;fresh;abundant;healthy;vibrant;natural
o3-mini,basic,1.0,TR # Turkish,C2,most frequent,Plants,lettuce,fresh;crisp;green;crunchy;tender;leafy;aromatic;vibrant;mild;healthy
o3-mini,basic,1.0,TR # Turkish,C2,most frequent,Plants,mushroom,earthy;fresh;small;wild;delicate;varied;firm;flavorful;rustic;organic
o3-mini,basic,1.0,TR # Turkish,C2,most frequent,Plants,onion,strong;pungent;fresh;crisp;layered;sharp;raw;juicy;mature;robust
o3-mini,basic,1.0,TR # Turkish,C2,most frequent,Plants,pepper,spicy;hot;vibrant;fresh;colorful;pungent;zesty;aromatic;raw;crisp
o3-mini,basic,1.0,TR # Turkish,C2,most frequent,Plants,potato,starchy;earthy;fresh;firm;ripe;hearty;versatile;brown;nutritious;simple
o3-mini,basic,1.0,TR # Turkish,C2,most frequent,Plants,rose,red;fragrant;delicate;beautiful;blooming;soft;elegant;vibrant;classic;timeless
o3-mini,basic,1.0,TR # Turkish,C2,most frequent,Plants,tomato,ripe;red;juicy;fresh;tangy;soft;vibrant;flavorful;plump;tender
o3-mini,basic,1.0,TR # Turkish,C2,most frequent,Plants,tree,tall;ancient;leafy;sturdy;green;broad;majestic;towering;strong;sprawling
o3-mini,basic,1.0,TR # Turkish,C2,most frequent,Social Relationships,ally,loyal;supportive;faithful;trusted;reliable;dedicated;honest;committed;friendly;steadfast
o3-mini,basic,1.0,TR # Turkish,C2,most frequent,Social Relationships,brother,loving;supportive;caring;protective;close;kind;reliable;dependable;warm;trusted
o3-mini,basic,1.0,TR # Turkish,C2,most frequent,Social Relationships,enemy,hostile;dangerous;bitter;ruthless;relentless;fierce;adversarial;threatening;cruel;formidable
o3-mini,basic,1.0,TR # Turkish,C2,most frequent,Social Relationships,father,loving;supportive;strong;caring;wise;protective;dependable;kind;reliable;nurturing
o3-mini,basic,1.0,TR # Turkish,C2,most frequent,Social Relationships,follower,loyal;supportive;dedicated;obedient;faithful;eager;attentive;committed;active;sincere
o3-mini,basic,1.0,TR # Turkish,C2,most frequent,Social Relationships,friend,loyal;kind;supportive;caring;trustworthy;honest;dependable;warm;compassionate;genuine
o3-mini,basic,1.0,TR # Turkish,C2,most frequent,Social Relationships,leader,strong;inspiring;decisive;visionary;confident;assertive;wise;bold;strategic;influential
o3-mini,basic,1.0,TR # Turkish,C2,most frequent,Social Relationships,mother,loving;caring;nurturing;strong;supportive;kind;gentle;reliable;devoted;warm
o3-mini,basic,1.0,TR # Turkish,C2,most frequent,Social Relationships,partner,loyal;supportive;reliable;caring;committed;loving;trustworthy;understanding;devoted;kind
o3-mini,basic,1.0,TR # Turkish,C2,most frequent,Social Relationships,rival,competitive;fierce;determined;challenging;persistent;aggressive;ambitious;formidable;relentless;tenacious
o3-mini,basic,1.0,TR # Turkish,C2,most frequent,Social Relationships,sister,loving;caring;close;supportive;kind;warm;reliable;gentle;cherished;trustworthy
o3-mini,basic,1.0,TR # Turkish,C2,most frequent,Social Relationships,stranger,unknown;mysterious;unfamiliar;distant;cautious;intriguing;ambiguous;unrecognizable;aloof;curious
o3-mini,basic,1.0,TR # Turkish,C2,most frequent,Spatial Concepts,above,high;elevated;lofty;superior;prominent;upper;distant;soaring;remote;skyward
o3-mini,basic,1.0,TR # Turkish,C2,most frequent,Spatial Concepts,back,strong;broad;sturdy;muscular;firm;resilient;flexible;supportive;steady;stable
o3-mini,basic,1.0,TR # Turkish,C2,most frequent,Spatial Concepts,below,low;underlying;deep;hidden;inferior;subtle;modest;quiet;secret;basal
o3-mini,basic,1.0,TR # Turkish,C2,most frequent,Spatial Concepts,east,eastern;rising;warm;golden;bright;oriental;ancient;scenic;vibrant;promising
o3-mini,basic,1.0,TR # Turkish,C2,most frequent,Spatial Concepts,front,leading;bold;prominent;visible;clear;open;welcoming;advanced;direct;impressive
o3-mini,basic,1.0,TR # Turkish,C2,most frequent,Spatial Concepts,inside,inner;enclosed;secret;sheltered;hidden;internal;warm;cozy;private;confined
o3-mini,basic,1.0,TR # Turkish,C2,most frequent,Spatial Concepts,left,remaining;extra;residual;spare;secondary;forgotten;minor;lingering;isolated;unchosen
o3-mini,basic,1.0,TR # Turkish,C2,most frequent,Spatial Concepts,north,northern;cold;icy;distant;rugged;windy;bleak;remote;frosty;quiet
o3-mini,basic,1.0,TR # Turkish,C2,most frequent,Spatial Concepts,outside,open;external;fresh;clear;bright;exposed;vast;natural;airy;wild
o3-mini,basic,1.0,TR # Turkish,C2,most frequent,Spatial Concepts,right,correct;proper;just;accurate;appropriate;true;valid;exact;precise;suitable
o3-mini,basic,1.0,TR # Turkish,C2,most frequent,Spatial Concepts,south,southern;warm;sunny;vibrant;rich;breezy;inviting;relaxed;scenic;gentle
o3-mini,basic,1.0,TR # Turkish,C2,most frequent,Spatial Concepts,west,western;rugged;vast;wild;distant;bold;sunny;pioneering;free;timeless
o3-mini,basic,1.0,TR # Turkish,C2,most frequent,Time Concepts,century,long;historical;significant;notable;remarkable;memorable;vast;eventful;changing;enduring
o3-mini,basic,1.0,TR # Turkish,C2,most frequent,Time Concepts,day,bright;sunny;busy;long;warm;eventful;clear;pleasant;short;lively
o3-mini,basic,1.0,TR # Turkish,C2,most frequent,Time Concepts,evening,quiet;calm;cool;pleasant;peaceful;gentle;relaxing;early;soft;fading
o3-mini,basic,1.0,TR # Turkish,C2,most frequent,Time Concepts,hour,brief;short;long;scheduled;counted;passing;fleeting;notable;specific;measured
o3-mini,basic,1.0,TR # Turkish,C2,most frequent,Time Concepts,minute,small;brief;tiny;precise;exact;fleeting;detailed;minor;specific;passing
o3-mini,basic,1.0,TR # Turkish,C2,most frequent,Time Concepts,month,long;short;busy;changing;eventful;seasonal;memorable;distinctive;active;regular
o3-mini,basic,1.0,TR # Turkish,C2,most frequent,Time Concepts,morning,fresh;early;bright;calm;peaceful;quiet;crisp;promising;lively;dewy
o3-mini,basic,1.0,TR # Turkish,C2,most frequent,Time Concepts,night,dark;silent;peaceful;starry;quiet;calm;long;mysterious;cool;deep
o3-mini,basic,1.0,TR # Turkish,C2,most frequent,Time Concepts,season,changing;distinct;vibrant;mild;harsh;beautiful;lovely;dynamic;pleasant;transitional
o3-mini,basic,1.0,TR # Turkish,C2,most frequent,Time Concepts,second,brief;quick;fleeting;exact;small;instant;rapid;measured;transient;short
o3-mini,basic,1.0,TR # Turkish,C2,most frequent,Time Concepts,week,busy;long;short;hectic;productive;eventful;regular;challenging;pleasant;changing
o3-mini,basic,1.0,TR # Turkish,C2,most frequent,Time Concepts,year,long;eventful;memorable;productive;challenging;prosperous;remarkable;busy;changing;historic
o3-mini,basic,1.0,TR # Turkish,Perfect,most frequent,Abstract Concepts,anger,intense;burning;suppressed;fierce;deep;explosive;controlled;raw;sudden;overwhelming
o3-mini,basic,1.0,TR # Turkish,Perfect,most frequent,Abstract Concepts,courage,brave;bold;fearless;steadfast;honorable;resilient;unwavering;admirable;noble;genuine
o3-mini,basic,1.0,TR # Turkish,Perfect,most frequent,Abstract Concepts,fear,intense;primal;overwhelming;crippling;pervasive;sudden;deep;irrational;chilling;constant
o3-mini,basic,1.0,TR # Turkish,Perfect,most frequent,Abstract Concepts,freedom,absolute;cherished;limited;personal;boundless;true;hard-won;fragile;prized;essential
o3-mini,basic,1.0,TR # Turkish,Perfect,most frequent,Abstract Concepts,happiness,blissful;joyful;pure;radiant;contagious;deep;genuine;lasting;bright;serene
o3-mini,basic,1.0,TR # Turkish,Perfect,most frequent,Abstract Concepts,hate,intense;deep;bitter;raw;destructive;enduring;powerful;consuming;poisonous;irrational
o3-mini,basic,1.0,TR # Turkish,Perfect,most frequent,Abstract Concepts,honesty,absolute;sincere;unwavering;steadfast;complete;transparent;truthful;frank;enduring;rare
