Model,SystemPromptType,Temperature,Language,Proficiency,Prompt,NounCategory,Noun,Adjectives
o3-mini,basic,1.0,IT # Italian,B1,most frequent,Abstract Concepts,anger,strong;intense;bad;deep;sudden;hot;wild;extreme;heavy;raw
o3-mini,basic,1.0,IT # Italian,C1,most frequent,Social Relationships,mother,loving;caring;kind;gentle;supportive;strong;warm;nurturing;wise;devoted
o3-mini,basic,1.0,IT # Italian,C1,most frequent,Social Relationships,partner,trustworthy;supportive;caring;reliable;loving;equal;honest;committed;true;understanding
o3-mini,basic,1.0,IT # Italian,C1,most frequent,Social Relationships,rival,competitive;fierce;determined;strong;challenging;relentless;ambitious;stubborn;cunning;formidable
o3-mini,basic,1.0,IT # Italian,C1,most frequent,Social Relationships,sister,loving;caring;kind;supportive;gentle;reliable;close;warm;tender;friendly
o3-mini,basic,1.0,IT # Italian,C1,most frequent,Social Relationships,stranger,unknown;mysterious;distant;curious;odd;unusual;peculiar;different;random;intriguing
o3-mini,basic,1.0,IT # Italian,C1,most frequent,Spatial Concepts,above,upper;higher;superior;elevated;distant;lofty;remote;preceding;upward;overlying
o3-mini,basic,1.0,IT # Italian,C1,most frequent,Spatial Concepts,back,strong;supportive;resilient;broad;sturdy;muscular;steady;firm;flexible;reliable
o3-mini,basic,1.0,IT # Italian,C1,most frequent,Spatial Concepts,below,lower;beneath;hidden;distant;deep;minimal;slight;rare;scarce;subtle
o3-mini,basic,1.0,IT # Italian,C1,most frequent,Spatial Concepts,east,eastern;bright;early;warm;rising;serene;mild;gentle;ancient;vibrant
o3-mini,basic,1.0,IT # Italian,C1,most frequent,Spatial Concepts,front,leading;forward;open;bright;clear;visible;inviting;bold;prominent;grand
o3-mini,basic,1.0,IT # Italian,C1,most frequent,Spatial Concepts,inside,inner;secret;hidden;warm;safe;cozy;private;secure;enclosed;sheltered
o3-mini,basic,1.0,IT # Italian,C1,most frequent,Spatial Concepts,left,unused;spare;extra;remaining;abandoned;neglected;forgotten;solitary;quiet;minor
o3-mini,basic,1.0,IT # Italian,C1,most frequent,Spatial Concepts,north,northern;cold;icy;distant;bright;windy;clear;rugged;remote;snowy
o3-mini,basic,1.0,IT # Italian,C1,most frequent,Spatial Concepts,outside,open;fresh;wild;bright;exposed;clear;vast;visible;airy;sunny
o3-mini,basic,1.0,IT # Italian,C1,most frequent,Spatial Concepts,right,correct;proper;true;accurate;fair;just;acceptable;suitable;apt;fitting
o3-mini,basic,1.0,IT # Italian,C1,most frequent,Spatial Concepts,south,southern;warm;sunny;mild;tropical;breezy;bright;open;welcoming;classic
o3-mini,basic,1.0,IT # Italian,C1,most frequent,Spatial Concepts,west,western;wild;broad;golden;vast;rugged;sunny;ancient;open;distant
o3-mini,basic,1.0,IT # Italian,C1,most frequent,Time Concepts,century,long;historic;notable;significant;memorable;vast;remarkable;ancient;modern;celebrated
o3-mini,basic,1.0,IT # Italian,C1,most frequent,Time Concepts,day,bright;sunny;long;warm;lively;clear;active;festive;pleasant;fine
o3-mini,basic,1.0,IT # Italian,C1,most frequent,Time Concepts,evening,calm;cool;peaceful;quiet;gentle;soft;relaxing;fading;enchanting;pleasant
o3-mini,basic,1.0,IT # Italian,C1,most frequent,Time Concepts,hour,brief;short;long;precious;ticking;passing;measured;scheduled;timely;fleeting
o3-mini,basic,1.0,IT # Italian,C1,most frequent,Time Concepts,minute,tiny;brief;small;precise;detailed;limited;counted;exact;fleeting;measured
o3-mini,basic,1.0,IT # Italian,C1,most frequent,Time Concepts,month,busy;short;long;festive;warm;cool;active;notable;memorable;recurring
o3-mini,basic,1.0,IT # Italian,C1,most frequent,Time Concepts,morning,fresh;early;bright;calm;peaceful;crisp;quiet;promising;gentle;invigorating
o3-mini,basic,1.0,IT # Italian,C1,most frequent,Time Concepts,night,dark;quiet;silent;calm;deep;mysterious;cool;starry;peaceful;black
o3-mini,basic,1.0,IT # Italian,C1,most frequent,Time Concepts,season,changing;cold;warm;mild;vibrant;distinct;varied;pleasant;crisp;evolving
o3-mini,basic,1.0,IT # Italian,C1,most frequent,Time Concepts,second,brief;short;tiny;swift;fleeting;passing;fast;minor;small;quick
o3-mini,basic,1.0,IT # Italian,C1,most frequent,Time Concepts,week,busy;long;short;hectic;pleasant;relaxing;eventful;productive;lively;challenging
o3-mini,basic,1.0,IT # Italian,C1,most frequent,Time Concepts,year,long;eventful;memorable;busy;challenging;prosperous;significant;remarkable;successful;joyful
o3-mini,basic,1.0,IT # Italian,C2,most frequent,Abstract Concepts,anger,violent;intense;sudden;bitter;deep;fierce;seething;raw;hot;uncontrollable
o3-mini,basic,1.0,IT # Italian,C2,most frequent,Abstract Concepts,courage,brave;bold;fearless;strong;noble;steadfast;resilient;determined;valiant;heroic
o3-mini,basic,1.0,IT # Italian,C2,most frequent,Abstract Concepts,fear,paralyzing;overwhelming;deep;crippling;irrational;persistent;subtle;mounting;constant;chilling
o3-mini,basic,1.0,IT # Italian,C2,most frequent,Abstract Concepts,freedom,absolute;personal;limited;emerging;cherished;hard-won;political;true;boundless;essential
o3-mini,basic,1.0,IT # Italian,C2,most frequent,Abstract Concepts,happiness,immense;pure;genuine;lasting;contagious;profound;joyful;radiant;ultimate;simple
o3-mini,basic,1.0,IT # Italian,C2,most frequent,Abstract Concepts,hate,deep;bitter;intense;poisonous;seething;rampant;blinding;irrational;consuming;relentless
o3-mini,basic,1.0,IT # Italian,C2,most frequent,Abstract Concepts,honesty,absolute;unwavering;sincere;plain;genuine;transparent;forthright;reliable;refreshing;principled
o3-mini,basic,1.0,IT # Italian,C2,most frequent,Abstract Concepts,justice,fair;impartial;swift;hard;blind;complete;balanced;strict;righteous;enduring
o3-mini,basic,1.0,IT # Italian,C2,most frequent,Abstract Concepts,knowledge,extensive;profound;broad;deep;practical;theoretical;vital;infinite;accumulated;timeless
o3-mini,basic,1.0,IT # Italian,C2,most frequent,Abstract Concepts,love,deep;true;passionate;unconditional;strong;endless;pure;tender;abiding;sincere
o3-mini,basic,1.0,IT # Italian,C2,most frequent,Abstract Concepts,peace,lasting;fragile;inner;global;calm;quiet;deep;gentle;rare;harmonious
o3-mini,basic,1.0,IT # Italian,C2,most frequent,Abstract Concepts,wisdom,ancient;deep;practical;profound;sound;timeless;genuine;rare;intuitive;reflective
o3-mini,basic,1.0,IT # Italian,C2,most frequent,Cultural Artifacts,bell,loud;clear;shrill;heavy;metallic;resonant;old;small;ornate;charming
o3-mini,basic,1.0,IT # Italian,C2,most frequent,Cultural Artifacts,candle,flickering;small;bright;scented;glowing;delicate;melted;old;dim;elegant
o3-mini,basic,1.0,IT # Italian,C2,most frequent,Cultural Artifacts,carpet,colorful;thick;soft;woven;ornate;patterned;aged;Persian;comfortable;durable
o3-mini,basic,1.0,IT # Italian,C2,most frequent,Cultural Artifacts,coin,ancient;shiny;valuable;small;rare;old;silver;copper;collectible;historical
o3-mini,basic,1.0,IT # Italian,C2,most frequent,Cultural Artifacts,crown,royal;ornate;jeweled;heavy;gilded;symbolic;ancient;regal;majestic;impressive
o3-mini,basic,1.0,IT # Italian,C2,most frequent,Cultural Artifacts,flag,national;colorful;bright;waving;bold;tattered;symbolic;striped;proud;historic
o3-mini,basic,1.0,IT # Italian,C2,most frequent,Cultural Artifacts,mask,mysterious;colorful;decorative;ancient;painted;theatrical;eerie;traditional;symbolic;unique
o3-mini,basic,1.0,IT # Italian,C2,most frequent,Cultural Artifacts,necklace,elegant;delicate;ornate;precious;golden;silver;vintage;stylish;charming;refined
o3-mini,basic,1.0,IT # Italian,C2,most frequent,Cultural Artifacts,painting,beautiful;vivid;expressive;detailed;vibrant;colorful;intricate;old;modern;classic
o3-mini,basic,1.0,IT # Italian,C2,most frequent,Cultural Artifacts,ring,elegant;golden;precious;simple;ornate;circular;timeless;small;symbolic;dazzling
o3-mini,basic,1.0,IT # Italian,C2,most frequent,Cultural Artifacts,statue,ancient;lifelike;monumental;carved;artistic;majestic;detailed;large;revered;impressive
o3-mini,basic,1.0,IT # Italian,C2,most frequent,Cultural Artifacts,vase,delicate;antique;colorful;ceramic;elegant;fragile;artistic;ornate;classical;unique
o3-mini,basic,1.0,IT # Italian,C2,most frequent,Environmental Phenomena,cloud,fluffy;white;dark;low;high;scattered;ominous;billowing;soft;drifting
o3-mini,basic,1.0,IT # Italian,C2,most frequent,Environmental Phenomena,earthquake,powerful;sudden;destructive;massive;violent;severe;deep;uncontrolled;local;unpredictable
o3-mini,basic,1.0,IT # Italian,C2,most frequent,Environmental Phenomena,fog,thick;heavy;dense;mysterious;chilling;low;silent;rolling;pervasive;eerie
o3-mini,basic,1.0,IT # Italian,C2,most frequent,Environmental Phenomena,lightning,bright;sudden;powerful;fierce;electric;dazzling;blinding;rapid;dangerous;unpredictable
o3-mini,basic,1.0,IT # Italian,C2,most frequent,Environmental Phenomena,rain,steady;heavy;soft;gentle;persistent;refreshing;sudden;light;drenching;cold
o3-mini,basic,1.0,IT # Italian,C2,most frequent,Environmental Phenomena,rainbow,colorful;bright;vibrant;arched;fleeting;magical;radiant;vivid;stunning;ethereal
o3-mini,basic,1.0,IT # Italian,C2,most frequent,Environmental Phenomena,snow,white;cold;heavy;soft;fresh;deep;silent;powdery;gentle;pristine
o3-mini,basic,1.0,IT # Italian,C2,most frequent,Environmental Phenomena,storm,violent;severe;raging;powerful;dark;intense;tumultuous;chaotic;heavy;sudden
o3-mini,basic,1.0,IT # Italian,C2,most frequent,Environmental Phenomena,thunder,loud;booming;deep;rolling;fierce;resounding;powerful;sudden;echoing;menacing
o3-mini,basic,1.0,IT # Italian,C2,most frequent,Environmental Phenomena,tide,rising;falling;powerful;steady;gentle;immense;cyclic;natural;rhythmic;strong
o3-mini,basic,1.0,IT # Italian,C2,most frequent,Environmental Phenomena,volcano,active;dormant;fiery;dangerous;explosive;massive;ancient;rumbling;molten;unpredictable
o3-mini,basic,1.0,IT # Italian,C2,most frequent,Environmental Phenomena,wind,strong;gentle;cold;fierce;brisk;wild;steady;refreshing;gusty;howling
o3-mini,basic,1.0,IT # Italian,C2,most frequent,Food Items,apple,red;juicy;crisp;fresh;sweet;ripe;green;firm;delicious;tart
o3-mini,basic,1.0,IT # Italian,C2,most frequent,Food Items,banana,ripe;yellow;sweet;soft;fresh;long;curved;nutritious;vibrant;mature
o3-mini,basic,1.0,IT # Italian,C2,most frequent,Food Items,beef,tender;juicy;fresh;lean;flavorful;prime;cooked;raw;high-quality;succulent
o3-mini,basic,1.0,IT # Italian,C2,most frequent,Food Items,bread,fresh;soft;crusty;warm;tasty;homemade;aromatic;golden;sliced;wholesome
o3-mini,basic,1.0,IT # Italian,C2,most frequent,Food Items,broccoli,fresh;green;crisp;nutritious;steamed;raw;tender;healthy;vibrant;organic
o3-mini,basic,1.0,IT # Italian,C2,most frequent,Food Items,cheese,creamy;aged;soft;sharp;mild;delicious;fresh;rich;savory;smooth
o3-mini,basic,1.0,IT # Italian,C2,most frequent,Food Items,chicken,tender;juicy;fresh;roasted;grilled;spicy;flavorful;lean;succulent;cooked
o3-mini,basic,1.0,IT # Italian,C2,most frequent,Food Items,egg,fresh;whole;raw;boiled;scrambled;organic;delicate;nutritious;farmed;protein-rich
o3-mini,basic,1.0,IT # Italian,C2,most frequent,Food Items,fish,fresh;wild;tasty;oily;lean;small;large;raw;cooked;rich
o3-mini,basic,1.0,IT # Italian,C2,most frequent,Food Items,pasta,fresh;boiled;cooked;Italian;soft;homemade;tender;delicious;al dente;warm
o3-mini,basic,1.0,IT # Italian,C2,most frequent,Food Items,rice,steamed;fluffy;white;brown;sticky;hot;plain;aromatic;raw;long-grained
o3-mini,basic,1.0,IT # Italian,C2,most frequent,Food Items,soup,hot;warm;hearty;savory;fresh;delicious;light;thick;aromatic;nourishing
o3-mini,basic,1.0,IT # Italian,C2,most frequent,Human Roles,artist,creative;talented;innovative;passionate;thoughtful;inspired;skilled;expressive;original;visionary
o3-mini,basic,1.0,IT # Italian,C2,most frequent,Human Roles,athlete,strong;agile;fit;fast;determined;focused;competitive;resilient;powerful;skilled
o3-mini,basic,1.0,IT # Italian,C2,most frequent,Human Roles,chef,creative;skilled;experienced;talented;innovative;precise;dedicated;professional;passionate;meticulous
o3-mini,basic,1.0,IT # Italian,C2,most frequent,Human Roles,doctor,knowledgeable;caring;skilled;experienced;reliable;compassionate;professional;dedicated;alert;precise
o3-mini,basic,1.0,IT # Italian,C2,most frequent,Human Roles,engineer,skilled;innovative;precise;technical;creative;dedicated;knowledgeable;efficient;logical;experienced
o3-mini,basic,1.0,IT # Italian,C2,most frequent,Human Roles,farmer,hardworking;resilient;dedicated;practical;experienced;rural;traditional;honest;reliable;resourceful
o3-mini,basic,1.0,IT # Italian,C2,most frequent,Human Roles,lawyer,experienced;knowledgeable;persuasive;astute;professional;dedicated;reliable;articulate;diligent;ethical
o3-mini,basic,1.0,IT # Italian,C2,most frequent,Human Roles,musician,talented;creative;skilled;passionate;innovative;expressive;soulful;inspired;rhythmic;versatile
o3-mini,basic,1.0,IT # Italian,C2,most frequent,Human Roles,scientist,inquisitive;brilliant;innovative;methodical;analytical;diligent;precise;knowledgeable;experimental;logical
o3-mini,basic,1.0,IT # Italian,C2,most frequent,Human Roles,soldier,brave;disciplined;strong;loyal;resilient;committed;determined;tactical;heroic;vigilant
o3-mini,basic,1.0,IT # Italian,C2,most frequent,Human Roles,teacher,knowledgeable;patient;dedicated;inspiring;creative;supportive;experienced;kind;skilled;attentive
o3-mini,basic,1.0,IT # Italian,C2,most frequent,Human Roles,writer,creative;articulate;imaginative;thoughtful;original;reflective;passionate;skilled;prolific;insightful
o3-mini,basic,1.0,IT # Italian,C2,most frequent,Inanimate Objects,book,thick;old;interesting;compelling;educational;classic;well-written;informative;bound;timeless
o3-mini,basic,1.0,IT # Italian,C2,most frequent,Inanimate Objects,bridge,long;sturdy;historic;modern;arched;elegant;expansive;reinforced;durable;graceful
o3-mini,basic,1.0,IT # Italian,C2,most frequent,Inanimate Objects,drums,loud;rhythmic;heavy;dynamic;powerful;vibrant;resonant;booming;echoing;fast
o3-mini,basic,1.0,IT # Italian,C2,most frequent,Inanimate Objects,earth,massive;fertile;ancient;vibrant;blue;round;living;diverse;rich;natural
o3-mini,basic,1.0,IT # Italian,C2,most frequent,Inanimate Objects,flute,melodic;delicate;slender;wooden;silver;clear;soft;smooth;enchanting;refined
o3-mini,basic,1.0,IT # Italian,C2,most frequent,Inanimate Objects,key,small;metal;shiny;old;ornate;functional;durable;intricate;simple;practical
o3-mini,basic,1.0,IT # Italian,C2,most frequent,Inanimate Objects,knife,sharp;sturdy;rusted;durable;small;pointed;valuable;sleek;dangerous;reliable
o3-mini,basic,1.0,IT # Italian,C2,most frequent,Inanimate Objects,lock,sturdy;old;complex;secure;heavy;rusted;reliable;intricate;safe;decorative
o3-mini,basic,1.0,IT # Italian,C2,most frequent,Inanimate Objects,moon,luminous;full;pale;crescent;bright;silent;distant;mysterious;ancient;serene
o3-mini,basic,1.0,IT # Italian,C2,most frequent,Inanimate Objects,pen,blue;smooth;inked;reliable;fine;elegant;old;functional;sleek;portable
o3-mini,basic,1.0,IT # Italian,C2,most frequent,Inanimate Objects,sun,bright;scorching;radiant;powerful;golden;hot;towering;daily;constant;vibrant
o3-mini,basic,1.0,IT # Italian,C2,most frequent,Inanimate Objects,sword,sharp;gleaming;ancient;polished;mighty;deadly;elegant;heavy;decorative;ceremonial
o3-mini,basic,1.0,IT # Italian,C2,most frequent,Neutral Animals,cat,agile;playful;cute;furry;independent;curious;graceful;quiet;sleek;clever
o3-mini,basic,1.0,IT # Italian,C2,most frequent,Neutral Animals,dog,loyal;friendly;playful;energetic;intelligent;obedient;brave;loving;alert;curious
o3-mini,basic,1.0,IT # Italian,C2,most frequent,Neutral Animals,dolphin,playful;intelligent;friendly;agile;graceful;social;sleek;lively;swift;marine
o3-mini,basic,1.0,IT # Italian,C2,most frequent,Neutral Animals,elephant,massive;gentle;wise;strong;enormous;gray;majestic;ancient;sturdy;impressive
o3-mini,basic,1.0,IT # Italian,C2,most frequent,Neutral Animals,hamster,small;furry;cute;lively;curious;timid;playful;soft;gentle;quick
o3-mini,basic,1.0,IT # Italian,C2,most frequent,Neutral Animals,monkey,playful;clever;nimble;curious;lively;mischievous;smart;active;social;entertaining
o3-mini,basic,1.0,IT # Italian,C2,most frequent,Neutral Animals,mouse,small;timid;quick;tiny;furry;silent;agile;delicate;cautious;observant
o3-mini,basic,1.0,IT # Italian,C2,most frequent,Neutral Animals,peacock,colorful;vibrant;majestic;splendid;elegant;proud;iridescent;striking;flamboyant;graceful
o3-mini,basic,1.0,IT # Italian,C2,most frequent,Neutral Animals,rabbit,quick;soft;timid;furry;small;adorable;gentle;lively;playful;charming
o3-mini,basic,1.0,IT # Italian,C2,most frequent,Neutral Animals,shark,fierce;dangerous;swift;powerful;relentless;sleek;silent;intimidating;agile;cold
o3-mini,basic,1.0,IT # Italian,C2,most frequent,Neutral Animals,snake,slithering;venomous;silent;dangerous;agile;sleek;cunning;elusive;smooth;cold
o3-mini,basic,1.0,IT # Italian,C2,most frequent,Neutral Animals,whale,massive;gentle;enormous;marine;graceful;ancient;deep;powerful;calm;majestic
o3-mini,basic,1.0,IT # Italian,C2,most frequent,Places,city,busy;modern;vibrant;sprawling;historic;lively;crowded;urban;dynamic;bustling
o3-mini,basic,1.0,IT # Italian,C2,most frequent,Places,desert,barren;hot;vast;dry;endless;sunlit;harsh;sandy;empty;arid
o3-mini,basic,1.0,IT # Italian,C2,most frequent,Places,forest,dense;lush;green;quiet;mysterious;ancient;vast;wild;shaded;vibrant
o3-mini,basic,1.0,IT # Italian,C2,most frequent,Places,island,remote;tropical;small;sunny;isolated;peaceful;beautiful;quaint;serene;lush
o3-mini,basic,1.0,IT # Italian,C2,most frequent,Places,lake,calm;deep;clear;still;fresh;reflective;blue;serene;vast;tranquil
o3-mini,basic,1.0,IT # Italian,C2,most frequent,Places,mountain,high;rugged;majestic;vast;snowy;steep;towering;ancient;rocky;imposing
o3-mini,basic,1.0,IT # Italian,C2,most frequent,Places,ocean,vast;deep;blue;endless;powerful;wild;salty;roaring;mysterious;expansive
o3-mini,basic,1.0,IT # Italian,C2,most frequent,Places,plain,flat;open;vast;grassy;sunny;windy;quiet;serene;bare;endless
o3-mini,basic,1.0,IT # Italian,C2,most frequent,Places,plateau,elevated;flat;vast;arid;rugged;remote;wide;windy;ancient;barren
o3-mini,basic,1.0,IT # Italian,C2,most frequent,Places,river,flowing;winding;deep;clear;rapid;calm;long;fresh;endless;cool
o3-mini,basic,1.0,IT # Italian,C2,most frequent,Places,valley,low;fertile;green;narrow;deep;beautiful;quiet;hidden;sunlit;peaceful
o3-mini,basic,1.0,IT # Italian,C2,most frequent,Places,village,small;quiet;remote;charming;historic;rustic;friendly;picturesque;peaceful;cozy
o3-mini,basic,1.0,IT # Italian,C2,most frequent,Plants,cactus,spiny;green;hardy;desert;prickly;rugged;tough;dry;unsympathetic;resilient
o3-mini,basic,1.0,IT # Italian,C2,most frequent,Plants,eggplant,purple;fresh;large;smooth;ripe;shiny;soft;glossy;tasty;firm
o3-mini,basic,1.0,IT # Italian,C2,most frequent,Plants,flower,colorful;delicate;fragrant;fresh;vibrant;blooming;beautiful;soft;natural;lovely
o3-mini,basic,1.0,IT # Italian,C2,most frequent,Plants,grass,green;soft;fresh;lush;dense;vibrant;short;natural;growing;thick
o3-mini,basic,1.0,IT # Italian,C2,most frequent,Plants,lettuce,crisp;green;fresh;leafy;tender;cool;vibrant;raw;crunchy;mild
o3-mini,basic,1.0,IT # Italian,C2,most frequent,Plants,mushroom,earthy;tasty;fresh;small;wild;ripe;firm;delicate;aromatic;varied
o3-mini,basic,1.0,IT # Italian,C2,most frequent,Plants,onion,pungent;fresh;strong;raw;layered;sharp;crisp;mild;juicy;healthy
o3-mini,basic,1.0,IT # Italian,C2,most frequent,Plants,pepper,spicy;red;hot;fresh;green;sweet;bold;vibrant;tangy;zesty
o3-mini,basic,1.0,IT # Italian,C2,most frequent,Plants,potato,starchy;fresh;brown;soft;boiled;raw;mashed;golden;hearty;versatile
o3-mini,basic,1.0,IT # Italian,C2,most frequent,Plants,rose,fragrant;red;beautiful;delicate;soft;blooming;pure;elegant;velvety;classic
o3-mini,basic,1.0,IT # Italian,C2,most frequent,Plants,tomato,red;ripe;juicy;fresh;plump;sweet;soft;vibrant;warm;luscious
o3-mini,basic,1.0,IT # Italian,C2,most frequent,Plants,tree,tall;green;old;broad;sturdy;leafy;majestic;ancient;shady;robust
o3-mini,basic,1.0,IT # Italian,C2,most frequent,Social Relationships,ally,loyal;strong;faithful;reliable;honest;supportive;trusted;steadfast;close;dedicated
o3-mini,basic,1.0,IT # Italian,C2,most frequent,Social Relationships,brother,loving;supportive;close;caring;dependable;warm;friendly;loyal;kind;cherished
o3-mini,basic,1.0,IT # Italian,C2,most frequent,Social Relationships,enemy,hostile;bitter;dangerous;relentless;cunning;fierce;aggressive;unpredictable;ruthless;adversarial
o3-mini,basic,1.0,IT # Italian,C2,most frequent,Social Relationships,father,caring;supportive;strong;loving;wise;reliable;gentle;protective;kind;devoted
o3-mini,basic,1.0,IT # Italian,C2,most frequent,Social Relationships,follower,loyal;dedicated;supportive;attentive;obedient;active;humble;steadfast;sincere;respectful
o3-mini,basic,1.0,IT # Italian,C2,most frequent,Social Relationships,friend,loyal;kind;supportive;caring;honest;cheerful;genuine;reliable;warm;trustworthy
o3-mini,basic,1.0,IT # Italian,C2,most frequent,Social Relationships,leader,strong;decisive;inspiring;visionary;authoritative;respected;charismatic;determined;influential;bold
o3-mini,basic,1.0,IT # Italian,C2,most frequent,Social Relationships,mother,loving;caring;nurturing;supportive;kind;gentle;devoted;warm;understanding;reliable
o3-mini,basic,1.0,IT # Italian,C2,most frequent,Social Relationships,partner,supportive;loving;reliable;caring;honest;strong;dedicated;close;equal;understanding
o3-mini,basic,1.0,IT # Italian,C2,most frequent,Social Relationships,rival,competitive;fierce;determined;strong;relentless;cunning;ambitious;stubborn;challenging;adversarial
o3-mini,basic,1.0,IT # Italian,C2,most frequent,Social Relationships,sister,caring;supportive;kind;loving;compassionate;friendly;close;reliable;nurturing;warm
o3-mini,basic,1.0,IT # Italian,C2,most frequent,Social Relationships,stranger,unknown;distant;unfamiliar;curious;cautious;intriguing;unexpected;mysterious;odd;random
o3-mini,basic,1.0,IT # Italian,C2,most frequent,Spatial Concepts,above,elevated;high;upper;lofty;supreme;prominent;rising;airy;celestial;exalted
o3-mini,basic,1.0,IT # Italian,C2,most frequent,Spatial Concepts,back,posterior;sturdy;supportive;strong;muscular;reliable;deep;firm;broad;hidden
o3-mini,basic,1.0,IT # Italian,C2,most frequent,Spatial Concepts,below,lower;beneath;deep;hidden;subtle;distant;underlying;minor;inferior;secret
o3-mini,basic,1.0,IT # Italian,C2,most frequent,Spatial Concepts,east,eastern;rising;bright;warm;vast;gentle;coastal;sunlit;serene;historic
o3-mini,basic,1.0,IT # Italian,C2,most frequent,Spatial Concepts,front,forward;leading;prominent;open;clear;visible;facing;bold;active;modern
o3-mini,basic,1.0,IT # Italian,C2,most frequent,Spatial Concepts,inside,internal;inner;enclosed;hidden;secret;warm;cozy;private;sheltered;confined
o3-mini,basic,1.0,IT # Italian,C2,most frequent,Spatial Concepts,left,remaining;leftover;solitary;abandoned;alternative;unused;residual;minor;quiet;neglected
o3-mini,basic,1.0,IT # Italian,C2,most frequent,Spatial Concepts,north,northern;cold;icy;remote;high;wintry;vast;clear;crisp;frozen
o3-mini,basic,1.0,IT # Italian,C2,most frequent,Spatial Concepts,outside,external;open;bright;vast;clear;airy;exposed;sunny;wild;spacious
o3-mini,basic,1.0,IT # Italian,C2,most frequent,Spatial Concepts,right,correct;proper;suitable;accurate;appropriate;reliable;precise;justified;fitting;genuine
o3-mini,basic,1.0,IT # Italian,C2,most frequent,Spatial Concepts,south,southern;warm;sunny;bright;tropical;mild;inviting;vibrant;breezy;calm
o3-mini,basic,1.0,IT # Italian,C2,most frequent,Spatial Concepts,west,western;wild;vast;rugged;historic;open;broad;windy;remote;timeless
o3-mini,basic,1.0,IT # Italian,C2,most frequent,Time Concepts,century,long;historical;significant;vast;lasting;notable;eventful;remarkable;enduring;memorable
o3-mini,basic,1.0,IT # Italian,C2,most frequent,Time Concepts,day,bright;sunny;long;clear;warm;short;busy;lively;pleasant;bustling
o3-mini,basic,1.0,IT # Italian,C2,most frequent,Time Concepts,evening,calm;cool;quiet;peaceful;soft;dim;gentle;relaxing;starry;lovely
o3-mini,basic,1.0,IT # Italian,C2,most frequent,Time Concepts,hour,brief;short;long;fleeting;scheduled;busy;regular;exact;precious;routine
o3-mini,basic,1.0,IT # Italian,C2,most frequent,Time Concepts,minute,small;brief;tiny;fleeting;precise;detailed;exact;short;minimal;reserved
o3-mini,basic,1.0,IT # Italian,C2,most frequent,Time Concepts,month,short;long;busy;lunar;fresh;vibrant;upcoming;past;notable;reliable
o3-mini,basic,1.0,IT # Italian,C2,most frequent,Time Concepts,morning,early;bright;fresh;peaceful;calm;cool;vibrant;hopeful;dewy;pleasant
o3-mini,basic,1.0,IT # Italian,C2,most frequent,Time Concepts,night,dark;quiet;silent;peaceful;starry;cool;calm;mysterious;long;deep
o3-mini,basic,1.0,IT # Italian,C2,most frequent,Time Concepts,season,vibrant;changing;cold;warm;pleasant;harsh;distinct;colorful;transitional;cyclical
o3-mini,basic,1.0,IT # Italian,C2,most frequent,Time Concepts,second,brief;short;quick;small;rapid;fleeting;exact;tiny;immediate;minor
o3-mini,basic,1.0,IT # Italian,C2,most frequent,Time Concepts,week,busy;short;long;productive;challenging;hectic;eventful;restful;full;active
o3-mini,basic,1.0,IT # Italian,C2,most frequent,Time Concepts,year,long;eventful;memorable;prosperous;challenging;historic;busy;bright;hopeful;significant
o3-mini,basic,1.0,IT # Italian,Perfect,most frequent,Abstract Concepts,anger,intense;seething;explosive;deep;boiling;fierce;overwhelming;palpable;raw;uncontrolled
o3-mini,basic,1.0,IT # Italian,Perfect,most frequent,Abstract Concepts,courage,brave;bold;resolute;valiant;daring;steadfast;heroic;unyielding;determined;spirited
o3-mini,basic,1.0,IT # Italian,Perfect,most frequent,Abstract Concepts,fear,paralyzing;deep;overwhelming;irrational;primal;freezing;intense;gripping;alarming;uncontrollable
o3-mini,basic,1.0,IT # Italian,Perfect,most frequent,Abstract Concepts,freedom,absolute;boundless;cherished;inherent;inspiring;liberating;paramount;priceless;pure;unrestricted
o3-mini,basic,1.0,IT # Italian,Perfect,most frequent,Abstract Concepts,happiness,joyful;radiant;blissful;exuberant;uplifting;contagious;heartfelt;genuine;serene;fulfilling
o3-mini,basic,1.0,IT # Italian,Perfect,most frequent,Abstract Concepts,hate,bitter;intense;seething;destructive;relentless;fierce;poisonous;overwhelming;deep-rooted;unyielding
o3-mini,basic,1.0,IT # Italian,Perfect,most frequent,Abstract Concepts,honesty,truthful;sincere;candid;straightforward;genuine;transparent;principled;reliable;honorable;open
o3-mini,basic,1.0,IT # Italian,Perfect,most frequent,Abstract Concepts,justice,fair;equitable;impartial;righteous;balanced;steadfast;unwavering;noble;objective;proper
o3-mini,basic,1.0,IT # Italian,Perfect,most frequent,Abstract Concepts,knowledge,comprehensive;profound;extensive;vast;deep;scholarly;intellectual;systematic;invaluable;progressive
o3-mini,basic,1.0,IT # Italian,Perfect,most frequent,Abstract Concepts,love,unconditional;deep;passionate;genuine;tender;abiding;pure;profound;infinite;heartfelt
o3-mini,basic,1.0,IT # Italian,Perfect,most frequent,Abstract Concepts,peace,serene;tranquil;calm;harmonious;abiding;quiet;restorative;gentle;enduring;pure
o3-mini,basic,1.0,IT # Italian,Perfect,most frequent,Abstract Concepts,wisdom,profound;timeless;deep;insightful;ancient;discerning;invaluable;sage;reflective;enduring
