Model,SystemPromptType,Temperature,Language,Proficiency,Prompt,NounCategory,Noun,Adjectives
o3-mini,basic,1.0,UR # Urdu,B1,most frequent,Abstract Concepts,anger,strong;deep;fierce;hot;sharp;sudden;wild;intense;heavy;burning
o3-mini,basic,1.0,UR # Urdu,C1,most frequent,Social Relationships,father,caring;strong;wise;kind;loving;steady;gentle;brave;reliable;firm
o3-mini,basic,1.0,UR # Urdu,C1,most frequent,Social Relationships,follower,loyal;steady;quiet;willing;humble;supportive;keen;true;diligent;patient
o3-mini,basic,1.0,UR # Urdu,C1,most frequent,Social Relationships,friend,kind;loyal;dear;honest;warm;true;friendly;supportive;gentle;trustworthy
o3-mini,basic,1.0,UR # Urdu,C1,most frequent,Social Relationships,leader,strong;bold;wise;firm;brave;true;decisive;calm;noble;respected
o3-mini,basic,1.0,UR # Urdu,C1,most frequent,Social Relationships,mother,caring;kind;warm;loving;gentle;wise;strong;patient;supportive;dear
o3-mini,basic,1.0,UR # Urdu,C1,most frequent,Social Relationships,partner,close;strong;loyal;steady;kind;dear;true;supportive;friendly;reliable
o3-mini,basic,1.0,UR # Urdu,C1,most frequent,Social Relationships,rival,fierce;determined;stubborn;tough;challenging;bitter;smart;cunning;resolute;relentless
o3-mini,basic,1.0,UR # Urdu,C1,most frequent,Social Relationships,sister,dear;kind;loving;gentle;strong;warm;true;loyal;caring;supportive
o3-mini,basic,1.0,UR # Urdu,C1,most frequent,Social Relationships,stranger,unknown;distant;new;mysterious;curious;fleeting;odd;rare;unfamiliar;silent
o3-mini,basic,1.0,UR # Urdu,C1,most frequent,Spatial Concepts,above,high;upper;distant;overhead;clear;bright;elevated;lofty;close;superior
o3-mini,basic,1.0,UR # Urdu,C1,most frequent,Spatial Concepts,back,strong;fixed;steady;thick;firm;rugged;deep;bent;long;natural
o3-mini,basic,1.0,UR # Urdu,C1,most frequent,Spatial Concepts,below,low;deep;hidden;small;dark;quiet;base;plain;minor;inferior
o3-mini,basic,1.0,UR # Urdu,C1,most frequent,Spatial Concepts,east,rising;early;bright;warm;sunny;vast;distant;fresh;clear;gentle
o3-mini,basic,1.0,UR # Urdu,C1,most frequent,Spatial Concepts,front,main;open;clear;bright;strong;bold;first;direct;grand;wide
o3-mini,basic,1.0,UR # Urdu,C1,most frequent,Spatial Concepts,inside,deep;warm;quiet;safe;hidden;soft;calm;secret;close;sheltered
o3-mini,basic,1.0,UR # Urdu,C1,most frequent,Spatial Concepts,left,remaining;extra;minor;spare;lone;forgotten;small;last;limited;idle
o3-mini,basic,1.0,UR # Urdu,C1,most frequent,Spatial Concepts,north,cold;dark;icy;distant;clear;high;silent;rugged;vast;ancient
o3-mini,basic,1.0,UR # Urdu,C1,most frequent,Spatial Concepts,outside,open;fresh;wild;bright;clear;free;vast;natural;cool;sunny
o3-mini,basic,1.0,UR # Urdu,C1,most frequent,Spatial Concepts,right,proper;true;correct;safe;neat;exact;fair;clear;sound;ideal
o3-mini,basic,1.0,UR # Urdu,C1,most frequent,Spatial Concepts,south,warm;sunny;mild;bright;soft;clear;open;vast;shallow;pleasant
o3-mini,basic,1.0,UR # Urdu,C1,most frequent,Spatial Concepts,west,golden;bright;clear;distant;fading;vast;open;rugged;mellow;ancient
o3-mini,basic,1.0,UR # Urdu,C1,most frequent,Time Concepts,century,long;historic;grand;ancient;memorable;vast;notable;rich;cultural;significant
o3-mini,basic,1.0,UR # Urdu,C1,most frequent,Time Concepts,day,bright;long;short;busy;clear;warm;pleasant;lively;active;passing
o3-mini,basic,1.0,UR # Urdu,C1,most frequent,Time Concepts,evening,soft;gentle;quiet;mild;cool;dusky;lovely;bright;calm;relaxing
o3-mini,basic,1.0,UR # Urdu,C1,most frequent,Time Concepts,hour,short;long;brief;passing;fleeting;precious;busy;prime;small;vital
o3-mini,basic,1.0,UR # Urdu,C1,most frequent,Time Concepts,minute,small;brief;tiny;exact;short;precise;quick;fleeting;measured;detailed
o3-mini,basic,1.0,UR # Urdu,C1,most frequent,Time Concepts,month,long;brief;busy;notable;eventful;rich;short;full;changing;active
o3-mini,basic,1.0,UR # Urdu,C1,most frequent,Time Concepts,morning,fresh;early;bright;crisp;cool;calm;peaceful;lively;soft;hopeful
o3-mini,basic,1.0,UR # Urdu,C1,most frequent,Time Concepts,night,dark;quiet;long;deep;calm;starry;silent;cool;peaceful;soft
o3-mini,basic,1.0,UR # Urdu,C1,most frequent,Time Concepts,season,cold;warm;mild;short;long;rainy;vibrant;crisp;cool;pleasant
o3-mini,basic,1.0,UR # Urdu,C1,most frequent,Time Concepts,second,brief;short;quick;tiny;fleeting;rapid;exact;small;transient;swift
o3-mini,basic,1.0,UR # Urdu,C1,most frequent,Time Concepts,week,long;busy;short;eventful;active;pleasant;challenging;routine;steady;brief
o3-mini,basic,1.0,UR # Urdu,C1,most frequent,Time Concepts,year,long;busy;short;full;memorable;challenging;rich;eventful;diverse;changing
o3-mini,basic,1.0,UR # Urdu,C2,most frequent,Abstract Concepts,anger,intense;fierce;burning;relentless;explosive;volatile;raw;simmering;uncontrolled;severe
o3-mini,basic,1.0,UR # Urdu,C2,most frequent,Abstract Concepts,courage,bold;brave;valiant;heroic;resolute;fearless;stalwart;daring;unwavering;gallant
o3-mini,basic,1.0,UR # Urdu,C2,most frequent,Abstract Concepts,fear,paralyzing;overwhelming;chilling;gripping;deep;instinctive;irrational;sudden;acute;dark
o3-mini,basic,1.0,UR # Urdu,C2,most frequent,Abstract Concepts,freedom,absolute;pure;liberating;boundless;complete;unrestrained;cherished;independent;vital;priceless
o3-mini,basic,1.0,UR # Urdu,C2,most frequent,Abstract Concepts,happiness,blissful;radiant;joyful;infectious;genuine;exuberant;uplifting;serene;delightful;overwhelming
o3-mini,basic,1.0,UR # Urdu,C2,most frequent,Abstract Concepts,hate,bitter;intense;deep;fierce;destructive;relentless;raw;venomous;hostile;unyielding
o3-mini,basic,1.0,UR # Urdu,C2,most frequent,Abstract Concepts,honesty,sincere;candid;genuine;unwavering;truthful;frank;heartfelt;pure;transparent;steadfast
o3-mini,basic,1.0,UR # Urdu,C2,most frequent,Abstract Concepts,justice,fair;impartial;righteous;balanced;strict;deserved;unyielding;moral;evident;equitable
o3-mini,basic,1.0,UR # Urdu,C2,most frequent,Abstract Concepts,knowledge,profound;deep;extensive;vast;comprehensive;insightful;academic;enlightening;valuable;informed
o3-mini,basic,1.0,UR # Urdu,C2,most frequent,Abstract Concepts,love,enduring;unconditional;passionate;tender;gentle;boundless;genuine;selfless;warm;heartfelt
o3-mini,basic,1.0,UR # Urdu,C2,most frequent,Abstract Concepts,peace,tranquil;serene;calm;harmonious;quiet;restful;gentle;soothing;quietude;undisturbed
o3-mini,basic,1.0,UR # Urdu,C2,most frequent,Abstract Concepts,wisdom,profound;deep;timeless;enlightened;sagacious;enduring;age-old;practical;thoughtful;revered
o3-mini,basic,1.0,UR # Urdu,C2,most frequent,Cultural Artifacts,bell,resonant;metallic;clear;loud;distinctive;bright;sonorous;vibrant;tinkling;classic
o3-mini,basic,1.0,UR # Urdu,C2,most frequent,Cultural Artifacts,candle,flickering;delicate;scented;glowing;warm;soft;ancient;amber;modest;artisanal
o3-mini,basic,1.0,UR # Urdu,C2,most frequent,Cultural Artifacts,carpet,woven;plush;patterned;colorful;soft;durable;traditional;ornate;vibrant;cozy
o3-mini,basic,1.0,UR # Urdu,C2,most frequent,Cultural Artifacts,coin,small;round;minted;shiny;ancient;collectible;valuable;historic;crisp;unique
o3-mini,basic,1.0,UR # Urdu,C2,most frequent,Cultural Artifacts,crown,regal;ornate;jeweled;golden;majestic;imperial;ceremonial;shining;elegant;illustrious
o3-mini,basic,1.0,UR # Urdu,C2,most frequent,Cultural Artifacts,flag,vibrant;symbolic;colorful;national;iconic;waving;bold;historic;striking;proud
o3-mini,basic,1.0,UR # Urdu,C2,most frequent,Cultural Artifacts,mask,mysterious;ornate;eerie;traditional;theatrical;crafted;colorful;artistic;ancient;enigmatic
o3-mini,basic,1.0,UR # Urdu,C2,most frequent,Cultural Artifacts,necklace,elegant;delicate;jeweled;ornate;precious;graceful;shimmering;vintage;charming;refined
o3-mini,basic,1.0,UR # Urdu,C2,most frequent,Cultural Artifacts,painting,vibrant;creative;expressive;detailed;abstract;realistic;classic;colorful;imaginative;striking
o3-mini,basic,1.0,UR # Urdu,C2,most frequent,Cultural Artifacts,ring,circular;elegant;intricate;golden;sparkling;timeless;delicate;ornate;cherished;refined
o3-mini,basic,1.0,UR # Urdu,C2,most frequent,Cultural Artifacts,statue,imposing;ancient;carved;majestic;monumental;detailed;iconic;lifelike;historic;revered
o3-mini,basic,1.0,UR # Urdu,C2,most frequent,Cultural Artifacts,vase,porcelain;decorative;ceramic;elegant;fragile;ornate;artistic;vintage;crafted;classic
o3-mini,basic,1.0,UR # Urdu,C2,most frequent,Environmental Phenomena,cloud,fluffy;billowy;white;scattered;high;soft;puffy;drifting;vast;ethereal
o3-mini,basic,1.0,UR # Urdu,C2,most frequent,Environmental Phenomena,earthquake,powerful;sudden;devastating;seismic;intense;destructive;massive;violent;unpredictable;shattering
o3-mini,basic,1.0,UR # Urdu,C2,most frequent,Environmental Phenomena,fog,dense;thick;eerie;mysterious;grey;heavy;drifting;murky;obscure;chilling
o3-mini,basic,1.0,UR # Urdu,C2,most frequent,Environmental Phenomena,lightning,bright;sudden;fierce;electric;dazzling;powerful;swift;brilliant;striking;natural
o3-mini,basic,1.0,UR # Urdu,C2,most frequent,Environmental Phenomena,rain,heavy;steady;drenching;gentle;soft;refreshing;constant;cool;soothing;persistent
o3-mini,basic,1.0,UR # Urdu,C2,most frequent,Environmental Phenomena,rainbow,colorful;vibrant;radiant;arching;ethereal;dazzling;bright;vivid;magical;fleeting
o3-mini,basic,1.0,UR # Urdu,C2,most frequent,Environmental Phenomena,snow,white;soft;powdery;gentle;cold;pure;fresh;sparkling;silent;delicate
o3-mini,basic,1.0,UR # Urdu,C2,most frequent,Environmental Phenomena,storm,fierce;violent;raging;turbulent;wild;sudden;dark;powerful;ominous;intense
o3-mini,basic,1.0,UR # Urdu,C2,most frequent,Environmental Phenomena,thunder,loud;booming;deep;rumbling;reverberating;fierce;mighty;sudden;echoing;resounding
o3-mini,basic,1.0,UR # Urdu,C2,most frequent,Environmental Phenomena,tide,rising;falling;rhythmic;strong;gentle;constant;flowing;persistent;shifting;dynamic
o3-mini,basic,1.0,UR # Urdu,C2,most frequent,Environmental Phenomena,volcano,active;dormant;fiery;explosive;dangerous;massive;ancient;molten;rumbling;volatile
o3-mini,basic,1.0,UR # Urdu,C2,most frequent,Environmental Phenomena,wind,strong;gentle;brisk;howling;cool;refreshing;gusty;wild;steady;lively
o3-mini,basic,1.0,UR # Urdu,C2,most frequent,Food Items,apple,red;fresh;juicy;ripe;sweet;crisp;vibrant;fragrant;tasty;tangy
o3-mini,basic,1.0,UR # Urdu,C2,most frequent,Food Items,banana,ripe;yellow;sweet;fresh;curved;soft;tropical;delicious;vibrant;smooth
o3-mini,basic,1.0,UR # Urdu,C2,most frequent,Food Items,beef,fresh;lean;tender;juicy;savory;hearty;robust;flavorful;raw;quality
o3-mini,basic,1.0,UR # Urdu,C2,most frequent,Food Items,bread,fresh;soft;warm;crusty;aromatic;wholesome;golden;tender;inviting;rustic
o3-mini,basic,1.0,UR # Urdu,C2,most frequent,Food Items,broccoli,green;fresh;crisp;healthy;vibrant;nutritious;raw;tender;organic;delightful
o3-mini,basic,1.0,UR # Urdu,C2,most frequent,Food Items,cheese,aged;creamy;sharp;soft;rich;mild;flavorful;classic;delectable;smooth
o3-mini,basic,1.0,UR # Urdu,C2,most frequent,Food Items,chicken,roasted;fried;tender;juicy;fresh;savory;grilled;spicy;succulent;hearty
o3-mini,basic,1.0,UR # Urdu,C2,most frequent,Food Items,egg,raw;hard;fresh;boiled;scrambled;delicate;oval;fragile;white;nutritious
o3-mini,basic,1.0,UR # Urdu,C2,most frequent,Food Items,fish,fresh;flaky;tender;wild;grilled;raw;delicate;savory;abundant;vibrant
o3-mini,basic,1.0,UR # Urdu,C2,most frequent,Food Items,pasta,cooked;soft;al dente;fresh;traditional;hearty;flavorful;warm;tender;delightful
o3-mini,basic,1.0,UR # Urdu,C2,most frequent,Food Items,rice,steamed;fluffy;aromatic;white;brown;simple;fresh;tender;light;glistening
o3-mini,basic,1.0,UR # Urdu,C2,most frequent,Food Items,soup,hot;hearty;flavorful;savory;warm;rich;delicious;comforting;light;steamy
o3-mini,basic,1.0,UR # Urdu,C2,most frequent,Human Roles,artist,creative;talented;visionary;skilled;innovative;expressive;imaginative;dedicated;original;prolific
o3-mini,basic,1.0,UR # Urdu,C2,most frequent,Human Roles,athlete,strong;agile;dedicated;fit;competitive;resilient;energetic;swift;robust;determined
o3-mini,basic,1.0,UR # Urdu,C2,most frequent,Human Roles,chef,creative;skilled;innovative;experienced;precise;culinary;dedicated;passionate;resourceful;methodical
o3-mini,basic,1.0,UR # Urdu,C2,most frequent,Human Roles,doctor,experienced;knowledgeable;caring;skilled;compassionate;professional;reliable;ethical;dedicated;attentive
o3-mini,basic,1.0,UR # Urdu,C2,most frequent,Human Roles,engineer,innovative;skilled;technical;creative;logical;precise;knowledgeable;efficient;methodical;dedicated
o3-mini,basic,1.0,UR # Urdu,C2,most frequent,Human Roles,farmer,hardworking;dedicated;resilient;experienced;practical;humble;sustainable;diligent;reliable;robust
o3-mini,basic,1.0,UR # Urdu,C2,most frequent,Human Roles,lawyer,experienced;knowledgeable;articulate;persuasive;ethical;logical;dedicated;reliable;astute;professional
o3-mini,basic,1.0,UR # Urdu,C2,most frequent,Human Roles,musician,talented;creative;passionate;rhythmic;expressive;skilled;innovative;soulful;vibrant;dedicated
o3-mini,basic,1.0,UR # Urdu,C2,most frequent,Human Roles,scientist,intelligent;innovative;meticulous;knowledgeable;curious;logical;dedicated;experimental;analytical;profound
o3-mini,basic,1.0,UR # Urdu,C2,most frequent,Human Roles,soldier,brave;courageous;disciplined;resilient;loyal;strong;valiant;determined;steadfast;honorable
o3-mini,basic,1.0,UR # Urdu,C2,most frequent,Human Roles,teacher,knowledgeable;dedicated;patient;inspiring;supportive;wise;caring;experienced;passionate;encouraging
o3-mini,basic,1.0,UR # Urdu,C2,most frequent,Human Roles,writer,creative;articulate;imaginative;thoughtful;prolific;eloquent;original;insightful;expressive;dedicated
o3-mini,basic,1.0,UR # Urdu,C2,most frequent,Inanimate Objects,book,thick;old;engaging;bound;classic;timeless;insightful;compelling;well-written;cherished
o3-mini,basic,1.0,UR # Urdu,C2,most frequent,Inanimate Objects,bridge,sturdy;long;elegant;vast;historic;reliable;graceful;modern;expansive;resilient
o3-mini,basic,1.0,UR # Urdu,C2,most frequent,Inanimate Objects,drums,rhythmic;loud;deep;resonant;percussive;vibrant;energetic;steady;powerful;dynamic
o3-mini,basic,1.0,UR # Urdu,C2,most frequent,Inanimate Objects,earth,fertile;vast;ancient;nurturing;vibrant;diverse;blue;green;dynamic;life-giving
o3-mini,basic,1.0,UR # Urdu,C2,most frequent,Inanimate Objects,flute,delicate;melodic;slender;graceful;refined;airy;polished;soft;tuneful;lyrical
o3-mini,basic,1.0,UR # Urdu,C2,most frequent,Inanimate Objects,key,small;intricate;shiny;metallic;brass;ornate;classic;old;sturdy;unique
o3-mini,basic,1.0,UR # Urdu,C2,most frequent,Inanimate Objects,knife,sharp;sturdy;sleek;precise;balanced;durable;clean;lethal;refined;compact
o3-mini,basic,1.0,UR # Urdu,C2,most frequent,Inanimate Objects,lock,secure;sturdy;reliable;complex;metallic;intricate;robust;timeworn;modern;functional
o3-mini,basic,1.0,UR # Urdu,C2,most frequent,Inanimate Objects,moon,bright;full;luminous;distant;mysterious;ancient;serene;silvery;gentle;captivating
o3-mini,basic,1.0,UR # Urdu,C2,most frequent,Inanimate Objects,pen,smooth;sleek;blue;handy;fine;elegant;compact;reliable;classic;fluid
o3-mini,basic,1.0,UR # Urdu,C2,most frequent,Inanimate Objects,sun,bright;shining;warm;radiant;powerful;golden;dazzling;immense;intense;life-giving
o3-mini,basic,1.0,UR # Urdu,C2,most frequent,Inanimate Objects,sword,sharp;gleaming;ancient;storied;mighty;ornate;balanced;lethal;historic;fierce
o3-mini,basic,1.0,UR # Urdu,C2,most frequent,Neutral Animals,cat,cute;playful;furry;agile;curious;sleek;independent;graceful;lively;observant
o3-mini,basic,1.0,UR # Urdu,C2,most frequent,Neutral Animals,dog,loyal;friendly;playful;affectionate;energetic;brave;reliable;protective;faithful;devoted
o3-mini,basic,1.0,UR # Urdu,C2,most frequent,Neutral Animals,dolphin,intelligent;playful;agile;friendly;social;graceful;lively;swift;curious;spirited
o3-mini,basic,1.0,UR # Urdu,C2,most frequent,Neutral Animals,elephant,huge;gentle;strong;majestic;enormous;wise;ancient;sturdy;massive;impressive
o3-mini,basic,1.0,UR # Urdu,C2,most frequent,Neutral Animals,hamster,small;furry;cute;lively;playful;active;charming;swift;nimble;gentle
o3-mini,basic,1.0,UR # Urdu,C2,most frequent,Neutral Animals,monkey,clever;playful;agile;curious;mischievous;energetic;lively;nimble;sprightly;animated
o3-mini,basic,1.0,UR # Urdu,C2,most frequent,Neutral Animals,mouse,small;timid;quick;silent;tiny;agile;delicate;nervous;elusive;fragile
o3-mini,basic,1.0,UR # Urdu,C2,most frequent,Neutral Animals,peacock,colorful;vibrant;grand;elegant;splendid;radiant;striking;ornate;dazzling;majestic
o3-mini,basic,1.0,UR # Urdu,C2,most frequent,Neutral Animals,rabbit,fluffy;quick;gentle;small;cute;timid;soft;lively;spry;amiable
o3-mini,basic,1.0,UR # Urdu,C2,most frequent,Neutral Animals,shark,fierce;predatory;swift;streamlined;powerful;relentless;dangerous;wild;agile;intimidating
o3-mini,basic,1.0,UR # Urdu,C2,most frequent,Neutral Animals,snake,sinuous;venomous;sleek;cunning;stealthy;agile;dangerous;slippery;mysterious;silent
o3-mini,basic,1.0,UR # Urdu,C2,most frequent,Neutral Animals,whale,enormous;gentle;majestic;massive;graceful;ancient;deep;powerful;slow;colossal
o3-mini,basic,1.0,UR # Urdu,C2,most frequent,Places,city,sprawling;bustling;modern;vibrant;historic;dynamic;diverse;lively;crowded;urban
o3-mini,basic,1.0,UR # Urdu,C2,most frequent,Places,desert,arid;vast;barren;scorching;endless;harsh;sandy;empty;lonely;desolate
o3-mini,basic,1.0,UR # Urdu,C2,most frequent,Places,forest,dense;lush;green;ancient;vibrant;mysterious;wild;quiet;expansive;enchanting
o3-mini,basic,1.0,UR # Urdu,C2,most frequent,Places,island,remote;tropical;small;isolated;beautiful;lush;serene;peaceful;scenic;charming
o3-mini,basic,1.0,UR # Urdu,C2,most frequent,Places,lake,calm;clear;serene;deep;reflective;tranquil;pristine;blue;still;picturesque
o3-mini,basic,1.0,UR # Urdu,C2,most frequent,Places,mountain,tall;majestic;rugged;steep;imposing;ancient;scenic;craggy;lofty;grand
o3-mini,basic,1.0,UR # Urdu,C2,most frequent,Places,ocean,vast;deep;blue;endless;turbulent;wild;mysterious;salty;dynamic;majestic
o3-mini,basic,1.0,UR # Urdu,C2,most frequent,Places,plain,flat;vast;open;grassy;serene;sprawling;quiet;gentle;endless;fertile
o3-mini,basic,1.0,UR # Urdu,C2,most frequent,Places,plateau,elevated;vast;flat;rugged;remote;barren;scenic;ancient;expansive;steady
o3-mini,basic,1.0,UR # Urdu,C2,most frequent,Places,river,winding;flowing;deep;swift;clear;meandering;lively;fresh;constant;vibrant
o3-mini,basic,1.0,UR # Urdu,C2,most frequent,Places,valley,lush;green;deep;fertile;quiet;serene;narrow;scenic;sheltered;hidden
o3-mini,basic,1.0,UR # Urdu,C2,most frequent,Places,village,small;quaint;peaceful;rustic;charming;friendly;quiet;simple;old;inviting
o3-mini,basic,1.0,UR # Urdu,C2,most frequent,Plants,cactus,spiky;green;prickly;resilient;rugged;hardy;dry;unique;desert;thorny
o3-mini,basic,1.0,UR # Urdu,C2,most frequent,Plants,eggplant,purple;glossy;fresh;ripe;meaty;textured;vibrant;smooth;rich;unique
o3-mini,basic,1.0,UR # Urdu,C2,most frequent,Plants,flower,colorful;fragrant;delicate;vibrant;blooming;fresh;pretty;soft;natural;lovely
o3-mini,basic,1.0,UR # Urdu,C2,most frequent,Plants,grass,green;lush;soft;natural;abundant;fresh;wild;vibrant;short;healthy
o3-mini,basic,1.0,UR # Urdu,C2,most frequent,Plants,lettuce,crisp;fresh;green;crunchy;leafy;healthy;tender;vibrant;succulent;delicate
o3-mini,basic,1.0,UR # Urdu,C2,most frequent,Plants,mushroom,earthy;fresh;small;wild;delicate;edible;organic;flavorful;rustic;unique
o3-mini,basic,1.0,UR # Urdu,C2,most frequent,Plants,onion,pungent;layered;fresh;strong;aromatic;crisp;raw;flavorful;robust;tearful
o3-mini,basic,1.0,UR # Urdu,C2,most frequent,Plants,pepper,spicy;hot;vibrant;fresh;red;green;zesty;aromatic;flavorful;piquant
o3-mini,basic,1.0,UR # Urdu,C2,most frequent,Plants,potato,starchy;earthy;fresh;hearty;versatile;brown;firm;rustic;comforting;humble
o3-mini,basic,1.0,UR # Urdu,C2,most frequent,Plants,rose,red;fragrant;delicate;blooming;thorny;beautiful;elegant;soft;classic;romantic
o3-mini,basic,1.0,UR # Urdu,C2,most frequent,Plants,tomato,ripe;red;juicy;fresh;tangy;vibrant;smooth;pulpy;sweet;aromatic
o3-mini,basic,1.0,UR # Urdu,C2,most frequent,Plants,tree,tall;ancient;green;sturdy;leafy;majestic;sprawling;robust;enduring;life-giving
o3-mini,basic,1.0,UR # Urdu,C2,most frequent,Social Relationships,ally,loyal;trusted;reliable;supportive;faithful;sincere;steadfast;devoted;constant;dependable
o3-mini,basic,1.0,UR # Urdu,C2,most frequent,Social Relationships,brother,loving;supportive;kind;close;caring;dependable;protective;warm;trustworthy;steadfast
o3-mini,basic,1.0,UR # Urdu,C2,most frequent,Social Relationships,enemy,hostile;fierce;dangerous;bitter;relentless;ruthless;aggressive;cunning;antagonistic;vindictive
o3-mini,basic,1.0,UR # Urdu,C2,most frequent,Social Relationships,father,caring;wise;strong;supportive;loving;reliable;protective;gentle;kind;guiding
o3-mini,basic,1.0,UR # Urdu,C2,most frequent,Social Relationships,follower,loyal;steadfast;obedient;attentive;dedicated;humble;supportive;eager;compliant;committed
o3-mini,basic,1.0,UR # Urdu,C2,most frequent,Social Relationships,friend,kind;loyal;supportive;genuine;caring;reliable;honest;cheerful;warm;trustworthy
o3-mini,basic,1.0,UR # Urdu,C2,most frequent,Social Relationships,leader,strong;visionary;decisive;inspiring;bold;strategic;influential;confident;commanding;respected
o3-mini,basic,1.0,UR # Urdu,C2,most frequent,Social Relationships,mother,caring;nurturing;loving;supportive;gentle;wise;kind;patient;devoted;warm
o3-mini,basic,1.0,UR # Urdu,C2,most frequent,Social Relationships,partner,supportive;reliable;loving;understanding;committed;honest;respectful;caring;equal;dependable
o3-mini,basic,1.0,UR # Urdu,C2,most frequent,Social Relationships,rival,competitive;fierce;determined;ambitious;challenging;resilient;formidable;cunning;relentless;driven
o3-mini,basic,1.0,UR # Urdu,C2,most frequent,Social Relationships,sister,caring;supportive;loving;kind;reliable;warm;gentle;close;honest;nurturing
o3-mini,basic,1.0,UR # Urdu,C2,most frequent,Social Relationships,stranger,unfamiliar;unknown;mysterious;distant;foreign;anonymous;peculiar;incidental;random;curious
o3-mini,basic,1.0,UR # Urdu,C2,most frequent,Spatial Concepts,above,high;elevated;lofty;superior;upper;prominent;visible;overhead;soaring;acute
o3-mini,basic,1.0,UR # Urdu,C2,most frequent,Spatial Concepts,back,sturdy;broad;muscular;reliable;strong;firm;supportive;steadfast;enduring;resilient
o3-mini,basic,1.0,UR # Urdu,C2,most frequent,Spatial Concepts,below,lower;hidden;deep;distant;underlying;secret;subtle;minor;unobserved;modest
o3-mini,basic,1.0,UR # Urdu,C2,most frequent,Spatial Concepts,east,eastern;radiant;rising;historic;vibrant;sunny;calm;traditional;scenic;familiar
o3-mini,basic,1.0,UR # Urdu,C2,most frequent,Spatial Concepts,front,frontal;leading;visible;open;clear;prominent;inviting;direct;primary;exposed
o3-mini,basic,1.0,UR # Urdu,C2,most frequent,Spatial Concepts,inside,inner;enclosed;hidden;private;central;secure;cozy;internal;secluded;sheltered
o3-mini,basic,1.0,UR # Urdu,C2,most frequent,Spatial Concepts,left,remaining;unused;extra;spare;leftover;abandoned;isolated;untouched;residual;minor
o3-mini,basic,1.0,UR # Urdu,C2,most frequent,Spatial Concepts,north,northern;cold;icy;remote;rugged;brisk;chilly;wintry;frosty;wild
o3-mini,basic,1.0,UR # Urdu,C2,most frequent,Spatial Concepts,outside,external;open;outdoor;visible;bright;clear;fresh;exposed;natural;expansive
o3-mini,basic,1.0,UR # Urdu,C2,most frequent,Spatial Concepts,right,correct;proper;accurate;true;just;acceptable;ideal;fair;fitting;suitable
o3-mini,basic,1.0,UR # Urdu,C2,most frequent,Spatial Concepts,south,southern;warm;tropical;sunny;mild;vibrant;cultural;charming;relaxed;breezy
o3-mini,basic,1.0,UR # Urdu,C2,most frequent,Spatial Concepts,west,western;rugged;expansive;sunlit;wild;adventurous;open;frontier;bold;vast
o3-mini,basic,1.0,UR # Urdu,C2,most frequent,Time Concepts,century,long;historic;significant;enduring;notable;memorable;remarkable;distant;vast;evolving
o3-mini,basic,1.0,UR # Urdu,C2,most frequent,Time Concepts,day,sunny;bright;lively;clear;warm;eventful;delightful;bustling;cheerful;radiant
o3-mini,basic,1.0,UR # Urdu,C2,most frequent,Time Concepts,evening,calm;cool;peaceful;quiet;serene;gentle;soft;soothing;relaxing;twilight
o3-mini,basic,1.0,UR # Urdu,C2,most frequent,Time Concepts,hour,fleeting;brief;measured;precious;busy;significant;timely;short;pivotal;numbered
o3-mini,basic,1.0,UR # Urdu,C2,most frequent,Time Concepts,minute,tiny;brief;small;fleeting;precise;rapid;delicate;transient;momentary;subtle
o3-mini,basic,1.0,UR # Urdu,C2,most frequent,Time Concepts,month,active;transitional;vibrant;fleeting;memorable;busy;variable;typical;eventful;seasonal
o3-mini,basic,1.0,UR # Urdu,C2,most frequent,Time Concepts,morning,fresh;early;bright;peaceful;calm;dewy;cheerful;hopeful;crisp;new
o3-mini,basic,1.0,UR # Urdu,C2,most frequent,Time Concepts,night,dark;quiet;peaceful;serene;starry;calm;mysterious;deep;silent;cool
o3-mini,basic,1.0,UR # Urdu,C2,most frequent,Time Concepts,season,changing;distinct;mild;harsh;pleasant;varied;balanced;defined;unique;transitional
o3-mini,basic,1.0,UR # Urdu,C2,most frequent,Time Concepts,second,brief;quick;fleeting;tiny;short;rapid;swift;instantaneous;momentary;transient
o3-mini,basic,1.0,UR # Urdu,C2,most frequent,Time Concepts,week,busy;long;short;hectic;eventful;productive;transitional;reflective;memorable;taxing
o3-mini,basic,1.0,UR # Urdu,C2,most frequent,Time Concepts,year,long;busy;eventful;challenging;reflective;remarkable;productive;fruitful;historic;transformative
o3-mini,basic,1.0,UR # Urdu,Perfect,most frequent,Abstract Concepts,anger,intense;simmering;burning;explosive;volatile;deep-seated;fierce;uncontrolled;raging;palpable
o3-mini,basic,1.0,UR # Urdu,Perfect,most frequent,Abstract Concepts,courage,brave;bold;steadfast;resolute;dauntless;valiant;intrepid;unwavering;heroic;noble
o3-mini,basic,1.0,UR # Urdu,Perfect,most frequent,Abstract Concepts,fear,paralyzing;overwhelming;deep;crippling;visceral;dark;instinctive;consuming;irrational;haunting
o3-mini,basic,1.0,UR # Urdu,Perfect,most frequent,Abstract Concepts,freedom,liberating;boundless;sovereign;unrestricted;precious;refreshing;empowering;essential;inherent;open
o3-mini,basic,1.0,UR # Urdu,Perfect,most frequent,Abstract Concepts,happiness,joyful;radiant;blissful;vibrant;uplifting;infectious;serene;delightful;exuberant;positive
