Model,SystemPromptType,Temperature,Language,Proficiency,Prompt,NounCategory,Noun,Adjectives
gemini-2.0-flash,think-in-native,1.0,KO # Korean,B1,most frequent,Abstract Concepts,anger,bad;big;hot;long;other;sad;same;small;strong;true
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C1,most frequent,Plants,mushroom,white;brown;fresh;wild;new;old;small;big;edible;poisonous
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C1,most frequent,Plants,onion,white;yellow;red;small;big;new;old;fresh;sweet;raw
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C1,most frequent,Plants,pepper,red;green;black;hot;small;big;new;old;fresh;spicy
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C1,most frequent,Plants,potato,white;red;small;big;new;old;fresh;baked;mashed;fried
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C1,most frequent,Plants,rose,red;white;pink;beautiful;new;old;small;big;fresh;fragrant
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C1,most frequent,Plants,tomato,red;ripe;small;big;new;old;fresh;juicy;sweet;green
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C1,most frequent,Plants,tree,big;tall;green;new;old;strong;oak;pine;maple;small
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C1,most frequent,Social Relationships,ally,strong;close;important;new;old;loyal;political;military;key;reliable
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C1,most frequent,Social Relationships,brother,older;younger;little;big;new;old;half;step;twin;best
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C1,most frequent,Social Relationships,enemy,bitter;sworn;old;new;great;political;military;dangerous;main;common
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C1,most frequent,Social Relationships,father,good;young;old;new;step;foster;biological;adoptive;best;loving
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C1,most frequent,Social Relationships,follower,loyal;true;many;new;old;faithful;devoted;social;online;religious
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C1,most frequent,Social Relationships,friend,good;best;close;new;old;true;loyal;childhood;common;mutual
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C1,most frequent,Social Relationships,leader,strong;good;new;old;political;effective;charismatic;main;important;popular
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C1,most frequent,Social Relationships,mother,good;young;old;new;step;foster;biological;adoptive;best;loving
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C1,most frequent,Social Relationships,partner,business;life;new;old;important;equal;senior;junior;main;key
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C1,most frequent,Social Relationships,rival,fierce;old;main;big;new;strong;political;sports;business;academic
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C1,most frequent,Social Relationships,sister,older;younger;little;big;new;old;half;step;twin;best
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C1,most frequent,Social Relationships,stranger,total;complete;new;old;young;strange;suspicious;dangerous;friendly;unknown
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C1,most frequent,Spatial Concepts,above,high;clear;far;new;old;all;way;directly;just;immediately
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C1,most frequent,Spatial Concepts,back,far;new;old;right;straight;immediate;entire;full;whole;certain
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C1,most frequent,Spatial Concepts,below,low;far;new;old;right;all;well;directly;just;slightly
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C1,most frequent,Spatial Concepts,east,far;new;old;all;right;middle;near;central;north;south
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C1,most frequent,Spatial Concepts,front,far;new;old;right;straight;entire;full;whole;main;immediate
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C1,most frequent,Spatial Concepts,inside,far;new;old;right;entire;full;whole;near;warm;dry
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C1,most frequent,Spatial Concepts,left,far;new;old;right;entire;full;whole;directly;hard;slightly
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C1,most frequent,Spatial Concepts,north,far;new;old;all;right;middle;near;central;south;west
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C1,most frequent,Spatial Concepts,outside,far;new;old;right;entire;full;whole;near;cold;wet
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C1,most frequent,Spatial Concepts,right,far;new;old;all;entire;full;whole;directly;just;hard
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C1,most frequent,Spatial Concepts,south,far;new;old;all;right;middle;near;central;north;west
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C1,most frequent,Spatial Concepts,west,far;new;old;all;right;middle;near;central;north;south
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C1,most frequent,Time Concepts,century,new;old;long;past;present;future;20th;21st;early;late
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C1,most frequent,Time Concepts,day,long;short;new;old;good;bad;sunny;rainy;every;each
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C1,most frequent,Time Concepts,evening,long;short;new;old;good;beautiful;quiet;warm;cool;dark
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C1,most frequent,Time Concepts,hour,long;short;new;old;good;bad;early;late;every;each
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C1,most frequent,Time Concepts,minute,long;short;new;old;good;bad;every;each;single;few
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C1,most frequent,Time Concepts,month,long;short;new;old;every;each;last;next;few;several
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C1,most frequent,Time Concepts,morning,good;new;old;early;late;cold;warm;every;sunny;beautiful
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C1,most frequent,Time Concepts,night,long;short;new;old;good;bad;dark;quiet;every;each
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C1,most frequent,Time Concepts,season,new;old;spring;summer;fall;winter;dry;wet;long;short
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C1,most frequent,Time Concepts,second,long;short;new;old;every;each;single;few;important;split
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C1,most frequent,Time Concepts,week,long;short;new;old;every;each;last;next;full;whole
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C1,most frequent,Time Concepts,year,long;short;new;old;good;bad;every;each;last;next
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C2,most frequent,Abstract Concepts,anger,great;sudden;intense;deep;blind;uncontrollable;quiet;cold;burning;righteous
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C2,most frequent,Abstract Concepts,courage,great;true;unwavering;inner;remarkable;blind;sheer;moral;physical;quiet
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C2,most frequent,Abstract Concepts,fear,great;deep;real;irrational;crippling;sudden;primal;lingering;mortal;abiding
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C2,most frequent,Abstract Concepts,freedom,great;national;personal;economic;political;basic;hard-won;limited;conditional;individual
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C2,most frequent,Abstract Concepts,happiness,great;pure;simple;genuine;infectious;quiet;lasting;fleeting;childlike;unexpected
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C2,most frequent,Abstract Concepts,hate,great;deep;intense;blind;consuming;irrational;abiding;bitter;personal;visceral
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C2,most frequent,Abstract Concepts,honesty,great;brutal;complete;genuine;refreshing;unquestionable;implicit;simple;fundamental;relative
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C2,most frequent,Abstract Concepts,justice,great;social;economic;environmental;restorative;blind;rough;fair;true;equal
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C2,most frequent,Abstract Concepts,knowledge,great;deep;practical;specialized;extensive;common;tacit;working;acquired;useful
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C2,most frequent,Abstract Concepts,love,great;deep;true;unconditional;passionate;first;forbidden;maternal;brotherly;puppy
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C2,most frequent,Abstract Concepts,peace,great;lasting;fragile;uneasy;inner;global;regional;relative;temporary;hard-won
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C2,most frequent,Abstract Concepts,wisdom,great;ancient;accumulated;practical;worldly;conventional;traditional;inner;collective;acquired
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C2,most frequent,Cultural Artifacts,bell,loud;clear;church;school;warning;brass;silver;small;dinner;antique
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C2,most frequent,Cultural Artifacts,candle,burning;wax;scented;white;tall;short;thick;thin;decorative;votive
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C2,most frequent,Cultural Artifacts,carpet,thick;Persian;oriental;red;woven;wool;synthetic;patterned;new;old
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C2,most frequent,Cultural Artifacts,coin,gold;silver;rare;old;valuable;commemorative;foreign;lucky;shiny;antique
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C2,most frequent,Cultural Artifacts,crown,gold;royal;jeweled;silver;heavy;ornate;ancient;ceremonial;simple;imposing
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C2,most frequent,Cultural Artifacts,flag,national;red;white;blue;waving;tattered;revolutionary;signal;battle;identifying
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C2,most frequent,Cultural Artifacts,mask,black;white;full;partial;surgical;protective;theatrical;ceremonial;painted;funny
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C2,most frequent,Cultural Artifacts,necklace,gold;silver;pearl;diamond;beaded;long;short;delicate;antique;costume
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C2,most frequent,Cultural Artifacts,painting,beautiful;abstract;landscape;portrait;oil;watercolor;famous;original;modern;impressionist
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C2,most frequent,Cultural Artifacts,ring,gold;silver;diamond;wedding;engagement;signet;ancient;valuable;simple;ornate
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C2,most frequent,Cultural Artifacts,statue,bronze;marble;stone;large;small;ancient;religious;commemorative;public;imposing
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C2,most frequent,Cultural Artifacts,vase,glass;ceramic;flower;tall;short;decorative;antique;valuable;simple;ornate
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C2,most frequent,Environmental Phenomena,cloud,dark;grey;white;fluffy;rain;storm;passing;gathering;distant;heavy
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C2,most frequent,Environmental Phenomena,earthquake,strong;major;devastating;recent;unexpected;sudden;powerful;minor;destructive;unforeseen
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C2,most frequent,Environmental Phenomena,fog,thick;dense;heavy;morning;sea;ground;rolling;lifting;light;lingering
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C2,most frequent,Environmental Phenomena,lightning,bright;sudden;forked;distant;sheet;summer;powerful;dangerous;electrical;spectacular
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C2,most frequent,Environmental Phenomena,rain,heavy;light;gentle;steady;driving;pouring;summer;spring;acid;refreshing
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C2,most frequent,Environmental Phenomena,rainbow,colorful;bright;double;faint;distant;full;partial;fleeting;arched;shimmering
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C2,most frequent,Environmental Phenomena,snow,heavy;light;falling;fresh;deep;soft;wet;dry;drifting;powdery
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C2,most frequent,Environmental Phenomena,storm,heavy;severe;violent;electrical;approaching;brewing;winter;summer;passing;tropical
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C2,most frequent,Environmental Phenomena,thunder,loud;booming;rolling;distant;echoing;heavy;crashing;sudden;deep;ominous
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C2,most frequent,Environmental Phenomena,tide,high;low;spring;neap;incoming;outgoing;strong;weak;rising;falling
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C2,most frequent,Environmental Phenomena,volcano,active;dormant;extinct;volcanic;large;small;erupting;smoking;dangerous;nearby
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C2,most frequent,Environmental Phenomena,wind,strong;cold;warm;gentle;prevailing;gusty;light;offshore;onshore;easterly
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C2,most frequent,Food Items,apple,red;green;crisp;juicy;sweet;sour;ripe;rotten;organic;delicious
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C2,most frequent,Food Items,banana,yellow;ripe;green;overripe;sweet;soft;peeled;unripe;organic;Cavendish
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C2,most frequent,Food Items,beef,lean;ground;roast;prime;tender;tough;aged;grass-fed;organic;grilled
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C2,most frequent,Food Items,bread,white;whole;wheat;rye;sourdough;fresh;stale;toasted;sliced;crusty
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C2,most frequent,Food Items,broccoli,fresh;green;steamed;raw;cooked;organic;frozen;chopped;healthy;florets
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C2,most frequent,Food Items,cheese,cheddar;swiss;hard;soft;blue;aged;grated;melted;fresh;processed
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C2,most frequent,Food Items,chicken,fried;roasted;grilled;boiled;boneless;skinless;organic;whole;cut;tender
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C2,most frequent,Food Items,egg,fried;boiled;scrambled;raw;hard-boiled;soft-boiled;organic;fresh;cracked;deviled
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C2,most frequent,Food Items,fish,fresh;grilled;fried;cooked;raw;saltwater;freshwater;salmon;tuna;cod
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C2,most frequent,Food Items,pasta,spaghetti;penne;cooked;dry;fresh;whole;wheat;gluten-free;imported;Italian
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C2,most frequent,Food Items,rice,white;brown;cooked;fried;long;grain;short;basmati;jasmine;sticky
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C2,most frequent,Food Items,soup,chicken;vegetable;tomato;hot;cold;creamy;thick;thin;homemade;canned
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C2,most frequent,Human Roles,artist,famous;talented;young;old;aspiring;local;established;unknown;contemporary;modern
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C2,most frequent,Human Roles,athlete,professional;amateur;young;talented;experienced;competitive;dedicated;injured;olympic;rising
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C2,most frequent,Human Roles,chef,head;executive;sous;pastry;famous;talented;experienced;skilled;line;local
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C2,most frequent,Human Roles,doctor,family;general;medical;young;experienced;skilled;specialist;local;attending;resident
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C2,most frequent,Human Roles,engineer,civil;mechanical;electrical;software;chemical;young;experienced;skilled;project;design
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C2,most frequent,Human Roles,farmer,local;small;family;organic;hardworking;experienced;young;old;successful;struggling
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C2,most frequent,Human Roles,lawyer,corporate;criminal;family;young;experienced;skilled;successful;defense;prosecuting;local
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C2,most frequent,Human Roles,musician,talented;young;local;professional;amateur;experienced;skilled;jazz;classical;rock
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C2,most frequent,Human Roles,scientist,leading;young;experienced;research;brilliant;dedicated;respected;local;visiting;field
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C2,most frequent,Human Roles,soldier,young;brave;experienced;dedicated;injured;fallen;veteran;active;duty;serving
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C2,most frequent,Human Roles,teacher,good;dedicated;experienced;young;old;local;high;school;elementary;special
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C2,most frequent,Human Roles,writer,famous;young;aspiring;talented;experienced;published;local;freelance;unknown;successful
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C2,most frequent,Inanimate Objects,book,good;new;old;interesting;long;short;popular;hard;paperback;used
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C2,most frequent,Inanimate Objects,bridge,long;short;old;new;golden;covered;suspension;stone;concrete;wooden
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C2,most frequent,Inanimate Objects,drums,loud;big;small;electric;acoustic;marching;snare;bass;set;used
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C2,most frequent,Inanimate Objects,earth,round;flat;good;dry;wet;clean;dirty;loose;brown;black
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C2,most frequent,Inanimate Objects,flute,silver;wooden;long;short;bamboo;concert;piccolo;plastic;professional;student
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C2,most frequent,Inanimate Objects,key,old;new;spare;front;door;car;house;master;important;lost
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C2,most frequent,Inanimate Objects,knife,sharp;blunt;kitchen;pocket;hunting;butter;steak;serrated;pairing;dull
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C2,most frequent,Inanimate Objects,lock,new;old;strong;weak;combination;key;padlock;front;door;safety
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C2,most frequent,Inanimate Objects,moon,full;new;bright;dark;half;crescent;rising;setting;silver;gibbous
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C2,most frequent,Inanimate Objects,pen,blue;black;red;ballpoint;felt;new;old;cheap;expensive;favorite
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C2,most frequent,Inanimate Objects,sun,bright;hot;warm;shining;rising;setting;morning;afternoon;summer;winter
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C2,most frequent,Inanimate Objects,sword,long;sharp;old;new;samurai;broad;double-edged;steel;ceremonial;heavy
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C2,most frequent,Neutral Animals,cat,black;white;stray;fluffy;small;big;old;young;cute;fat
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C2,most frequent,Neutral Animals,dog,big;small;black;white;stray;old;young;friendly;loyal;playful
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C2,most frequent,Neutral Animals,dolphin,grey;playful;intelligent;wild;trained;friendly;bottlenose;common;small;big
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C2,most frequent,Neutral Animals,elephant,big;grey;african;asian;wild;trained;old;young;strong;gentle
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C2,most frequent,Neutral Animals,hamster,small;cute;furry;brown;white;golden;pet;caged;playful;energetic
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C2,most frequent,Neutral Animals,monkey,small;cute;wild;trained;playful;brown;intelligent;funny;naughty;energetic
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C2,most frequent,Neutral Animals,mouse,small;grey;wild;pet;cute;brown;white;frightened;squeaky;young
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C2,most frequent,Neutral Animals,peacock,colorful;beautiful;proud;big;strutting;male;indian;displaying;elegant;iridescent
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C2,most frequent,Neutral Animals,rabbit,small;cute;white;brown;wild;pet;fluffy;long-eared;hopping;domesticated
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C2,most frequent,Neutral Animals,shark,big;dangerous;great;white;hammerhead;swimming;circling;predatory;fierce;marine
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C2,most frequent,Neutral Animals,snake,long;poisonous;green;brown;garden;black;slithering;venomous;constrictor;dangerous
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C2,most frequent,Neutral Animals,whale,big;blue;grey;humpback;swimming;singing;endangered;migrating;marine;arctic
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C2,most frequent,Places,city,big;large;modern;ancient;bustling;capital;industrial;coastal;port;historical
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C2,most frequent,Places,desert,dry;hot;sandy;arid;vast;barren;empty;rocky;silent;unforgiving
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C2,most frequent,Places,forest,dense;green;dark;old;vast;tall;ancient;wild;peaceful;protected
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C2,most frequent,Places,island,small;tropical;volcanic;remote;deserted;caribbean;greek;pacific;large;inhabited
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C2,most frequent,Places,lake,large;small;deep;clear;blue;freshwater;frozen;scenic;peaceful;surrounding
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C2,most frequent,Places,mountain,high;tall;snow;capped;majestic;rocky;steep;green;distant;surrounding
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C2,most frequent,Places,ocean,deep;vast;blue;atlantic;pacific;indian;arctic;cold;warm;surrounding
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C2,most frequent,Places,plain,flat;vast;open;grassy;treeless;empty;rolling;great;central;fertile
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C2,most frequent,Places,plateau,high;flat;arid;rocky;vast;elevated;isolated;desert;treeless;windswept
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C2,most frequent,Places,river,long;wide;deep;flowing;winding;muddy;clear;historic;great;amazon
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C2,most frequent,Places,valley,green;deep;wide;narrow;scenic;fertile;quiet;hidden;peaceful;surrounding
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C2,most frequent,Places,village,small;quiet;rural;peaceful;traditional;picturesque;remote;friendly;historic;charming
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C2,most frequent,Plants,cactus,prickly;tall;green;desert;spiny;flowering;small;large;thorny;succulent
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C2,most frequent,Plants,eggplant,purple;long;small;fresh;cooked;fried;grilled;stuffed;roasted;organic
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C2,most frequent,Plants,flower,colorful;beautiful;fragrant;fresh;blooming;wild;garden;small;big;delicate
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C2,most frequent,Plants,grass,green;long;short;fresh;wet;dry;thick;thin;wild;cut
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C2,most frequent,Plants,lettuce,green;crisp;fresh;romaine;iceberg;salad;organic;leafy;chopped;shredded
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C2,most frequent,Plants,mushroom,edible;poisonous;wild;fresh;cooked;fried;grilled;sauteed;portobello;shiitake
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C2,most frequent,Plants,onion,white;yellow;red;raw;cooked;fried;grilled;chopped;sliced;diced
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C2,most frequent,Plants,pepper,black;white;red;green;hot;sweet;spicy;ground;bell;chili
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C2,most frequent,Plants,potato,white;red;baked;fried;mashed;boiled;roasted;sweet;small;large
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C2,most frequent,Plants,rose,red;pink;white;yellow;fragrant;beautiful;thorny;blooming;fresh;long-stemmed
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C2,most frequent,Plants,tomato,red;ripe;green;fresh;canned;sliced;diced;chopped;organic;heirloom
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C2,most frequent,Plants,tree,tall;green;old;big;small;leafy;oak;pine;maple;strong
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C2,most frequent,Social Relationships,ally,strong;loyal;political;reliable;important;key;strategic;former;powerful;natural
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C2,most frequent,Social Relationships,brother,older;younger;little;big;half;step;adopted;close;loving;protective
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C2,most frequent,Social Relationships,enemy,bitter;sworn;dangerous;powerful;political;old;common;potential;formidable;personal
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C2,most frequent,Social Relationships,father,loving;strict;adoptive;step;biological;absent;supportive;protective;old;young
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C2,most frequent,Social Relationships,follower,loyal;dedicated;ardent;faithful;blind;active;passive;numerous;online;social
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C2,most frequent,Social Relationships,friend,good;best;close;old;childhood;new;loyal;supportive;true;helpful
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C2,most frequent,Social Relationships,leader,strong;political;effective;charismatic;influential;popular;respected;elected;chosen;visionary
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C2,most frequent,Social Relationships,mother,loving;caring;adoptive;step;biological;working;single;supportive;strict;young
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C2,most frequent,Social Relationships,partner,business;life;legal;working;trusted;close;senior;junior;equal;main
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C2,most frequent,Social Relationships,rival,fierce;strong;bitter;main;political;business;sporting;old;arch;academic
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C2,most frequent,Social Relationships,sister,older;younger;little;big;half;step;close;loving;protective;annoying
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C2,most frequent,Social Relationships,stranger,unknown;strange;total;complete;friendly;helpful;suspicious;mysterious;dangerous;passing
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C2,most frequent,Spatial Concepts,above,high;clear;far;directly;well;mentioned;listed;hanging;floating;situated
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C2,most frequent,Spatial Concepts,back,good;bad;strong;lower;upper;sore;aching;comfortable;supportive;stiff
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C2,most frequent,Spatial Concepts,below,freezing;ground;sea;mentioned;listed;average;normal;par;zero;knee
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C2,most frequent,Spatial Concepts,east,far;middle;near;wild;eastern;northeast;southeast;central;west
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C2,most frequent,Spatial Concepts,front,good;bad;near;far;clear;new;old;main;direct;right
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C2,most frequent,Spatial Concepts,inside,dry;wet;dark;safe;warm;cold;quiet;comfortable;clean;messy
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C2,most frequent,Spatial Concepts,left,far;near;political;extreme;remaining;little;only;correct;unchecked;vacant
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C2,most frequent,Spatial Concepts,north,far;near;wild;cold;northern;northeast;northwest;central;south;true
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C2,most frequent,Spatial Concepts,outside,dry;wet;dark;safe;warm;cold;quiet;comfortable;clean;messy
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C2,most frequent,Spatial Concepts,right,far;near;political;extreme;correct;legal;human;fundamental;natural;inherent
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C2,most frequent,Spatial Concepts,south,far;near;wild;warm;southern;southeast;southwest;central;north;true
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C2,most frequent,Spatial Concepts,west,far;near;wild;western;northwest;southwest;central;east;coast
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C2,most frequent,Time Concepts,century,twentieth;twenty-first;nineteenth;eighteenth;past;present;future;long;short;modern
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C2,most frequent,Time Concepts,day,long;short;good;bad;sunny;rainy;hot;cold;busy;free
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C2,most frequent,Time Concepts,evening,good;pleasant;warm;cool;late;early;quiet;busy;relaxed;upcoming
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C2,most frequent,Time Concepts,hour,long;short;late;early;peak;off;busy;quiet;waiting;working
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C2,most frequent,Time Concepts,minute,long;short;late;early;last;final;waiting;crucial;important;small
