Language,Response,Count,Percentage
VI # Vietnamese,"[#FF4500, #FFA500]",1,0.83
VI # Vietnamese,Red,1,0.83
VI # Vietnamese,"[#FFFF00, #FFFFE0]",1,0.83
VI # Vietnamese,"[#0000FF, #00B7EB]",1,0.83
VI # Vietnamese,Your Answer: angry,1,0.83
VI # Vietnamese,"[#FFFF00,#FFFF66]",1,0.83
VI # Vietnamese,"[#800080,#EE82EE]",1,0.83
VI # Vietnamese,"[4B0082, 6A0DAD]",1,0.83
VI # Vietnamese,"[#000080,#ADD8E6]",1,0.83
VI # Vietnamese,"[ #FF0000, #800000 ]",1,0.83
VI # Vietnamese,"[FFA500, FF7F00]",1,0.83
VI # Vietnamese,Orange,1,0.83
VI # Vietnamese,"[#800000,#FF0000]",1,0.83
VI # Vietnamese,"[ #F0F0F0, #FFFFFF ]",1,0.83
VI # Vietnamese,"Your Answer: [#7F00FF,#EE82EE]",1,0.83
VI # Vietnamese,Your Answer: violet,1,0.83
VI # Vietnamese,"[#4B0082,#8A2BE2]",1,0.83
VI # Vietnamese,"[#00008B,#87CEEB]",1,0.83
VI # Vietnamese,"Your Answer: [#008000,#00FF00]",1,0.83
VI # Vietnamese,"[#FFD700,#FFFF00]",1,0.83
VI # Vietnamese,"[#FF4500,#FFA500]",1,0.83
VI # Vietnamese,Your Answer: Yellow,1,0.83
ZH # Mandarin,Your Answer: blue,10,8.33
ZH # Mandarin,Your Answer: red,8,6.67
ZH # Mandarin,calm,7,5.83
ZH # Mandarin,Your Answer: calm,6,5.0
ZH # Mandarin,blue,5,4.17
ZH # Mandarin,Your Answer: white,5,4.17
ZH # Mandarin,Your Answer: yellow,5,4.17
ZH # Mandarin,Your Answer: happy,5,4.17
ZH # Mandarin,Your Answer: Blue,4,3.33
ZH # Mandarin,Your Answer: green,3,2.5
ZH # Mandarin,Blue,3,2.5
ZH # Mandarin,Your Answer: Red,3,2.5
ZH # Mandarin,white,3,2.5
ZH # Mandarin,indigo,3,2.5
ZH # Mandarin,Red,3,2.5
ZH # Mandarin,orange,2,1.67
ZH # Mandarin,White,2,1.67
ZH # Mandarin,"[#008000,#00FF00]",2,1.67
ZH # Mandarin,green,2,1.67
ZH # Mandarin,yellow,2,1.67
ZH # Mandarin,"[#000080,#ADD8E6]",2,1.67
ZH # Mandarin,"[#4B0082,#800080]",2,1.67
ZH # Mandarin,sad,2,1.67
ZH # Mandarin,Green,2,1.67
ZH # Mandarin,violet,2,1.67
ZH # Mandarin,happy,2,1.67
ZH # Mandarin,"[#0000FF, #00B7EB]",1,0.83
ZH # Mandarin,"[#FFFF00, #FFFFE0]",1,0.83
ZH # Mandarin,"[#FF4500, #FFA500]",1,0.83
ZH # Mandarin,Your Answer: violet,1,0.83
ZH # Mandarin,Your Answer: orange,1,0.83
ZH # Mandarin,"[FFFFFF, F5F5F5]",1,0.83
ZH # Mandarin,Your Answer: angry,1,0.83
ZH # Mandarin,"[#FF0000, #FF4040]",1,0.83
ZH # Mandarin,Your Answer: White,1,0.83
ZH # Mandarin,"[4B0082, 6A0DAD]",1,0.83
ZH # Mandarin,Yellow,1,0.83
ZH # Mandarin,angry,1,0.83
ZH # Mandarin,"[#FFFFFF,#FFFFFF]",1,0.83
ZH # Mandarin,"[#800080,#EE82EE]",1,0.83
ZH # Mandarin,"[#FFFF00,#FFFF66]",1,0.83
ZH # Mandarin,"[#800000, #FF0000]",1,0.83
ZH # Mandarin,"[#800000,#FF0000]",1,0.83
ZH # Mandarin,red,1,0.83
ZH # Mandarin,"[ #FF4500, #FFA500 ]",1,0.83
ZH # Mandarin,"[ #FFD700, #FFFF00 ]",1,0.83
ZH # Mandarin,"[ #006400, #00FF00 ]",1,0.83
ZH # Mandarin,"[#F0F0F0,#FFFFFF]",1,0.83
ZH # Mandarin,"Your Answer: [""#9400D3"", ""#EE82EE""]",1,0.83
ZH # Mandarin,"[ #4B0082, #9370DB ]",1,0.83
ZH # Mandarin,"[FFA500, FF7F00]",1,0.83
