Model,SystemPromptType,Temperature,Language,Proficiency,Prompt,NounCategory,Noun,Adjectives
grok-3-mini,english-monolingual,0.0,FA # Persian,B1,most frequent,Abstract Concepts,anger,intense;boiling;sudden;deep;raw;suppressed;righteous;blind;explosive;simmering
grok-3-mini,english-monolingual,0.0,FA # Persian,C1,most frequent,Human Roles,engineer,skilled;innovative;mechanical;electrical;experienced;creative;dedicated;young;professional;talented
grok-3-mini,english-monolingual,0.0,FA # Persian,C1,most frequent,Human Roles,farmer,hardworking;local;organic;experienced;rural;dedicated;small-scale;innovative;family;practical
grok-3-mini,english-monolingual,0.0,FA # Persian,C1,most frequent,Human Roles,lawyer,sharp;experienced;corporate;defense;ambitious;ethical;successful;young;dedicated;trial
grok-3-mini,english-monolingual,0.0,FA # Persian,C1,most frequent,Human Roles,musician,talented;classical;rock;dedicated;famous;struggling;innovative;young;skilled;passionate
grok-3-mini,english-monolingual,0.0,FA # Persian,C1,most frequent,Human Roles,scientist,brilliant;dedicated;innovative;research;environmental;theoretical;young;experienced;curious;acclaimed
grok-3-mini,english-monolingual,0.0,FA # Persian,C1,most frequent,Human Roles,soldier,brave;trained;veteran;elite;disciplined;young;combat;loyal;injured;heroic
grok-3-mini,english-monolingual,0.0,FA # Persian,C1,most frequent,Human Roles,teacher,dedicated;experienced;inspiring;patient;young;passionate;effective;strict;creative;knowledgeable
grok-3-mini,english-monolingual,0.0,FA # Persian,C1,most frequent,Human Roles,writer,talented;prolific;aspiring;famous;creative;dedicated;mystery;young;skilled;imaginative
grok-3-mini,english-monolingual,0.0,FA # Persian,C1,most frequent,Inanimate Objects,book,thick;old;bestselling;hardcover;paperback;educational;fictional;colorful;rare;inspiring
grok-3-mini,english-monolingual,0.0,FA # Persian,C1,most frequent,Inanimate Objects,bridge,old;wooden;steel;suspension;ancient;modern;high;narrow;iconic;sturdy
grok-3-mini,english-monolingual,0.0,FA # Persian,C1,most frequent,Inanimate Objects,drums,loud;rhythmic;wooden;electronic;tribal;professional;small;vintage;acoustic;shiny
grok-3-mini,english-monolingual,0.0,FA # Persian,C1,most frequent,Inanimate Objects,earth,fertile;round;blue;ancient;living;vast;green;rocky;spinning;mysterious
grok-3-mini,english-monolingual,0.0,FA # Persian,C1,most frequent,Inanimate Objects,flute,wooden;silver;melodic;ancient;shiny;professional;small;handmade;sweet-sounding;decorative
grok-3-mini,english-monolingual,0.0,FA # Persian,C1,most frequent,Inanimate Objects,key,small;metal;rusty;spare;golden;locked;modern;antique;electronic;skeleton
grok-3-mini,english-monolingual,0.0,FA # Persian,C1,most frequent,Inanimate Objects,knife,sharp;kitchen;pocket;rusty;silver;hunting;dull;ceremonial;folding;ancient
grok-3-mini,english-monolingual,0.0,FA # Persian,C1,most frequent,Inanimate Objects,lock,rusty;secure;electronic;old;modern;combination;padlock;broken;sturdy;keyed
grok-3-mini,english-monolingual,0.0,FA # Persian,C1,most frequent,Inanimate Objects,moon,full;crescent;bright;waxing;waning;silvery;distant;mysterious;glowing;new
grok-3-mini,english-monolingual,0.0,FA # Persian,C1,most frequent,Inanimate Objects,pen,black;fountain;ballpoint;cheap;elegant;colorful;leaking;fine-tipped;antique;disposable
grok-3-mini,english-monolingual,0.0,FA # Persian,C1,most frequent,Inanimate Objects,sun,bright;setting;rising;hot;golden;distant;scorching;midday;warm;eternal
grok-3-mini,english-monolingual,0.0,FA # Persian,C1,most frequent,Inanimate Objects,sword,sharp;ancient;ceremonial;steel;decorative;legendary;heavy;jeweled;wooden;magical
grok-3-mini,english-monolingual,0.0,FA # Persian,C1,most frequent,Neutral Animals,cat,fluffy;playful;black;stray;domestic;lazy;wild;curious;sleek;affectionate
grok-3-mini,english-monolingual,0.0,FA # Persian,C1,most frequent,Neutral Animals,dog,loyal;playful;big;small;trained;stray;energetic;friendly;barking;protective
grok-3-mini,english-monolingual,0.0,FA # Persian,C1,most frequent,Neutral Animals,dolphin,intelligent;playful;graceful;wild;marine;friendly;leaping;social;sleek;endangered
grok-3-mini,english-monolingual,0.0,FA # Persian,C1,most frequent,Neutral Animals,elephant,massive;gray;wild;gentle;endangered;trumpeting;African;intelligent;majestic;charging
grok-3-mini,english-monolingual,0.0,FA # Persian,C1,most frequent,Neutral Animals,hamster,small;furry;playful;caged;nocturnal;cute;active;pet;brown;quick
grok-3-mini,english-monolingual,0.0,FA # Persian,C1,most frequent,Neutral Animals,monkey,playful;agile;wild;curious;swinging;mischievous;intelligent;small;tropical;noisy
grok-3-mini,english-monolingual,0.0,FA # Persian,C1,most frequent,Neutral Animals,mouse,small;gray;timid;wild;pet;squeaky;fast;nocturnal;furry;trapped
grok-3-mini,english-monolingual,0.0,FA # Persian,C1,most frequent,Neutral Animals,peacock,colorful;proud;wild;majestic;feathered;exotic;strutting;beautiful;noisy;royal
grok-3-mini,english-monolingual,0.0,FA # Persian,C1,most frequent,Neutral Animals,rabbit,fluffy;white;wild;hopping;pet;fast;cute;furry;timid;breeding
grok-3-mini,english-monolingual,0.0,FA # Persian,C1,most frequent,Neutral Animals,shark,dangerous;great;predatory;fast;marine;gray;fierce;hunting;endangered;massive
grok-3-mini,english-monolingual,0.0,FA # Persian,C1,most frequent,Neutral Animals,snake,venomous;slithering;long;wild;coiled;colorful;dangerous;pet;constrictor;hidden
grok-3-mini,english-monolingual,0.0,FA # Persian,C1,most frequent,Neutral Animals,whale,massive;blue;migrating;endangered;singing;marine;graceful;deep-diving;ancient;playful
grok-3-mini,english-monolingual,0.0,FA # Persian,C1,most frequent,Places,city,bustling;modern;ancient;crowded;vibrant;coastal;historic;sprawling;industrial;quiet
grok-3-mini,english-monolingual,0.0,FA # Persian,C1,most frequent,Places,desert,vast;sandy;arid;hot;barren;remote;windswept;golden;endless;harsh
grok-3-mini,english-monolingual,0.0,FA # Persian,C1,most frequent,Places,forest,dense;ancient;green;tropical;dark;lush;quiet;enchanted;vast;misty
grok-3-mini,english-monolingual,0.0,FA # Persian,C1,most frequent,Places,island,tropical;remote;volcanic;deserted;green;sandy;exotic;small;inhabited;rocky
grok-3-mini,english-monolingual,0.0,FA # Persian,C1,most frequent,Places,lake,serene;deep;frozen;clear;mountain;vast;polluted;scenic;freshwater;hidden
grok-3-mini,english-monolingual,0.0,FA # Persian,C1,most frequent,Places,mountain,towering;snowy;rugged;ancient;steep;majestic;volcanic;remote;green;foggy
grok-3-mini,english-monolingual,0.0,FA # Persian,C1,most frequent,Places,ocean,vast;deep;blue;stormy;calm;endless;salty;mysterious;turbulent;warm
grok-3-mini,english-monolingual,0.0,FA # Persian,C1,most frequent,Places,plain,vast;flat;grassy;fertile;dry;endless;open;windswept;green;barren
grok-3-mini,english-monolingual,0.0,FA # Persian,C1,most frequent,Places,plateau,high;flat;rocky;elevated;vast;ancient;scenic;dry;green;remote
grok-3-mini,english-monolingual,0.0,FA # Persian,C1,most frequent,Places,river,wide;flowing;muddy;clear;winding;deep;swift;ancient;polluted;scenic
grok-3-mini,english-monolingual,0.0,FA # Persian,C1,most frequent,Places,valley,lush;deep;narrow;fertile;hidden;scenic;green;dry;mountainous;peaceful
grok-3-mini,english-monolingual,0.0,FA # Persian,C1,most frequent,Places,village,quaint;rural;small;peaceful;ancient;coastal;bustling;isolated;charming;traditional
grok-3-mini,english-monolingual,0.0,FA # Persian,C1,most frequent,Plants,cactus,spiky;desert;tall;green;flowering;hardy;prickly;small;exotic;drought-resistant
grok-3-mini,english-monolingual,0.0,FA # Persian,C1,most frequent,Plants,eggplant,purple;fresh;shiny;large;organic;grilled;ripe;smooth;vegetable;firm
grok-3-mini,english-monolingual,0.0,FA # Persian,C1,most frequent,Plants,flower,beautiful;colorful;fragrant;wild;blooming;delicate;exotic;red;garden;wilted
grok-3-mini,english-monolingual,0.0,FA # Persian,C1,most frequent,Plants,grass,green;lush;tall;dry;fresh;mowed;wild;soft;overgrown;wet
grok-3-mini,english-monolingual,0.0,FA # Persian,C1,most frequent,Plants,lettuce,fresh;crisp;green;organic;leafy;salad;wilted;raw;hydroponic;tender
grok-3-mini,english-monolingual,0.0,FA # Persian,C1,most frequent,Plants,mushroom,wild;edible;poisonous;fresh;button;large;dried;flavorful;organic;capped
grok-3-mini,english-monolingual,0.0,FA # Persian,C1,most frequent,Plants,onion,fresh;red;white;pungent;sliced;organic;raw;sweet;dried;large
grok-3-mini,english-monolingual,0.0,FA # Persian,C1,most frequent,Plants,pepper,spicy;red;green;fresh;bell;hot;sliced;organic;sweet;dried
grok-3-mini,english-monolingual,0.0,FA # Persian,C1,most frequent,Plants,potato,fresh;baked;mashed;organic;raw;large;small;peeled;fried;starchy
grok-3-mini,english-monolingual,0.0,FA # Persian,C1,most frequent,Plants,rose,red;beautiful;thorny;fragrant;blooming;wild;white;garden;delicate;hybrid
grok-3-mini,english-monolingual,0.0,FA # Persian,C1,most frequent,Plants,tomato,red;ripe;fresh;juicy;organic;sliced;cherry;raw;vine-ripened;plump
grok-3-mini,english-monolingual,0.0,FA # Persian,C1,most frequent,Plants,tree,tall;ancient;green;leafy;fruit-bearing;shady;bare;evergreen;flowering;twisted
grok-3-mini,english-monolingual,0.0,FA # Persian,C1,most frequent,Social Relationships,ally,reliable;strong;strategic;faithful;powerful;trusted;international;loyal;supportive;key
grok-3-mini,english-monolingual,0.0,FA # Persian,C1,most frequent,Social Relationships,brother,older;younger;protective;loving;annoying;supportive;twin;estranged;caring;competitive
grok-3-mini,english-monolingual,0.0,FA # Persian,C1,most frequent,Social Relationships,enemy,sworn;bitter;formidable;ancient;ruthless;hidden;powerful;declared;dangerous;foreign
grok-3-mini,english-monolingual,0.0,FA # Persian,C1,most frequent,Social Relationships,father,loving;strict;absent;proud;hardworking;supportive;biological;step;caring;distant
grok-3-mini,english-monolingual,0.0,FA # Persian,C1,most frequent,Social Relationships,follower,loyal;devoted;blind;enthusiastic;faithful;dedicated;cult;social;ardent;unquestioning
grok-3-mini,english-monolingual,0.0,FA # Persian,C1,most frequent,Social Relationships,friend,close;loyal;old;new;trustworthy;fun;supportive;childhood;reliable;distant
grok-3-mini,english-monolingual,0.0,FA # Persian,C1,most frequent,Social Relationships,leader,charismatic;strong;visionary;effective;authoritarian;inspirational;democratic;competent;natural;failed
grok-3-mini,english-monolingual,0.0,FA # Persian,C1,most frequent,Social Relationships,mother,loving;caring;strict;single;protective;nurturing;biological;step;devoted;absent
grok-3-mini,english-monolingual,0.0,FA # Persian,C1,most frequent,Social Relationships,partner,business;romantic;reliable;equal;supportive;professional;trusted;life;creative;committed
grok-3-mini,english-monolingual,0.0,FA # Persian,C1,most frequent,Social Relationships,rival,fierce;corporate;athletic;bitter;longstanding;competitive;worthy;jealous;direct;emerging
grok-3-mini,english-monolingual,0.0,FA # Persian,C1,most frequent,Social Relationships,sister,younger;older;protective;loving;annoying;supportive;twin;estranged;caring;competitive
grok-3-mini,english-monolingual,0.0,FA # Persian,C1,most frequent,Social Relationships,stranger,mysterious;unknown;dangerous;friendly;passing;foreign;helpful;suspicious;wandering;anonymous
grok-3-mini,english-monolingual,0.0,FA # Persian,C1,most frequent,Spatial Concepts,above,high;overhead;superior;elevated;upper;soaring;dominant;floating;prominent;celestial
grok-3-mini,english-monolingual,0.0,FA # Persian,C1,most frequent,Spatial Concepts,back,rear;hidden;supporting;distant;lower;straight;aching;covered;strong;curved
grok-3-mini,english-monolingual,0.0,FA # Persian,C1,most frequent,Spatial Concepts,below,lower;underground;submerged;inferior;hidden;deep;sunken;beneath;minor;underlying
grok-3-mini,english-monolingual,0.0,FA # Persian,C1,most frequent,Spatial Concepts,east,rising;distant;coastal;sunny;eastern;far;ancient;windswept;mysterious;golden
grok-3-mini,english-monolingual,0.0,FA # Persian,C1,most frequent,Spatial Concepts,front,forward;leading;visible;main;bold;direct;prominent;facing;open;aggressive
grok-3-mini,english-monolingual,0.0,FA # Persian,C1,most frequent,Spatial Concepts,inside,inner;hidden;cozy;protected;enclosed;secret;warm;deep;private;secure
grok-3-mini,english-monolingual,0.0,FA # Persian,C1,most frequent,Spatial Concepts,left,abandoned;unused;western;forgotten;stray;remaining;isolated;odd;solitary;neglected
grok-3-mini,english-monolingual,0.0,FA # Persian,C1,most frequent,Spatial Concepts,north,frozen;polar;distant;windy;northern;cold;remote;ancient;rugged;mysterious
grok-3-mini,english-monolingual,0.0,FA # Persian,C1,most frequent,Spatial Concepts,outside,external;open;exposed;fresh;distant;surrounding;wild;chilly;vast;unprotected
grok-3-mini,english-monolingual,0.0,FA # Persian,C1,most frequent,Spatial Concepts,right,correct;proper;eastern;accurate;lawful;straight;dominant;justified;precise;moral
grok-3-mini,english-monolingual,0.0,FA # Persian,C1,most frequent,Spatial Concepts,south,warm;tropical;southern;sunny;distant;humid;coastal;ancient;vibrant;exotic
grok-3-mini,english-monolingual,0.0,FA # Persian,C1,most frequent,Spatial Concepts,west,wild;sunset;distant;western;rugged;coastal;mysterious;golden;expansive;frontier
grok-3-mini,english-monolingual,0.0,FA # Persian,C1,most frequent,Time Concepts,century,past;modern;ancient;golden;dark;progressive;turbulent;enlightened;forgotten;pivotal
grok-3-mini,english-monolingual,0.0,FA # Persian,C1,most frequent,Time Concepts,day,sunny;long;busy;short;rainy;ordinary;special;clear;exhausting;memorable
grok-3-mini,english-monolingual,0.0,FA # Persian,C1,most frequent,Time Concepts,evening,quiet;cool;romantic;long;peaceful;golden;relaxing;festive;dark;chilly
grok-3-mini,english-monolingual,0.0,FA # Persian,C1,most frequent,Time Concepts,hour,late;early;long;short;golden;final;busy;quiet;productive;fleeting
grok-3-mini,english-monolingual,0.0,FA # Persian,C1,most frequent,Time Concepts,minute,brief;last;final;quiet;tense;precious;exact;hurried;silent;critical
grok-3-mini,english-monolingual,0.0,FA # Persian,C1,most frequent,Time Concepts,month,long;short;busy;festive;quiet;final;warm;cold;productive;memorable
grok-3-mini,english-monolingual,0.0,FA # Persian,C1,most frequent,Time Concepts,morning,fresh;early;bright;foggy;crisp;sunny;quiet;hectic;cool;energizing
grok-3-mini,english-monolingual,0.0,FA # Persian,C1,most frequent,Time Concepts,night,dark;long;starry;quiet;stormy;festive;chilly;endless;mysterious;peaceful
grok-3-mini,english-monolingual,0.0,FA # Persian,C1,most frequent,Time Concepts,season,busy;festive;quiet;warm;cold;productive;memorable;final;transitional;vibrant
grok-3-mini,english-monolingual,0.0,FA # Persian,C1,most frequent,Time Concepts,second,final;brief;last;critical;quiet;tense;precious;hurried;exact;fleeting
grok-3-mini,english-monolingual,0.0,FA # Persian,C1,most frequent,Time Concepts,week,long;short;busy;quiet;final;productive;memorable;relaxing;hectic;ordinary
grok-3-mini,english-monolingual,0.0,FA # Persian,C1,most frequent,Time Concepts,year,long;short;busy;quiet;final;productive;memorable;challenging;successful;ordinary
grok-3-mini,english-monolingual,0.0,FA # Persian,C2,most frequent,Abstract Concepts,anger,intense;blind;hot;sudden;deep;suppressed;righteous;explosive;simmering;uncontrolled
grok-3-mini,english-monolingual,0.0,FA # Persian,C2,most frequent,Abstract Concepts,courage,brave;unwavering;heroic;bold;fearless;moral;quiet;physical;innate;extraordinary
grok-3-mini,english-monolingual,0.0,FA # Persian,C2,most frequent,Abstract Concepts,fear,intense;overwhelming;irrational;primal;sudden;deep-seated;paralyzing;creeping;instinctive;unfounded
grok-3-mini,english-monolingual,0.0,FA # Persian,C2,most frequent,Abstract Concepts,freedom,absolute;personal;political;hard-won;unrestricted;basic;true;economic;individual;newfound
grok-3-mini,english-monolingual,0.0,FA # Persian,C2,most frequent,Abstract Concepts,happiness,pure;lasting;genuine;fleeting;inner;simple;overwhelming;shared;quiet;radiant
grok-3-mini,english-monolingual,0.0,FA # Persian,C2,most frequent,Abstract Concepts,hate,intense;bitter;deep-seated;irrational;blind;consuming;longstanding;vicious;unspoken;mutual
grok-3-mini,english-monolingual,0.0,FA # Persian,C2,most frequent,Abstract Concepts,honesty,brutal;unwavering;complete;refreshing;raw;straightforward;absolute;heartfelt;transparent;genuine
grok-3-mini,english-monolingual,0.0,FA # Persian,C2,most frequent,Abstract Concepts,justice,swift;blind;social;poetic;true;equal;restorative;divine;criminal;impartial
grok-3-mini,english-monolingual,0.0,FA # Persian,C2,most frequent,Abstract Concepts,knowledge,vast;practical;ancient;secret;theoretical;deep;specialized;common;acquired;profound
grok-3-mini,english-monolingual,0.0,FA # Persian,C2,most frequent,Abstract Concepts,love,unconditional;passionate;enduring;platonic;romantic;selfless;forbidden;pure;familial;intense
grok-3-mini,english-monolingual,0.0,FA # Persian,C2,most frequent,Abstract Concepts,peace,inner;lasting;fragile;global;quiet;eternal;temporary;spiritual;negotiated;profound
grok-3-mini,english-monolingual,0.0,FA # Persian,C2,most frequent,Abstract Concepts,wisdom,ancient;profound;practical;timeless;innate;hard-earned;spiritual;worldly;intuitive;deep
grok-3-mini,english-monolingual,0.0,FA # Persian,C2,most frequent,Cultural Artifacts,bell,ringing;loud;clear;antique;golden;small;church;silver;ornate;electronic
grok-3-mini,english-monolingual,0.0,FA # Persian,C2,most frequent,Cultural Artifacts,candle,flickering;scented;tall;waxen;decorative;aromatic;slender;colored;beeswax;votive
grok-3-mini,english-monolingual,0.0,FA # Persian,C2,most frequent,Cultural Artifacts,carpet,soft;woolen;patterned;thick;oriental;colorful;worn;plush;synthetic;elegant
grok-3-mini,english-monolingual,0.0,FA # Persian,C2,most frequent,Cultural Artifacts,coin,ancient;shiny;rare;gold;silver;foreign;counterfeit;old;commemorative;heavy
grok-3-mini,english-monolingual,0.0,FA # Persian,C2,most frequent,Cultural Artifacts,crown,golden;royal;jeweled;ceremonial;ancient;ornate;symbolic;heavy;imperial;sparkling
grok-3-mini,english-monolingual,0.0,FA # Persian,C2,most frequent,Cultural Artifacts,flag,national;waving;colorful;tattered;symbolic;foreign;proud;striped;historic;vibrant
grok-3-mini,english-monolingual,0.0,FA # Persian,C2,most frequent,Cultural Artifacts,mask,decorative;protective;mysterious;facial;theatrical;carved;anonymous;elegant;traditional;frightening
grok-3-mini,english-monolingual,0.0,FA # Persian,C2,most frequent,Cultural Artifacts,necklace,sparkling;gold;pearl;elegant;beaded;antique;simple;layered;diamond;handmade
grok-3-mini,english-monolingual,0.0,FA # Persian,C2,most frequent,Cultural Artifacts,painting,vibrant;abstract;detailed;oil;landscape;modern;portrait;colorful;antique;expressive
grok-3-mini,english-monolingual,0.0,FA # Persian,C2,most frequent,Cultural Artifacts,ring,golden;engagement;silver;diamond;simple;antique;decorative;wedding;oversized;engraved
grok-3-mini,english-monolingual,0.0,FA # Persian,C2,most frequent,Cultural Artifacts,statue,towering;bronze;ancient;marble;heroic;modern;lifelike;commemorative;weathered;elegant
grok-3-mini,english-monolingual,0.0,FA # Persian,C2,most frequent,Cultural Artifacts,vase,ornate;ceramic;tall;decorative;antique;floral;glass;colorful;slender;hand-painted
grok-3-mini,english-monolingual,0.0,FA # Persian,C2,most frequent,Environmental Phenomena,cloud,fluffy;dark;wispy;stormy;white;drifting;cumulus;low-hanging;billowing;gray
grok-3-mini,english-monolingual,0.0,FA # Persian,C2,most frequent,Environmental Phenomena,earthquake,devastating;powerful;sudden;minor;seismic;destructive;underground;violent;shallow;frequent
grok-3-mini,english-monolingual,0.0,FA # Persian,C2,most frequent,Environmental Phenomena,fog,thick;dense;misty;rolling;early-morning;chilling;persistent;light;coastal;eerie
grok-3-mini,english-monolingual,0.0,FA # Persian,C2,most frequent,Environmental Phenomena,lightning,bright;forked;sudden;electrical;dramatic;distant;powerful;flashing;nighttime;intense
grok-3-mini,english-monolingual,0.0,FA # Persian,C2,most frequent,Environmental Phenomena,rain,heavy;light;steady;torrential;gentle;seasonal;cold;warm;persistent;refreshing
grok-3-mini,english-monolingual,0.0,FA # Persian,C2,most frequent,Environmental Phenomena,rainbow,vibrant;colorful;double;faint;spectacular;arched;post-rain;wide;fleeting;natural
grok-3-mini,english-monolingual,0.0,FA # Persian,C2,most frequent,Environmental Phenomena,snow,fresh;powdery;heavy;melting;deep;fluffy;wet;pristine;drifting;icy
grok-3-mini,english-monolingual,0.0,FA # Persian,C2,most frequent,Environmental Phenomena,storm,fierce;raging;approaching;violent;tropical;sudden;electrical;winter;howling;massive
grok-3-mini,english-monolingual,0.0,FA # Persian,C2,most frequent,Environmental Phenomena,thunder,loud;rumbling;distant;crashing;ominous;echoing;sudden;deep;nighttime;explosive
grok-3-mini,english-monolingual,0.0,FA # Persian,C2,most frequent,Environmental Phenomena,tide,high;low;rising;ebbing;strong;coastal;incoming;outgoing;powerful;gentle
grok-3-mini,english-monolingual,0.0,FA # Persian,C2,most frequent,Environmental Phenomena,volcano,active;dormant;explosive;massive;smoking;ancient;fiery;towering;dangerous;submerged
grok-3-mini,english-monolingual,0.0,FA # Persian,C2,most frequent,Environmental Phenomena,wind,strong;gentle;howling;cold;warm;gusty;steady;coastal;biting;refreshing
grok-3-mini,english-monolingual,0.0,FA # Persian,C2,most frequent,Food Items,apple,red;crisp;juicy;green;sweet;tart;fresh;ripe;organic;shiny
grok-3-mini,english-monolingual,0.0,FA # Persian,C2,most frequent,Food Items,banana,yellow;ripe;peeled;sweet;green;curved;fresh;spotted;organic;soft
grok-3-mini,english-monolingual,0.0,FA # Persian,C2,most frequent,Food Items,beef,tender;grilled;lean;fatty;fresh;ground;rare;organic;seasoned;juicy
grok-3-mini,english-monolingual,0.0,FA # Persian,C2,most frequent,Food Items,bread,fresh;warm;crusty;soft;whole-wheat;sliced;homemade;toasted;fluffy;artisanal
grok-3-mini,english-monolingual,0.0,FA # Persian,C2,most frequent,Food Items,broccoli,fresh;green;steamed;crisp;organic;raw;frozen;tender;floreted;nutritious
grok-3-mini,english-monolingual,0.0,FA # Persian,C2,most frequent,Food Items,cheese,sharp;creamy;aged;soft;hard;grated;melted;flavorful;imported;mild
grok-3-mini,english-monolingual,0.0,FA # Persian,C2,most frequent,Food Items,chicken,grilled;roasted;fresh;organic;boneless;spicy;tender;fried;marinated;whole
grok-3-mini,english-monolingual,0.0,FA # Persian,C2,most frequent,Food Items,egg,fresh;boiled;scrambled;organic;large;brown;free-range;fried;raw;cracked
grok-3-mini,english-monolingual,0.0,FA # Persian,C2,most frequent,Food Items,fish,fresh;grilled;smoked;wild-caught;flaky;salty;frozen;oily;steamed;seasoned
grok-3-mini,english-monolingual,0.0,FA # Persian,C2,most frequent,Food Items,pasta,cooked;al dente;homemade;dried;stuffed;sauced;wheat;colorful;fresh;twisted
grok-3-mini,english-monolingual,0.0,FA # Persian,C2,most frequent,Food Items,rice,steamed;white;brown;cooked;fluffy;sticky;wild;aromatic;boiled;long-grain
grok-3-mini,english-monolingual,0.0,FA # Persian,C2,most frequent,Food Items,soup,hot;creamy;vegetable;hearty;spicy;clear;homemade;chilled;flavorful;thick
grok-3-mini,english-monolingual,0.0,FA # Persian,C2,most frequent,Human Roles,artist,talented;creative;visionary;struggling;famous;dedicated;innovative;eccentric;skilled;emerging
grok-3-mini,english-monolingual,0.0,FA # Persian,C2,most frequent,Human Roles,athlete,professional;dedicated;fit;competitive;Olympic;injured;skilled;young;elite;determined
grok-3-mini,english-monolingual,0.0,FA # Persian,C2,most frequent,Human Roles,chef,skilled;innovative;celebrity;professional;passionate;trained;creative;experienced;talented;renowned
grok-3-mini,english-monolingual,0.0,FA # Persian,C2,most frequent,Human Roles,doctor,skilled;compassionate;experienced;specialist;dedicated;young;retired;emergency;trusted;board-certified
grok-3-mini,english-monolingual,0.0,FA # Persian,C2,most frequent,Human Roles,engineer,skilled;innovative;mechanical;electrical;creative;experienced;software;civil;talented;problem-solving
grok-3-mini,english-monolingual,0.0,FA # Persian,C2,most frequent,Human Roles,farmer,hardworking;organic;local;experienced;dedicated;rural;sustainable;family;skilled;innovative
grok-3-mini,english-monolingual,0.0,FA # Persian,C2,most frequent,Human Roles,lawyer,experienced;corporate;defense;skilled;ethical;trial;dedicated;high-profile;ambitious
grok-3-mini,english-monolingual,0.0,FA # Persian,C2,most frequent,Human Roles,musician,talented;classical;rock;dedicated;famous;indie;skilled;touring;emerging;versatile
grok-3-mini,english-monolingual,0.0,FA # Persian,C2,most frequent,Human Roles,scientist,brilliant;dedicated;research;innovative;environmental;medical;theoretical;experimental;accomplished;curious
grok-3-mini,english-monolingual,0.0,FA # Persian,C2,most frequent,Human Roles,soldier,brave;trained;veteran;elite;disciplined;young;combat;loyal;injured;heroic
grok-3-mini,english-monolingual,0.0,FA # Persian,C2,most frequent,Human Roles,teacher,dedicated;experienced;inspiring;patient;elementary;passionate;retired;skilled;innovative;supportive
grok-3-mini,english-monolingual,0.0,FA # Persian,C2,most frequent,Human Roles,writer,talented;prolific;fictional;journalistic;aspiring;published;creative;established;freelance;insightful
grok-3-mini,english-monolingual,0.0,FA # Persian,C2,most frequent,Inanimate Objects,book,bestselling;thick;paperback;hardcover;educational;fictional;ancient;illustrated;popular;rare
grok-3-mini,english-monolingual,0.0,FA # Persian,C2,most frequent,Inanimate Objects,bridge,sturdy;ancient;modern;suspension;wooden;high;iconic;narrow;steel;arched
grok-3-mini,english-monolingual,0.0,FA # Persian,C2,most frequent,Inanimate Objects,drums,loud;rhythmic;acoustic;electronic;tribal;professional;small;vintage;tuned;percussive
grok-3-mini,english-monolingual,0.0,FA # Persian,C2,most frequent,Inanimate Objects,earth,fertile;round;blue;ancient;living;vast;rocky;green;spinning;mysterious
grok-3-mini,english-monolingual,0.0,FA # Persian,C2,most frequent,Inanimate Objects,flute,wooden;silver;melodic;ancient;modern;handheld;tuned;ornate;professional;sweet-sounding
grok-3-mini,english-monolingual,0.0,FA # Persian,C2,most frequent,Inanimate Objects,key,small;metal;rusty;spare;electronic;golden;locked;skeleton;modern;intricate
grok-3-mini,english-monolingual,0.0,FA # Persian,C2,most frequent,Inanimate Objects,knife,sharp;kitchen;pocket;rusty;ceremonial;folding;blunt;steel;hunting;decorative
grok-3-mini,english-monolingual,0.0,FA # Persian,C2,most frequent,Inanimate Objects,lock,sturdy;electronic;rusty;combination;padlock;modern;keyed;secure;antique;broken
grok-3-mini,english-monolingual,0.0,FA # Persian,C2,most frequent,Inanimate Objects,moon,full;crescent;bright;waxing;waning;distant;silvery;glowing;mysterious;orbital
grok-3-mini,english-monolingual,0.0,FA # Persian,C2,most frequent,Inanimate Objects,pen,black;fountain;ballpoint;erasable;colorful;cheap;elegant;disposable;fine-tipped;vintage
grok-3-mini,english-monolingual,0.0,FA # Persian,C2,most frequent,Inanimate Objects,sun,bright;scorching;setting;rising;warm;distant;golden;midday;solar;intense
grok-3-mini,english-monolingual,0.0,FA # Persian,C2,most frequent,Inanimate Objects,sword,sharp;ancient;ceremonial;steel;ornate;lightweight;medieval;curved;heavy;decorative
grok-3-mini,english-monolingual,0.0,FA # Persian,C2,most frequent,Neutral Animals,cat,fluffy;playful;stray;black;domestic;wild;curious;lazy;affectionate;sleek
grok-3-mini,english-monolingual,0.0,FA # Persian,C2,most frequent,Neutral Animals,dog,loyal;playful;stray;large;small;trained;energetic;friendly;barking;furry
grok-3-mini,english-monolingual,0.0,FA # Persian,C2,most frequent,Neutral Animals,dolphin,intelligent;playful;marine;graceful;wild;captive;sleek;jumping;social;endangered
grok-3-mini,english-monolingual,0.0,FA # Persian,C2,most frequent,Neutral Animals,elephant,massive;gray;wild;tame;endangered;intelligent;trumpeting;African;Asian;gentle
grok-3-mini,english-monolingual,0.0,FA # Persian,C2,most frequent,Neutral Animals,hamster,small;furry;playful;caged;nocturnal;cute;active;pet;brown;quick
grok-3-mini,english-monolingual,0.0,FA # Persian,C2,most frequent,Neutral Animals,monkey,playful;agile;wild;curious;intelligent;swinging;mischievous;tropical;small;furry
grok-3-mini,english-monolingual,0.0,FA # Persian,C2,most frequent,Neutral Animals,mouse,small;gray;timid;wild;caged;quick;furry;nocturnal;pet;sneaky
