Model,SystemPromptType,Temperature,Language,Proficiency,Prompt,NounCategory,Noun,Adjectives
grok-3-mini,think-in-native,0.0,DE # German,B1,most frequent,Abstract Concepts,anger,strong;hot;blind;deep;sudden;intense;raw;great;furious;bitter
grok-3-mini,think-in-native,0.0,DE # German,C1,most frequent,Plants,flower,beautiful;colorful;fragrant;wild;garden;small;large;blooming;wilted;red
grok-3-mini,think-in-native,0.0,DE # German,C1,most frequent,Plants,grass,green;tall;short;wet;dry;wild;lawn;soft;thick;yellow
grok-3-mini,think-in-native,0.0,DE # German,C1,most frequent,Plants,lettuce,fresh;green;crisp;raw;organic;leafy;salad;wilted;small;large
grok-3-mini,think-in-native,0.0,DE # German,C1,most frequent,Plants,mushroom,wild;edible;poisonous;small;large;fresh;dried;white;brown;tasty
grok-3-mini,think-in-native,0.0,DE # German,C1,most frequent,Plants,onion,fresh;raw;cooked;spicy;large;small;organic;peeled;sliced;strong
grok-3-mini,think-in-native,0.0,DE # German,C1,most frequent,Plants,pepper,hot;sweet;red;green;fresh;dried;spicy;small;large;flavorful
grok-3-mini,think-in-native,0.0,DE # German,C1,most frequent,Plants,potato,fresh;raw;cooked;large;small;organic;baked;fried;starchy;yellow
grok-3-mini,think-in-native,0.0,DE # German,C1,most frequent,Plants,rose,red;beautiful;thorny;fragrant;wild;garden;blooming;white;pink;fresh
grok-3-mini,think-in-native,0.0,DE # German,C1,most frequent,Plants,tomato,red;fresh;ripe;juicy;small;large;organic;raw;cooked;sweet
grok-3-mini,think-in-native,0.0,DE # German,C1,most frequent,Plants,tree,tall;green;old;young;leafy;fruit-bearing;shady;ancient;bare;strong
grok-3-mini,think-in-native,0.0,DE # German,C1,most frequent,Social Relationships,ally,strong;reliable;faithful;strategic;helpful;trusted;powerful;loyal;supportive;key
grok-3-mini,think-in-native,0.0,DE # German,C1,most frequent,Social Relationships,brother,older;younger;protective;caring;annoying;supportive;fun;distant;close;helpful
grok-3-mini,think-in-native,0.0,DE # German,C1,most frequent,Social Relationships,enemy,dangerous;powerful;sworn;bitter;hidden;foreign;strong;ruthless;old;threatening
grok-3-mini,think-in-native,0.0,DE # German,C1,most frequent,Social Relationships,father,loving;strict;hardworking;absent;supportive;wise;young;old;caring;proud
grok-3-mini,think-in-native,0.0,DE # German,C1,most frequent,Social Relationships,follower,loyal;dedicated;blind;enthusiastic;faithful;active;passive;strong;weak;committed
grok-3-mini,think-in-native,0.0,DE # German,C1,most frequent,Social Relationships,friend,close;loyal;true;old;new;fun;supportive;trustworthy;helpful;distant
grok-3-mini,think-in-native,0.0,DE # German,C1,most frequent,Social Relationships,leader,strong;charismatic;effective;visionary;weak;inspiring;democratic;authoritarian;experienced;young
grok-3-mini,think-in-native,0.0,DE # German,C1,most frequent,Social Relationships,mother,loving;caring;strict;hardworking;supportive;wise;young;old;protective;nurturing
grok-3-mini,think-in-native,0.0,DE # German,C1,most frequent,Social Relationships,partner,reliable;supportive;business;romantic;equal;trusted;helpful;committed;strong;creative
grok-3-mini,think-in-native,0.0,DE # German,C1,most frequent,Social Relationships,rival,fierce;strong;competitive;bitter;equal;challenging;old;new;skilled;dangerous
grok-3-mini,think-in-native,0.0,DE # German,C1,most frequent,Social Relationships,sister,younger;older;caring;annoying;supportive;fun;close;distant;protective;helpful
grok-3-mini,think-in-native,0.0,DE # German,C1,most frequent,Social Relationships,stranger,unknown;mysterious;dangerous;friendly;foreign;passing;helpful;suspicious;tall;quiet
grok-3-mini,think-in-native,0.0,DE # German,C1,most frequent,Spatial Concepts,above,high;overhead;superior;elevated;upper;distant;clear;bright;floating;vast
grok-3-mini,think-in-native,0.0,DE # German,C1,most frequent,Spatial Concepts,back,rear;hidden;distant;old;strong;weak;straight;curved;painful;broad
grok-3-mini,think-in-native,0.0,DE # German,C1,most frequent,Spatial Concepts,below,low;underground;inferior;deep;hidden;dark;submerged;quiet;cold;vast
grok-3-mini,think-in-native,0.0,DE # German,C1,most frequent,Spatial Concepts,east,rising;distant;sunny;coastal;ancient;modern;flat;mountainous;warm;exotic
grok-3-mini,think-in-native,0.0,DE # German,C1,most frequent,Spatial Concepts,front,forward;main;visible;leading;open;busy;clean;damaged;wide;narrow
grok-3-mini,think-in-native,0.0,DE # German,C1,most frequent,Spatial Concepts,inside,inner;hidden;warm;dark;safe;crowded;empty;quiet;comfortable;secret
grok-3-mini,think-in-native,0.0,DE # German,C1,most frequent,Spatial Concepts,left,western;unused;free;damaged;strong;weak;open;closed;dark;bright
grok-3-mini,think-in-native,0.0,DE # German,C1,most frequent,Spatial Concepts,north,cold;polar;distant;windy;forested;mountainous;ancient;modern;vast;remote
grok-3-mini,think-in-native,0.0,DE # German,C1,most frequent,Spatial Concepts,outside,outer;exposed;cold;warm;busy;quiet;green;urban;rural;fresh
grok-3-mini,think-in-native,0.0,DE # German,C1,most frequent,Spatial Concepts,right,correct;eastern;strong;weak;free;occupied;straight;curved;bright;dark
grok-3-mini,think-in-native,0.0,DE # German,C1,most frequent,Spatial Concepts,south,warm;tropical;distant;coastal;dry;wet;ancient;modern;vast;sunny
grok-3-mini,think-in-native,0.0,DE # German,C1,most frequent,Spatial Concepts,west,wild;coastal;distant;sunny;ancient;modern;flat;mountainous;cool;remote
grok-3-mini,think-in-native,0.0,DE # German,C1,most frequent,Time Concepts,century,past;future;long;short;golden;dark;modern;ancient;eventful;peaceful
grok-3-mini,think-in-native,0.0,DE # German,C1,most frequent,Time Concepts,day,long;short;sunny;rainy;busy;lazy;clear;foggy;warm;cold
grok-3-mini,think-in-native,0.0,DE # German,C1,most frequent,Time Concepts,evening,calm;quiet;long;short;warm;cool;beautiful;dark;relaxing;busy
grok-3-mini,think-in-native,0.0,DE # German,C1,most frequent,Time Concepts,hour,long;short;early;late;busy;quiet;golden;dark;final;first
grok-3-mini,think-in-native,0.0,DE # German,C1,most frequent,Time Concepts,minute,short;long;final;first;quiet;busy;last;next;precise;fleeting
grok-3-mini,think-in-native,0.0,DE # German,C1,most frequent,Time Concepts,month,long;short;busy;quiet;warm;cold;final;first;festive;dull
grok-3-mini,think-in-native,0.0,DE # German,C1,most frequent,Time Concepts,morning,fresh;early;bright;foggy;cold;warm;busy;quiet;clear;energetic
grok-3-mini,think-in-native,0.0,DE # German,C1,most frequent,Time Concepts,night,dark;long;short;quiet;stormy;clear;warm;cold;mysterious;peaceful
grok-3-mini,think-in-native,0.0,DE # German,C1,most frequent,Time Concepts,season,long;short;warm;cold;rainy;dry;festive;quiet;changing;beautiful
grok-3-mini,think-in-native,0.0,DE # German,C1,most frequent,Time Concepts,second,short;final;first;quick;last;next;precise;fleeting;important;ordinary
grok-3-mini,think-in-native,0.0,DE # German,C1,most frequent,Time Concepts,week,long;short;busy;quiet;final;first;productive;relaxing;eventful;dull
grok-3-mini,think-in-native,0.0,DE # German,C1,most frequent,Time Concepts,year,long;short;busy;quiet;successful;difficult;final;first;memorable;ordinary
grok-3-mini,think-in-native,0.0,DE # German,C2,most frequent,Abstract Concepts,anger,intense;sudden;deep;blind;raw;suppressed;explosive;quiet;righteous;simmering
grok-3-mini,think-in-native,0.0,DE # German,C2,most frequent,Abstract Concepts,courage,brave;bold;unwavering;heroic;quiet;sudden;moral;inspiring;foolish;steadfast
grok-3-mini,think-in-native,0.0,DE # German,C2,most frequent,Abstract Concepts,fear,intense;sudden;deep;irrational;overwhelming;primal;hidden;constant;paralyzing;creeping
grok-3-mini,think-in-native,0.0,DE # German,C2,most frequent,Abstract Concepts,freedom,absolute;hard-won;personal;true;limited;complete;basic;cherished;fleeting;universal
grok-3-mini,think-in-native,0.0,DE # German,C2,most frequent,Abstract Concepts,happiness,pure;lasting;simple;genuine;fleeting;deep;shared;quiet;overwhelming;everyday
grok-3-mini,think-in-native,0.0,DE # German,C2,most frequent,Abstract Concepts,hate,intense;blind;deep;irrational;bitter;enduring;violent;unspoken;growing;mutual
grok-3-mini,think-in-native,0.0,DE # German,C2,most frequent,Abstract Concepts,honesty,
grok-3-mini,think-in-native,0.0,DE # German,C2,most frequent,Abstract Concepts,justice,fair;swift;blind;true;social;equal;delayed;moral;ultimate;imperfect
grok-3-mini,think-in-native,0.0,DE # German,C2,most frequent,Abstract Concepts,knowledge,vast;deep;practical;ancient;secret;basic;shared;useful;forgotten;advanced
grok-3-mini,think-in-native,0.0,DE # German,C2,most frequent,Abstract Concepts,love,true;deep;unconditional;passionate;fleeting;enduring;blind;pure;mutual;forbidden
grok-3-mini,think-in-native,0.0,DE # German,C2,most frequent,Abstract Concepts,peace,lasting;fragile;inner;global;quiet;true;temporary;perfect;disturbed;harmonious
grok-3-mini,think-in-native,0.0,DE # German,C2,most frequent,Abstract Concepts,wisdom,ancient;profound;practical;timeless;simple;hidden;shared;foolish;enduring;intuitive
grok-3-mini,think-in-native,0.0,DE # German,C2,most frequent,Cultural Artifacts,bell,loud;ringing;old;small;golden;cracked;clear;antique;handheld;festive
grok-3-mini,think-in-native,0.0,DE # German,C2,most frequent,Cultural Artifacts,candle,flickering;scented;tall;waxen;lit;small;colorful;melting;decorative;simple
grok-3-mini,think-in-native,0.0,DE # German,C2,most frequent,Cultural Artifacts,carpet,soft;woven;colorful;thick;old;patterned;dirty;luxurious;cheap;oriental
grok-3-mini,think-in-native,0.0,DE # German,C2,most frequent,Cultural Artifacts,coin,shiny;old;rare;small;golden;fake;ancient;valuable;foreign;worn
grok-3-mini,think-in-native,0.0,DE # German,C2,most frequent,Cultural Artifacts,crown,golden;royal;heavy;jeweled;ancient;symbolic;fake;ornate;simple;ceremonial
grok-3-mini,think-in-native,0.0,DE # German,C2,most frequent,Cultural Artifacts,flag,national;waving;colorful;torn;proud;foreign;faded;symbolic;large;small
grok-3-mini,think-in-native,0.0,DE # German,C2,most frequent,Cultural Artifacts,mask,mysterious;decorative;protective;old;colorful;facial;simple;scary;traditional;hidden
grok-3-mini,think-in-native,0.0,DE # German,C2,most frequent,Cultural Artifacts,necklace,shiny;golden;beaded;long;antique;simple;elegant;cheap;jeweled;broken
grok-3-mini,think-in-native,0.0,DE # German,C2,most frequent,Cultural Artifacts,painting,beautiful;old;abstract;colorful;famous;simple;detailed;modern;faded;large
grok-3-mini,think-in-native,0.0,DE # German,C2,most frequent,Cultural Artifacts,ring,golden;shiny;engagement;small;antique;simple;jeweled;broken;valuable;plain
grok-3-mini,think-in-native,0.0,DE # German,C2,most frequent,Cultural Artifacts,statue,grand;ancient;stone;bronze;tall;broken;famous;simple;decorative;forgotten
grok-3-mini,think-in-native,0.0,DE # German,C2,most frequent,Cultural Artifacts,vase,fragile;decorative;antique;colorful;tall;simple;broken;glass;ceramic;elegant
grok-3-mini,think-in-native,0.0,DE # German,C2,most frequent,Environmental Phenomena,cloud,fluffy;dark;white;drifting;stormy;high;thin;heavy;passing;gray
grok-3-mini,think-in-native,0.0,DE # German,C2,most frequent,Environmental Phenomena,earthquake,violent;sudden;massive;destructive;shallow;deep;rare;powerful;minor;unexpected
grok-3-mini,think-in-native,0.0,DE # German,C2,most frequent,Environmental Phenomena,fog,thick;dense;morning;chilling;mysterious;light;persistent;coastal;early;rolling
grok-3-mini,think-in-native,0.0,DE # German,C2,most frequent,Environmental Phenomena,lightning,bright;sudden;striking;dangerous;forked;distant;powerful;quick;electrical;stormy
grok-3-mini,think-in-native,0.0,DE # German,C2,most frequent,Environmental Phenomena,rain,heavy;light;steady;pouring;cold;warm;seasonal;gentle;relentless;tropical
grok-3-mini,think-in-native,0.0,DE # German,C2,most frequent,Environmental Phenomena,rainbow,colorful;bright;fleeting;double;vivid;arched;rare;beautiful;full;fading
grok-3-mini,think-in-native,0.0,DE # German,C2,most frequent,Environmental Phenomena,snow,fresh;deep;light;falling;cold;powdery;melting;heavy;white;drifting
grok-3-mini,think-in-native,0.0,DE # German,C2,most frequent,Environmental Phenomena,storm,fierce;raging;sudden;violent;approaching;mild;tropical;windy;dark;passing
grok-3-mini,think-in-native,0.0,DE # German,C2,most frequent,Environmental Phenomena,thunder,loud;rumbling;distant;sudden;echoing;powerful;faint;crashing;ominous;rolling
grok-3-mini,think-in-native,0.0,DE # German,C2,most frequent,Environmental Phenomena,tide,high;low;rising;falling;strong;gentle;incoming;outgoing;coastal;unpredictable
grok-3-mini,think-in-native,0.0,DE # German,C2,most frequent,Environmental Phenomena,volcano,active;dormant;massive;explosive;smoking;ancient;dangerous;fiery;quiet;towering
grok-3-mini,think-in-native,0.0,DE # German,C2,most frequent,Environmental Phenomena,wind,strong;gentle;howling;cold;warm;gusty;steady;northern;eastern;biting
grok-3-mini,think-in-native,0.0,DE # German,C2,most frequent,Food Items,apple,red;juicy;fresh;green;ripe;sweet;sour;small;large;crisp
grok-3-mini,think-in-native,0.0,DE # German,C2,most frequent,Food Items,banana,yellow;ripe;fresh;green;sweet;soft;large;small;peeled;tropical
grok-3-mini,think-in-native,0.0,DE # German,C2,most frequent,Food Items,beef,tender;fresh;grilled;lean;fatty;rare;cooked;organic;cheap;tough
grok-3-mini,think-in-native,0.0,DE # German,C2,most frequent,Food Items,bread,fresh;warm;soft;crusty;white;whole-grain;sliced;stale;homemade;toasted
grok-3-mini,think-in-native,0.0,DE # German,C2,most frequent,Food Items,broccoli,fresh;green;steamed;raw;crisp;organic;frozen;small;large;tender
grok-3-mini,think-in-native,0.0,DE # German,C2,most frequent,Food Items,cheese,sharp;soft;hard;creamy;aged;mild;grated;fresh;melted;imported
grok-3-mini,think-in-native,0.0,DE # German,C2,most frequent,Food Items,chicken,grilled;fresh;roasted;tender;spicy;organic;fried;boneless;small;large
grok-3-mini,think-in-native,0.0,DE # German,C2,most frequent,Food Items,egg,fresh;boiled;fried;large;small;organic;cracked;raw;brown;white
grok-3-mini,think-in-native,0.0,DE # German,C2,most frequent,Food Items,fish,fresh;grilled;smoked;wild;farmed;large;small;oily;flaky;frozen
grok-3-mini,think-in-native,0.0,DE # German,C2,most frequent,Food Items,pasta,cooked;al dente;fresh;dried;homemade;spicy;simple;Italian;long;short
grok-3-mini,think-in-native,0.0,DE # German,C2,most frequent,Food Items,rice,cooked;white;brown;steamed;fluffy;sticky;wild;raw;long-grain;short-grain
grok-3-mini,think-in-native,0.0,DE # German,C2,most frequent,Food Items,soup,hot;creamy;vegetable;spicy;thick;clear;homemade;canned;flavorful;cold
grok-3-mini,think-in-native,0.0,DE # German,C2,most frequent,Human Roles,artist,talented;creative;famous;struggling;dedicated;young;established;visionary;skilled;inspired
grok-3-mini,think-in-native,0.0,DE # German,C2,most frequent,Human Roles,athlete,strong;fast;dedicated;professional;young;injured;skilled;competitive;fit;Olympic
grok-3-mini,think-in-native,0.0,DE # German,C2,most frequent,Human Roles,chef,skilled;famous;creative;busy;young;experienced;talented;professional;innovative;passionate
grok-3-mini,think-in-native,0.0,DE # German,C2,most frequent,Human Roles,doctor,skilled;caring;busy;experienced;young;specialist;dedicated;professional;trustworthy;emergency
grok-3-mini,think-in-native,0.0,DE # German,C2,most frequent,Human Roles,engineer,skilled;innovative;busy;experienced;young;mechanical;dedicated;professional;creative;reliable
grok-3-mini,think-in-native,0.0,DE # German,C2,most frequent,Human Roles,farmer,hardworking;experienced;local;organic;young;dedicated;rural;skilled;traditional;modern
grok-3-mini,think-in-native,0.0,DE # German,C2,most frequent,Human Roles,lawyer,sharp;experienced;busy;young;corporate;dedicated;professional;ethical;successful;defense
grok-3-mini,think-in-native,0.0,DE # German,C2,most frequent,Human Roles,musician,talented;famous;young;skilled;dedicated;classical;rock;passionate;innovative;struggling
grok-3-mini,think-in-native,0.0,DE # German,C2,most frequent,Human Roles,scientist,brilliant;dedicated;young;experienced;innovative;theoretical;practical;curious;professional;leading
grok-3-mini,think-in-native,0.0,DE # German,C2,most frequent,Human Roles,soldier,brave;trained;young;experienced;disciplined;loyal;elite;wounded;active;retired
grok-3-mini,think-in-native,0.0,DE # German,C2,most frequent,Human Roles,teacher,dedicated;experienced;young;inspiring;patient;skilled;strict;creative;professional;enthusiastic
grok-3-mini,think-in-native,0.0,DE # German,C2,most frequent,Human Roles,writer,talented;famous;young;experienced;creative;prolific;struggling;insightful;dedicated;fictional
grok-3-mini,think-in-native,0.0,DE # German,C2,most frequent,Inanimate Objects,book,old;new;thick;thin;interesting;boring;popular;rare;hardcover;paperback
grok-3-mini,think-in-native,0.0,DE # German,C2,most frequent,Inanimate Objects,bridge,old;new;long;high;wooden;stone;modern;broken;famous;simple
grok-3-mini,think-in-native,0.0,DE # German,C2,most frequent,Inanimate Objects,drums,loud;rhythmic;wooden;large;small;electronic;traditional;broken;shiny;acoustic
grok-3-mini,think-in-native,0.0,DE # German,C2,most frequent,Inanimate Objects,earth,green;vast;ancient;fertile;dry;round;living;barren;spinning;blue
grok-3-mini,think-in-native,0.0,DE # German,C2,most frequent,Inanimate Objects,flute,wooden;silver;small;melodic;ancient;shiny;simple;broken;traditional;modern
grok-3-mini,think-in-native,0.0,DE # German,C2,most frequent,Inanimate Objects,key,small;metal;rusty;shiny;old;new;spare;locked;golden;simple
grok-3-mini,think-in-native,0.0,DE # German,C2,most frequent,Inanimate Objects,knife,sharp;dull;metal;small;large;kitchen;rusty;clean;pocket;dangerous
grok-3-mini,think-in-native,0.0,DE # German,C2,most frequent,Inanimate Objects,lock,old;new;rusty;secure;broken;metal;simple;electronic;padlock;door
grok-3-mini,think-in-native,0.0,DE # German,C2,most frequent,Inanimate Objects,moon,full;bright;crescent;dark;distant;glowing;waxing;waning;silver;mysterious
grok-3-mini,think-in-native,0.0,DE # German,C2,most frequent,Inanimate Objects,pen,black;ink;smooth;cheap;expensive;broken;fountain;ballpoint;colorful;simple
grok-3-mini,think-in-native,0.0,DE # German,C2,most frequent,Inanimate Objects,sun,bright;hot;rising;setting;yellow;warm;distant;burning;midday;golden
grok-3-mini,think-in-native,0.0,DE # German,C2,most frequent,Inanimate Objects,sword,sharp;ancient;metal;long;short;rusty;ceremonial;deadly;jeweled;wooden
grok-3-mini,think-in-native,0.0,DE # German,C2,most frequent,Neutral Animals,cat,black;fluffy;playful;lazy;wild;domestic;small;large;stray;curious
grok-3-mini,think-in-native,0.0,DE # German,C2,most frequent,Neutral Animals,dog,loyal;friendly;big;small;energetic;lazy;trained;stray;barking;furry
grok-3-mini,think-in-native,0.0,DE # German,C2,most frequent,Neutral Animals,dolphin,intelligent;playful;sleek;wild;friendly;large;small;marine;jumping;graceful
grok-3-mini,think-in-native,0.0,DE # German,C2,most frequent,Neutral Animals,elephant,large;gray;wild;gentle;strong;endangered;African;Asian;trumpeting;majestic
grok-3-mini,think-in-native,0.0,DE # German,C2,most frequent,Neutral Animals,hamster,small;furry;playful;tame;wild;brown;white;fast;nocturnal;cute
grok-3-mini,think-in-native,0.0,DE # German,C2,most frequent,Neutral Animals,monkey,playful;agile;wild;small;large;curious;noisy;clever;swinging;mischievous
grok-3-mini,think-in-native,0.0,DE # German,C2,most frequent,Neutral Animals,mouse,small;gray;fast;timid;wild;tame;squeaky;nocturnal;furry;clever
grok-3-mini,think-in-native,0.0,DE # German,C2,most frequent,Neutral Animals,peacock,colorful;proud;wild;large;beautiful;exotic;strutting;noisy;royal;elegant
grok-3-mini,think-in-native,0.0,DE # German,C2,most frequent,Neutral Animals,rabbit,fluffy;fast;wild;tame;small;white;brown;hopping;cute;timid
grok-3-mini,think-in-native,0.0,DE # German,C2,most frequent,Neutral Animals,shark,dangerous;large;fast;wild;gray;predatory;oceanic;fierce;solitary;sharp-toothed
grok-3-mini,think-in-native,0.0,DE # German,C2,most frequent,Neutral Animals,snake,long;venomous;slithery;wild;colorful;small;large;coiled;dangerous;harmless
grok-3-mini,think-in-native,0.0,DE # German,C2,most frequent,Neutral Animals,whale,massive;gentle;wild;blue;singing;endangered;deep-sea;graceful;migrating;ancient
grok-3-mini,think-in-native,0.0,DE # German,C2,most frequent,Places,city,busy;large;modern;old;crowded;clean;dirty;historic;vibrant;coastal
grok-3-mini,think-in-native,0.0,DE # German,C2,most frequent,Places,desert,vast;dry;sandy;hot;barren;endless;remote;golden;windy;harsh
grok-3-mini,think-in-native,0.0,DE # German,C2,most frequent,Places,forest,dense;green;ancient;dark;tropical;quiet;vast;leafy;wild;misty
grok-3-mini,think-in-native,0.0,DE # German,C2,most frequent,Places,island,tropical;small;remote;beautiful;deserted;volcanic;sandy;green;rocky;inhabited
grok-3-mini,think-in-native,0.0,DE # German,C2,most frequent,Places,lake,calm;deep;blue;frozen;clear;large;small;freshwater;scenic;hidden
grok-3-mini,think-in-native,0.0,DE # German,C2,most frequent,Places,mountain,tall;snowy;rugged;green;high;ancient;steep;majestic;volcanic;remote
grok-3-mini,think-in-native,0.0,DE # German,C2,most frequent,Places,ocean,vast;deep;blue;stormy;calm;salty;endless;mysterious;warm;cold
grok-3-mini,think-in-native,0.0,DE # German,C2,most frequent,Places,plain,flat;vast;green;dry;open;fertile;windy;endless;grassy;barren
grok-3-mini,think-in-native,0.0,DE # German,C2,most frequent,Places,plateau,high;flat;rocky;vast;elevated;dry;green;ancient;remote;scenic
grok-3-mini,think-in-native,0.0,DE # German,C2,most frequent,Places,river,wide;deep;flowing;clear;muddy;fast;slow;winding;ancient;frozen
grok-3-mini,think-in-native,0.0,DE # German,C2,most frequent,Places,valley,deep;green;narrow;wide;fertile;hidden;scenic;misty;rocky;peaceful
grok-3-mini,think-in-native,0.0,DE # German,C2,most frequent,Places,village,small;quiet;rural;ancient;coastal;mountain;simple;charming;isolated;traditional
grok-3-mini,think-in-native,0.0,DE # German,C2,most frequent,Plants,cactus,spiky;green;tall;small;desert;flowering;hardy;prickly;wild;exotic
grok-3-mini,think-in-native,0.0,DE # German,C2,most frequent,Plants,eggplant,purple;fresh;large;small;shiny;ripe;cooked;organic;soft;bitter
grok-3-mini,think-in-native,0.0,DE # German,C2,most frequent,Plants,flower,beautiful;colorful;fragrant;wild;fresh;wilted;small;large;blooming;exotic
grok-3-mini,think-in-native,0.0,DE # German,C2,most frequent,Plants,grass,green;tall;short;wet;dry;fresh;wild;mowed;soft;thick
grok-3-mini,think-in-native,0.0,DE # German,C2,most frequent,Plants,lettuce,fresh;green;crisp;organic;wilted;leafy;raw;small;large;salad
grok-3-mini,think-in-native,0.0,DE # German,C2,most frequent,Plants,mushroom,fresh;wild;edible;poisonous;small;large;brown;white;cooked;raw
grok-3-mini,think-in-native,0.0,DE # German,C2,most frequent,Plants,onion,fresh;sharp;small;large;red;white;raw;cooked;pungent;organic
grok-3-mini,think-in-native,0.0,DE # German,C2,most frequent,Plants,pepper,spicy;fresh;red;green;hot;sweet;small;large;dried;raw
grok-3-mini,think-in-native,0.0,DE # German,C2,most frequent,Plants,potato,fresh;large;small;baked;raw;organic;starchy;boiled;fried;sweet
grok-3-mini,think-in-native,0.0,DE # German,C2,most frequent,Plants,rose,red;beautiful;fragrant;thorny;fresh;wild;blooming;white;pink;elegant
grok-3-mini,think-in-native,0.0,DE # German,C2,most frequent,Plants,tomato,red;fresh;ripe;juicy;small;large;organic;raw;cooked;sweet
grok-3-mini,think-in-native,0.0,DE # German,C2,most frequent,Plants,tree,tall;green;old;young;leafy;fruit-bearing;shady;ancient;bare;flowering
grok-3-mini,think-in-native,0.0,DE # German,C2,most frequent,Social Relationships,ally,strong;reliable;faithful;strategic;helpful;trusted;powerful;secret;loyal;supportive
grok-3-mini,think-in-native,0.0,DE # German,C2,most frequent,Social Relationships,brother,older;younger;loving;protective;annoying;supportive;distant;close;fun;responsible
grok-3-mini,think-in-native,0.0,DE # German,C2,most frequent,Social Relationships,enemy,dangerous;sworn;bitter;powerful;hidden;foreign;ruthless;old;defeated;threatening
grok-3-mini,think-in-native,0.0,DE # German,C2,most frequent,Social Relationships,father,loving;strict;absent;supportive;wise;young;old;hardworking;distant;caring
grok-3-mini,think-in-native,0.0,DE # German,C2,most frequent,Social Relationships,follower,loyal;devoted;blind;enthusiastic;faithful;dedicated;misguided;strong;weak;numerous
grok-3-mini,think-in-native,0.0,DE # German,C2,most frequent,Social Relationships,friend,close;loyal;true;old;new;fun;supportive;distant;reliable;trustworthy
grok-3-mini,think-in-native,0.0,DE # German,C2,most frequent,Social Relationships,leader,strong;charismatic;wise;effective;young;old;inspiring;authoritarian;democratic;visionary
grok-3-mini,think-in-native,0.0,DE # German,C2,most frequent,Social Relationships,mother,loving;caring;strict;supportive;busy;young;old;protective;nurturing;absent
grok-3-mini,think-in-native,0.0,DE # German,C2,most frequent,Social Relationships,partner,reliable;supportive;business;romantic;equal;trusted;distant;helpful;committed;professional
grok-3-mini,think-in-native,0.0,DE # German,C2,most frequent,Social Relationships,rival,fierce;strong;bitter;competitive;old;new;dangerous;skilled;corporate;personal
grok-3-mini,think-in-native,0.0,DE # German,C2,most frequent,Social Relationships,sister,younger;older;loving;annoying;supportive;close;distant;fun;protective;caring
grok-3-mini,think-in-native,0.0,DE # German,C2,most frequent,Social Relationships,stranger,mysterious;unknown;dangerous;friendly;passing;foreign;helpful;suspicious;tall;quiet
grok-3-mini,think-in-native,0.0,DE # German,C2,most frequent,Spatial Concepts,above,high;overhead;superior;elevated;upper;distant;clear;bright;vast;floating
grok-3-mini,think-in-native,0.0,DE # German,C2,most frequent,Spatial Concepts,back,rear;hidden;distant;strong;weak;straight;curved;painful;supportive;old
grok-3-mini,think-in-native,0.0,DE # German,C2,most frequent,Spatial Concepts,below,low;underground;inferior;deep;hidden;dark;submerged;quiet;vast;cold
grok-3-mini,think-in-native,0.0,DE # German,C2,most frequent,Spatial Concepts,east,rising;distant;sunny;coastal;ancient;modern;flat;mountainous;foggy;clear
grok-3-mini,think-in-native,0.0,DE # German,C2,most frequent,Spatial Concepts,front,forward;main;visible;strong;weak;open;closed;busy;quiet;leading
grok-3-mini,think-in-native,0.0,DE # German,C2,most frequent,Spatial Concepts,inside,inner;hidden;warm;dark;safe;crowded;empty;secret;cozy;protected
grok-3-mini,think-in-native,0.0,DE # German,C2,most frequent,Spatial Concepts,left,western;abandoned;free;strong;weak;open;closed;distant;near;shadowy
grok-3-mini,think-in-native,0.0,DE # German,C2,most frequent,Spatial Concepts,north,cold;polar;distant;windy;forested;mountainous;flat;ancient;modern;harsh
grok-3-mini,think-in-native,0.0,DE # German,C2,most frequent,Spatial Concepts,outside,external;cold;warm;open;exposed;bright;dark;vast;noisy;quiet
grok-3-mini,think-in-native,0.0,DE # German,C2,most frequent,Spatial Concepts,right,correct;eastern;strong;weak;straight;curved;moral;legal;immediate;distant
grok-3-mini,think-in-native,0.0,DE # German,C2,most frequent,Spatial Concepts,south,warm;tropical;distant;coastal;flat;mountainous;sunny;ancient;modern;humid
grok-3-mini,think-in-native,0.0,DE # German,C2,most frequent,Spatial Concepts,west,wild;distant;coastal;sunny;mountainous;flat;ancient;modern;windy;golden
grok-3-mini,think-in-native,0.0,DE # German,C2,most frequent,Time Concepts,century,past;future;golden;dark;recent;ancient;progressive;turbulent;peaceful;forgotten
grok-3-mini,think-in-native,0.0,DE # German,C2,most frequent,Time Concepts,day,sunny;rainy;long;short;busy;lazy;clear;foggy;warm;cold
grok-3-mini,think-in-native,0.0,DE # German,C2,most frequent,Time Concepts,evening,calm;quiet;long;short;warm;cool;peaceful;busy;golden;fading
grok-3-mini,think-in-native,0.0,DE # German,C2,most frequent,Time Concepts,hour,long;short;early;late;busy;quiet;golden;dark;passing;final
grok-3-mini,think-in-native,0.0,DE # German,C2,most frequent,Time Concepts,minute,short;long;final;waiting;ticking;quiet;busy;last;first;endless
grok-3-mini,think-in-native,0.0,DE # German,C2,most frequent,Time Concepts,month,long;short;busy;quiet;festive;cold;warm;rainy;sunny;final
grok-3-mini,think-in-native,0.0,DE # German,C2,most frequent,Time Concepts,morning,fresh;bright;early;foggy;sunny;quiet;busy;cool;crisp;new
