Model,SystemPromptType,Temperature,Language,Proficiency,Prompt,NounCategory,Noun,Adjectives
grok-3-mini,think-in-native,0.0,TR # Turkish,B1,most frequent,Abstract Concepts,anger,strong;bad;big;quick;deep;hot;bitter;furious;intense;sudden
grok-3-mini,think-in-native,0.0,TR # Turkish,C1,most frequent,Neutral Animals,monkey,playful;wild;small;clever;noisy;young;brown;agile;social;curious
grok-3-mini,think-in-native,0.0,TR # Turkish,C1,most frequent,Neutral Animals,mouse,small;gray;wild;fast;quiet;domestic;young;scared;brown;sneaky
grok-3-mini,think-in-native,0.0,TR # Turkish,C1,most frequent,Neutral Animals,peacock,colorful;proud;wild;large;beautiful;noisy;exotic;male;rare;elegant
grok-3-mini,think-in-native,0.0,TR # Turkish,C1,most frequent,Neutral Animals,rabbit,white;small;fast;wild;fluffy;domestic;young;cute;brown;timid
grok-3-mini,think-in-native,0.0,TR # Turkish,C1,most frequent,Neutral Animals,shark,dangerous;large;wild;fast;gray;marine;predatory;rare;aggressive;deep-sea
grok-3-mini,think-in-native,0.0,TR # Turkish,C1,most frequent,Neutral Animals,snake,long;poisonous;wild;small;colorful;scary;coiled;rare;green;slithery
grok-3-mini,think-in-native,0.0,TR # Turkish,C1,most frequent,Neutral Animals,whale,massive;wild;gentle;marine;rare;blue;singing;deep-sea;endangered;graceful
grok-3-mini,think-in-native,0.0,TR # Turkish,C1,most frequent,Places,city,busy;large;modern;old;crowded;beautiful;industrial;coastal;historic;noisy
grok-3-mini,think-in-native,0.0,TR # Turkish,C1,most frequent,Places,desert,dry;vast;hot;sandy;barren;remote;beautiful;windy;golden;harsh
grok-3-mini,think-in-native,0.0,TR # Turkish,C1,most frequent,Places,forest,dense;green;ancient;wild;dark;peaceful;tropical;quiet;vast;rainy
grok-3-mini,think-in-native,0.0,TR # Turkish,C1,most frequent,Places,island,tropical;small;remote;beautiful;volcanic;sandy;green;deserted;large;rocky
grok-3-mini,think-in-native,0.0,TR # Turkish,C1,most frequent,Places,lake,deep;clear;frozen;large;small;peaceful;blue;freshwater;scenic;calm
grok-3-mini,think-in-native,0.0,TR # Turkish,C1,most frequent,Places,mountain,high;snowy;rugged;green;ancient;steep;beautiful;remote;volcanic;tall
grok-3-mini,think-in-native,0.0,TR # Turkish,C1,most frequent,Places,ocean,vast;deep;blue;stormy;calm;salty;endless;cold;warm;mysterious
grok-3-mini,think-in-native,0.0,TR # Turkish,C1,most frequent,Places,plain,flat;vast;green;dry;fertile;open;windy;empty;golden;rural
grok-3-mini,think-in-native,0.0,TR # Turkish,C1,most frequent,Places,plateau,high;flat;rocky;vast;dry;green;remote;ancient;scenic;elevated
grok-3-mini,think-in-native,0.0,TR # Turkish,C1,most frequent,Places,river,wide;deep;fast-flowing;clear;muddy;long;scenic;frozen;winding;peaceful
grok-3-mini,think-in-native,0.0,TR # Turkish,C1,most frequent,Places,valley,deep;green;narrow;fertile;scenic;remote;beautiful;dry;hidden;wide
grok-3-mini,think-in-native,0.0,TR # Turkish,C1,most frequent,Places,village,small;quiet;rural;old;peaceful;coastal;mountain;simple;traditional;friendly
grok-3-mini,think-in-native,0.0,TR # Turkish,C1,most frequent,Plants,cactus,spiky;green;tall;small;desert;hardy;flowering;wild;rare;dry
grok-3-mini,think-in-native,0.0,TR # Turkish,C1,most frequent,Plants,eggplant,purple;fresh;large;small;shiny;organic;cooked;bitter;raw;soft
grok-3-mini,think-in-native,0.0,TR # Turkish,C1,most frequent,Plants,flower,beautiful;colorful;fresh;wild;fragrant;small;red;blooming;rare;delicate
grok-3-mini,think-in-native,0.0,TR # Turkish,C1,most frequent,Plants,grass,green;fresh;tall;short;wet;dry;wild;soft;thick;growing
grok-3-mini,think-in-native,0.0,TR # Turkish,C1,most frequent,Plants,lettuce,green;fresh;crisp;organic;raw;leafy;small;washed;bitter;healthy
grok-3-mini,think-in-native,0.0,TR # Turkish,C1,most frequent,Plants,mushroom,wild;fresh;small;large;edible;poisonous;brown;organic;raw;cooked
grok-3-mini,think-in-native,0.0,TR # Turkish,C1,most frequent,Plants,onion,fresh;small;large;spicy;raw;cooked;organic;peeled;sweet;pungent
grok-3-mini,think-in-native,0.0,TR # Turkish,C1,most frequent,Plants,pepper,red;green;spicy;fresh;small;hot;raw;cooked;organic;sweet
grok-3-mini,think-in-native,0.0,TR # Turkish,C1,most frequent,Plants,potato,fresh;large;small;organic;raw;cooked;starchy;brown;peeled;soft
grok-3-mini,think-in-native,0.0,TR # Turkish,C1,most frequent,Plants,rose,red;beautiful;fragrant;wild;fresh;thorny;blooming;rare;white;delicate
grok-3-mini,think-in-native,0.0,TR # Turkish,C1,most frequent,Plants,tomato,red;fresh;juicy;small;organic;raw;ripe;cooked;sweet;round
grok-3-mini,think-in-native,0.0,TR # Turkish,C1,most frequent,Plants,tree,tall;green;old;young;leafy;fruit-bearing;wild;strong;shady;ancient
grok-3-mini,think-in-native,0.0,TR # Turkish,C1,most frequent,Social Relationships,ally,strong;reliable;faithful;strategic;close;powerful;temporary;loyal;helpful;foreign
grok-3-mini,think-in-native,0.0,TR # Turkish,C1,most frequent,Social Relationships,brother,older;younger;loving;protective;playful;distant;supportive;annoying;close;caring
grok-3-mini,think-in-native,0.0,TR # Turkish,C1,most frequent,Social Relationships,enemy,dangerous;powerful;sworn;hidden;fierce;old;bitter;foreign;strong;ruthless
grok-3-mini,think-in-native,0.0,TR # Turkish,C1,most frequent,Social Relationships,father,loving;strict;busy;supportive;absent;caring;older;wise;hardworking;proud
grok-3-mini,think-in-native,0.0,TR # Turkish,C1,most frequent,Social Relationships,follower,loyal;dedicated;blind;enthusiastic;faithful;strong;quiet;active;supportive;new
grok-3-mini,think-in-native,0.0,TR # Turkish,C1,most frequent,Social Relationships,friend,close;loyal;old;new;trustworthy;fun;supportive;distant;helpful;reliable
grok-3-mini,think-in-native,0.0,TR # Turkish,C1,most frequent,Social Relationships,leader,strong;charismatic;wise;effective;young;experienced;democratic;authoritarian;inspiring;local
grok-3-mini,think-in-native,0.0,TR # Turkish,C1,most frequent,Social Relationships,mother,loving;caring;busy;strict;supportive;older;protective;nurturing;hardworking;patient
grok-3-mini,think-in-native,0.0,TR # Turkish,C1,most frequent,Social Relationships,partner,reliable;business;romantic;equal;supportive;long-term;professional;helpful;committed;new
grok-3-mini,think-in-native,0.0,TR # Turkish,C1,most frequent,Social Relationships,rival,fierce;strong;competitive;old;bitter;corporate;athletic;dangerous;smart;direct
grok-3-mini,think-in-native,0.0,TR # Turkish,C1,most frequent,Social Relationships,sister,younger;older;loving;playful;supportive;distant;caring;annoying;close;protective
grok-3-mini,think-in-native,0.0,TR # Turkish,C1,most frequent,Social Relationships,stranger,unknown;mysterious;dangerous;friendly;foreign;helpful;odd;passing;suspicious;quiet
grok-3-mini,think-in-native,0.0,TR # Turkish,C1,most frequent,Spatial Concepts,above,high;clear;visible;distant;bright;open;safe;vast;blue;empty
grok-3-mini,think-in-native,0.0,TR # Turkish,C1,most frequent,Spatial Concepts,back,hidden;dark;rear;strong;painful;old;straight;broad;injured;covered
grok-3-mini,think-in-native,0.0,TR # Turkish,C1,most frequent,Spatial Concepts,below,deep;hidden;dark;low;underground;cold;secret;vast;wet;dangerous
grok-3-mini,think-in-native,0.0,TR # Turkish,C1,most frequent,Spatial Concepts,east,distant;rising;sunny;coastal;ancient;modern;flat;mountainous;cold;warm
grok-3-mini,think-in-native,0.0,TR # Turkish,C1,most frequent,Spatial Concepts,front,open;wide;clear;busy;main;visible;strong;damaged;clean;decorative
grok-3-mini,think-in-native,0.0,TR # Turkish,C1,most frequent,Spatial Concepts,inside,warm;dark;safe;hidden;quiet;crowded;empty;comfortable;secret;deep
grok-3-mini,think-in-native,0.0,TR # Turkish,C1,most frequent,Spatial Concepts,left,free;open;abandoned;dark;quiet;narrow;hidden;strong;weak;empty
grok-3-mini,think-in-native,0.0,TR # Turkish,C1,most frequent,Spatial Concepts,north,cold;windy;distant;polar;forested;mountainous;flat;ancient;modern;remote
grok-3-mini,think-in-native,0.0,TR # Turkish,C1,most frequent,Spatial Concepts,outside,cold;bright;wet;open;dangerous;quiet;busy;empty;fresh;dark
grok-3-mini,think-in-native,0.0,TR # Turkish,C1,most frequent,Spatial Concepts,right,correct;strong;clear;direct;proper;legal;immediate;absolute;moral;perfect
grok-3-mini,think-in-native,0.0,TR # Turkish,C1,most frequent,Spatial Concepts,south,warm;sunny;coastal;tropical;flat;mountainous;ancient;modern;dry;humid
grok-3-mini,think-in-native,0.0,TR # Turkish,C1,most frequent,Spatial Concepts,west,wild;distant;coastal;sunny;mountainous;ancient;modern;dry;windy;remote
grok-3-mini,think-in-native,0.0,TR # Turkish,C1,most frequent,Time Concepts,century,past;recent;long;dark;golden;lost;modern;ancient;peaceful;turbulent
grok-3-mini,think-in-native,0.0,TR # Turkish,C1,most frequent,Time Concepts,day,long;short;sunny;rainy;busy;quiet;warm;cold;ordinary;special
grok-3-mini,think-in-native,0.0,TR # Turkish,C1,most frequent,Time Concepts,evening,calm;cool;long;quiet;romantic;busy;dark;warm;short;peaceful
grok-3-mini,think-in-native,0.0,TR # Turkish,C1,most frequent,Time Concepts,hour,long;short;early;late;busy;quiet;golden;dark;final;waiting
grok-3-mini,think-in-native,0.0,TR # Turkish,C1,most frequent,Time Concepts,minute,short;last;final;waiting;quiet;busy;early;late;precious;lost
grok-3-mini,think-in-native,0.0,TR # Turkish,C1,most frequent,Time Concepts,month,long;short;busy;quiet;warm;cold;final;starting;rainy;sunny
grok-3-mini,think-in-native,0.0,TR # Turkish,C1,most frequent,Time Concepts,morning,fresh;early;bright;cool;busy;quiet;foggy;sunny;cold;peaceful
grok-3-mini,think-in-native,0.0,TR # Turkish,C1,most frequent,Time Concepts,night,dark;long;quiet;starry;cold;warm;restless;peaceful;short;mysterious
grok-3-mini,think-in-native,0.0,TR # Turkish,C1,most frequent,Time Concepts,season,long;short;warm;cold;rainy;dry;festive;quiet;changing;mild
grok-3-mini,think-in-native,0.0,TR # Turkish,C1,most frequent,Time Concepts,second,last;final;quick;long;waiting;precious;lost;short;critical;simple
grok-3-mini,think-in-native,0.0,TR # Turkish,C1,most frequent,Time Concepts,week,long;short;busy;quiet;final;starting;rainy;sunny;productive;relaxing
grok-3-mini,think-in-native,0.0,TR # Turkish,C1,most frequent,Time Concepts,year,long;short;busy;quiet;final;new;old;productive;challenging;memorable
grok-3-mini,think-in-native,0.0,TR # Turkish,C2,most frequent,Abstract Concepts,anger,intense;sudden;blind;deep;furious;explosive;suppressed;violent;raw;boiling
grok-3-mini,think-in-native,0.0,TR # Turkish,C2,most frequent,Abstract Concepts,courage,brave;great;fearless;bold;heroic;steadfast;noble;extraordinary;valiant;daring
grok-3-mini,think-in-native,0.0,TR # Turkish,C2,most frequent,Abstract Concepts,fear,intense;sudden;deep;overwhelming;irrational;primal;chilling;constant;hidden;paralyzing
grok-3-mini,think-in-native,0.0,TR # Turkish,C2,most frequent,Abstract Concepts,freedom,absolute;true;hard-won;unlimited;personal;basic;precious;fleeting;equal;inspiring
grok-3-mini,think-in-native,0.0,TR # Turkish,C2,most frequent,Abstract Concepts,happiness,pure;lasting;genuine;simple;overwhelming;quiet;shared;inner;fleeting;radiant
grok-3-mini,think-in-native,0.0,TR # Turkish,C2,most frequent,Abstract Concepts,hate,intense;deep;blind;bitter;irrational;destructive;enduring;fierce;unspoken;consuming
grok-3-mini,think-in-native,0.0,TR # Turkish,C2,most frequent,Abstract Concepts,honesty,complete;brutal;straightforward;rare;absolute;refreshing;painful;unwavering;sincere;transparent
grok-3-mini,think-in-native,0.0,TR # Turkish,C2,most frequent,Abstract Concepts,justice,fair;swift;blind;equal;true;harsh;delayed;perfect;social;ultimate
grok-3-mini,think-in-native,0.0,TR # Turkish,C2,most frequent,Abstract Concepts,knowledge,vast;deep;practical;ancient;hidden;essential;shared;forbidden;accurate;profound
grok-3-mini,think-in-native,0.0,TR # Turkish,C2,most frequent,Abstract Concepts,love,true;deep;unconditional;passionate;enduring;pure;forbidden;gentle;overwhelming;selfless
grok-3-mini,think-in-native,0.0,TR # Turkish,C2,most frequent,Abstract Concepts,peace,lasting;inner;fragile;global;quiet;perfect;temporary;spiritual;absolute;harmonious
grok-3-mini,think-in-native,0.0,TR # Turkish,C2,most frequent,Abstract Concepts,wisdom,ancient;profound;practical;timeless;deep;intuitive;hard-earned;spiritual;rare;guiding
grok-3-mini,think-in-native,0.0,TR # Turkish,C2,most frequent,Cultural Artifacts,bell,loud;ringing;ancient;small;golden;cracked;clear;decorative;handheld;church
grok-3-mini,think-in-native,0.0,TR # Turkish,C2,most frequent,Cultural Artifacts,candle,flickering;scented;tall;white;melting;decorative;simple;aromatic;beeswax;emergency
grok-3-mini,think-in-native,0.0,TR # Turkish,C2,most frequent,Cultural Artifacts,carpet,soft;colorful;thick;woven;antique;Persian;dirty;patterned;large;woolen
grok-3-mini,think-in-native,0.0,TR # Turkish,C2,most frequent,Cultural Artifacts,coin,shiny;old;rare;gold;silver;foreign;counterfeit;small;valuable;ancient
grok-3-mini,think-in-native,0.0,TR # Turkish,C2,most frequent,Cultural Artifacts,crown,golden;royal;jeweled;heavy;ancient;symbolic;ornate;simple;ceremonial;stolen
grok-3-mini,think-in-native,0.0,TR # Turkish,C2,most frequent,Cultural Artifacts,flag,national;waving;colorful;torn;proud;symbolic;foreign;faded;large;official
grok-3-mini,think-in-native,0.0,TR # Turkish,C2,most frequent,Cultural Artifacts,mask,mysterious;protective;decorative;frightening;simple;theatrical;medical;ancient;colorful;hidden
grok-3-mini,think-in-native,0.0,TR # Turkish,C2,most frequent,Cultural Artifacts,necklace,shiny;elegant;gold;pearl;antique;simple;beaded;expensive;delicate;layered
grok-3-mini,think-in-native,0.0,TR # Turkish,C2,most frequent,Cultural Artifacts,painting,beautiful;abstract;famous;colorful;detailed;old;modern;landscape;portrait;impressive
grok-3-mini,think-in-native,0.0,TR # Turkish,C2,most frequent,Cultural Artifacts,ring,shiny;gold;diamond;simple;antique;engagement;large;silver;engraved;valuable
grok-3-mini,think-in-native,0.0,TR # Turkish,C2,most frequent,Cultural Artifacts,statue,grand;ancient;bronze;marble;imposing;damaged;modern;heroic;small;decorative
grok-3-mini,think-in-native,0.0,TR # Turkish,C2,most frequent,Cultural Artifacts,vase,elegant;glass;antique;colorful;tall;broken;decorative;simple;ceramic;floral
grok-3-mini,think-in-native,0.0,TR # Turkish,C2,most frequent,Environmental Phenomena,cloud,fluffy;dark;white;drifting;stormy;high;thin;gray;massive;wispy
grok-3-mini,think-in-native,0.0,TR # Turkish,C2,most frequent,Environmental Phenomena,earthquake,devastating;sudden;powerful;minor;destructive;underground;frequent;shallow;massive;unpredictable
grok-3-mini,think-in-native,0.0,TR # Turkish,C2,most frequent,Environmental Phenomena,fog,thick;dense;mysterious;morning;chilling;light;persistent;coastal;eerie;rolling
grok-3-mini,think-in-native,0.0,TR # Turkish,C2,most frequent,Environmental Phenomena,lightning,bright;sudden;striking;dangerous;forked;distant;powerful;electrical;nighttime;spectacular
grok-3-mini,think-in-native,0.0,TR # Turkish,C2,most frequent,Environmental Phenomena,rain,heavy;light;steady;pouring;gentle;cold;warm;seasonal;relentless;refreshing
grok-3-mini,think-in-native,0.0,TR # Turkish,C2,most frequent,Environmental Phenomena,rainbow,colorful;bright;fleeting;double;vivid;arched;beautiful;rare;full;magical
grok-3-mini,think-in-native,0.0,TR # Turkish,C2,most frequent,Environmental Phenomena,snow,fresh;deep;fluffy;melting;heavy;white;powdery;wet;seasonal;sparkling
grok-3-mini,think-in-native,0.0,TR # Turkish,C2,most frequent,Environmental Phenomena,storm,violent;fierce;approaching;tropical;sudden;powerful;rainy;windy;electrical;destructive
grok-3-mini,think-in-native,0.0,TR # Turkish,C2,most frequent,Environmental Phenomena,thunder,loud;rumbling;distant;crashing;sudden;ominous;echoing;powerful;nighttime;frightening
grok-3-mini,think-in-native,0.0,TR # Turkish,C2,most frequent,Environmental Phenomena,tide,high;low;rising;falling;strong;coastal;predictable;dangerous;incoming;outgoing
grok-3-mini,think-in-native,0.0,TR # Turkish,C2,most frequent,Environmental Phenomena,volcano,active;dormant;massive;explosive;dangerous;ancient;smoking;fiery;towering;destructive
grok-3-mini,think-in-native,0.0,TR # Turkish,C2,most frequent,Environmental Phenomena,wind,strong;gentle;howling;cold;warm;gusty;steady;coastal;northern;refreshing
grok-3-mini,think-in-native,0.0,TR # Turkish,C2,most frequent,Food Items,apple,red;juicy;fresh;green;sweet;crisp;ripe;organic;tart;shiny
grok-3-mini,think-in-native,0.0,TR # Turkish,C2,most frequent,Food Items,banana,yellow;ripe;fresh;sweet;curved;soft;green;peeled;tropical;spotted
grok-3-mini,think-in-native,0.0,TR # Turkish,C2,most frequent,Food Items,beef,tender;fresh;grilled;lean;fatty;rare;cooked;organic;ground;juicy
grok-3-mini,think-in-native,0.0,TR # Turkish,C2,most frequent,Food Items,bread,fresh;soft;warm;crusty;whole-wheat;sliced;homemade;stale;white;toasted
grok-3-mini,think-in-native,0.0,TR # Turkish,C2,most frequent,Food Items,broccoli,fresh;green;steamed;crunchy;organic;raw;frozen;tender;healthy;boiled
grok-3-mini,think-in-native,0.0,TR # Turkish,C2,most frequent,Food Items,cheese,sharp;creamy;hard;soft;aged;melted;fresh;grated;flavorful;mild
grok-3-mini,think-in-native,0.0,TR # Turkish,C2,most frequent,Food Items,chicken,grilled;fresh;roasted;tender;organic;fried;boneless;spicy;raw;marinated
grok-3-mini,think-in-native,0.0,TR # Turkish,C2,most frequent,Food Items,egg,fresh;boiled;fried;large;organic;cracked;white;brown;runny;hard
grok-3-mini,think-in-native,0.0,TR # Turkish,C2,most frequent,Food Items,fish,fresh;grilled;smoked;wild;frozen;oily;flaky;raw;salted;tasty
grok-3-mini,think-in-native,0.0,TR # Turkish,C2,most frequent,Food Items,pasta,cooked;al dente;fresh;dried;homemade;cheesy;spicy;simple;Italian;stuffed
grok-3-mini,think-in-native,0.0,TR # Turkish,C2,most frequent,Food Items,rice,cooked;white;brown;steamed;fluffy;sticky;wild;raw;aromatic;boiled
grok-3-mini,think-in-native,0.0,TR # Turkish,C2,most frequent,Food Items,soup,hot;creamy;vegetable;spicy;thick;clear;homemade;flavorful;cold;hearty
grok-3-mini,think-in-native,0.0,TR # Turkish,C2,most frequent,Human Roles,artist,talented;creative;famous;struggling;dedicated;visionary;young;established;innovative;passionate
grok-3-mini,think-in-native,0.0,TR # Turkish,C2,most frequent,Human Roles,athlete,strong;fast;dedicated;professional;Olympic;injured;skilled;young;competitive;fit
grok-3-mini,think-in-native,0.0,TR # Turkish,C2,most frequent,Human Roles,chef,skilled;famous;creative;professional;busy;talented;innovative;experienced;young;passionate
grok-3-mini,think-in-native,0.0,TR # Turkish,C2,most frequent,Human Roles,doctor,skilled;experienced;caring;busy;specialist;young;dedicated;respected;emergency;knowledgeable
grok-3-mini,think-in-native,0.0,TR # Turkish,C2,most frequent,Human Roles,engineer,skilled;innovative;experienced;mechanical;creative;young;dedicated;professional;electrical;problem-solving
grok-3-mini,think-in-native,0.0,TR # Turkish,C2,most frequent,Human Roles,farmer,hardworking;experienced;local;organic;dedicated;rural;young;skilled;traditional;independent
grok-3-mini,think-in-native,0.0,TR # Turkish,C2,most frequent,Human Roles,lawyer,sharp;experienced;successful;corporate;dedicated;young;ethical;criminal;respected;ambitious
grok-3-mini,think-in-native,0.0,TR # Turkish,C2,most frequent,Human Roles,musician,talented;famous;classical;rock;dedicated;young;innovative;passionate;skilled;touring
grok-3-mini,think-in-native,0.0,TR # Turkish,C2,most frequent,Human Roles,scientist,brilliant;dedicated;innovative;experienced;young;environmental;medical;theoretical;respected;curious
grok-3-mini,think-in-native,0.0,TR # Turkish,C2,most frequent,Human Roles,soldier,brave;trained;disciplined;veteran;young;elite;loyal;injured;professional;courageous
grok-3-mini,think-in-native,0.0,TR # Turkish,C2,most frequent,Human Roles,teacher,dedicated;experienced;inspiring;young;patient;knowledgeable;strict;creative;respected;enthusiastic
grok-3-mini,think-in-native,0.0,TR # Turkish,C2,most frequent,Human Roles,writer,talented;famous;creative;young;dedicated;fictional;journalistic;prolific;struggling;insightful
grok-3-mini,think-in-native,0.0,TR # Turkish,C2,most frequent,Inanimate Objects,book,old;new;thick;interesting;fictional;educational;hardcover;bestselling;rare;colorful
grok-3-mini,think-in-native,0.0,TR # Turkish,C2,most frequent,Inanimate Objects,bridge,old;long;wooden;modern;strong;suspended;ancient;busy;narrow;iconic
grok-3-mini,think-in-native,0.0,TR # Turkish,C2,most frequent,Inanimate Objects,drums,loud;rhythmic;wooden;electronic;large;small;traditional;modern;tuned;powerful
grok-3-mini,think-in-native,0.0,TR # Turkish,C2,most frequent,Inanimate Objects,earth,green;vast;fertile;dry;ancient;spinning;beautiful;polluted;solid;mysterious
grok-3-mini,think-in-native,0.0,TR # Turkish,C2,most frequent,Inanimate Objects,flute,wooden;silver;melodic;ancient;modern;small;tuned;handmade;sweet-sounding;portable
grok-3-mini,think-in-native,0.0,TR # Turkish,C2,most frequent,Inanimate Objects,key,small;metal;rusty;golden;spare;modern;ancient;electronic;locked;shiny
grok-3-mini,think-in-native,0.0,TR # Turkish,C2,most frequent,Inanimate Objects,knife,sharp;metal;kitchen;rusty;pocket;ancient;clean;dull;Swiss;ceremonial
grok-3-mini,think-in-native,0.0,TR # Turkish,C2,most frequent,Inanimate Objects,lock,old;secure;electronic;rusty;modern;broken;small;combination;door;padlock
grok-3-mini,think-in-native,0.0,TR # Turkish,C2,most frequent,Inanimate Objects,moon,full;bright;crescent;distant;mysterious;glowing;waxing;waning;silver;ancient
grok-3-mini,think-in-native,0.0,TR # Turkish,C2,most frequent,Inanimate Objects,pen,black;ink;smooth-writing;cheap;expensive;fountain;ballpoint;colorful;ergonomic;leaking
grok-3-mini,think-in-native,0.0,TR # Turkish,C2,most frequent,Inanimate Objects,sun,bright;hot;rising;setting;golden;powerful;midday;ancient;warming;blinding
grok-3-mini,think-in-native,0.0,TR # Turkish,C2,most frequent,Inanimate Objects,sword,sharp;ancient;metal;ceremonial;heavy;decorative;legendary;rusty;magical;double-edged
grok-3-mini,think-in-native,0.0,TR # Turkish,C2,most frequent,Neutral Animals,cat,fluffy;playful;black;lazy;wild;domestic;stray;curious;affectionate;sleek
grok-3-mini,think-in-native,0.0,TR # Turkish,C2,most frequent,Neutral Animals,dog,loyal;friendly;big;small;trained;wild;energetic;stray;barking;protective
grok-3-mini,think-in-native,0.0,TR # Turkish,C2,most frequent,Neutral Animals,dolphin,intelligent;playful;graceful;wild;marine;friendly;fast-swimming;endangered;curious;social
grok-3-mini,think-in-native,0.0,TR # Turkish,C2,most frequent,Neutral Animals,elephant,large;gray;wild;gentle;endangered;majestic;intelligent;tusked;African;Asian
grok-3-mini,think-in-native,0.0,TR # Turkish,C2,most frequent,Neutral Animals,hamster,small;furry;playful;caged;nocturnal;cute;fast;domestic;brown;active
grok-3-mini,think-in-native,0.0,TR # Turkish,C2,most frequent,Neutral Animals,monkey,playful;wild;clever;small;noisy;tree-dwelling;curious;endangered;mischievous;agile
grok-3-mini,think-in-native,0.0,TR # Turkish,C2,most frequent,Neutral Animals,mouse,small;gray;fast;wild;domestic;timid;furry;nocturnal;sneaky;common
grok-3-mini,think-in-native,0.0,TR # Turkish,C2,most frequent,Neutral Animals,peacock,colorful;proud;wild;beautiful;exotic;large;feathered;majestic;noisy;decorative
grok-3-mini,think-in-native,0.0,TR # Turkish,C2,most frequent,Neutral Animals,rabbit,fluffy;fast;wild;domestic;cute;white;hopping;timid;furry;playful
grok-3-mini,think-in-native,0.0,TR # Turkish,C2,most frequent,Neutral Animals,shark,dangerous;large;wild;fast-swimming;predatory;gray;oceanic;fearsome;endangered;aggressive
grok-3-mini,think-in-native,0.0,TR # Turkish,C2,most frequent,Neutral Animals,snake,long;venomous;wild;colorful;slithery;dangerous;harmless;coiled;exotic;scaled
grok-3-mini,think-in-native,0.0,TR # Turkish,C2,most frequent,Neutral Animals,whale,massive;gentle;wild;endangered;blue;migratory;deep-diving;intelligent;majestic;singing
grok-3-mini,think-in-native,0.0,TR # Turkish,C2,most frequent,Places,city,busy;modern;large;historic;crowded;vibrant;polluted;coastal;ancient;industrial
grok-3-mini,think-in-native,0.0,TR # Turkish,C2,most frequent,Places,desert,vast;dry;sandy;hot;barren;remote;beautiful;windswept;ancient;golden
grok-3-mini,think-in-native,0.0,TR # Turkish,C2,most frequent,Places,forest,dense;green;ancient;dark;tropical;quiet;vast;enchanted;rainy;protected
grok-3-mini,think-in-native,0.0,TR # Turkish,C2,most frequent,Places,island,tropical;remote;small;volcanic;beautiful;deserted;coastal;green;sunny;rocky
grok-3-mini,think-in-native,0.0,TR # Turkish,C2,most frequent,Places,lake,calm;deep;blue;frozen;scenic;freshwater;large;hidden;polluted;crystal-clear
grok-3-mini,think-in-native,0.0,TR # Turkish,C2,most frequent,Places,mountain,high;snowy;rugged;ancient;majestic;green;volcanic;steep;remote;beautiful
grok-3-mini,think-in-native,0.0,TR # Turkish,C2,most frequent,Places,ocean,vast;deep;blue;stormy;calm;mysterious;salty;endless;warm;cold
grok-3-mini,think-in-native,0.0,TR # Turkish,C2,most frequent,Places,plain,flat;vast;grassy;dry;fertile;open;windy;green;endless;rural
grok-3-mini,think-in-native,0.0,TR # Turkish,C2,most frequent,Places,plateau,high;flat;rocky;vast;elevated;dry;scenic;ancient;green;remote
grok-3-mini,think-in-native,0.0,TR # Turkish,C2,most frequent,Places,river,wide;flowing;deep;muddy;clear;winding;fast;ancient;polluted;scenic
grok-3-mini,think-in-native,0.0,TR # Turkish,C2,most frequent,Places,valley,deep;green;fertile;narrow;scenic;hidden;mountainous;peaceful;dry;beautiful
grok-3-mini,think-in-native,0.0,TR # Turkish,C2,most frequent,Places,village,small;rural;peaceful;ancient;coastal;traditional;quiet;remote;charming;simple
grok-3-mini,think-in-native,0.0,TR # Turkish,C2,most frequent,Plants,cactus,spiky;green;desert;tall;flowering;hardy;small;exotic;prickly;drought-resistant
grok-3-mini,think-in-native,0.0,TR # Turkish,C2,most frequent,Plants,eggplant,purple;fresh;shiny;large;organic;cooked;bitter;raw;soft;grilled
grok-3-mini,think-in-native,0.0,TR # Turkish,C2,most frequent,Plants,flower,beautiful;colorful;fragrant;wild;blooming;delicate;red;exotic;simple;wilted
grok-3-mini,think-in-native,0.0,TR # Turkish,C2,most frequent,Plants,grass,green;tall;wet;dry;soft;wild;mowed;lush;short;overgrown
grok-3-mini,think-in-native,0.0,TR # Turkish,C2,most frequent,Plants,lettuce,fresh;green;crisp;organic;leafy;raw;wilted;salad;healthy;washed
grok-3-mini,think-in-native,0.0,TR # Turkish,C2,most frequent,Plants,mushroom,wild;edible;poisonous;fresh;small;large;dried;flavorful;white;exotic
grok-3-mini,think-in-native,0.0,TR # Turkish,C2,most frequent,Plants,onion,fresh;red;white;spicy;raw;chopped;organic;sweet;dried;pungent
grok-3-mini,think-in-native,0.0,TR # Turkish,C2,most frequent,Plants,pepper,hot;red;green;fresh;spicy;sweet;dried;organic;sliced;flavorful
grok-3-mini,think-in-native,0.0,TR # Turkish,C2,most frequent,Plants,potato,fresh;large;small;baked;organic;raw;mashed;fried;starchy;yellow
grok-3-mini,think-in-native,0.0,TR # Turkish,C2,most frequent,Plants,rose,red;beautiful;thorny;fragrant;blooming;wild;white;delicate;garden;romantic
grok-3-mini,think-in-native,0.0,TR # Turkish,C2,most frequent,Plants,tomato,red;fresh;juicy;ripe;organic;raw;sliced;cherry;sweet;vine-ripened
grok-3-mini,think-in-native,0.0,TR # Turkish,C2,most frequent,Plants,tree,tall;green;ancient;leafy;fruit-bearing;shady;dead;young;oak;flowering
