Model,SystemPromptType,Temperature,Language,Proficiency,Prompt,NounCategory,Noun,Adjectives
grok-3-mini,english-monolingual,0.0,AR # Arabic,B1,most frequent,Abstract Concepts,anger,intense;blind;raw;sudden;deep;boiling;righteous;suppressed;explosive;quiet
grok-3-mini,english-monolingual,0.0,PS # Pashto,Perfect,most frequent,Food Items,cheese,sharp;creamy;aged;soft;hard;grated;melted;flavorful;imported;mild
grok-3-mini,english-monolingual,0.0,PS # Pashto,B1,most frequent,Food Items,chicken,grilled;roasted;fresh;organic;boneless;fried;tender;spicy;raw;seasoned
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Food Items,chicken,grilled;roasted;fresh;organic;boneless;fried;tender;spicy;whole;marinated
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Food Items,chicken,grilled;roasted;fresh;organic;boneless;fried;tender;spicy;free-range;marinated
grok-3-mini,english-monolingual,0.0,PS # Pashto,C2,most frequent,Food Items,chicken,grilled;roasted;fresh;organic;boneless;fried;tender;spicy;whole;marinated
grok-3-mini,english-monolingual,0.0,PS # Pashto,Perfect,most frequent,Food Items,chicken,grilled;roasted;fresh;organic;boneless;fried;tender;spicy;free-range;marinated
grok-3-mini,english-monolingual,0.0,PS # Pashto,B1,most frequent,Food Items,egg,fresh;boiled;scrambled;large;organic;cracked;fried;brown;runny;hard-boiled
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Food Items,egg,fresh;boiled;scrambled;large;organic;cracked;fried;brown;raw;fertilized
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Food Items,egg,fresh;boiled;scrambled;brown;white;organic;cracked;fried;large;runny
grok-3-mini,english-monolingual,0.0,PS # Pashto,C2,most frequent,Food Items,egg,fresh;boiled;fried;organic;cracked;large;brown;scrambled;raw;free-range
grok-3-mini,english-monolingual,0.0,PS # Pashto,Perfect,most frequent,Food Items,egg,fresh;boiled;fried;organic;large;cracked;scrambled;brown;free-range;runny
grok-3-mini,english-monolingual,0.0,PS # Pashto,B1,most frequent,Food Items,fish,fresh;grilled;smoked;wild;frozen;flaky;oily;salted;raw;seasoned
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Food Items,fish,fresh;grilled;smoked;wild;frozen;flaky;oily;salted;caught;large
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Food Items,fish,fresh;grilled;oily;smoked;wild-caught;flaky;frozen;salted;raw;seasoned
grok-3-mini,english-monolingual,0.0,PS # Pashto,C2,most frequent,Food Items,fish,fresh;grilled;smoked;wild-caught;flaky;frozen;oily;salted;whole;filleted
grok-3-mini,english-monolingual,0.0,PS # Pashto,Perfect,most frequent,Food Items,fish,fresh;grilled;smoked;wild;frozen;flaky;oily;salted;caught;tender
grok-3-mini,english-monolingual,0.0,PS # Pashto,B1,most frequent,Food Items,pasta,cooked;al dente;fresh;dried;stuffed;whole-wheat;sauced;homemade;twisted;colorful
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Food Items,pasta,cooked;al dente;fresh;dried;whole-wheat;stuffed;sauced;homemade;twisted;colorful
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Food Items,pasta,cooked;al dente;homemade;dried;stuffed;sauced;wheat;colorful;fresh;twisted
grok-3-mini,english-monolingual,0.0,PS # Pashto,C2,most frequent,Food Items,pasta,cooked;al dente;fresh;dried;stuffed;whole-wheat;sauced;homemade;twisted;colorful
grok-3-mini,english-monolingual,0.0,PS # Pashto,Perfect,most frequent,Food Items,pasta,cooked;al dente;fresh;dried;whole-wheat;stuffed;sauced;homemade;Italian;twisted
grok-3-mini,english-monolingual,0.0,PS # Pashto,B1,most frequent,Food Items,rice,steamed;white;brown;cooked;sticky;wild;fluffy;seasoned;raw;aromatic
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Food Items,rice,steamed;white;brown;cooked;sticky;wild;fluffy;basmati;raw;seasoned
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Food Items,rice,steamed;white;brown;cooked;sticky;wild;fragrant;boiled;long-grain;fluffy
grok-3-mini,english-monolingual,0.0,PS # Pashto,C2,most frequent,Food Items,rice,steamed;white;brown;cooked;sticky;wild;fluffy;seasoned;raw;aromatic
grok-3-mini,english-monolingual,0.0,PS # Pashto,Perfect,most frequent,Food Items,rice,steamed;white;brown;cooked;sticky;wild;fluffy;basmati;fried;aromatic
grok-3-mini,english-monolingual,0.0,PS # Pashto,B1,most frequent,Food Items,soup,hot;creamy;vegetable;hearty;spicy;clear;homemade;chilled;thick;flavorful
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Food Items,soup,hot;creamy;vegetable;hearty;spicy;clear;chilled;homemade;thick;flavorful
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Food Items,soup,hot;creamy;vegetable;hearty;spicy;clear;chilled;homemade;thick;flavorful
grok-3-mini,english-monolingual,0.0,PS # Pashto,C2,most frequent,Food Items,soup,hot;creamy;vegetable;hearty;spicy;clear;chilled;homemade;thick;flavorful
grok-3-mini,english-monolingual,0.0,PS # Pashto,Perfect,most frequent,Food Items,soup,hot;creamy;vegetable;hearty;spicy;clear;homemade;chilled;thick;flavorful
grok-3-mini,english-monolingual,0.0,PS # Pashto,B1,most frequent,Human Roles,artist,talented;creative;struggling;famous;dedicated;visionary;eccentric;skilled;emerging;passionate
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Human Roles,artist,talented;creative;struggling;famous;visionary;dedicated;emerging;skilled;eccentric;inspired
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Human Roles,artist,talented;creative;visionary;struggling;famous;dedicated;innovative;eccentric;skilled;emerging
grok-3-mini,english-monolingual,0.0,PS # Pashto,C2,most frequent,Human Roles,artist,talented;creative;struggling;famous;visionary;dedicated;emerging;skilled;eccentric;innovative
grok-3-mini,english-monolingual,0.0,PS # Pashto,Perfect,most frequent,Human Roles,artist,talented;creative;visionary;struggling;famous;dedicated;innovative;eccentric;skilled;passionate
grok-3-mini,english-monolingual,0.0,PS # Pashto,B1,most frequent,Human Roles,athlete,fit;professional;dedicated;Olympic;injured;speedy;strong;competitive;young;seasoned
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Human Roles,athlete,professional;dedicated;fit;competitive;Olympic;injured;skilled;young;elite;determined
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Human Roles,athlete,professional;dedicated;fit;competitive;Olympic;injured;skilled;young;elite;determined
grok-3-mini,english-monolingual,0.0,PS # Pashto,C2,most frequent,Human Roles,athlete,professional;dedicated;fit;competitive;injured;Olympic;skilled;young;seasoned;agile
grok-3-mini,english-monolingual,0.0,PS # Pashto,Perfect,most frequent,Human Roles,athlete,professional;dedicated;fit;competitive;Olympic;injured;skilled;young;elite;determined
grok-3-mini,english-monolingual,0.0,PS # Pashto,B1,most frequent,Human Roles,chef,skilled;innovative;famous;busy;talented;professional;creative;experienced;passionate;meticulous
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Human Roles,chef,skilled;renowned;innovative;professional;passionate;celebrity;trained;creative;busy;talented
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Human Roles,chef,skilled;renowned;innovative;professional;passionate;celebrity;amateur;talented;busy;creative
grok-3-mini,english-monolingual,0.0,PS # Pashto,C2,most frequent,Human Roles,chef,skilled;renowned;innovative;busy;professional;passionate;amateur;talented;creative;experienced
grok-3-mini,english-monolingual,0.0,PS # Pashto,Perfect,most frequent,Human Roles,chef,skilled;renowned;innovative;professional;passionate;celebrity;trained;creative;busy;talented
grok-3-mini,english-monolingual,0.0,PS # Pashto,B1,most frequent,Human Roles,doctor,skilled;dedicated;experienced;busy;compassionate;specialist;young;renowned;emergency;caring
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Human Roles,doctor,skilled;experienced;caring;specialist;busy;dedicated;young;renowned;emergency;compassionate
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Human Roles,doctor,skilled;dedicated;experienced;compassionate;busy;specialist;young;renowned;caring;emergency
grok-3-mini,english-monolingual,0.0,PS # Pashto,C2,most frequent,Human Roles,doctor,skilled;dedicated;experienced;caring;specialist;busy;young;renowned;compassionate;qualified
grok-3-mini,english-monolingual,0.0,PS # Pashto,Perfect,most frequent,Human Roles,doctor,skilled;experienced;caring;specialist;busy;dedicated;young;retired;compassionate;renowned
grok-3-mini,english-monolingual,0.0,PS # Pashto,B1,most frequent,Human Roles,engineer,skilled;innovative;mechanical;electrical;dedicated;experienced;creative;problem-solving;young;senior
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Human Roles,engineer,skilled;innovative;mechanical;electrical;experienced;creative;young;dedicated;senior;practical
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Human Roles,engineer,skilled;innovative;mechanical;electrical;creative;experienced;junior;senior;practical;visionary
grok-3-mini,english-monolingual,0.0,PS # Pashto,C2,most frequent,Human Roles,engineer,skilled;innovative;mechanical;electrical;experienced;creative;dedicated;young;professional;talented
grok-3-mini,english-monolingual,0.0,PS # Pashto,Perfect,most frequent,Human Roles,engineer,skilled;innovative;mechanical;electrical;dedicated;creative;experienced;young;problem-solving;talented
grok-3-mini,english-monolingual,0.0,PS # Pashto,B1,most frequent,Human Roles,farmer,hardworking;local;organic;experienced;rural;dedicated;small-scale;innovative;seasonal;independent
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Human Roles,farmer,hardworking;local;organic;experienced;rural;dedicated;small-scale;modern;traditional;skilled
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Human Roles,farmer,hardworking;local;organic;experienced;rural;dedicated;small-scale;modern;traditional;resilient
grok-3-mini,english-monolingual,0.0,PS # Pashto,C2,most frequent,Human Roles,farmer,hardworking;local;organic;experienced;rural;dedicated;small-scale;modern;struggling;knowledgeable
grok-3-mini,english-monolingual,0.0,PS # Pashto,Perfect,most frequent,Human Roles,farmer,hardworking;organic;local;experienced;dedicated;rural;modern;struggling;skilled;family-owned
grok-3-mini,english-monolingual,0.0,PS # Pashto,B1,most frequent,Human Roles,lawyer,sharp;experienced;corporate;defense;dedicated;ambitious;ethical;trial;young;renowned
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Human Roles,lawyer,sharp;experienced;corporate;defense;ambitious;ethical;young;successful;trial;dedicated
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Human Roles,lawyer,sharp;experienced;corporate;defense;ambitious;ethical;junior;senior;trial;dedicated
grok-3-mini,english-monolingual,0.0,PS # Pashto,C2,most frequent,Human Roles,lawyer,sharp;experienced;corporate;defense;ambitious;ethical;young;renowned;dedicated;skilled
grok-3-mini,english-monolingual,0.0,PS # Pashto,Perfect,most frequent,Human Roles,lawyer,sharp;experienced;corporate;defense;dedicated;successful;young;ethical;trial;ambitious
grok-3-mini,english-monolingual,0.0,PS # Pashto,B1,most frequent,Human Roles,musician,talented;classical;rock;dedicated;emerging;famous;versatile;passionate;skilled;indie
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Human Roles,musician,talented;classical;rock;emerging;professional;passionate;jazz;skilled;famous;dedicated
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Human Roles,musician,talented;classical;rock;aspiring;famous;versatile;indie;skilled;touring;passionate
grok-3-mini,english-monolingual,0.0,PS # Pashto,C2,most frequent,Human Roles,musician,talented;classical;rock;emerging;passionate;professional;versatile;famous;dedicated;innovative
grok-3-mini,english-monolingual,0.0,PS # Pashto,Perfect,most frequent,Human Roles,musician,talented;classical;rock;dedicated;famous;struggling;innovative;skilled;passionate;touring
grok-3-mini,english-monolingual,0.0,PS # Pashto,B1,most frequent,Human Roles,scientist,brilliant;dedicated;innovative;environmental;theoretical;experimental;young;renowned;curious;precise
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Human Roles,scientist,brilliant;dedicated;innovative;research;environmental;theoretical;young;experienced;curious;acclaimed
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Human Roles,scientist,brilliant;dedicated;innovative;environmental;medical;theoretical;experimental;young;renowned;curious
grok-3-mini,english-monolingual,0.0,PS # Pashto,C2,most frequent,Human Roles,scientist,brilliant;dedicated;innovative;environmental;medical;theoretical;young;renowned;curious;skilled
grok-3-mini,english-monolingual,0.0,PS # Pashto,Perfect,most frequent,Human Roles,scientist,brilliant;dedicated;innovative;research;environmental;medical;young;experienced;curious;theoretical
grok-3-mini,english-monolingual,0.0,PS # Pashto,B1,most frequent,Human Roles,soldier,brave;trained;veteran;elite;disciplined;young;wounded;loyal;combat-ready;heroic
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Human Roles,soldier,brave;trained;elite;veteran;young;disciplined;combat;loyal;injured;heroic
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Human Roles,soldier,brave;trained;veteran;elite;disciplined;young;wounded;loyal;combat-ready;heroic
grok-3-mini,english-monolingual,0.0,PS # Pashto,C2,most frequent,Human Roles,soldier,brave;trained;veteran;elite;young;disciplined;wounded;loyal;combat-ready;heroic
grok-3-mini,english-monolingual,0.0,PS # Pashto,Perfect,most frequent,Human Roles,soldier,brave;trained;veteran;elite;young;disciplined;combat-ready;loyal;injured;heroic
grok-3-mini,english-monolingual,0.0,PS # Pashto,B1,most frequent,Human Roles,teacher,dedicated;experienced;inspiring;patient;young;knowledgeable;strict;creative;passionate;effective
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Human Roles,teacher,dedicated;experienced;inspiring;patient;young;effective;passionate;strict;creative;knowledgeable
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Human Roles,teacher,dedicated;experienced;inspiring;patient;elementary;strict;passionate;innovative;retired;effective
grok-3-mini,english-monolingual,0.0,PS # Pashto,C2,most frequent,Human Roles,teacher,dedicated;experienced;inspiring;patient;young;passionate;strict;knowledgeable;creative;effective
grok-3-mini,english-monolingual,0.0,PS # Pashto,Perfect,most frequent,Human Roles,teacher,dedicated;experienced;inspiring;patient;young;retired;creative;strict;passionate;knowledgeable
grok-3-mini,english-monolingual,0.0,PS # Pashto,B1,most frequent,Human Roles,writer,talented;prolific;aspiring;famous;creative;dedicated;mystery;poetic;young;seasoned
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Human Roles,writer,talented;prolific;aspiring;famous;creative;mystery;dedicated;freelance;poetic;insightful
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Human Roles,writer,prolific;aspiring;famous;creative;mystery;freelance;talented;established;struggling;imaginative
grok-3-mini,english-monolingual,0.0,PS # Pashto,C2,most frequent,Human Roles,writer,talented;prolific;aspiring;famous;creative;dedicated;mystery;poetic;journalistic;skilled
grok-3-mini,english-monolingual,0.0,PS # Pashto,Perfect,most frequent,Human Roles,writer,talented;prolific;aspiring;famous;creative;dedicated;mystery;science-fiction;young;experienced
grok-3-mini,english-monolingual,0.0,PS # Pashto,B1,most frequent,Inanimate Objects,book,thick;hardcover;bestselling;old;fictional;educational;tattered;colorful;digital;rare
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Inanimate Objects,book,thick;bestselling;old;hardcover;fictional;educational;tattered;popular;illustrated;rare
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Inanimate Objects,book,old;new;hardcover;bestselling;fictional;educational;thick;illustrated;rare;engaging
grok-3-mini,english-monolingual,0.0,PS # Pashto,C2,most frequent,Inanimate Objects,book,thick;bestselling;old;hardcover;paperback;illustrated;fictional;educational;worn;colorful
grok-3-mini,english-monolingual,0.0,PS # Pashto,Perfect,most frequent,Inanimate Objects,book,thick;bestselling;old;hardcover;paperback;educational;fictional;illustrated;rare;engaging
grok-3-mini,english-monolingual,0.0,PS # Pashto,B1,most frequent,Inanimate Objects,bridge,old;wooden;steel;suspension;ancient;modern;arched;broken;iconic;long
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Inanimate Objects,bridge,long;ancient;modern;suspension;wooden;arched;busy;collapsed;iconic;narrow
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Inanimate Objects,bridge,old;wooden;steel;suspension;ancient;modern;arched;collapsed;iconic;sturdy
grok-3-mini,english-monolingual,0.0,PS # Pashto,C2,most frequent,Inanimate Objects,bridge,sturdy;ancient;modern;suspension;wooden;arched;long;collapsed;iconic;narrow
grok-3-mini,english-monolingual,0.0,PS # Pashto,Perfect,most frequent,Inanimate Objects,bridge,long;sturdy;ancient;modern;suspension;wooden;iconic;high;collapsed;elegant
grok-3-mini,english-monolingual,0.0,PS # Pashto,B1,most frequent,Inanimate Objects,drums,loud;rhythmic;wooden;electronic;tribal;small;professional;tuned;antique;colorful
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Inanimate Objects,drums,loud;rhythmic;wooden;electronic;tribal;professional;small;acoustic;tuned;vintage
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Inanimate Objects,drums,loud;rhythmic;wooden;electronic;tribal;professional;small;acoustic;shiny;vintage
grok-3-mini,english-monolingual,0.0,PS # Pashto,C2,most frequent,Inanimate Objects,drums,loud;rhythmic;wooden;electronic;tribal;professional;small;tuned;vintage;colorful
grok-3-mini,english-monolingual,0.0,PS # Pashto,Perfect,most frequent,Inanimate Objects,drums,loud;rhythmic;wooden;electronic;tribal;professional;small;vintage;tuned;percussive
grok-3-mini,english-monolingual,0.0,PS # Pashto,B1,most frequent,Inanimate Objects,earth,fertile;round;blue;ancient;shaking;vast;green;molten;distant;stable
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Inanimate Objects,earth,fertile;round;blue;ancient;solid;molten;green;vast;spinning;fragile
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Inanimate Objects,earth,fertile;dry;vast;blue;spinning;ancient;living;rocky;green;molten
grok-3-mini,english-monolingual,0.0,PS # Pashto,C2,most frequent,Inanimate Objects,earth,fertile;round;blue;ancient;trembling;vast;green;scorched;solid;rotating
grok-3-mini,english-monolingual,0.0,PS # Pashto,Perfect,most frequent,Inanimate Objects,earth,fertile;round;blue;ancient;living;vast;green;spinning;fragile;solid
grok-3-mini,english-monolingual,0.0,PS # Pashto,B1,most frequent,Inanimate Objects,flute,wooden;silver;melodic;antique;handheld;professional;simple;tuned;ancient;shiny
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Inanimate Objects,flute,wooden;silver;melodic;ancient;modern;handheld;tuned;professional;simple;ornate
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Inanimate Objects,flute,wooden;silver;melodic;ancient;modern;handheld;polished;sweet-sounding;professional;decorative
grok-3-mini,english-monolingual,0.0,PS # Pashto,C2,most frequent,Inanimate Objects,flute,wooden;silver;melodic;ancient;modern;handheld;tuned;decorative;professional;simple
grok-3-mini,english-monolingual,0.0,PS # Pashto,Perfect,most frequent,Inanimate Objects,flute,wooden;silver;melodic;ancient;modern;handheld;tuned;professional;sweet-sounding;ornate
grok-3-mini,english-monolingual,0.0,PS # Pashto,B1,most frequent,Inanimate Objects,key,small;metal;rusty;spare;golden;locked;electronic;antique;modern;lost
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Inanimate Objects,key,small;metal;rusty;spare;electronic;golden;locked;modern;antique;functional
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Inanimate Objects,key,small;metal;rusty;spare;golden;electronic;skeleton;locked;modern;antique
grok-3-mini,english-monolingual,0.0,PS # Pashto,C2,most frequent,Inanimate Objects,key,small;metal;rusty;spare;golden;electronic;locked;decorative;ancient;modern
grok-3-mini,english-monolingual,0.0,PS # Pashto,Perfect,most frequent,Inanimate Objects,key,small;metal;rusty;golden;spare;electronic;antique;skeleton;modern;locked
grok-3-mini,english-monolingual,0.0,PS # Pashto,B1,most frequent,Inanimate Objects,knife,sharp;kitchen;rusty;pocket;ceremonial;dull;silver;ancient;folding;dangerous
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Inanimate Objects,knife,sharp;kitchen;pocket;rusty;serrated;antique;folding;blunt;hunting;steel
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Inanimate Objects,knife,sharp;kitchen;pocket;rusty;ceremonial;dull;folding;hunting;stainless;ancient
grok-3-mini,english-monolingual,0.0,PS # Pashto,C2,most frequent,Inanimate Objects,knife,sharp;rusty;kitchen;pocket;ceremonial;dull;silver;ancient;folding;deadly
grok-3-mini,english-monolingual,0.0,PS # Pashto,Perfect,most frequent,Inanimate Objects,knife,sharp;kitchen;pocket;rusty;ceremonial;folding;blunt;steel;hunting;decorative
grok-3-mini,english-monolingual,0.0,PS # Pashto,B1,most frequent,Inanimate Objects,lock,sturdy;electronic;rusty;combination;antique;modern;broken;keyed;secure;hidden
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Inanimate Objects,lock,sturdy;electronic;rusty;modern;combination;antique;broken;keyed;secure;simple
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Inanimate Objects,lock,rusty;electronic;sturdy;old;combination;modern;broken;padlock;keyed;secure
grok-3-mini,english-monolingual,0.0,PS # Pashto,C2,most frequent,Inanimate Objects,lock,sturdy;electronic;rusty;modern;combination;padlock;broken;secure;antique;simple
grok-3-mini,english-monolingual,0.0,PS # Pashto,Perfect,most frequent,Inanimate Objects,lock,sturdy;electronic;rusty;modern;combination;padlock;keyed;broken;secure;antique
grok-3-mini,english-monolingual,0.0,PS # Pashto,B1,most frequent,Inanimate Objects,moon,full;crescent;bright;distant;waxing;waning;glowing;ancient;mysterious;red
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Inanimate Objects,moon,full;crescent;bright;waning;glowing;distant;silver;new;waxing;mysterious
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Inanimate Objects,moon,full;crescent;bright;waning;glowing;distant;silvery;new;harvest;blood
grok-3-mini,english-monolingual,0.0,PS # Pashto,C2,most frequent,Inanimate Objects,moon,full;crescent;bright;waning;glowing;distant;silver;mysterious;waxing;blood
grok-3-mini,english-monolingual,0.0,PS # Pashto,Perfect,most frequent,Inanimate Objects,moon,full;crescent;bright;waxing;waning;distant;silvery;glowing;mysterious;orbital
grok-3-mini,english-monolingual,0.0,PS # Pashto,B1,most frequent,Inanimate Objects,pen,black;fountain;ballpoint;cheap;elegant;leaking;colorful;antique;fine-tipped;disposable
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Inanimate Objects,pen,black;fountain;ballpoint;cheap;elegant;leaking;colorful;disposable;antique;fine-tipped
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Inanimate Objects,pen,black;fountain;ballpoint;cheap;elegant;leaking;colorful;disposable;vintage;fine-tipped
grok-3-mini,english-monolingual,0.0,PS # Pashto,C2,most frequent,Inanimate Objects,pen,black;fountain;ballpoint;colorful;antique;cheap;ergonomic;leaking;fine-tipped;disposable
grok-3-mini,english-monolingual,0.0,PS # Pashto,Perfect,most frequent,Inanimate Objects,pen,black;fountain;ballpoint;cheap;elegant;leaking;colorful;disposable;vintage;fine-tipped
grok-3-mini,english-monolingual,0.0,PS # Pashto,B1,most frequent,Inanimate Objects,sun,bright;setting;rising;hot;distant;golden;midday;ancient;scorching;mild
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Inanimate Objects,sun,bright;setting;rising;hot;golden;distant;midday;scorching;warm;eternal
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Inanimate Objects,sun,bright;setting;rising;scorching;warm;midday;golden;summer;distant;blazing
grok-3-mini,english-monolingual,0.0,PS # Pashto,C2,most frequent,Inanimate Objects,sun,bright;setting;rising;scorching;golden;midday;distant;warm;blazing;eternal
grok-3-mini,english-monolingual,0.0,PS # Pashto,Perfect,most frequent,Inanimate Objects,sun,bright;scorching;setting;rising;warm;distant;golden;midday;solar;intense
grok-3-mini,english-monolingual,0.0,PS # Pashto,B1,most frequent,Inanimate Objects,sword,sharp;ancient;ceremonial;steel;magical;rusty;ornate;lightweight;deadly;forged
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Inanimate Objects,sword,sharp;ancient;ceremonial;steel;ornate;lightweight;medieval;curved;heavy;decorative
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Inanimate Objects,sword,sharp;ancient;ceremonial;medieval;gleaming;heavy;enchanted;decorative;battle-worn;lightweight
grok-3-mini,english-monolingual,0.0,PS # Pashto,C2,most frequent,Inanimate Objects,sword,sharp;ancient;ceremonial;steel;enchanted;rusty;lightweight;decorative;massive;jeweled
grok-3-mini,english-monolingual,0.0,PS # Pashto,Perfect,most frequent,Inanimate Objects,sword,sharp;ancient;ceremonial;steel;enchanted;lightweight;decorative;medieval;heavy;gleaming
grok-3-mini,english-monolingual,0.0,PS # Pashto,B1,most frequent,Neutral Animals,cat,fluffy;playful;black;stray;domestic;lazy;wild;curious;sleek;affectionate
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Neutral Animals,cat,fluffy;playful;black;stray;domestic;lazy;wild;curious;sleek;affectionate
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Neutral Animals,cat,fluffy;playful;stray;black;lazy;curious;domestic;wild;sleek;affectionate
grok-3-mini,english-monolingual,0.0,PS # Pashto,C2,most frequent,Neutral Animals,cat,fluffy;playful;stray;black;domestic;wild;lazy;curious;sleek;affectionate
grok-3-mini,english-monolingual,0.0,PS # Pashto,Perfect,most frequent,Neutral Animals,cat,fluffy;playful;stray;black;domestic;wild;lazy;curious;sleek;affectionate
grok-3-mini,english-monolingual,0.0,PS # Pashto,B1,most frequent,Neutral Animals,dog,loyal;playful;large;small;trained;stray;energetic;friendly;barking;protective
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Neutral Animals,dog,loyal;playful;large;small;trained;stray;energetic;friendly;barking;protective
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Neutral Animals,dog,loyal;playful;stray;big;small;trained;energetic;friendly;barking;protective
grok-3-mini,english-monolingual,0.0,PS # Pashto,C2,most frequent,Neutral Animals,dog,loyal;playful;stray;large;small;trained;energetic;friendly;barking;protective
grok-3-mini,english-monolingual,0.0,PS # Pashto,Perfect,most frequent,Neutral Animals,dog,loyal;playful;stray;big;small;trained;energetic;friendly;barking;protective
grok-3-mini,english-monolingual,0.0,PS # Pashto,B1,most frequent,Neutral Animals,dolphin,intelligent;playful;marine;graceful;wild;captive;sleek;social;jumping;endangered
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Neutral Animals,dolphin,intelligent;playful;wild;graceful;marine;social;leaping;endangered;curious;sleek
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Neutral Animals,dolphin,intelligent;playful;graceful;wild;bottlenose;leaping;marine;social;endangered;swift
grok-3-mini,english-monolingual,0.0,PS # Pashto,C2,most frequent,Neutral Animals,dolphin,playful;intelligent;marine;graceful;wild;captive;sleek;jumping;social;endangered
grok-3-mini,english-monolingual,0.0,PS # Pashto,Perfect,most frequent,Neutral Animals,dolphin,intelligent;playful;marine;graceful;wild;trained;sleek;jumping;social;endangered
grok-3-mini,english-monolingual,0.0,PS # Pashto,B1,most frequent,Neutral Animals,elephant,massive;gray;wild;tame;endangered;intelligent;trumpeting;majestic;charging;gentle
