Model,SystemPromptType,Temperature,Language,Proficiency,Prompt,NounCategory,Noun,Adjectives
grok-3-mini,basic,1.0,TR # Turkish,B1,most frequent,Abstract Concepts,anger,strong;bad;quick;hot;sudden;deep;great;wild;bitter;fierce
grok-3-mini,basic,1.0,TR # Turkish,C1,most frequent,Places,village,small;quiet;rural;old;peaceful;remote;traditional;coastal;mountainous;charming
grok-3-mini,basic,1.0,TR # Turkish,C1,most frequent,Plants,cactus,spiky;green;tall;small;desert;flowering;hardy;wild;prickly;exotic
grok-3-mini,basic,1.0,TR # Turkish,C1,most frequent,Plants,eggplant,purple;fresh;large;small;shiny;cooked;raw;organic;soft;bitter
grok-3-mini,basic,1.0,TR # Turkish,C1,most frequent,Plants,flower,beautiful;red;yellow;wild;fresh;fragrant;small;large;blooming;wilted
grok-3-mini,basic,1.0,TR # Turkish,C1,most frequent,Plants,grass,green;tall;short;wet;dry;wild;soft;fresh;lawn;overgrown
grok-3-mini,basic,1.0,TR # Turkish,C1,most frequent,Plants,lettuce,green;fresh;crisp;raw;organic;leafy;small;large;washed;wilted
grok-3-mini,basic,1.0,TR # Turkish,C1,most frequent,Plants,mushroom,wild;fresh;small;large;edible;poisonous;white;brown;cooked;raw
grok-3-mini,basic,1.0,TR # Turkish,C1,most frequent,Plants,onion,fresh;raw;cooked;white;red;small;large;spicy;strong-smelling;organic
grok-3-mini,basic,1.0,TR # Turkish,C1,most frequent,Plants,pepper,red;green;hot;sweet;fresh;raw;cooked;spicy;small;large
grok-3-mini,basic,1.0,TR # Turkish,C1,most frequent,Plants,potato,fresh;raw;cooked;large;small;organic;boiled;fried;starchy;yellow
grok-3-mini,basic,1.0,TR # Turkish,C1,most frequent,Plants,rose,red;beautiful;fresh;thorny;fragrant;wild;garden;blooming;white;pink
grok-3-mini,basic,1.0,TR # Turkish,C1,most frequent,Plants,tomato,red;fresh;ripe;juicy;raw;cooked;organic;small;large;sweet
grok-3-mini,basic,1.0,TR # Turkish,C1,most frequent,Plants,tree,tall;old;green;fruit-bearing;leafy;ancient;young;shady;dead;flowering
grok-3-mini,basic,1.0,TR # Turkish,C1,most frequent,Social Relationships,ally,strong;reliable;faithful;powerful;secret;military;political;close;international;trusted
grok-3-mini,basic,1.0,TR # Turkish,C1,most frequent,Social Relationships,brother,older;younger;loving;protective;annoying;close;distant;supportive;fun;responsible
grok-3-mini,basic,1.0,TR # Turkish,C1,most frequent,Social Relationships,enemy,dangerous;powerful;bitter;old;sworn;hidden;foreign;ruthless;strong;defeated
grok-3-mini,basic,1.0,TR # Turkish,C1,most frequent,Social Relationships,father,loving;strict;supportive;busy;wise;young;old;caring;absent;proud
grok-3-mini,basic,1.0,TR # Turkish,C1,most frequent,Social Relationships,follower,loyal;devoted;faithful;blind;enthusiastic;dedicated;strong;weak;young;old
grok-3-mini,basic,1.0,TR # Turkish,C1,most frequent,Social Relationships,friend,close;loyal;true;old;new;fun;reliable;trustworthy;distant;supportive
grok-3-mini,basic,1.0,TR # Turkish,C1,most frequent,Social Relationships,leader,strong;charismatic;wise;effective;young;old;inspiring;democratic;authoritarian;natural
grok-3-mini,basic,1.0,TR # Turkish,C1,most frequent,Social Relationships,mother,loving;caring;strict;busy;young;old;supportive;protective;nurturing;absent
grok-3-mini,basic,1.0,TR # Turkish,C1,most frequent,Social Relationships,partner,reliable;business;romantic;equal;supportive;close;professional;distant;trusted;creative
grok-3-mini,basic,1.0,TR # Turkish,C1,most frequent,Social Relationships,rival,strong;fierce;bitter;old;new;competitive;dangerous;equal;corporate;sports
grok-3-mini,basic,1.0,TR # Turkish,C1,most frequent,Social Relationships,sister,younger;older;loving;annoying;close;supportive;distant;fun;protective;responsible
grok-3-mini,basic,1.0,TR # Turkish,C1,most frequent,Social Relationships,stranger,unknown;mysterious;dangerous;friendly;foreign;passing;helpful;suspicious;young;old
grok-3-mini,basic,1.0,TR # Turkish,C1,most frequent,Spatial Concepts,above,high;overhead;superior;distant;clear;visible;bright;floating;elevated;upper
grok-3-mini,basic,1.0,TR # Turkish,C1,most frequent,Spatial Concepts,back,rear;hidden;strong;weak;injured;straight;curved;old;new;distant
grok-3-mini,basic,1.0,TR # Turkish,C1,most frequent,Spatial Concepts,below,low;underground;hidden;deep;dark;submerged;inferior;quiet;unseen;lower
grok-3-mini,basic,1.0,TR # Turkish,C1,most frequent,Spatial Concepts,east,rising;distant;sunny;coastal;ancient;modern;far;near;warm;exotic
grok-3-mini,basic,1.0,TR # Turkish,C1,most frequent,Spatial Concepts,front,main;forward;visible;clean;damaged;simple;grand;busy;empty;leading
grok-3-mini,basic,1.0,TR # Turkish,C1,most frequent,Spatial Concepts,inside,warm;dark;hidden;safe;crowded;empty;deep;quiet;bright;interior
grok-3-mini,basic,1.0,TR # Turkish,C1,most frequent,Spatial Concepts,left,abandoned;free;weak;strong;open;closed;distant;near;hidden;visible
grok-3-mini,basic,1.0,TR # Turkish,C1,most frequent,Spatial Concepts,north,cold;distant;polar;remote;ancient;modern;windy;snowy;far;near
grok-3-mini,basic,1.0,TR # Turkish,C1,most frequent,Spatial Concepts,outside,cold;warm;open;exposed;dark;bright;wet;dry;distant;immediate
grok-3-mini,basic,1.0,TR # Turkish,C1,most frequent,Spatial Concepts,right,correct;moral;strong;weak;direct;indirect;true;false;immediate;distant
grok-3-mini,basic,1.0,TR # Turkish,C1,most frequent,Spatial Concepts,south,warm;tropical;distant;coastal;sunny;remote;ancient;modern;far;near
grok-3-mini,basic,1.0,TR # Turkish,C1,most frequent,Spatial Concepts,west,wild;distant;coastal;sunny;remote;ancient;modern;far;near;golden
grok-3-mini,basic,1.0,TR # Turkish,C1,most frequent,Time Concepts,century,past;future;long;short;golden;dark;modern;ancient;prosperous;turbulent
grok-3-mini,basic,1.0,TR # Turkish,C1,most frequent,Time Concepts,day,long;short;sunny;rainy;busy;lazy;warm;cold;ordinary;special
grok-3-mini,basic,1.0,TR # Turkish,C1,most frequent,Time Concepts,evening,calm;cool;quiet;long;short;romantic;busy;dark;pleasant;tiring
grok-3-mini,basic,1.0,TR # Turkish,C1,most frequent,Time Concepts,hour,long;short;early;late;busy;quiet;golden;dark;final;first
grok-3-mini,basic,1.0,TR # Turkish,C1,most frequent,Time Concepts,minute,last;first;short;long;final;initial;quiet;busy;crucial;ordinary
grok-3-mini,basic,1.0,TR # Turkish,C1,most frequent,Time Concepts,month,long;short;busy;quiet;summer;winter;final;first;festive;dull
grok-3-mini,basic,1.0,TR # Turkish,C1,most frequent,Time Concepts,morning,fresh;early;bright;foggy;quiet;busy;cool;warm;sunny;rainy
grok-3-mini,basic,1.0,TR # Turkish,C1,most frequent,Time Concepts,night,dark;long;quiet;starry;cold;warm;mysterious;restless;peaceful;short
grok-3-mini,basic,1.0,TR # Turkish,C1,most frequent,Time Concepts,season,long;short;warm;cold;rainy;dry;festive;dull;changing;peak
grok-3-mini,basic,1.0,TR # Turkish,C1,most frequent,Time Concepts,second,last;first;short;crucial;final;initial;quick;slow;ordinary;extra
grok-3-mini,basic,1.0,TR # Turkish,C1,most frequent,Time Concepts,week,long;short;busy;quiet;final;first;productive;relaxing;ordinary;special
grok-3-mini,basic,1.0,TR # Turkish,C1,most frequent,Time Concepts,year,long;short;good;bad;new;old;productive;challenging;memorable;ordinary
grok-3-mini,basic,1.0,TR # Turkish,C2,most frequent,Abstract Concepts,anger,intense;sudden;deep;blind;suppressed;raw;simmering;explosive;uncontrollable;righteous
grok-3-mini,basic,1.0,TR # Turkish,C2,most frequent,Abstract Concepts,courage,great;true;moral;physical;quiet;heroic;bold;unwavering;inspiring;foolish
grok-3-mini,basic,1.0,TR # Turkish,C2,most frequent,Abstract Concepts,fear,deep;sudden;irrational;overwhelming;constant;primal;hidden;intense;crippling;unfounded
grok-3-mini,basic,1.0,TR # Turkish,C2,most frequent,Abstract Concepts,freedom,absolute;true;personal;hard-won;complete;basic;limited;equal;fundamental;political
grok-3-mini,basic,1.0,TR # Turkish,C2,most frequent,Abstract Concepts,happiness,pure;lasting;simple;genuine;overwhelming;inner;fleeting;shared;quiet;boundless
grok-3-mini,basic,1.0,TR # Turkish,C2,most frequent,Abstract Concepts,hate,intense;deep;bitter;irrational;blind;mutual;enduring;violent;racial;personal
grok-3-mini,basic,1.0,TR # Turkish,C2,most frequent,Abstract Concepts,honesty,complete;brutal;refreshing;rare;straightforward;absolute;unwavering;painful;sincere;basic
grok-3-mini,basic,1.0,TR # Turkish,C2,most frequent,Abstract Concepts,justice,social;true;swift;blind;equal;divine;rough;poetic;ultimate;fair
grok-3-mini,basic,1.0,TR # Turkish,C2,most frequent,Abstract Concepts,knowledge,vast;deep;practical;ancient;secret;basic;shared;scientific;essential;hidden
grok-3-mini,basic,1.0,TR # Turkish,C2,most frequent,Abstract Concepts,love,true;deep;unconditional;passionate;enduring;pure;romantic;selfless;forbidden;familial
grok-3-mini,basic,1.0,TR # Turkish,C2,most frequent,Abstract Concepts,peace,inner;lasting;fragile;global;quiet;true;eternal;mental;perfect;temporary
grok-3-mini,basic,1.0,TR # Turkish,C2,most frequent,Abstract Concepts,wisdom,ancient;profound;practical;timeless;deep;spiritual;innate;collective;hard-earned;simple
grok-3-mini,basic,1.0,TR # Turkish,C2,most frequent,Cultural Artifacts,bell,loud;small;ringing;ancient;golden;church;alarm;handheld;cracked;decorative
grok-3-mini,basic,1.0,TR # Turkish,C2,most frequent,Cultural Artifacts,candle,lit;scented;tall;waxen;flickering;birthday;red;decorative;melted;fragrant
grok-3-mini,basic,1.0,TR # Turkish,C2,most frequent,Cultural Artifacts,carpet,soft;woolen;thick;patterned;oriental;old;colorful;clean;woven;large
grok-3-mini,basic,1.0,TR # Turkish,C2,most frequent,Cultural Artifacts,coin,old;shiny;gold;rare;ancient;silver;foreign;fake;small;valuable
grok-3-mini,basic,1.0,TR # Turkish,C2,most frequent,Cultural Artifacts,crown,golden;royal;jeweled;ancient;ceremonial;heavy;imperial;stolen;simple;broken
grok-3-mini,basic,1.0,TR # Turkish,C2,most frequent,Cultural Artifacts,flag,national;waving;colorful;torn;proud;foreign;symbolic;large;red;historical
grok-3-mini,basic,1.0,TR # Turkish,C2,most frequent,Cultural Artifacts,mask,facial;protective;decorative;carnival;ancient;black;false;medical;scary;elegant
grok-3-mini,basic,1.0,TR # Turkish,C2,most frequent,Cultural Artifacts,necklace,gold;pearl;simple;elegant;antique;beaded;long;cheap;diamond;handmade
grok-3-mini,basic,1.0,TR # Turkish,C2,most frequent,Cultural Artifacts,painting,beautiful;famous;abstract;colorful;old;modern;detailed;large;oil;landscape
grok-3-mini,basic,1.0,TR # Turkish,C2,most frequent,Cultural Artifacts,ring,gold;wedding;simple;antique;diamond;small;engagement;silver;magical;plain
grok-3-mini,basic,1.0,TR # Turkish,C2,most frequent,Cultural Artifacts,statue,stone;tall;ancient;bronze;famous;garden;broken;marble;heroic;modern
grok-3-mini,basic,1.0,TR # Turkish,C2,most frequent,Cultural Artifacts,vase,glass;antique;decorative;tall;broken;porcelain;floral;simple;colorful;elegant
grok-3-mini,basic,1.0,TR # Turkish,C2,most frequent,Environmental Phenomena,cloud,white;fluffy;dark;stormy;high;drifting;gray;low;rainy;thin
grok-3-mini,basic,1.0,TR # Turkish,C2,most frequent,Environmental Phenomena,earthquake,strong;devastating;sudden;major;shallow;deep;frequent;destructive;mild;powerful
grok-3-mini,basic,1.0,TR # Turkish,C2,most frequent,Environmental Phenomena,fog,thick;dense;morning;heavy;mysterious;cold;persistent;light;rolling;wet
grok-3-mini,basic,1.0,TR # Turkish,C2,most frequent,Environmental Phenomena,lightning,bright;sudden;forked;intense;dangerous;striking;fast;electrical;distant;dramatic
grok-3-mini,basic,1.0,TR # Turkish,C2,most frequent,Environmental Phenomena,rain,heavy;light;steady;pouring;gentle;cold;warm;seasonal;relentless;fresh
grok-3-mini,basic,1.0,TR # Turkish,C2,most frequent,Environmental Phenomena,rainbow,colorful;bright;double;faint;full;arching;beautiful;rare;vivid;natural
grok-3-mini,basic,1.0,TR # Turkish,C2,most frequent,Environmental Phenomena,snow,fresh;white;deep;falling;heavy;light;powdery;melting;cold;wet
grok-3-mini,basic,1.0,TR # Turkish,C2,most frequent,Environmental Phenomena,storm,violent;fierce;approaching;sudden;tropical;powerful;raging;winter;electrical;mild
grok-3-mini,basic,1.0,TR # Turkish,C2,most frequent,Environmental Phenomena,thunder,loud;rolling;distant;booming;sudden;ominous;crashing;deep;frightening;echoing
grok-3-mini,basic,1.0,TR # Turkish,C2,most frequent,Environmental Phenomena,tide,high;low;rising;falling;strong;ocean;daily;powerful;ebbing;rough
grok-3-mini,basic,1.0,TR # Turkish,C2,most frequent,Environmental Phenomena,volcano,active;dormant;massive;explosive;smoking;ancient;dangerous;volcanic;high;fiery
grok-3-mini,basic,1.0,TR # Turkish,C2,most frequent,Environmental Phenomena,wind,strong;gentle;cold;hot;howling;steady;gusty;northern;light;fierce
grok-3-mini,basic,1.0,TR # Turkish,C2,most frequent,Food Items,apple,red;green;ripe;fresh;juicy;sweet;sour;small;large;organic
grok-3-mini,basic,1.0,TR # Turkish,C2,most frequent,Food Items,banana,yellow;ripe;green;sweet;long;fresh;peeled;soft;overripe;tropical
grok-3-mini,basic,1.0,TR # Turkish,C2,most frequent,Food Items,beef,fresh;lean;grilled;tender;ground;fatty;rare;cooked;organic;cheap
grok-3-mini,basic,1.0,TR # Turkish,C2,most frequent,Food Items,bread,fresh;warm;soft;white;whole-grain;sliced;toasted;homemade;crusty;stale
grok-3-mini,basic,1.0,TR # Turkish,C2,most frequent,Food Items,broccoli,fresh;green;steamed;raw;organic;crunchy;frozen;cooked;healthy;tender
grok-3-mini,basic,1.0,TR # Turkish,C2,most frequent,Food Items,cheese,sharp;soft;hard;creamy;grated;mild;aged;melted;flavorful;yellow
grok-3-mini,basic,1.0,TR # Turkish,C2,most frequent,Food Items,chicken,grilled;fresh;roasted;fried;organic;tender;boneless;spiced;raw;frozen
grok-3-mini,basic,1.0,TR # Turkish,C2,most frequent,Food Items,egg,fresh;boiled;fried;large;brown;white;cracked;organic;soft-boiled;free-range
grok-3-mini,basic,1.0,TR # Turkish,C2,most frequent,Food Items,fish,fresh;grilled;smoked;raw;frozen;oily;white;large;wild;canned
grok-3-mini,basic,1.0,TR # Turkish,C2,most frequent,Food Items,pasta,cooked;al dente;fresh;dried;cheesy;sauced;homemade;wheat;hot;simple
grok-3-mini,basic,1.0,TR # Turkish,C2,most frequent,Food Items,rice,cooked;white;brown;steamed;fluffy;hot;sticky;wild;boiled;fragrant
grok-3-mini,basic,1.0,TR # Turkish,C2,most frequent,Food Items,soup,hot;creamy;vegetable;thick;clear;spicy;homemade;cold;hearty;flavorful
grok-3-mini,basic,1.0,TR # Turkish,C2,most frequent,Human Roles,artist,talented;creative;famous;struggling;young;established;innovative;dedicated;skilled;visionary
grok-3-mini,basic,1.0,TR # Turkish,C2,most frequent,Human Roles,athlete,professional;fit;dedicated;strong;fast;skilled;young;competitive;injured;Olympic
grok-3-mini,basic,1.0,TR # Turkish,C2,most frequent,Human Roles,chef,skilled;famous;professional;creative;busy;talented;young;experienced;passionate;innovative
grok-3-mini,basic,1.0,TR # Turkish,C2,most frequent,Human Roles,doctor,skilled;experienced;young;dedicated;busy;specialist;caring;professional;retired;competent
grok-3-mini,basic,1.0,TR # Turkish,C2,most frequent,Human Roles,engineer,skilled;innovative;experienced;young;mechanical;electrical;dedicated;creative;professional;talented
grok-3-mini,basic,1.0,TR # Turkish,C2,most frequent,Human Roles,farmer,hardworking;local;organic;experienced;young;dedicated;rural;skilled;poor;successful
grok-3-mini,basic,1.0,TR # Turkish,C2,most frequent,Human Roles,lawyer,skilled;experienced;corporate;young;ethical;busy;successful;dedicated;criminal;professional
grok-3-mini,basic,1.0,TR # Turkish,C2,most frequent,Human Roles,musician,talented;famous;young;skilled;classical;rock;dedicated;creative;struggling;passionate
grok-3-mini,basic,1.0,TR # Turkish,C2,most frequent,Human Roles,scientist,brilliant;dedicated;young;experienced;innovative;famous;curious;professional;talented;leading
grok-3-mini,basic,1.0,TR # Turkish,C2,most frequent,Human Roles,soldier,brave;trained;young;experienced;dedicated;elite;wounded;heroic;professional;loyal
grok-3-mini,basic,1.0,TR # Turkish,C2,most frequent,Human Roles,teacher,dedicated;experienced;young;passionate;skilled;inspiring;patient;professional;strict;creative
grok-3-mini,basic,1.0,TR # Turkish,C2,most frequent,Human Roles,writer,talented;famous;young;experienced;creative;prolific;dedicated;struggling;skilled;visionary
grok-3-mini,basic,1.0,TR # Turkish,C2,most frequent,Inanimate Objects,book,old;new;thick;thin;interesting;boring;educational;fictional;hardcover;popular
grok-3-mini,basic,1.0,TR # Turkish,C2,most frequent,Inanimate Objects,bridge,old;long;wooden;stone;modern;high;broken;famous;narrow;strong
grok-3-mini,basic,1.0,TR # Turkish,C2,most frequent,Inanimate Objects,drums,loud;wooden;large;small;rhythmic;electronic;traditional;beat-up;shiny;deep
grok-3-mini,basic,1.0,TR # Turkish,C2,most frequent,Inanimate Objects,earth,blue;green;round;ancient;fertile;dry;vast;beautiful;spinning;solid
grok-3-mini,basic,1.0,TR # Turkish,C2,most frequent,Inanimate Objects,flute,wooden;silver;small;ancient;sweet-sounding;shiny;modern;handcrafted;simple;melodic
grok-3-mini,basic,1.0,TR # Turkish,C2,most frequent,Inanimate Objects,key,small;metal;old;rusty;spare;golden;modern;locked;simple;electronic
grok-3-mini,basic,1.0,TR # Turkish,C2,most frequent,Inanimate Objects,knife,sharp;old;metal;rusty;pocket;kitchen;dull;large;small;clean
grok-3-mini,basic,1.0,TR # Turkish,C2,most frequent,Inanimate Objects,lock,old;rusty;secure;modern;broken;metal;electronic;simple;strong;combination
grok-3-mini,basic,1.0,TR # Turkish,C2,most frequent,Inanimate Objects,moon,full;bright;crescent;dark;distant;glowing;silver;waxing;waning;beautiful
grok-3-mini,basic,1.0,TR # Turkish,C2,most frequent,Inanimate Objects,pen,black;ink;fine-tipped;old;new;cheap;expensive;fountain;ballpoint;colorful
grok-3-mini,basic,1.0,TR # Turkish,C2,most frequent,Inanimate Objects,sun,bright;hot;setting;rising;yellow;warm;distant;blazing;summer;golden
grok-3-mini,basic,1.0,TR # Turkish,C2,most frequent,Inanimate Objects,sword,sharp;ancient;metal;long;rusty;ceremonial;magical;heavy;shiny;curved
grok-3-mini,basic,1.0,TR # Turkish,C2,most frequent,Neutral Animals,cat,black;white;fluffy;playful;lazy;wild;domestic;stray;small;clever
grok-3-mini,basic,1.0,TR # Turkish,C2,most frequent,Neutral Animals,dog,loyal;big;small;playful;trained;wild;friendly;barking;furry;old
grok-3-mini,basic,1.0,TR # Turkish,C2,most frequent,Neutral Animals,dolphin,intelligent;playful;wild;gray;fast;marine;jumping;social;large;curious
grok-3-mini,basic,1.0,TR # Turkish,C2,most frequent,Neutral Animals,elephant,large;gray;wild;gentle;strong;endangered;African;trained;old;majestic
grok-3-mini,basic,1.0,TR # Turkish,C2,most frequent,Neutral Animals,hamster,small;furry;playful;cute;tame;wild;fast;nocturnal;brown;active
grok-3-mini,basic,1.0,TR # Turkish,C2,most frequent,Neutral Animals,monkey,playful;wild;small;clever;noisy;tree-dwelling;brown;trained;curious;agile
grok-3-mini,basic,1.0,TR # Turkish,C2,most frequent,Neutral Animals,mouse,small;gray;wild;timid;fast;domestic;cute;furry;nocturnal;sneaky
grok-3-mini,basic,1.0,TR # Turkish,C2,most frequent,Neutral Animals,peacock,colorful;proud;wild;large;beautiful;exotic;noisy;male;trained;elegant
grok-3-mini,basic,1.0,TR # Turkish,C2,most frequent,Neutral Animals,rabbit,white;fluffy;wild;fast;cute;tame;small;hopping;furry;playful
grok-3-mini,basic,1.0,TR # Turkish,C2,most frequent,Neutral Animals,shark,large;dangerous;wild;gray;fast;predatory;oceanic;fierce;sharp-toothed;solitary
grok-3-mini,basic,1.0,TR # Turkish,C2,most frequent,Neutral Animals,snake,long;poisonous;wild;green;slippery;coiled;tame;dangerous;colorful;fast
grok-3-mini,basic,1.0,TR # Turkish,C2,most frequent,Neutral Animals,whale,large;blue;wild;majestic;endangered;swimming;deep-diving;gentle;migratory;massive
grok-3-mini,basic,1.0,TR # Turkish,C2,most frequent,Places,city,busy;large;modern;ancient;crowded;beautiful;industrial;coastal;historic;clean
grok-3-mini,basic,1.0,TR # Turkish,C2,most frequent,Places,desert,dry;vast;sandy;hot;barren;remote;golden;harsh;windy;endless
grok-3-mini,basic,1.0,TR # Turkish,C2,most frequent,Places,forest,dense;green;ancient;dark;tropical;quiet;lush;vast;rainy;magical
grok-3-mini,basic,1.0,TR # Turkish,C2,most frequent,Places,island,small;tropical;remote;beautiful;deserted;volcanic;green;sandy;large;rocky
grok-3-mini,basic,1.0,TR # Turkish,C2,most frequent,Places,lake,deep;blue;calm;frozen;large;clear;mountain;freshwater;scenic;polluted
grok-3-mini,basic,1.0,TR # Turkish,C2,most frequent,Places,mountain,high;snowy;rugged;tall;green;volcanic;majestic;steep;ancient;remote
grok-3-mini,basic,1.0,TR # Turkish,C2,most frequent,Places,ocean,vast;deep;blue;stormy;calm;salty;endless;warm;cold;mysterious
grok-3-mini,basic,1.0,TR # Turkish,C2,most frequent,Places,plain,flat;vast;grassy;dry;green;fertile;endless;open;dusty;agricultural
grok-3-mini,basic,1.0,TR # Turkish,C2,most frequent,Places,plateau,high;flat;rocky;vast;elevated;dry;green;ancient;scenic;remote
grok-3-mini,basic,1.0,TR # Turkish,C2,most frequent,Places,river,wide;deep;fast-flowing;calm;muddy;clear;long;winding;frozen;navigable
grok-3-mini,basic,1.0,TR # Turkish,C2,most frequent,Places,valley,deep;green;fertile;narrow;wide;scenic;hidden;mountain;dry;lush
grok-3-mini,basic,1.0,TR # Turkish,C2,most frequent,Places,village,small;quiet;rural;ancient;coastal;fishing;mountain;poor;charming;isolated
grok-3-mini,basic,1.0,TR # Turkish,C2,most frequent,Plants,cactus,spiky;green;tall;desert;hardy;flowering;small;wild;prickly;exotic
grok-3-mini,basic,1.0,TR # Turkish,C2,most frequent,Plants,eggplant,purple;fresh;large;shiny;raw;cooked;organic;soft;round;healthy
grok-3-mini,basic,1.0,TR # Turkish,C2,most frequent,Plants,flower,beautiful;red;wild;fragrant;blooming;small;yellow;garden;wilted;exotic
grok-3-mini,basic,1.0,TR # Turkish,C2,most frequent,Plants,grass,green;tall;wet;dry;soft;wild;mowed;lush;short;overgrown
grok-3-mini,basic,1.0,TR # Turkish,C2,most frequent,Plants,lettuce,fresh;green;crisp;organic;raw;leafy;wilted;healthy;salad;small
grok-3-mini,basic,1.0,TR # Turkish,C2,most frequent,Plants,mushroom,wild;edible;small;poisonous;fresh;dried;white;large;earthy;cultivated
grok-3-mini,basic,1.0,TR # Turkish,C2,most frequent,Plants,onion,fresh;raw;red;white;chopped;strong-smelling;large;small;sweet;spicy
grok-3-mini,basic,1.0,TR # Turkish,C2,most frequent,Plants,pepper,hot;red;green;fresh;spicy;sweet;dried;ground;small;colorful
grok-3-mini,basic,1.0,TR # Turkish,C2,most frequent,Plants,potato,fresh;baked;raw;large;small;organic;boiled;fried;starchy;healthy
grok-3-mini,basic,1.0,TR # Turkish,C2,most frequent,Plants,rose,red;beautiful;thorny;fragrant;blooming;wild;garden;white;fresh;delicate
grok-3-mini,basic,1.0,TR # Turkish,C2,most frequent,Plants,tomato,red;fresh;ripe;juicy;small;organic;raw;cooked;sweet;round
grok-3-mini,basic,1.0,TR # Turkish,C2,most frequent,Plants,tree,tall;old;green;fruit-bearing;shady;ancient;fallen;flowering;large;bare
grok-3-mini,basic,1.0,TR # Turkish,C2,most frequent,Social Relationships,ally,strong;reliable;strategic;faithful;foreign;close;powerful;secret;trusted;helpful
grok-3-mini,basic,1.0,TR # Turkish,C2,most frequent,Social Relationships,brother,older;younger;loving;protective;annoying;close;distant;brave;supportive;twin
grok-3-mini,basic,1.0,TR # Turkish,C2,most frequent,Social Relationships,enemy,dangerous;sworn;bitter;foreign;powerful;hidden;common;fierce;old;ruthless
grok-3-mini,basic,1.0,TR # Turkish,C2,most frequent,Social Relationships,father,loving;strict;absent;hardworking;proud;young;old;supportive;distant;caring
grok-3-mini,basic,1.0,TR # Turkish,C2,most frequent,Social Relationships,follower,loyal;devoted;blind;enthusiastic;faithful;dedicated;mass;religious;political;obedient
grok-3-mini,basic,1.0,TR # Turkish,C2,most frequent,Social Relationships,friend,close;loyal;old;new;trustworthy;fun;supportive;distant;childhood;best
grok-3-mini,basic,1.0,TR # Turkish,C2,most frequent,Social Relationships,leader,strong;charismatic;effective;young;experienced;visionary;democratic;authoritarian;inspiring;respected
grok-3-mini,basic,1.0,TR # Turkish,C2,most frequent,Social Relationships,mother,loving;caring;strict;busy;young;old;single;supportive;protective;devoted
grok-3-mini,basic,1.0,TR # Turkish,C2,most frequent,Social Relationships,partner,reliable;business;life;equal;supportive;romantic;professional;trusted;creative;loyal
grok-3-mini,basic,1.0,TR # Turkish,C2,most frequent,Social Relationships,rival,fierce;strong;business;political;hated;competitive;equal;old;dangerous;worthy
grok-3-mini,basic,1.0,TR # Turkish,C2,most frequent,Social Relationships,sister,younger;older;loving;annoying;close;distant;supportive;brave;protective;twin
grok-3-mini,basic,1.0,TR # Turkish,C2,most frequent,Social Relationships,stranger,unknown;mysterious;dangerous;friendly;passing;foreign;helpful;suspicious;tall;quiet
grok-3-mini,basic,1.0,TR # Turkish,C2,most frequent,Spatial Concepts,above,high;overhead;upper;superior;elevated;floating;distant;bright;clear;vast
grok-3-mini,basic,1.0,TR # Turkish,C2,most frequent,Spatial Concepts,back,rear;hidden;lower;straight;curved;strong;weak;sore;distant;empty
grok-3-mini,basic,1.0,TR # Turkish,C2,most frequent,Spatial Concepts,below,low;under;deep;hidden;inferior;submerged;dark;quiet;vast;cold
grok-3-mini,basic,1.0,TR # Turkish,C2,most frequent,Spatial Concepts,east,distant;rising;sunny;coastal;far;ancient;trade;windward;mysterious;fertile
grok-3-mini,basic,1.0,TR # Turkish,C2,most frequent,Spatial Concepts,front,main;forward;busy;open;decorative;clean;damaged;wide;narrow;visible
grok-3-mini,basic,1.0,TR # Turkish,C2,most frequent,Spatial Concepts,inside,inner;hidden;warm;dark;safe;empty;crowded;secret;cozy;quiet
grok-3-mini,basic,1.0,TR # Turkish,C2,most frequent,Spatial Concepts,left,forgotten;abandoned;unused;open;closed;sharp;blunt;empty;full;distant
grok-3-mini,basic,1.0,TR # Turkish,C2,most frequent,Spatial Concepts,north,frozen;distant;polar;cold;vast;ancient;trade;windy;mysterious;green
grok-3-mini,basic,1.0,TR # Turkish,C2,most frequent,Spatial Concepts,outside,outer;cold;bright;empty;crowded;wet;dry;vast;dangerous;peaceful
grok-3-mini,basic,1.0,TR # Turkish,C2,most frequent,Spatial Concepts,right,correct;proper;legal;moral;straight;perfect;true;just;accurate;exact
grok-3-mini,basic,1.0,TR # Turkish,C2,most frequent,Spatial Concepts,south,warm;sunny;coastal;distant;tropical;humid;fertile;ancient;trade;exotic
grok-3-mini,basic,1.0,TR # Turkish,C2,most frequent,Spatial Concepts,west,wild;distant;golden;coastal;setting;vast;ancient;trade;mysterious;dry
grok-3-mini,basic,1.0,TR # Turkish,C2,most frequent,Time Concepts,century,past;future;golden;dark;Victorian;modern;ancient;prosperous;turbulent;forgotten
grok-3-mini,basic,1.0,TR # Turkish,C2,most frequent,Time Concepts,day,sunny;rainy;long;short;busy;lazy;perfect;ordinary;special;dark
grok-3-mini,basic,1.0,TR # Turkish,C2,most frequent,Time Concepts,evening,quiet;long;warm;cool;peaceful;romantic;busy;golden;short;dark
grok-3-mini,basic,1.0,TR # Turkish,C2,most frequent,Time Concepts,hour,long;short;early;late;busy;quiet;golden;dark;final;first
