Model,SystemPromptType,Temperature,Language,Proficiency,Prompt,NounCategory,Noun,Adjectives
grok-3-mini,basic,1.0,PS # Pashto,B1,most frequent,Abstract Concepts,anger,strong;hot;sudden;deep;blind;great;fierce;quick;raw;bad
grok-3-mini,basic,1.0,PS # Pashto,C1,most frequent,Plants,flower,beautiful;red;small;wild;fresh;blooming;fragrant;yellow;dried;simple
grok-3-mini,basic,1.0,PS # Pashto,C1,most frequent,Plants,grass,green;tall;short;wet;dry;wild;soft;fresh;thick;mowed
grok-3-mini,basic,1.0,PS # Pashto,C1,most frequent,Plants,lettuce,green;fresh;crisp;organic;raw;washed;small;leafy;wilted;salad
grok-3-mini,basic,1.0,PS # Pashto,C1,most frequent,Plants,mushroom,small;wild;fresh;edible;poisonous;brown;dried;cooked;organic;large
grok-3-mini,basic,1.0,PS # Pashto,C1,most frequent,Plants,onion,white;fresh;raw;cooked;small;large;organic;spicy;peeled;sliced
grok-3-mini,basic,1.0,PS # Pashto,C1,most frequent,Plants,pepper,red;green;fresh;spicy;raw;cooked;small;hot;organic;sweet
grok-3-mini,basic,1.0,PS # Pashto,C1,most frequent,Plants,potato,large;small;fresh;organic;raw;cooked;brown;peeled;baked;fried
grok-3-mini,basic,1.0,PS # Pashto,C1,most frequent,Plants,rose,red;beautiful;fresh;wild;thorny;blooming;fragrant;white;dried;simple
grok-3-mini,basic,1.0,PS # Pashto,C1,most frequent,Plants,tomato,red;fresh;ripe;small;large;organic;raw;cooked;juicy;soft
grok-3-mini,basic,1.0,PS # Pashto,C1,most frequent,Plants,tree,tall;green;old;young;fruit;leafy;dead;strong;shady;ancient
grok-3-mini,basic,1.0,PS # Pashto,C1,most frequent,Social Relationships,ally,strong;faithful;powerful;reliable;close;strategic;new;old;trusted;international
grok-3-mini,basic,1.0,PS # Pashto,C1,most frequent,Social Relationships,brother,older;younger;loving;protective;caring;funny;strict;close;distant;supportive
grok-3-mini,basic,1.0,PS # Pashto,C1,most frequent,Social Relationships,enemy,dangerous;powerful;old;new;bitter;sworn;foreign;common;hidden;strong
grok-3-mini,basic,1.0,PS # Pashto,C1,most frequent,Social Relationships,father,loving;strict;hardworking;proud;distant;young;old;supportive;caring;absent
grok-3-mini,basic,1.0,PS # Pashto,C1,most frequent,Social Relationships,follower,loyal;dedicated;faithful;blind;strong;new;old;enthusiastic;quiet;supportive
grok-3-mini,basic,1.0,PS # Pashto,C1,most frequent,Social Relationships,friend,close;loyal;old;new;trustworthy;fun;supportive;distant;reliable;kind
grok-3-mini,basic,1.0,PS # Pashto,C1,most frequent,Social Relationships,leader,strong;charismatic;wise;effective;young;old;inspirational;democratic;powerful;decisive
grok-3-mini,basic,1.0,PS # Pashto,C1,most frequent,Social Relationships,mother,loving;caring;strict;hardworking;protective;young;old;supportive;gentle;busy
grok-3-mini,basic,1.0,PS # Pashto,C1,most frequent,Social Relationships,partner,reliable;business;romantic;equal;supportive;new;old;trusted;professional;close
grok-3-mini,basic,1.0,PS # Pashto,C1,most frequent,Social Relationships,rival,strong;fierce;old;new;bitter;competitive;corporate;athletic;direct;dangerous
grok-3-mini,basic,1.0,PS # Pashto,C1,most frequent,Social Relationships,sister,younger;older;caring;protective;funny;strict;close;distant;supportive;loving
grok-3-mini,basic,1.0,PS # Pashto,C1,most frequent,Social Relationships,stranger,unknown;mysterious;dangerous;friendly;new;old;helpful;suspicious;foreign;quiet
grok-3-mini,basic,1.0,PS # Pashto,C1,most frequent,Spatial Concepts,above,high;clear;bright;distant;floating;overhead;visible;empty;blue;vast
grok-3-mini,basic,1.0,PS # Pashto,C1,most frequent,Spatial Concepts,back,strong;sore;straight;broad;injured;muscular;old;young;painful;flexible
grok-3-mini,basic,1.0,PS # Pashto,C1,most frequent,Spatial Concepts,below,deep;hidden;dark;low;underground;secret;submerged;warm;quiet;mysterious
grok-3-mini,basic,1.0,PS # Pashto,C1,most frequent,Spatial Concepts,east,rising;distant;sunny;coastal;ancient;modern;flat;mountainous;windy;cold
grok-3-mini,basic,1.0,PS # Pashto,C1,most frequent,Spatial Concepts,front,main;wide;busy;clean;damaged;open;closed;large;small;decorated
grok-3-mini,basic,1.0,PS # Pashto,C1,most frequent,Spatial Concepts,inside,warm;dark;hidden;safe;empty;crowded;quiet;bright;cool;messy
grok-3-mini,basic,1.0,PS # Pashto,C1,most frequent,Spatial Concepts,left,open;closed;free;busy;narrow;wide;dark;bright;empty;full
grok-3-mini,basic,1.0,PS # Pashto,C1,most frequent,Spatial Concepts,north,cold;windy;vast;forested;mountainous;flat;remote;ancient;modern;snowy
grok-3-mini,basic,1.0,PS # Pashto,C1,most frequent,Spatial Concepts,outside,cold;warm;wet;dry;empty;crowded;bright;dark;quiet;noisy
grok-3-mini,basic,1.0,PS # Pashto,C1,most frequent,Spatial Concepts,right,correct;proper;immediate;straight;moral;legal;true;direct;perfect;absolute
grok-3-mini,basic,1.0,PS # Pashto,C1,most frequent,Spatial Concepts,south,warm;sunny;coastal;flat;tropical;dry;mountainous;ancient;modern;windy
grok-3-mini,basic,1.0,PS # Pashto,C1,most frequent,Spatial Concepts,west,wild;distant;coastal;sunny;flat;mountainous;ancient;modern;windy;cold
grok-3-mini,basic,1.0,PS # Pashto,C1,most frequent,Time Concepts,century,past;current;future;long;short;golden;dark;modern;ancient;progressive
grok-3-mini,basic,1.0,PS # Pashto,C1,most frequent,Time Concepts,day,long;short;sunny;rainy;busy;lazy;clear;dark;warm;cold
grok-3-mini,basic,1.0,PS # Pashto,C1,most frequent,Time Concepts,evening,quiet;long;cool;warm;dark;peaceful;busy;short;relaxing;golden
grok-3-mini,basic,1.0,PS # Pashto,C1,most frequent,Time Concepts,hour,long;short;early;late;busy;quiet;final;first;golden;dark
grok-3-mini,basic,1.0,PS # Pashto,C1,most frequent,Time Concepts,minute,short;long;final;first;quiet;busy;last;next;golden;dark
grok-3-mini,basic,1.0,PS # Pashto,C1,most frequent,Time Concepts,month,long;short;busy;quiet;warm;cold;final;first;rainy;sunny
grok-3-mini,basic,1.0,PS # Pashto,C1,most frequent,Time Concepts,morning,early;fresh;bright;cool;busy;quiet;foggy;sunny;cold;warm
grok-3-mini,basic,1.0,PS # Pashto,C1,most frequent,Time Concepts,night,dark;long;quiet;cold;warm;starry;short;busy;peaceful;mysterious
grok-3-mini,basic,1.0,PS # Pashto,C1,most frequent,Time Concepts,season,long;short;warm;cold;rainy;dry;busy;quiet;festive;harsh
grok-3-mini,basic,1.0,PS # Pashto,C1,most frequent,Time Concepts,second,short;final;first;quick;last;next;golden;dark;busy;quiet
grok-3-mini,basic,1.0,PS # Pashto,C1,most frequent,Time Concepts,week,long;short;busy;quiet;final;first;working;holiday;rainy;sunny
grok-3-mini,basic,1.0,PS # Pashto,C1,most frequent,Time Concepts,year,long;short;busy;quiet;new;old;final;first;productive;challenging
grok-3-mini,basic,1.0,PS # Pashto,C2,most frequent,Abstract Concepts,anger,intense;sudden;deep;raw;boiling;suppressed;righteous;blind;explosive;simmering
grok-3-mini,basic,1.0,PS # Pashto,C2,most frequent,Abstract Concepts,courage,brave;heroic;unwavering;bold;fearless;great;moral;quiet;physical;intellectual
grok-3-mini,basic,1.0,PS # Pashto,C2,most frequent,Abstract Concepts,fear,intense;sudden;deep;irrational;paralyzing;hidden;primal;overwhelming;constant;creeping
grok-3-mini,basic,1.0,PS # Pashto,C2,most frequent,Abstract Concepts,freedom,absolute;personal;total;basic;hard-won;true;limited;social;equal;new
grok-3-mini,basic,1.0,PS # Pashto,C2,most frequent,Abstract Concepts,happiness,pure;lasting;simple;deep;sudden;shared;genuine;quiet;overwhelming;fleeting
grok-3-mini,basic,1.0,PS # Pashto,C2,most frequent,Abstract Concepts,hate,intense;bitter;deep;blind;irrational;growing;mutual;fierce;unspoken;destructive
grok-3-mini,basic,1.0,PS # Pashto,C2,most frequent,Abstract Concepts,honesty,complete;brutal;simple;rare;straightforward;true;absolute;refreshing;painful;admirable
grok-3-mini,basic,1.0,PS # Pashto,C2,most frequent,Abstract Concepts,justice,fair;blind;swift;social;true;equal;divine;criminal;poetic;delayed
grok-3-mini,basic,1.0,PS # Pashto,C2,most frequent,Abstract Concepts,knowledge,vast;deep;practical;secret;basic;ancient;useful;shared;scientific;forgotten
grok-3-mini,basic,1.0,PS # Pashto,C2,most frequent,Abstract Concepts,love,true;deep;unconditional;passionate;eternal;pure;romantic;familial;gentle;lost
grok-3-mini,basic,1.0,PS # Pashto,C2,most frequent,Abstract Concepts,peace,lasting;inner;global;quiet;fragile;true;perfect;sudden;world;mental
grok-3-mini,basic,1.0,PS # Pashto,C2,most frequent,Abstract Concepts,wisdom,ancient;profound;practical;timeless;great;shared;simple;hard-earned;intuitive;worldly
grok-3-mini,basic,1.0,PS # Pashto,C2,most frequent,Cultural Artifacts,bell,old;ringing;small;golden;loud;church;hand;antique;silver;electronic
grok-3-mini,basic,1.0,PS # Pashto,C2,most frequent,Cultural Artifacts,candle,lit;scented;tall;white;flickering;wax;small;decorative;melted;colored
grok-3-mini,basic,1.0,PS # Pashto,C2,most frequent,Cultural Artifacts,carpet,soft;thick;woolen;colorful;old;Persian;dirty;new;patterned;large
grok-3-mini,basic,1.0,PS # Pashto,C2,most frequent,Cultural Artifacts,coin,old;shiny;rare;gold;silver;ancient;foreign;small;counterfeit;valuable
grok-3-mini,basic,1.0,PS # Pashto,C2,most frequent,Cultural Artifacts,crown,royal;golden;jeweled;heavy;ancient;symbolic;simple;broken;ceremonial;metal
grok-3-mini,basic,1.0,PS # Pashto,C2,most frequent,Cultural Artifacts,flag,national;waving;colorful;old;torn;proud;foreign;small;official;silk
grok-3-mini,basic,1.0,PS # Pashto,C2,most frequent,Cultural Artifacts,mask,protective;festive;black;wooden;scary;surgical;ancient;decorative;full-face;simple
grok-3-mini,basic,1.0,PS # Pashto,C2,most frequent,Cultural Artifacts,necklace,gold;pearl;long;simple;antique;beaded;expensive;silver;short;elegant
grok-3-mini,basic,1.0,PS # Pashto,C2,most frequent,Cultural Artifacts,painting,beautiful;old;modern;large;colorful;abstract;famous;detailed;landscape;oil
grok-3-mini,basic,1.0,PS # Pashto,C2,most frequent,Cultural Artifacts,ring,gold;engagement;simple;antique;diamond;silver;wedding;small;valuable;plain
grok-3-mini,basic,1.0,PS # Pashto,C2,most frequent,Cultural Artifacts,statue,tall;stone;ancient;bronze;famous;broken;modern;heroic;marble;garden
grok-3-mini,basic,1.0,PS # Pashto,C2,most frequent,Cultural Artifacts,vase,antique;glass;tall;decorative;broken;floral;ceramic;colorful;small;crystal
grok-3-mini,basic,1.0,PS # Pashto,C2,most frequent,Environmental Phenomena,cloud,white;fluffy;dark;stormy;low;high;drifting;thin;rain;cumulus
grok-3-mini,basic,1.0,PS # Pashto,C2,most frequent,Environmental Phenomena,earthquake,strong;sudden;devastating;minor;massive;underground;shallow;distant;deadly;tectonic
grok-3-mini,basic,1.0,PS # Pashto,C2,most frequent,Environmental Phenomena,fog,thick;dense;morning;light;coastal;mysterious;cold;rolling;persistent;grey
grok-3-mini,basic,1.0,PS # Pashto,C2,most frequent,Environmental Phenomena,lightning,bright;sudden;forked;distant;powerful;striking;electrical;fast;stormy;blue
grok-3-mini,basic,1.0,PS # Pashto,C2,most frequent,Environmental Phenomena,rain,heavy;light;steady;cold;warm;pouring;gentle;seasonal;acidic;tropical
grok-3-mini,basic,1.0,PS # Pashto,C2,most frequent,Environmental Phenomena,rainbow,bright;colorful;double;faint;full;arched;stunning;natural;vivid;rare
grok-3-mini,basic,1.0,PS # Pashto,C2,most frequent,Environmental Phenomena,snow,fresh;deep;light;falling;packed;wet;dry;powdery;seasonal;white
grok-3-mini,basic,1.0,PS # Pashto,C2,most frequent,Environmental Phenomena,storm,violent;fierce;sudden;tropical;winter;electrical;howling;massive;approaching;calm
grok-3-mini,basic,1.0,PS # Pashto,C2,most frequent,Environmental Phenomena,thunder,loud;rolling;distant;booming;sudden;echoing;frightening;constant;powerful;dark
grok-3-mini,basic,1.0,PS # Pashto,C2,most frequent,Environmental Phenomena,tide,high;low;strong;incoming;outgoing;calm;rising;crashing;ocean;daily
grok-3-mini,basic,1.0,PS # Pashto,C2,most frequent,Environmental Phenomena,volcano,active;dormant;massive;explosive;dangerous;smoking;ancient;fiery;underwater;shield
grok-3-mini,basic,1.0,PS # Pashto,C2,most frequent,Environmental Phenomena,wind,strong;gentle;cold;warm;howling;steady;gusty;northern;easterly;fierce
grok-3-mini,basic,1.0,PS # Pashto,C2,most frequent,Food Items,apple,red;green;fresh;ripe;juicy;sweet;sour;large;organic;crisp
grok-3-mini,basic,1.0,PS # Pashto,C2,most frequent,Food Items,banana,yellow;ripe;green;sweet;small;large;organic;peeled;fresh;soft
grok-3-mini,basic,1.0,PS # Pashto,C2,most frequent,Food Items,beef,fresh;lean;grilled;tender;rare;ground;organic;tough;fatty;cooked
grok-3-mini,basic,1.0,PS # Pashto,C2,most frequent,Food Items,bread,fresh;soft;warm;sliced;whole-wheat;white;toasted;crusty;homemade;stale
grok-3-mini,basic,1.0,PS # Pashto,C2,most frequent,Food Items,broccoli,fresh;green;steamed;raw;organic;crisp;frozen;boiled;tender;healthy
grok-3-mini,basic,1.0,PS # Pashto,C2,most frequent,Food Items,cheese,sharp;soft;hard;creamy;aged;mild;grated;fresh;blue;melted
grok-3-mini,basic,1.0,PS # Pashto,C2,most frequent,Food Items,chicken,grilled;fresh;roasted;organic;fried;tender;boneless;free-range;raw;spicy
grok-3-mini,basic,1.0,PS # Pashto,C2,most frequent,Food Items,egg,fresh;boiled;fried;raw;brown;white;large;cracked;organic;scrambled
grok-3-mini,basic,1.0,PS # Pashto,C2,most frequent,Food Items,fish,fresh;grilled;smoked;raw;wild;frozen;salty;oily;canned;flaky
grok-3-mini,basic,1.0,PS # Pashto,C2,most frequent,Food Items,pasta,cooked;fresh;dried;whole-wheat;al dente;hot;cheesy;simple;Italian;stuffed
grok-3-mini,basic,1.0,PS # Pashto,C2,most frequent,Food Items,rice,cooked;white;brown;steamed;wild;fluffy;sticky;hot;long-grain;fried
grok-3-mini,basic,1.0,PS # Pashto,C2,most frequent,Food Items,soup,hot;creamy;vegetable;chicken;thick;clear;spicy;homemade;cold;hearty
grok-3-mini,basic,1.0,PS # Pashto,C2,most frequent,Human Roles,artist,talented;creative;famous;young;skilled;visionary;modern;dedicated;inspired;struggling
grok-3-mini,basic,1.0,PS # Pashto,C2,most frequent,Human Roles,athlete,strong;fast;professional;dedicated;young;skilled;Olympic;injured;competitive;fit
grok-3-mini,basic,1.0,PS # Pashto,C2,most frequent,Human Roles,chef,skilled;famous;creative;professional;young;experienced;talented;busy;innovative;passionate
grok-3-mini,basic,1.0,PS # Pashto,C2,most frequent,Human Roles,doctor,skilled;experienced;young;dedicated;busy;specialist;caring;senior;local;respected
grok-3-mini,basic,1.0,PS # Pashto,C2,most frequent,Human Roles,engineer,skilled;innovative;experienced;young;mechanical;electrical;creative;dedicated;professional;talented
grok-3-mini,basic,1.0,PS # Pashto,C2,most frequent,Human Roles,farmer,hardworking;local;experienced;organic;young;dedicated;rural;skilled;family;independent
grok-3-mini,basic,1.0,PS # Pashto,C2,most frequent,Human Roles,lawyer,experienced;sharp;corporate;young;dedicated;successful;ethical;local;criminal;respected
grok-3-mini,basic,1.0,PS # Pashto,C2,most frequent,Human Roles,musician,talented;famous;young;skilled;classical;rock;dedicated;innovative;performing;passionate
grok-3-mini,basic,1.0,PS # Pashto,C2,most frequent,Human Roles,scientist,brilliant;dedicated;experienced;young;research;innovative;leading;environmental;theoretical;respected
grok-3-mini,basic,1.0,PS # Pashto,C2,most frequent,Human Roles,soldier,brave;trained;young;veteran;disciplined;elite;active;heroic;wounded;loyal
grok-3-mini,basic,1.0,PS # Pashto,C2,most frequent,Human Roles,teacher,dedicated;experienced;young;patient;inspiring;strict;creative;respected;knowledgeable;passionate
grok-3-mini,basic,1.0,PS # Pashto,C2,most frequent,Human Roles,writer,talented;famous;young;creative;skilled;prolific;dedicated;mystery;poetic;established
grok-3-mini,basic,1.0,PS # Pashto,C2,most frequent,Inanimate Objects,book,old;new;thick;thin;interesting;educational;fictional;hardcover;popular;rare
grok-3-mini,basic,1.0,PS # Pashto,C2,most frequent,Inanimate Objects,bridge,old;long;wooden;stone;modern;high;suspended;busy;narrow;strong
grok-3-mini,basic,1.0,PS # Pashto,C2,most frequent,Inanimate Objects,drums,loud;wooden;large;small;electronic;rhythmic;antique;professional;hand-held;tuned
grok-3-mini,basic,1.0,PS # Pashto,C2,most frequent,Inanimate Objects,earth,green;vast;ancient;round;fertile;dry;living;blue;rocky;peaceful
grok-3-mini,basic,1.0,PS # Pashto,C2,most frequent,Inanimate Objects,flute,wooden;silver;small;ancient;modern;melodic;shiny;handheld;professional;tuned
grok-3-mini,basic,1.0,PS # Pashto,C2,most frequent,Inanimate Objects,key,small;metal;old;shiny;spare;electronic;secret;rusty;modern;lost
grok-3-mini,basic,1.0,PS # Pashto,C2,most frequent,Inanimate Objects,knife,sharp;old;metal;kitchen;rusty;pocket;large;small;clean;dull
grok-3-mini,basic,1.0,PS # Pashto,C2,most frequent,Inanimate Objects,lock,old;metal;secure;electronic;broken;modern;small;rusty;combination;door
grok-3-mini,basic,1.0,PS # Pashto,C2,most frequent,Inanimate Objects,moon,full;bright;crescent;dark;distant;glowing;waxing;waning;silver;mysterious
grok-3-mini,basic,1.0,PS # Pashto,C2,most frequent,Inanimate Objects,pen,black;ink;old;new;fine;cheap;expensive;fountain;ballpoint;colorful
grok-3-mini,basic,1.0,PS # Pashto,C2,most frequent,Inanimate Objects,sun,bright;hot;rising;setting;golden;warm;midday;distant;summer;blinding
grok-3-mini,basic,1.0,PS # Pashto,C2,most frequent,Inanimate Objects,sword,sharp;ancient;metal;long;ceremonial;rusty;magical;heavy;ornamental;deadly
grok-3-mini,basic,1.0,PS # Pashto,C2,most frequent,Neutral Animals,cat,black;fluffy;wild;domestic;playful;lazy;stray;old;young;striped
grok-3-mini,basic,1.0,PS # Pashto,C2,most frequent,Neutral Animals,dog,loyal;big;small;friendly;wild;trained;old;young;barking;furry
grok-3-mini,basic,1.0,PS # Pashto,C2,most frequent,Neutral Animals,dolphin,playful;intelligent;wild;marine;fast;grey;social;young;jumping;endangered
grok-3-mini,basic,1.0,PS # Pashto,C2,most frequent,Neutral Animals,elephant,large;grey;wild;tame;intelligent;old;young;strong;endangered;majestic
grok-3-mini,basic,1.0,PS # Pashto,C2,most frequent,Neutral Animals,hamster,small;furry;playful;wild;pet;young;old;fast;brown;caged
grok-3-mini,basic,1.0,PS # Pashto,C2,most frequent,Neutral Animals,monkey,playful;wild;small;intelligent;young;old;furry;noisy;climbing;trained
grok-3-mini,basic,1.0,PS # Pashto,C2,most frequent,Neutral Animals,mouse,small;grey;wild;pet;fast;shy;young;old;furry;electronic
grok-3-mini,basic,1.0,PS # Pashto,C2,most frequent,Neutral Animals,peacock,colorful;wild;beautiful;large;proud;young;old;exotic;feathered;royal
grok-3-mini,basic,1.0,PS # Pashto,C2,most frequent,Neutral Animals,rabbit,white;wild;small;fluffy;fast;young;old;pet;hopping;furry
grok-3-mini,basic,1.0,PS # Pashto,C2,most frequent,Neutral Animals,shark,large;dangerous;wild;fast;grey;predatory;young;old;marine;fierce
grok-3-mini,basic,1.0,PS # Pashto,C2,most frequent,Neutral Animals,snake,long;poisonous;wild;small;green;slithery;young;old;harmless;coiled
grok-3-mini,basic,1.0,PS # Pashto,C2,most frequent,Neutral Animals,whale,large;blue;wild;marine;endangered;singing;young;old;graceful;massive
grok-3-mini,basic,1.0,PS # Pashto,C2,most frequent,Places,city,busy;large;modern;ancient;crowded;clean;dirty;coastal;industrial;historic
grok-3-mini,basic,1.0,PS # Pashto,C2,most frequent,Places,desert,vast;dry;sandy;hot;barren;remote;beautiful;windy;endless;golden
grok-3-mini,basic,1.0,PS # Pashto,C2,most frequent,Places,forest,dense;green;ancient;wild;dark;tropical;quiet;vast;rainy;mysterious
grok-3-mini,basic,1.0,PS # Pashto,C2,most frequent,Places,island,small;tropical;remote;beautiful;volcanic;deserted;large;sandy;green;rocky
grok-3-mini,basic,1.0,PS # Pashto,C2,most frequent,Places,lake,deep;clear;frozen;large;small;calm;mountain;freshwater;scenic;polluted
grok-3-mini,basic,1.0,PS # Pashto,C2,most frequent,Places,mountain,high;snow-capped;rugged;ancient;steep;green;remote;volcanic;majestic;rocky
grok-3-mini,basic,1.0,PS # Pashto,C2,most frequent,Places,ocean,vast;deep;blue;stormy;calm;warm;cold;endless;mysterious;salty
grok-3-mini,basic,1.0,PS # Pashto,C2,most frequent,Places,plain,flat;vast;green;dry;fertile;open;grassy;endless;windy;empty
grok-3-mini,basic,1.0,PS # Pashto,C2,most frequent,Places,plateau,high;flat;rocky;vast;ancient;green;dry;elevated;scenic;remote
grok-3-mini,basic,1.0,PS # Pashto,C2,most frequent,Places,river,wide;deep;fast;slow;clean;polluted;mountain;winding;frozen;mighty
grok-3-mini,basic,1.0,PS # Pashto,C2,most frequent,Places,valley,deep;green;narrow;wide;fertile;scenic;remote;hidden;dry;peaceful
grok-3-mini,basic,1.0,PS # Pashto,C2,most frequent,Places,village,small;quiet;rural;ancient;coastal;mountain;friendly;poor;traditional;isolated
grok-3-mini,basic,1.0,PS # Pashto,C2,most frequent,Plants,cactus,spiky;green;tall;small;desert;flowering;wild;prickly;hardy;exotic
grok-3-mini,basic,1.0,PS # Pashto,C2,most frequent,Plants,eggplant,purple;fresh;large;small;organic;cooked;shiny;raw;ripe;soft
grok-3-mini,basic,1.0,PS # Pashto,C2,most frequent,Plants,flower,beautiful;colorful;wild;fresh;red;yellow;blooming;fragrant;small;exotic
grok-3-mini,basic,1.0,PS # Pashto,C2,most frequent,Plants,grass,green;tall;short;wild;fresh;dry;soft;lawn;thick;wet
grok-3-mini,basic,1.0,PS # Pashto,C2,most frequent,Plants,lettuce,fresh;green;crisp;organic;raw;leafy;wilted;chopped;salad;small
grok-3-mini,basic,1.0,PS # Pashto,C2,most frequent,Plants,mushroom,fresh;wild;edible;small;large;poisonous;cooked;dried;white;exotic
grok-3-mini,basic,1.0,PS # Pashto,C2,most frequent,Plants,onion,fresh;white;red;large;small;raw;cooked;spicy;organic;sliced
grok-3-mini,basic,1.0,PS # Pashto,C2,most frequent,Plants,pepper,hot;red;green;fresh;sweet;spicy;small;dried;organic;sliced
grok-3-mini,basic,1.0,PS # Pashto,C2,most frequent,Plants,potato,large;small;fresh;baked;boiled;organic;raw;fried;yellow;starchy
grok-3-mini,basic,1.0,PS # Pashto,C2,most frequent,Plants,rose,red;beautiful;fresh;thorny;blooming;wild;fragrant;white;garden;exotic
grok-3-mini,basic,1.0,PS # Pashto,C2,most frequent,Plants,tomato,red;fresh;ripe;small;large;organic;raw;juicy;sliced;cooked
grok-3-mini,basic,1.0,PS # Pashto,C2,most frequent,Plants,tree,tall;green;old;young;fruit;leafy;ancient;strong;flowering;dead
grok-3-mini,basic,1.0,PS # Pashto,C2,most frequent,Social Relationships,ally,strong;reliable;faithful;new;old;powerful;strategic;helpful;trusted;key
grok-3-mini,basic,1.0,PS # Pashto,C2,most frequent,Social Relationships,brother,older;younger;loving;protective;kind;annoying;close;distant;supportive;fun
grok-3-mini,basic,1.0,PS # Pashto,C2,most frequent,Social Relationships,enemy,dangerous;fierce;old;new;powerful;hidden;sworn;bitter;foreign;defeated
grok-3-mini,basic,1.0,PS # Pashto,C2,most frequent,Social Relationships,father,loving;strict;wise;young;old;supportive;absent;caring;hardworking;proud
grok-3-mini,basic,1.0,PS # Pashto,C2,most frequent,Social Relationships,follower,loyal;devoted;blind;active;new;old;enthusiastic;faithful;dedicated;mass
grok-3-mini,basic,1.0,PS # Pashto,C2,most frequent,Social Relationships,friend,close;true;old;new;loyal;fun;supportive;distant;helpful;kind
grok-3-mini,basic,1.0,PS # Pashto,C2,most frequent,Social Relationships,leader,strong;charismatic;wise;young;old;effective;inspiring;natural;elected;failed
grok-3-mini,basic,1.0,PS # Pashto,C2,most frequent,Social Relationships,mother,loving;caring;strict;young;old;protective;supportive;busy;gentle;proud
grok-3-mini,basic,1.0,PS # Pashto,C2,most frequent,Social Relationships,partner,reliable;business;romantic;new;old;equal;supportive;trusted;working;loyal
grok-3-mini,basic,1.0,PS # Pashto,C2,most frequent,Social Relationships,rival,fierce;strong;old;new;business;sports;bitter;challenging;defeated;respected
grok-3-mini,basic,1.0,PS # Pashto,C2,most frequent,Social Relationships,sister,older;younger;loving;protective;kind;annoying;close;distant;supportive;fun
grok-3-mini,basic,1.0,PS # Pashto,C2,most frequent,Social Relationships,stranger,unknown;mysterious;helpful;dangerous;foreign;tall;friendly;suspicious;passing;odd
grok-3-mini,basic,1.0,PS # Pashto,C2,most frequent,Spatial Concepts,above,high;clear;bright;distant;open;vast;blue;empty;shining;upper
grok-3-mini,basic,1.0,PS # Pashto,C2,most frequent,Spatial Concepts,back,rear;hidden;dark;strong;old;wide;narrow;straight;curved;lower
grok-3-mini,basic,1.0,PS # Pashto,C2,most frequent,Spatial Concepts,below,low;dark;hidden;deep;cold;quiet;distant;underground;watery;lower
grok-3-mini,basic,1.0,PS # Pashto,C2,most frequent,Spatial Concepts,east,rising;distant;sunny;coastal;ancient;modern;flat;mountainous;cold;warm
grok-3-mini,basic,1.0,PS # Pashto,C2,most frequent,Spatial Concepts,front,main;wide;open;busy;clean;damaged;wooden;glass;small;large
grok-3-mini,basic,1.0,PS # Pashto,C2,most frequent,Spatial Concepts,inside,warm;dark;hidden;safe;empty;crowded;quiet;bright;modern;old
grok-3-mini,basic,1.0,PS # Pashto,C2,most frequent,Spatial Concepts,left,open;dark;hidden;empty;wide;narrow;straight;curved;lower;upper
grok-3-mini,basic,1.0,PS # Pashto,C2,most frequent,Spatial Concepts,north,cold;distant;windy;green;barren;high;flat;ancient;modern;rugged
grok-3-mini,basic,1.0,PS # Pashto,C2,most frequent,Spatial Concepts,outside,cold;wet;bright;empty;busy;green;dark;noisy;quiet;vast
grok-3-mini,basic,1.0,PS # Pashto,C2,most frequent,Spatial Concepts,right,correct;straight;wide;narrow;open;hidden;strong;weak;upper;lower
grok-3-mini,basic,1.0,PS # Pashto,C2,most frequent,Spatial Concepts,south,warm;sunny;coastal;flat;mountainous;ancient;modern;dry;wet;distant
grok-3-mini,basic,1.0,PS # Pashto,C2,most frequent,Spatial Concepts,west,wild;distant;windy;green;dry;high;flat;ancient;modern;coastal
grok-3-mini,basic,1.0,PS # Pashto,C2,most frequent,Time Concepts,century,past;future;long;short;golden;dark;modern;ancient;peaceful;turbulent
grok-3-mini,basic,1.0,PS # Pashto,C2,most frequent,Time Concepts,day,long;short;sunny;rainy;busy;lazy;warm;cold;clear;dark
grok-3-mini,basic,1.0,PS # Pashto,C2,most frequent,Time Concepts,evening,quiet;long;warm;cool;peaceful;busy;golden;dark;relaxing;festive
grok-3-mini,basic,1.0,PS # Pashto,C2,most frequent,Time Concepts,hour,long;short;early;late;quiet;busy;golden;dark;final;first
grok-3-mini,basic,1.0,PS # Pashto,C2,most frequent,Time Concepts,minute,short;last;first;quiet;busy;golden;dark;final;early;late
grok-3-mini,basic,1.0,PS # Pashto,C2,most frequent,Time Concepts,month,long;short;warm;cold;busy;quiet;final;first;rainy;sunny
grok-3-mini,basic,1.0,PS # Pashto,C2,most frequent,Time Concepts,morning,early;fresh;bright;cool;busy;quiet;foggy;sunny;peaceful;rushed
grok-3-mini,basic,1.0,PS # Pashto,C2,most frequent,Time Concepts,night,dark;long;quiet;starry;cold;warm;restless;peaceful;short;mysterious
grok-3-mini,basic,1.0,PS # Pashto,C2,most frequent,Time Concepts,season,long;short;warm;cold;wet;dry;final;first;changing;colorful
