Model,SystemPromptType,Temperature,Language,Proficiency,Prompt,NounCategory,Noun,Adjectives
grok-3-mini,basic,1.0,AR # Arabic,B1,most frequent,Abstract Concepts,anger,strong;big;hot;sudden;quick;bad;deep;wild;silent;hidden
grok-3-mini,basic,1.0,AR # Arabic,C1,most frequent,Plants,eggplant,purple;large;fresh;raw;cooked;organic;shiny;soft;round;tasty
grok-3-mini,basic,1.0,AR # Arabic,C1,most frequent,Plants,flower,beautiful;red;yellow;wild;fragrant;small;large;blooming;fresh;exotic
grok-3-mini,basic,1.0,AR # Arabic,C1,most frequent,Plants,grass,green;tall;short;wet;dry;wild;soft;thick;fresh;mowed
grok-3-mini,basic,1.0,AR # Arabic,C1,most frequent,Plants,lettuce,green;fresh;crisp;raw;organic;leafy;small;large;washed;salad
grok-3-mini,basic,1.0,AR # Arabic,C1,most frequent,Plants,mushroom,small;wild;fresh;edible;poisonous;brown;white;cooked;raw;tasty
grok-3-mini,basic,1.0,AR # Arabic,C1,most frequent,Plants,onion,white;red;fresh;raw;chopped;organic;strong-smelling;small;large;sweet
grok-3-mini,basic,1.0,AR # Arabic,C1,most frequent,Plants,pepper,red;green;hot;sweet;fresh;raw;cooked;spicy;small;organic
grok-3-mini,basic,1.0,AR # Arabic,C1,most frequent,Plants,potato,large;small;fresh;raw;cooked;organic;starchy;brown;boiled;fried
grok-3-mini,basic,1.0,AR # Arabic,C1,most frequent,Plants,rose,red;beautiful;fragrant;wild;fresh;thorny;blooming;white;pink;exotic
grok-3-mini,basic,1.0,AR # Arabic,C1,most frequent,Plants,tomato,red;fresh;ripe;juicy;raw;cooked;organic;small;large;sweet
grok-3-mini,basic,1.0,AR # Arabic,C1,most frequent,Plants,tree,tall;old;green;fruit-bearing;shady;ancient;young;dead;broad;leafy
grok-3-mini,basic,1.0,AR # Arabic,C1,most frequent,Social Relationships,ally,strong;reliable;close;faithful;strategic;loyal;powerful;secret;trusted;foreign
grok-3-mini,basic,1.0,AR # Arabic,C1,most frequent,Social Relationships,brother,older;younger;loving;protective;annoying;supportive;distant;twin;brave;funny
grok-3-mini,basic,1.0,AR # Arabic,C1,most frequent,Social Relationships,enemy,dangerous;powerful;sworn;hidden;foreign;bitter;strong;old;fierce;ruthless
grok-3-mini,basic,1.0,AR # Arabic,C1,most frequent,Social Relationships,father,loving;strict;hardworking;absent;proud;supportive;elderly;young;wise;kind
grok-3-mini,basic,1.0,AR # Arabic,C1,most frequent,Social Relationships,follower,loyal;devoted;blind;enthusiastic;faithful;dedicated;strong;passive;active;numerous
grok-3-mini,basic,1.0,AR # Arabic,C1,most frequent,Social Relationships,friend,close;true;old;new;loyal;funny;helpful;distant;reliable;kind
grok-3-mini,basic,1.0,AR # Arabic,C1,most frequent,Social Relationships,leader,strong;charismatic;wise;effective;young;experienced;democratic;authoritarian;inspiring;respected
grok-3-mini,basic,1.0,AR # Arabic,C1,most frequent,Social Relationships,mother,loving;caring;strict;hardworking;protective;elderly;young;supportive;patient;kind
grok-3-mini,basic,1.0,AR # Arabic,C1,most frequent,Social Relationships,partner,reliable;business;life;equal;supportive;loyal;professional;creative;trusted;committed
grok-3-mini,basic,1.0,AR # Arabic,C1,most frequent,Social Relationships,rival,strong;fierce;business;personal;direct;indirect;skilled;old;new;dangerous
grok-3-mini,basic,1.0,AR # Arabic,C1,most frequent,Social Relationships,sister,younger;older;loving;protective;annoying;supportive;close;twin;brave;funny
grok-3-mini,basic,1.0,AR # Arabic,C1,most frequent,Social Relationships,stranger,unknown;mysterious;dangerous;friendly;foreign;odd;helpful;suspicious;tall;quiet
grok-3-mini,basic,1.0,AR # Arabic,C1,most frequent,Spatial Concepts,above,high;upper;overhead;superior;elevated;top;floating;distant;clear;bright
grok-3-mini,basic,1.0,AR # Arabic,C1,most frequent,Spatial Concepts,back,rear;hidden;far;old;strong;straight;painful;flat;wide;covered
grok-3-mini,basic,1.0,AR # Arabic,C1,most frequent,Spatial Concepts,below,low;under;deep;inferior;hidden;dark;submerged;bottom;quiet;cold
grok-3-mini,basic,1.0,AR # Arabic,C1,most frequent,Spatial Concepts,east,eastern;rising;sunny;distant;coastal;windy;ancient;modern;flat;green
grok-3-mini,basic,1.0,AR # Arabic,C1,most frequent,Spatial Concepts,front,main;forward;visible;open;busy;clean;wide;strong;decorative;false
grok-3-mini,basic,1.0,AR # Arabic,C1,most frequent,Spatial Concepts,inside,inner;hidden;warm;dark;safe;quiet;empty;full;secret;comfortable
grok-3-mini,basic,1.0,AR # Arabic,C1,most frequent,Spatial Concepts,left,left-hand;forgotten;abandoned;open;free;sharp;wide;dark;quiet;empty
grok-3-mini,basic,1.0,AR # Arabic,C1,most frequent,Spatial Concepts,north,northern;cold;windy;distant;polar;frozen;wild;remote;green;high
grok-3-mini,basic,1.0,AR # Arabic,C1,most frequent,Spatial Concepts,outside,outer;exposed;cold;bright;rainy;windy;safe;dangerous;vast;empty
grok-3-mini,basic,1.0,AR # Arabic,C1,most frequent,Spatial Concepts,right,correct;proper;right-hand;straight;full;clear;strong;wide;true;moral
grok-3-mini,basic,1.0,AR # Arabic,C1,most frequent,Spatial Concepts,south,southern;warm;sunny;coastal;distant;flat;green;tropical;windy;ancient
grok-3-mini,basic,1.0,AR # Arabic,C1,most frequent,Spatial Concepts,west,western;distant;sunny;coastal;dry;wild;modern;remote;flat;beautiful
grok-3-mini,basic,1.0,AR # Arabic,C1,most frequent,Time Concepts,century,past;future;long;short;golden;dark;recent;ancient;peaceful;turbulent
grok-3-mini,basic,1.0,AR # Arabic,C1,most frequent,Time Concepts,day,long;short;sunny;rainy;busy;quiet;warm;cold;ordinary;special
grok-3-mini,basic,1.0,AR # Arabic,C1,most frequent,Time Concepts,evening,cool;peaceful;long;short;dark;warm;quiet;busy;golden;relaxing
grok-3-mini,basic,1.0,AR # Arabic,C1,most frequent,Time Concepts,hour,long;short;busy;quiet;early;late;golden;dark;final;precious
grok-3-mini,basic,1.0,AR # Arabic,C1,most frequent,Time Concepts,minute,short;long;final;quick;slow;last;early;precious;quiet;busy
grok-3-mini,basic,1.0,AR # Arabic,C1,most frequent,Time Concepts,month,long;short;busy;quiet;warm;cold;final;early;full;empty
grok-3-mini,basic,1.0,AR # Arabic,C1,most frequent,Time Concepts,morning,early;fresh;bright;cold;warm;quiet;busy;foggy;sunny;crisp
grok-3-mini,basic,1.0,AR # Arabic,C1,most frequent,Time Concepts,night,dark;long;short;quiet;stormy;cold;warm;starry;peaceful;endless
grok-3-mini,basic,1.0,AR # Arabic,C1,most frequent,Time Concepts,season,long;short;warm;cold;rainy;dry;busy;quiet;festive;harsh
grok-3-mini,basic,1.0,AR # Arabic,C1,most frequent,Time Concepts,second,short;final;quick;last;early;precious;slow;long;critical;simple
grok-3-mini,basic,1.0,AR # Arabic,C1,most frequent,Time Concepts,week,long;short;busy;quiet;final;early;full;empty;productive;relaxing
grok-3-mini,basic,1.0,AR # Arabic,C1,most frequent,Time Concepts,year,long;short;busy;quiet;final;early;good;bad;productive;memorable
grok-3-mini,basic,1.0,AR # Arabic,C2,most frequent,Abstract Concepts,anger,intense;sudden;deep;blind;raw;suppressed;explosive;quiet;righteous;simmering
grok-3-mini,basic,1.0,AR # Arabic,C2,most frequent,Abstract Concepts,courage,great;true;moral;physical;heroic;quiet;foolish;innate;displayed;unwavering
grok-3-mini,basic,1.0,AR # Arabic,C2,most frequent,Abstract Concepts,fear,intense;deep;sudden;irrational;overwhelming;constant;primal;hidden;creeping;paralyzing
grok-3-mini,basic,1.0,AR # Arabic,C2,most frequent,Abstract Concepts,freedom,complete;absolute;personal;true;hard-won;basic;limited;individual;political;economic
grok-3-mini,basic,1.0,AR # Arabic,C2,most frequent,Abstract Concepts,happiness,pure;lasting;simple;genuine;overwhelming;fleeting;inner;shared;quiet;radiant
grok-3-mini,basic,1.0,AR # Arabic,C2,most frequent,Abstract Concepts,hate,intense;deep;bitter;blind;racial;irrational;growing;mutual;violent;longstanding
grok-3-mini,basic,1.0,AR # Arabic,C2,most frequent,Abstract Concepts,honesty,complete;brutal;simple;refreshing;rare;absolute;straightforward;painful;genuine;unwavering
grok-3-mini,basic,1.0,AR # Arabic,C2,most frequent,Abstract Concepts,justice,fair;swift;blind;social;true;poetic;equal;delayed;criminal;moral
grok-3-mini,basic,1.0,AR # Arabic,C2,most frequent,Abstract Concepts,knowledge,vast;deep;practical;theoretical;ancient;scientific;hidden;basic;shared;acquired
grok-3-mini,basic,1.0,AR # Arabic,C2,most frequent,Abstract Concepts,love,true;deep;unconditional;passionate;forbidden;eternal;pure;romantic;selfless;enduring
grok-3-mini,basic,1.0,AR # Arabic,C2,most frequent,Abstract Concepts,peace,lasting;inner;global;fragile;quiet;temporary;world;personal;negotiated;divine
grok-3-mini,basic,1.0,AR # Arabic,C2,most frequent,Abstract Concepts,wisdom,ancient;profound;practical;timeless;hard-earned;innate;spiritual;common;guiding;rare
grok-3-mini,basic,1.0,AR # Arabic,C2,most frequent,Cultural Artifacts,bell,loud;ringing;old;small;golden;church;alarm;silver;cracked;decorative
grok-3-mini,basic,1.0,AR # Arabic,C2,most frequent,Cultural Artifacts,candle,lit;wax;scented;tall;flickering;white;birthday;melted;decorative;aromatic
grok-3-mini,basic,1.0,AR # Arabic,C2,most frequent,Cultural Artifacts,carpet,soft;woven;colorful;thick;oriental;dirty;patterned;red;cheap;antique
grok-3-mini,basic,1.0,AR # Arabic,C2,most frequent,Cultural Artifacts,coin,old;shiny;gold;rare;foreign;ancient;silver;fake;small;valuable
grok-3-mini,basic,1.0,AR # Arabic,C2,most frequent,Cultural Artifacts,crown,golden;royal;jeweled;ancient;heavy;symbolic;imperial;simple;ornate;ceremonial
grok-3-mini,basic,1.0,AR # Arabic,C2,most frequent,Cultural Artifacts,flag,national;waving;colorful;tattered;red;foreign;proud;small;official;symbolic
grok-3-mini,basic,1.0,AR # Arabic,C2,most frequent,Cultural Artifacts,mask,protective;decorative;facial;wooden;colorful;anonymous;surgical;traditional;scary;elegant
grok-3-mini,basic,1.0,AR # Arabic,C2,most frequent,Cultural Artifacts,necklace,gold;pearl;simple;antique;long;beaded;elegant;cheap;diamond;handmade
grok-3-mini,basic,1.0,AR # Arabic,C2,most frequent,Cultural Artifacts,painting,beautiful;old;famous;abstract;colorful;landscape;modern;framed;oil;detailed
grok-3-mini,basic,1.0,AR # Arabic,C2,most frequent,Cultural Artifacts,ring,gold;engagement;simple;antique;diamond;silver;wedding;cheap;large;engraved
grok-3-mini,basic,1.0,AR # Arabic,C2,most frequent,Cultural Artifacts,statue,tall;stone;ancient;bronze;famous;modern;marble;decorative;heroic;broken
grok-3-mini,basic,1.0,AR # Arabic,C2,most frequent,Cultural Artifacts,vase,tall;glass;antique;floral;decorative;broken;porcelain;simple;colored;elegant
grok-3-mini,basic,1.0,AR # Arabic,C2,most frequent,Environmental Phenomena,cloud,white;fluffy;dark;stormy;drifting;low;high;rain;gray;cumulus
grok-3-mini,basic,1.0,AR # Arabic,C2,most frequent,Environmental Phenomena,earthquake,strong;devastating;minor;sudden;seismic;destructive;frequent;underground;massive;shallow
grok-3-mini,basic,1.0,AR # Arabic,C2,most frequent,Environmental Phenomena,fog,thick;dense;morning;light;chilling;coastal;mysterious;persistent;gray;rolling
grok-3-mini,basic,1.0,AR # Arabic,C2,most frequent,Environmental Phenomena,lightning,bright;sudden;forked;dangerous;electric;fast;nighttime;spectacular;distant;powerful
grok-3-mini,basic,1.0,AR # Arabic,C2,most frequent,Environmental Phenomena,rain,heavy;light;steady;pouring;cold;warm;seasonal;gentle;torrential;misty
grok-3-mini,basic,1.0,AR # Arabic,C2,most frequent,Environmental Phenomena,rainbow,colorful;bright;double;fading;beautiful;rare;arched;vivid;natural;spectacular
grok-3-mini,basic,1.0,AR # Arabic,C2,most frequent,Environmental Phenomena,snow,white;fresh;deep;falling;powdery;heavy;melting;wet;fluffy;icy
grok-3-mini,basic,1.0,AR # Arabic,C2,most frequent,Environmental Phenomena,storm,violent;fierce;approaching;tropical;electrical;windy;sudden;powerful;raging;winter
grok-3-mini,basic,1.0,AR # Arabic,C2,most frequent,Environmental Phenomena,thunder,loud;rolling;distant;booming;frightening;sudden;continuous;electric;deep;ominous
grok-3-mini,basic,1.0,AR # Arabic,C2,most frequent,Environmental Phenomena,tide,high;low;rising;ebbing;strong;coastal;daily;powerful;incoming;outgoing
grok-3-mini,basic,1.0,AR # Arabic,C2,most frequent,Environmental Phenomena,volcano,active;dormant;explosive;massive;smoking;ancient;dangerous;fiery;underwater;high
grok-3-mini,basic,1.0,AR # Arabic,C2,most frequent,Environmental Phenomena,wind,strong;gentle;cold;warm;howling;steady;gusty;eastern;northern;stormy
grok-3-mini,basic,1.0,AR # Arabic,C2,most frequent,Food Items,apple,red;fresh;juicy;green;sweet;ripe;tart;crisp;organic;small
grok-3-mini,basic,1.0,AR # Arabic,C2,most frequent,Food Items,banana,yellow;ripe;fresh;sweet;green;peeled;organic;large;soft;curved
grok-3-mini,basic,1.0,AR # Arabic,C2,most frequent,Food Items,beef,fresh;lean;grilled;tender;ground;rare;cooked;organic;fatty;prime
grok-3-mini,basic,1.0,AR # Arabic,C2,most frequent,Food Items,bread,fresh;warm;soft;sliced;whole-wheat;toasted;crusty;white;homemade;stale
grok-3-mini,basic,1.0,AR # Arabic,C2,most frequent,Food Items,broccoli,fresh;green;steamed;raw;organic;crisp;frozen;healthy;tender;chopped
grok-3-mini,basic,1.0,AR # Arabic,C2,most frequent,Food Items,cheese,sharp;soft;hard;creamy;grated;aged;fresh;melted;mild;flavorful
grok-3-mini,basic,1.0,AR # Arabic,C2,most frequent,Food Items,chicken,grilled;roasted;fresh;fried;organic;tender;boneless;spicy;raw;free-range
grok-3-mini,basic,1.0,AR # Arabic,C2,most frequent,Food Items,egg,fresh;boiled;fried;brown;white;organic;cracked;large;scrambled;raw
grok-3-mini,basic,1.0,AR # Arabic,C2,most frequent,Food Items,fish,fresh;grilled;smoked;wild;fried;salted;big;small;fatty;delicious
grok-3-mini,basic,1.0,AR # Arabic,C2,most frequent,Food Items,pasta,cooked;al dente;fresh;dried;Italian;cheesy;spicy;homemade;long;twisted
grok-3-mini,basic,1.0,AR # Arabic,C2,most frequent,Food Items,rice,cooked;white;brown;steamed;fluffy;sticky;wild;long-grain;boiled;fragrant
grok-3-mini,basic,1.0,AR # Arabic,C2,most frequent,Food Items,soup,hot;creamy;vegetable;chicken;thick;spicy;clear;homemade;cold;hearty
grok-3-mini,basic,1.0,AR # Arabic,C2,most frequent,Human Roles,artist,talented;creative;famous;struggling;young;established;visionary;dedicated;skilled;innovative
grok-3-mini,basic,1.0,AR # Arabic,C2,most frequent,Human Roles,athlete,professional;skilled;fast;strong;dedicated;young;Olympic;injured;competitive;fit
grok-3-mini,basic,1.0,AR # Arabic,C2,most frequent,Human Roles,chef,skilled;famous;creative;professional;young;talented;busy;experienced;innovative;passionate
grok-3-mini,basic,1.0,AR # Arabic,C2,most frequent,Human Roles,doctor,skilled;experienced;caring;young;busy;specialist;senior;dedicated;qualified;trusted
grok-3-mini,basic,1.0,AR # Arabic,C2,most frequent,Human Roles,engineer,skilled;mechanical;electrical;young;experienced;innovative;talented;senior;dedicated;qualified
grok-3-mini,basic,1.0,AR # Arabic,C2,most frequent,Human Roles,farmer,hardworking;local;organic;experienced;young;dedicated;rural;skilled;modern;traditional
grok-3-mini,basic,1.0,AR # Arabic,C2,most frequent,Human Roles,lawyer,experienced;corporate;skilled;young;successful;dedicated;criminal;qualified;busy;ethical
grok-3-mini,basic,1.0,AR # Arabic,C2,most frequent,Human Roles,musician,talented;famous;young;skilled;classical;rock;dedicated;innovative;professional;passionate
grok-3-mini,basic,1.0,AR # Arabic,C2,most frequent,Human Roles,scientist,brilliant;dedicated;young;experienced;innovative;environmental;medical;skilled;leading;curious
grok-3-mini,basic,1.0,AR # Arabic,C2,most frequent,Human Roles,soldier,brave;trained;young;experienced;dedicated;elite;wounded;loyal;combat;disciplined
grok-3-mini,basic,1.0,AR # Arabic,C2,most frequent,Human Roles,teacher,dedicated;experienced;young;passionate;skilled;inspiring;patient;qualified;strict;creative
grok-3-mini,basic,1.0,AR # Arabic,C2,most frequent,Human Roles,writer,talented;famous;young;experienced;creative;prolific;skilled;dedicated;imaginative;bestselling
grok-3-mini,basic,1.0,AR # Arabic,C2,most frequent,Inanimate Objects,book,old;new;thick;interesting;popular;hardcover;paperback;educational;fictional;colorful
grok-3-mini,basic,1.0,AR # Arabic,C2,most frequent,Inanimate Objects,bridge,old;wooden;high;long;modern;stone;suspended;broken;narrow;impressive
grok-3-mini,basic,1.0,AR # Arabic,C2,most frequent,Inanimate Objects,drums,loud;wooden;rhythmic;small;large;electronic;traditional;tuned;shiny;vintage
grok-3-mini,basic,1.0,AR # Arabic,C2,most frequent,Inanimate Objects,earth,blue;green;flat;round;fertile;dry;ancient;vast;spinning;living
grok-3-mini,basic,1.0,AR # Arabic,C2,most frequent,Inanimate Objects,flute,wooden;silver;sweet-sounding;small;ancient;modern;polished;handmade;melodic;simple
grok-3-mini,basic,1.0,AR # Arabic,C2,most frequent,Inanimate Objects,key,small;metal;rusty;silver;locked;spare;golden;modern;old;electronic
grok-3-mini,basic,1.0,AR # Arabic,C2,most frequent,Inanimate Objects,knife,sharp;old;kitchen;rusty;silver;pocket;dull;large;small;ceremonial
grok-3-mini,basic,1.0,AR # Arabic,C2,most frequent,Inanimate Objects,lock,old;rusty;secure;electronic;small;broken;modern;metal;simple;keyed
grok-3-mini,basic,1.0,AR # Arabic,C2,most frequent,Inanimate Objects,moon,full;bright;crescent;waxing;waning;silvery;distant;glowing;dark;mysterious
grok-3-mini,basic,1.0,AR # Arabic,C2,most frequent,Inanimate Objects,pen,black;ink;cheap;fancy;ballpoint;old;new;colorful;leaking;smooth
grok-3-mini,basic,1.0,AR # Arabic,C2,most frequent,Inanimate Objects,sun,bright;hot;rising;setting;yellow;warm;distant;burning;midday;golden
grok-3-mini,basic,1.0,AR # Arabic,C2,most frequent,Inanimate Objects,sword,sharp;ancient;heavy;steel;ceremonial;rusty;long;short;magical;decorative
grok-3-mini,basic,1.0,AR # Arabic,C2,most frequent,Neutral Animals,cat,black;fluffy;wild;domestic;lazy;playful;stray;old;young;curious
grok-3-mini,basic,1.0,AR # Arabic,C2,most frequent,Neutral Animals,dog,loyal;big;small;friendly;wild;trained;old;young;barking;energetic
grok-3-mini,basic,1.0,AR # Arabic,C2,most frequent,Neutral Animals,dolphin,intelligent;playful;wild;graceful;large;marine;social;fast;curious;endangered
grok-3-mini,basic,1.0,AR # Arabic,C2,most frequent,Neutral Animals,elephant,large;gray;wild;gentle;endangered;strong;old;young;African;majestic
grok-3-mini,basic,1.0,AR # Arabic,C2,most frequent,Neutral Animals,hamster,small;furry;cute;tame;active;brown;white;nocturnal;playful;pet
grok-3-mini,basic,1.0,AR # Arabic,C2,most frequent,Neutral Animals,monkey,playful;wild;small;clever;noisy;brown;agile;young;tree-dwelling;mischievous
grok-3-mini,basic,1.0,AR # Arabic,C2,most frequent,Neutral Animals,mouse,small;gray;timid;wild;house;quick;furry;young;nocturnal;sneaky
grok-3-mini,basic,1.0,AR # Arabic,C2,most frequent,Neutral Animals,peacock,colorful;proud;wild;large;beautiful;male;exotic;display;tropical;feathered
grok-3-mini,basic,1.0,AR # Arabic,C2,most frequent,Neutral Animals,rabbit,white;fluffy;wild;fast;small;pet;brown;young;hopping;cute
grok-3-mini,basic,1.0,AR # Arabic,C2,most frequent,Neutral Animals,shark,large;dangerous;fast;marine;predatory;gray;sharp-toothed;deep-sea;aggressive;solitary
grok-3-mini,basic,1.0,AR # Arabic,C2,most frequent,Neutral Animals,snake,long;venomous;wild;colorful;slithering;small;green;deadly;tame;coiled
grok-3-mini,basic,1.0,AR # Arabic,C2,most frequent,Neutral Animals,whale,huge;blue;marine;endangered;migratory;singing;deep-diving;gentle;wild;majestic
grok-3-mini,basic,1.0,AR # Arabic,C2,most frequent,Places,city,busy;large;modern;old;crowded;beautiful;industrial;coastal;historic;vibrant
grok-3-mini,basic,1.0,AR # Arabic,C2,most frequent,Places,desert,hot;sandy;vast;dry;barren;remote;golden;harsh;endless;rocky
grok-3-mini,basic,1.0,AR # Arabic,C2,most frequent,Places,forest,dense;green;ancient;dark;tropical;quiet;vast;magical;wet;leafy
grok-3-mini,basic,1.0,AR # Arabic,C2,most frequent,Places,island,tropical;small;remote;beautiful;volcanic;deserted;green;coastal;sunny;rocky
grok-3-mini,basic,1.0,AR # Arabic,C2,most frequent,Places,lake,deep;blue;calm;frozen;large;small;clear;scenic;freshwater;picturesque
grok-3-mini,basic,1.0,AR # Arabic,C2,most frequent,Places,mountain,high;snowy;rugged;tall;green;ancient;steep;majestic;volcanic;distant
grok-3-mini,basic,1.0,AR # Arabic,C2,most frequent,Places,ocean,vast;deep;blue;stormy;calm;salty;endless;cold;warm;mysterious
grok-3-mini,basic,1.0,AR # Arabic,C2,most frequent,Places,plain,flat;vast;green;dry;grassy;open;fertile;endless;rural;golden
grok-3-mini,basic,1.0,AR # Arabic,C2,most frequent,Places,plateau,high;flat;rocky;vast;elevated;dry;green;remote;ancient;scenic
grok-3-mini,basic,1.0,AR # Arabic,C2,most frequent,Places,river,wide;deep;flowing;muddy;clear;long;fast;winding;frozen;scenic
grok-3-mini,basic,1.0,AR # Arabic,C2,most frequent,Places,valley,deep;green;narrow;fertile;scenic;hidden;mountainous;peaceful;dry;lush
grok-3-mini,basic,1.0,AR # Arabic,C2,most frequent,Places,village,small;quiet;rural;ancient;coastal;traditional;peaceful;remote;fishing;mountain
grok-3-mini,basic,1.0,AR # Arabic,C2,most frequent,Plants,cactus,spiky;tall;green;desert;small;flowering;hardy;prickly;exotic;drought-resistant
grok-3-mini,basic,1.0,AR # Arabic,C2,most frequent,Plants,eggplant,purple;fresh;large;ripe;organic;shiny;grilled;raw;smooth;vegetable
grok-3-mini,basic,1.0,AR # Arabic,C2,most frequent,Plants,flower,beautiful;colorful;fresh;wild;fragrant;blooming;red;small;exotic;wilting
grok-3-mini,basic,1.0,AR # Arabic,C2,most frequent,Plants,grass,green;fresh;tall;short;wet;dry;soft;wild;lawn;lush
grok-3-mini,basic,1.0,AR # Arabic,C2,most frequent,Plants,lettuce,fresh;green;crisp;organic;leafy;raw;washed;salad;tender;wilted
grok-3-mini,basic,1.0,AR # Arabic,C2,most frequent,Plants,mushroom,fresh;wild;edible;small;large;poisonous;brown;cooked;organic;fungi
grok-3-mini,basic,1.0,AR # Arabic,C2,most frequent,Plants,onion,fresh;red;white;raw;chopped;sweet;spicy;organic;large;peeled
grok-3-mini,basic,1.0,AR # Arabic,C2,most frequent,Plants,pepper,red;hot;green;fresh;spicy;sweet;dried;organic;crushed;small
grok-3-mini,basic,1.0,AR # Arabic,C2,most frequent,Plants,potato,fresh;baked;raw;small;large;organic;peeled;fried;starchy;golden
grok-3-mini,basic,1.0,AR # Arabic,C2,most frequent,Plants,rose,red;beautiful;fragrant;fresh;thorny;blooming;white;wild;garden;delicate
grok-3-mini,basic,1.0,AR # Arabic,C2,most frequent,Plants,tomato,red;fresh;ripe;juicy;organic;raw;sliced;small;sweet;vine
grok-3-mini,basic,1.0,AR # Arabic,C2,most frequent,Plants,tree,tall;green;old;young;leafy;fruit-bearing;shady;ancient;bare;flowering
grok-3-mini,basic,1.0,AR # Arabic,C2,most frequent,Social Relationships,ally,strong;faithful;strategic;close;reliable;military;political;trusted;supportive;key
grok-3-mini,basic,1.0,AR # Arabic,C2,most frequent,Social Relationships,brother,older;younger;loving;protective;twin;step;distant;caring;mischievous;loyal
grok-3-mini,basic,1.0,AR # Arabic,C2,most frequent,Social Relationships,enemy,sworn;fierce;dangerous;old;foreign;bitter;powerful;hidden;common;ruthless
grok-3-mini,basic,1.0,AR # Arabic,C2,most frequent,Social Relationships,father,loving;strict;absent;biological;step;proud;hardworking;wise;young;distant
grok-3-mini,basic,1.0,AR # Arabic,C2,most frequent,Social Relationships,follower,loyal;devoted;blind;dedicated;enthusiastic;faithful;religious;political;active;steadfast
grok-3-mini,basic,1.0,AR # Arabic,C2,most frequent,Social Relationships,friend,close;best;old;new;loyal;true;childhood;trustworthy;fun;supportive
grok-3-mini,basic,1.0,AR # Arabic,C2,most frequent,Social Relationships,leader,strong;charismatic;effective;wise;young;experienced;inspirational;democratic;authoritarian;visionary
grok-3-mini,basic,1.0,AR # Arabic,C2,most frequent,Social Relationships,mother,loving;caring;busy;single;biological;step;protective;young;wise;supportive
grok-3-mini,basic,1.0,AR # Arabic,C2,most frequent,Social Relationships,partner,business;romantic;reliable;equal;trusted;long-term;supportive;professional;creative;committed
grok-3-mini,basic,1.0,AR # Arabic,C2,most frequent,Social Relationships,rival,fierce;strong;business;sports;old;dangerous;competitive;worthy;corporate;historical
grok-3-mini,basic,1.0,AR # Arabic,C2,most frequent,Social Relationships,sister,younger;older;loving;protective;twin;step;close;caring;mischievous;supportive
grok-3-mini,basic,1.0,AR # Arabic,C2,most frequent,Social Relationships,stranger,unknown;mysterious;friendly;dangerous;foreign;passing;helpful;suspicious;wandering;odd
grok-3-mini,basic,1.0,AR # Arabic,C2,most frequent,Spatial Concepts,above,high;overhead;upper;elevated;superior;floating;distant;bright;clear;vast
grok-3-mini,basic,1.0,AR # Arabic,C2,most frequent,Spatial Concepts,back,rear;hidden;old;straight;painful;wooden;distant;covered;flat;curved
grok-3-mini,basic,1.0,AR # Arabic,C2,most frequent,Spatial Concepts,below,low;underground;deep;hidden;inferior;submerged;dark;cool;quiet;vast
grok-3-mini,basic,1.0,AR # Arabic,C2,most frequent,Spatial Concepts,east,rising;distant;sunny;coastal;ancient;modern;far;warm;eastern;flat
grok-3-mini,basic,1.0,AR # Arabic,C2,most frequent,Spatial Concepts,front,main;forward;busy;wide;covered;open;decorative;simple;clean;visible
grok-3-mini,basic,1.0,AR # Arabic,C2,most frequent,Spatial Concepts,inside,inner;hidden;warm;dark;secure;empty;full;quiet;cozy;secret
grok-3-mini,basic,1.0,AR # Arabic,C2,most frequent,Spatial Concepts,left,open;closed;abandoned;empty;bare;painted;damaged;wide;narrow;unused
grok-3-mini,basic,1.0,AR # Arabic,C2,most frequent,Spatial Concepts,north,cold;distant;polar;windy;forested;ancient;modern;far;high;flat
grok-3-mini,basic,1.0,AR # Arabic,C2,most frequent,Spatial Concepts,outside,outer;bright;cold;wet;empty;busy;green;walled;open;distant
grok-3-mini,basic,1.0,AR # Arabic,C2,most frequent,Spatial Concepts,right,correct;proper;immediate;legal;straight;absolute;moral;direct;perfect;suitable
grok-3-mini,basic,1.0,AR # Arabic,C2,most frequent,Spatial Concepts,south,warm;tropical;distant;coastal;sunny;ancient;modern;far;flat;green
grok-3-mini,basic,1.0,AR # Arabic,C2,most frequent,Spatial Concepts,west,wild;distant;sunny;coastal;ancient;modern;far;dry;flat;windy
grok-3-mini,basic,1.0,AR # Arabic,C2,most frequent,Time Concepts,century,past;recent;dark;golden;Victorian;modern;ancient;enlightened;lost;pivotal
grok-3-mini,basic,1.0,AR # Arabic,C2,most frequent,Time Concepts,day,long;short;sunny;rainy;busy;lazy;clear;dark;special;ordinary
grok-3-mini,basic,1.0,AR # Arabic,C2,most frequent,Time Concepts,evening,quiet;cool;long;warm;peaceful;romantic;dark;busy;golden;relaxing
grok-3-mini,basic,1.0,AR # Arabic,C2,most frequent,Time Concepts,hour,long;short;busy;quiet;final;early;late;golden;dark;productive
grok-3-mini,basic,1.0,AR # Arabic,C2,most frequent,Time Concepts,minute,short;last;final;quick;long;precise;waiting;tense;exciting;boring
grok-3-mini,basic,1.0,AR # Arabic,C2,most frequent,Time Concepts,month,long;short;busy;quiet;final;early;festive;cold;warm;productive
