Model,SystemPromptType,Temperature,Language,Proficiency,Prompt,NounCategory,Noun,Adjectives
grok-3,think-in-native,1.0,PS # Pashto,B1,most frequent,Abstract Concepts,anger,strong;deep;red;hot;wild;bitter;quick;dark;fierce;loud
grok-3,think-in-native,1.0,PS # Pashto,C1,most frequent,Places,city,big;busy;noisy;modern;crowded;old;vibrant;lively;urban;polluted
grok-3,think-in-native,1.0,PS # Pashto,C1,most frequent,Places,desert,hot;dry;vast;sandy;empty;harsh;barren;quiet;endless;scorching
grok-3,think-in-native,1.0,PS # Pashto,C1,most frequent,Places,forest,dense;green;dark;quiet;thick;ancient;mysterious;wild;vast;lush
grok-3,think-in-native,1.0,PS # Pashto,C1,most frequent,Places,island,small;tropical;remote;beautiful;isolated;sandy;green;peaceful;exotic;rocky
grok-3,think-in-native,1.0,PS # Pashto,C1,most frequent,Places,lake,calm;blue;clear;deep;quiet;still;cold;beautiful;serene;reflective
grok-3,think-in-native,1.0,PS # Pashto,C1,most frequent,Places,mountain,high;tall;snowy;rocky;steep;majestic;rugged;ancient;vast;imposing
grok-3,think-in-native,1.0,PS # Pashto,C1,most frequent,Places,ocean,vast;deep;blue;endless;powerful;wild;salty;mysterious;calm;turbulent
grok-3,think-in-native,1.0,PS # Pashto,C1,most frequent,Places,plain,flat;vast;wide;open;green;barren;quiet;empty;endless;grassy
grok-3,think-in-native,1.0,PS # Pashto,C1,most frequent,Places,plateau,high;flat;wide;dry;rocky;elevated;vast;barren;remote;rugged
grok-3,think-in-native,1.0,PS # Pashto,C1,most frequent,Places,river,long;wide;deep;flowing;calm;fast;blue;clear;winding;mighty
grok-3,think-in-native,1.0,PS # Pashto,C1,most frequent,Places,valley,green;deep;narrow;quiet;beautiful;lush;fertile;hidden;peaceful;scenic
grok-3,think-in-native,1.0,PS # Pashto,C1,most frequent,Places,village,small;quiet;rural;peaceful;old;friendly;simple;remote;traditional;charming
grok-3,think-in-native,1.0,PS # Pashto,C1,most frequent,Plants,cactus,spiky;green;tall;dry;tough;small;prickly;desert;hardy;sharp
grok-3,think-in-native,1.0,PS # Pashto,C1,most frequent,Plants,eggplant,purple;shiny;fresh;soft;long;healthy;raw;cooked;smooth;plump
grok-3,think-in-native,1.0,PS # Pashto,C1,most frequent,Plants,flower,beautiful;colorful;fragrant;delicate;small;bright;fresh;blooming;soft;lovely
grok-3,think-in-native,1.0,PS # Pashto,C1,most frequent,Plants,grass,green;soft;thick;short;tall;fresh;wet;dry;lush;dense
grok-3,think-in-native,1.0,PS # Pashto,C1,most frequent,Plants,lettuce,green;fresh;crisp;light;healthy;raw;leafy;tender;cool;vibrant
grok-3,think-in-native,1.0,PS # Pashto,C1,most frequent,Plants,mushroom,small;brown;white;soft;edible;wild;earthy;round;fresh;delicate
grok-3,think-in-native,1.0,PS # Pashto,C1,most frequent,Plants,onion,strong;sharp;white;red;small;raw;cooked;pungent;fresh;layered
grok-3,think-in-native,1.0,PS # Pashto,C1,most frequent,Plants,pepper,spicy;red;green;hot;fresh;small;sharp;colorful;raw;bold
grok-3,think-in-native,1.0,PS # Pashto,C1,most frequent,Plants,potato,brown;fresh;raw;cooked;soft;hard;small;large;starchy;earthy
grok-3,think-in-native,1.0,PS # Pashto,C1,most frequent,Plants,rose,red;beautiful;fragrant;delicate;thorny;romantic;pink;blooming;soft;elegant
grok-3,think-in-native,1.0,PS # Pashto,C1,most frequent,Plants,tomato,red;ripe;juicy;fresh;small;round;soft;tasty;plump;sweet
grok-3,think-in-native,1.0,PS # Pashto,C1,most frequent,Plants,tree,tall;old;green;strong;big;leafy;ancient;sturdy;thick;shady
grok-3,think-in-native,1.0,PS # Pashto,C1,most frequent,Social Relationships,ally,loyal;trusted;supportive;close;reliable;friendly;helpful;strong;faithful;dependable
grok-3,think-in-native,1.0,PS # Pashto,C1,most frequent,Social Relationships,brother,loving;caring;protective;close;supportive;kind;older;younger;funny;reliable
grok-3,think-in-native,1.0,PS # Pashto,C1,most frequent,Social Relationships,enemy,dangerous;fierce;hostile;bitter;cruel;powerful;cunning;relentless;hated;deceptive
grok-3,think-in-native,1.0,PS # Pashto,C1,most frequent,Social Relationships,father,loving;strict;caring;protective;wise;strong;supportive;kind;hardworking;gentle
grok-3,think-in-native,1.0,PS # Pashto,C1,most frequent,Social Relationships,follower,loyal;dedicated;faithful;supportive;eager;obedient;trusting;committed;devoted;admiring
grok-3,think-in-native,1.0,PS # Pashto,C1,most frequent,Social Relationships,friend,close;loyal;kind;funny;supportive;trusted;caring;reliable;honest;dear
grok-3,think-in-native,1.0,PS # Pashto,C1,most frequent,Social Relationships,leader,strong;wise;confident;inspiring;powerful;bold;decisive;respected;visionary;charismatic
grok-3,think-in-native,1.0,PS # Pashto,C1,most frequent,Social Relationships,mother,loving;caring;gentle;kind;protective;warm;supportive;patient;strong;nurturing
grok-3,think-in-native,1.0,PS # Pashto,C1,most frequent,Social Relationships,partner,loyal;supportive;loving;trusted;reliable;close;caring;equal;committed;understanding
grok-3,think-in-native,1.0,PS # Pashto,C1,most frequent,Social Relationships,rival,competitive;strong;challenging;fierce;tough;determined;hostile;ambitious;persistent;opposing
grok-3,think-in-native,1.0,PS # Pashto,C1,most frequent,Social Relationships,sister,loving;caring;close;supportive;kind;funny;protective;younger;older;sweet
grok-3,think-in-native,1.0,PS # Pashto,C1,most frequent,Social Relationships,stranger,unknown;mysterious;distant;unfamiliar;odd;curious;quiet;suspicious;new;random
grok-3,think-in-native,1.0,PS # Pashto,C1,most frequent,Spatial Concepts,above,high;upper;elevated;overhead;superior;top;towering;lofty;raised;skyward
grok-3,think-in-native,1.0,PS # Pashto,C1,most frequent,Spatial Concepts,back,rear;behind;last;hidden;distant;lower;opposite;remote;hind;aft
grok-3,think-in-native,1.0,PS # Pashto,C1,most frequent,Spatial Concepts,below,lower;under;beneath;bottom;inferior;deep;underneath;submerged;down;lesser
grok-3,think-in-native,1.0,PS # Pashto,C1,most frequent,Spatial Concepts,east,oriental;rising;early;distant;far;morning;ancient;cultural;traditional;eastern
grok-3,think-in-native,1.0,PS # Pashto,C1,most frequent,Spatial Concepts,front,forward;first;leading;main;ahead;primary;visible;initial;prominent;foremost
grok-3,think-in-native,1.0,PS # Pashto,C1,most frequent,Spatial Concepts,inside,inner;internal;hidden;deep;enclosed;private;secret;central;confined;interior
grok-3,think-in-native,1.0,PS # Pashto,C1,most frequent,Spatial Concepts,left,western;opposite;remaining;side;abandoned;earlier;liberal;past;unused;secondary
grok-3,think-in-native,1.0,PS # Pashto,C1,most frequent,Spatial Concepts,north,cold;upper;polar;distant;icy;remote;chilly;northern;far;frigid
grok-3,think-in-native,1.0,PS # Pashto,C1,most frequent,Spatial Concepts,outside,external;outer;open;exposed;public;distant;far;free;exterior;surface
grok-3,think-in-native,1.0,PS # Pashto,C1,most frequent,Spatial Concepts,right,correct;proper;eastern;side;just;accurate;true;conservative;immediate;fitting
grok-3,think-in-native,1.0,PS # Pashto,C1,most frequent,Spatial Concepts,south,warm;lower;tropical;distant;southern;hot;far;sunny;exotic;coastal
grok-3,think-in-native,1.0,PS # Pashto,C1,most frequent,Spatial Concepts,west,western;setting;distant;modern;far;late;cultural;open;progressive;frontier
grok-3,think-in-native,1.0,PS # Pashto,C1,most frequent,Time Concepts,century,past;old;new;current;long;ancient;modern;previous;specific;historic
grok-3,think-in-native,1.0,PS # Pashto,C1,most frequent,Time Concepts,day,long;short;busy;bright;sunny;rainy;cold;warm;tiring;special
grok-3,think-in-native,1.0,PS # Pashto,C1,most frequent,Time Concepts,evening,quiet;cool;late;calm;dark;peaceful;relaxing;pleasant;still;beautiful
grok-3,think-in-native,1.0,PS # Pashto,C1,most frequent,Time Concepts,hour,long;short;busy;quiet;early;late;precious;rushed;critical;specific
grok-3,think-in-native,1.0,PS # Pashto,C1,most frequent,Time Concepts,minute,quick;short;brief;fast;precious;fleeting;exact;passing;critical;small
grok-3,think-in-native,1.0,PS # Pashto,C1,most frequent,Time Concepts,month,long;short;busy;cold;warm;rainy;important;current;past;specific
grok-3,think-in-native,1.0,PS # Pashto,C1,most frequent,Time Concepts,morning,early;bright;fresh;cool;quiet;sunny;peaceful;new;busy;clear
grok-3,think-in-native,1.0,PS # Pashto,C1,most frequent,Time Concepts,night,dark;long;quiet;late;cold;silent;peaceful;scary;starry;endless
grok-3,think-in-native,1.0,PS # Pashto,C1,most frequent,Time Concepts,season,cold;warm;wet;dry;long;short;favorite;current;changing;festive
grok-3,think-in-native,1.0,PS # Pashto,C1,most frequent,Time Concepts,second,quick;brief;fast;short;fleeting;instant;critical;passing;precise;momentary
grok-3,think-in-native,1.0,PS # Pashto,C1,most frequent,Time Concepts,week,long;short;busy;quiet;stressful;exciting;productive;tiring;normal;special
grok-3,think-in-native,1.0,PS # Pashto,C1,most frequent,Time Concepts,year,long;short;busy;successful;challenging;past;new;current;memorable;difficult
grok-3,think-in-native,1.0,PS # Pashto,C2,most frequent,Abstract Concepts,anger,intense;fiery;uncontrollable;deep;burning;fierce;sudden;bitter;overwhelming;raw
grok-3,think-in-native,1.0,PS # Pashto,C2,most frequent,Abstract Concepts,courage,bold;fearless;brave;heroic;daring;strong;unwavering;remarkable;inspiring;admirable
grok-3,think-in-native,1.0,PS # Pashto,C2,most frequent,Abstract Concepts,fear,intense;paralyzing;dark;deep-seated;irrational;haunting;chilling;overwhelming;constant;hidden
grok-3,think-in-native,1.0,PS # Pashto,C2,most frequent,Abstract Concepts,freedom,pure;absolute;cherished;hard-won;precious;boundless;true;liberating;inspiring;essential
grok-3,think-in-native,1.0,PS # Pashto,C2,most frequent,Abstract Concepts,happiness,pure;genuine;radiant;immense;lasting;simple;infectious;heartfelt;boundless;deep
grok-3,think-in-native,1.0,PS # Pashto,C2,most frequent,Abstract Concepts,hate,intense;bitter;deep;venomous;fierce;burning;relentless;toxic;destructive;consuming
grok-3,think-in-native,1.0,PS # Pashto,C2,most frequent,Abstract Concepts,honesty,pure;sincere;genuine;absolute;unwavering;admirable;rare;straightforward;commendable;true
grok-3,think-in-native,1.0,PS # Pashto,C2,most frequent,Abstract Concepts,justice,fair;impartial;righteous;true;strict;deserved;noble;moral;equitable;blind
grok-3,think-in-native,1.0,PS # Pashto,C2,most frequent,Abstract Concepts,knowledge,vast;deep;profound;extensive;valuable;essential;practical;theoretical;ancient;modern
grok-3,think-in-native,1.0,PS # Pashto,C2,most frequent,Abstract Concepts,love,deep;unconditional;passionate;true;enduring;sweet;intense;pure;selfless;eternal
grok-3,think-in-native,1.0,PS # Pashto,C2,most frequent,Abstract Concepts,peace,calm;serene;quiet;lasting;inner;harmonious;gentle;profound;spiritual;universal
grok-3,think-in-native,1.0,PS # Pashto,C2,most frequent,Abstract Concepts,wisdom,deep;ancient;profound;timeless;practical;insightful;remarkable;valuable;enlightened;thoughtful
grok-3,think-in-native,1.0,PS # Pashto,C2,most frequent,Cultural Artifacts,bell,loud;clear;ringing;melodious;old;brass;small;decorative;ceremonial;nostalgic
grok-3,think-in-native,1.0,PS # Pashto,C2,most frequent,Cultural Artifacts,candle,flickering;warm;scented;soft;glowing;tall;thin;decorative;calming;romantic
grok-3,think-in-native,1.0,PS # Pashto,C2,most frequent,Cultural Artifacts,carpet,soft;thick;colorful;woven;expensive;traditional;plush;elegant;patterned;cozy
grok-3,think-in-native,1.0,PS # Pashto,C2,most frequent,Cultural Artifacts,coin,old;shiny;rare;valuable;silver;gold;small;worn;collectible;historic
grok-3,think-in-native,1.0,PS # Pashto,C2,most frequent,Cultural Artifacts,crown,golden;jeweled;royal;heavy;ornate;ancient;ceremonial;majestic;symbolic;regal
grok-3,think-in-native,1.0,PS # Pashto,C2,most frequent,Cultural Artifacts,flag,national;colorful;waving;proud;torn;historic;symbolic;bold;vibrant;patriotic
grok-3,think-in-native,1.0,PS # Pashto,C2,most frequent,Cultural Artifacts,mask,mysterious;colorful;traditional;scary;decorative;wooden;eerie;cultural;hidden;elaborate
grok-3,think-in-native,1.0,PS # Pashto,C2,most frequent,Cultural Artifacts,necklace,delicate;beautiful;gold;silver;expensive;elegant;beaded;vintage;ornate;precious
grok-3,think-in-native,1.0,PS # Pashto,C2,most frequent,Cultural Artifacts,painting,beautiful;vibrant;abstract;classic;detailed;expressive;colorful;stunning;famous;inspiring
grok-3,think-in-native,1.0,PS # Pashto,C2,most frequent,Cultural Artifacts,ring,gold;silver;diamond;simple;elegant;antique;shiny;precious;engraved;wedding
grok-3,think-in-native,1.0,PS # Pashto,C2,most frequent,Cultural Artifacts,statue,tall;ancient;marble;bronze;majestic;detailed;historic;impressive;symbolic;grand
grok-3,think-in-native,1.0,PS # Pashto,C2,most frequent,Cultural Artifacts,vase,delicate;ceramic;tall;ornate;antique;beautiful;fragile;decorative;elegant;floral
grok-3,think-in-native,1.0,PS # Pashto,C2,most frequent,Environmental Phenomena,cloud,white;fluffy;dark;heavy;grey;soft;floating;thick;ominous;scattered
grok-3,think-in-native,1.0,PS # Pashto,C2,most frequent,Environmental Phenomena,earthquake,powerful;destructive;sudden;terrifying;massive;violent;unexpected;devastating;catastrophic;tremors
grok-3,think-in-native,1.0,PS # Pashto,C2,most frequent,Environmental Phenomena,fog,thick;dense;mysterious;cold;grey;enveloping;eerie;heavy;silent;obscuring
grok-3,think-in-native,1.0,PS # Pashto,C2,most frequent,Environmental Phenomena,lightning,bright;sharp;sudden;powerful;electric;dazzling;dangerous;striking;intense;dramatic
grok-3,think-in-native,1.0,PS # Pashto,C2,most frequent,Environmental Phenomena,rain,heavy;light;steady;sudden;cold;refreshing;gentle;torrential;drizzling;persistent
grok-3,think-in-native,1.0,PS # Pashto,C2,most frequent,Environmental Phenomena,rainbow,colorful;bright;beautiful;vivid;rare;magical;fleeting;arched;stunning;radiant
grok-3,think-in-native,1.0,PS # Pashto,C2,most frequent,Environmental Phenomena,snow,white;soft;cold;heavy;fluffy;pure;silent;thick;falling;glistening
grok-3,think-in-native,1.0,PS # Pashto,C2,most frequent,Environmental Phenomena,storm,fierce;violent;powerful;dark;raging;destructive;sudden;intense;wild;terrifying
grok-3,think-in-native,1.0,PS # Pashto,C2,most frequent,Environmental Phenomena,thunder,loud;booming;deep;rolling;powerful;startling;distant;echoing;menacing;resonant
grok-3,think-in-native,1.0,PS # Pashto,C2,most frequent,Environmental Phenomena,tide,high;low;strong;rising;powerful;relentless;calm;dangerous;rhythmic;unpredictable
grok-3,think-in-native,1.0,PS # Pashto,C2,most frequent,Environmental Phenomena,volcano,active;dormant;explosive;fiery;massive;dangerous;ancient;towering;destructive;smoldering
grok-3,think-in-native,1.0,PS # Pashto,C2,most frequent,Environmental Phenomena,wind,strong;cold;gentle;howling;brisk;warm;gusty;fierce;steady;biting
grok-3,think-in-native,1.0,PS # Pashto,C2,most frequent,Food Items,apple,red;green;sweet;crisp;juicy;fresh;ripe;shiny;tart;firm
grok-3,think-in-native,1.0,PS # Pashto,C2,most frequent,Food Items,banana,yellow;ripe;sweet;soft;long;curved;fresh;tropical;mushy;healthy
grok-3,think-in-native,1.0,PS # Pashto,C2,most frequent,Food Items,beef,tender;juicy;fresh;grilled;rare;lean;savory;marbled;roasted;tough
grok-3,think-in-native,1.0,PS # Pashto,C2,most frequent,Food Items,bread,fresh;soft;crusty;warm;white;brown;sliced;homemade;stale;fluffy
grok-3,think-in-native,1.0,PS # Pashto,C2,most frequent,Food Items,broccoli,green;fresh;healthy;tender;steamed;crisp;raw;nutritious;vibrant;bitter
grok-3,think-in-native,1.0,PS # Pashto,C2,most frequent,Food Items,cheese,creamy;sharp;aged;soft;hard;melted;tangy;rich;mild;stinky
grok-3,think-in-native,1.0,PS # Pashto,C2,most frequent,Food Items,chicken,tender;juicy;grilled;roasted;fried;spicy;fresh;lean;savory;cooked
grok-3,think-in-native,1.0,PS # Pashto,C2,most frequent,Food Items,egg,fresh;boiled;fried;scrambled;white;brown;soft;hard;raw;nutritious
grok-3,think-in-native,1.0,PS # Pashto,C2,most frequent,Food Items,fish,fresh;grilled;raw;fried;flaky;oily;white;salty;smoked;tender
grok-3,think-in-native,1.0,PS # Pashto,C2,most frequent,Food Items,pasta,soft;al dente;fresh;homemade;creamy;spicy;cheesy;long;short;saucy
grok-3,think-in-native,1.0,PS # Pashto,C2,most frequent,Food Items,rice,white;brown;fluffy;sticky;steamed;boiled;fragrant;plain;seasoned;long-grain
grok-3,think-in-native,1.0,PS # Pashto,C2,most frequent,Food Items,soup,hot;creamy;hearty;clear;savory;spicy;thick;warm;comforting;homemade
grok-3,think-in-native,1.0,PS # Pashto,C2,most frequent,Human Roles,artist,talented;creative;passionate;famous;innovative;skilled;inspired;unique;eccentric;visionary
grok-3,think-in-native,1.0,PS # Pashto,C2,most frequent,Human Roles,athlete,strong;fast;skilled;dedicated;competitive;fit;agile;powerful;determined;talented
grok-3,think-in-native,1.0,PS # Pashto,C2,most frequent,Human Roles,chef,skilled;creative;famous;passionate;innovative;experienced;meticulous;talented;professional;busy
grok-3,think-in-native,1.0,PS # Pashto,C2,most frequent,Human Roles,doctor,kind;skilled;experienced;dedicated;compassionate;knowledgeable;caring;busy;trusted;professional
grok-3,think-in-native,1.0,PS # Pashto,C2,most frequent,Human Roles,engineer,skilled;innovative;intelligent;creative;dedicated;precise;experienced;technical;analytical;brilliant
grok-3,think-in-native,1.0,PS # Pashto,C2,most frequent,Human Roles,farmer,hardworking;dedicated;tough;experienced;rural;patient;strong;knowledgeable;practical;humble
grok-3,think-in-native,1.0,PS # Pashto,C2,most frequent,Human Roles,lawyer,smart;eloquent;sharp;experienced;confident;persuasive;dedicated;tough;professional;strategic
grok-3,think-in-native,1.0,PS # Pashto,C2,most frequent,Human Roles,musician,talented;passionate;skilled;creative;famous;dedicated;expressive;gifted;versatile;inspiring
grok-3,think-in-native,1.0,PS # Pashto,C2,most frequent,Human Roles,scientist,brilliant;curious;dedicated;innovative;analytical;knowledgeable;meticulous;intelligent;pioneering;focused
grok-3,think-in-native,1.0,PS # Pashto,C2,most frequent,Human Roles,soldier,brave;strong;disciplined;loyal;courageous;tough;dedicated;heroic;trained;patriotic
grok-3,think-in-native,1.0,PS # Pashto,C2,most frequent,Human Roles,teacher,kind;patient;knowledgeable;inspiring;dedicated;wise;supportive;strict;caring;passionate
grok-3,think-in-native,1.0,PS # Pashto,C2,most frequent,Human Roles,writer,creative;talented;insightful;famous;prolific;imaginative;eloquent;thoughtful;passionate;skilled
grok-3,think-in-native,1.0,PS # Pashto,C2,most frequent,Inanimate Objects,book,old;new;thick;thin;interesting;famous;worn;heavy;engaging;inspiring
grok-3,think-in-native,1.0,PS # Pashto,C2,most frequent,Inanimate Objects,bridge,long;old;sturdy;narrow;high;wooden;steel;historic;beautiful;suspended
grok-3,think-in-native,1.0,PS # Pashto,C2,most frequent,Inanimate Objects,drums,loud;rhythmic;deep;powerful;tribal;wooden;tight;resonant;energetic;traditional
grok-3,think-in-native,1.0,PS # Pashto,C2,most frequent,Inanimate Objects,earth,vast;beautiful;green;ancient;fertile;blue;rich;fragile;living;diverse
grok-3,think-in-native,1.0,PS # Pashto,C2,most frequent,Inanimate Objects,flute,melodic;soft;wooden;silver;delicate;sweet;high-pitched;traditional;elegant;enchanting
grok-3,think-in-native,1.0,PS # Pashto,C2,most frequent,Inanimate Objects,key,small;shiny;old;brass;important;rusty;heavy;golden;spare;hidden
grok-3,think-in-native,1.0,PS # Pashto,C2,most frequent,Inanimate Objects,knife,sharp;long;short;steel;dangerous;rusty;kitchen;jagged;curved;heavy
grok-3,think-in-native,1.0,PS # Pashto,C2,most frequent,Inanimate Objects,lock,strong;old;rusty;heavy;secure;broken;small;brass;tight;complicated
grok-3,think-in-native,1.0,PS # Pashto,C2,most frequent,Inanimate Objects,moon,bright;full;pale;crescent;mysterious;silver;distant;glowing;beautiful;serene
grok-3,think-in-native,1.0,PS # Pashto,C2,most frequent,Inanimate Objects,pen,black;blue;smooth;cheap;expensive;old;new;leaky;elegant;sharp
grok-3,think-in-native,1.0,PS # Pashto,C2,most frequent,Inanimate Objects,sun,bright;warm;golden;hot;radiant;blazing;shining;powerful;eternal;rising
grok-3,think-in-native,1.0,PS # Pashto,C2,most frequent,Inanimate Objects,sword,sharp;long;heavy;ancient;steel;deadly;ornate;legendary;rusty;powerful
grok-3,think-in-native,1.0,PS # Pashto,C2,most frequent,Neutral Animals,cat,cute;fluffy;playful;lazy;black;white;sneaky;independent;soft;curious
grok-3,think-in-native,1.0,PS # Pashto,C2,most frequent,Neutral Animals,dog,loyal;friendly;playful;big;small;energetic;protective;furry;smart;obedient
grok-3,think-in-native,1.0,PS # Pashto,C2,most frequent,Neutral Animals,dolphin,intelligent;playful;sleek;friendly;graceful;fast;social;curious;beautiful;agile
grok-3,think-in-native,1.0,PS # Pashto,C2,most frequent,Neutral Animals,elephant,huge;gentle;strong;grey;wise;majestic;slow;powerful;ancient;massive
grok-3,think-in-native,1.0,PS # Pashto,C2,most frequent,Neutral Animals,hamster,small;cute;fluffy;tiny;active;furry;shy;playful;soft;delicate
grok-3,think-in-native,1.0,PS # Pashto,C2,most frequent,Neutral Animals,monkey,playful;clever;curious;agile;funny;mischievous;social;wild;noisy;small
grok-3,think-in-native,1.0,PS # Pashto,C2,most frequent,Neutral Animals,mouse,small;tiny;quick;grey;shy;sneaky;cute;timid;quiet;delicate
grok-3,think-in-native,1.0,PS # Pashto,C2,most frequent,Neutral Animals,peacock,beautiful;colorful;proud;elegant;vibrant;majestic;stunning;ornate;regal;striking
grok-3,think-in-native,1.0,PS # Pashto,C2,most frequent,Neutral Animals,rabbit,cute;fluffy;soft;quick;white;small;timid;playful;gentle;hopping
grok-3,think-in-native,1.0,PS # Pashto,C2,most frequent,Neutral Animals,shark,dangerous;fierce;powerful;sleek;predatory;fast;deadly;grey;massive;terrifying
grok-3,think-in-native,1.0,PS # Pashto,C2,most frequent,Neutral Animals,snake,long;slimy;dangerous;venomous;sleek;silent;coiled;colorful;deadly;cunning
grok-3,think-in-native,1.0,PS # Pashto,C2,most frequent,Neutral Animals,whale,huge;gentle;massive;blue;majestic;powerful;graceful;deep;mysterious;rare
grok-3,think-in-native,1.0,PS # Pashto,C2,most frequent,Places,city,busy;crowded;modern;big;noisy;vibrant;historic;urban;sprawling;lively
grok-3,think-in-native,1.0,PS # Pashto,C2,most frequent,Places,desert,hot;dry;vast;sandy;barren;empty;harsh;silent;endless;scorching
grok-3,think-in-native,1.0,PS # Pashto,C2,most frequent,Places,forest,dense;green;dark;ancient;lush;quiet;mysterious;thick;wild;vast
grok-3,think-in-native,1.0,PS # Pashto,C2,most frequent,Places,island,small;remote;tropical;beautiful;isolated;sandy;green;rocky;peaceful;exotic
grok-3,think-in-native,1.0,PS # Pashto,C2,most frequent,Places,lake,calm;clear;blue;deep;still;serene;cold;vast;peaceful;reflective
grok-3,think-in-native,1.0,PS # Pashto,C2,most frequent,Places,mountain,tall;rocky;steep;snowy;majestic;rugged;high;ancient;grand;imposing
grok-3,think-in-native,1.0,PS # Pashto,C2,most frequent,Places,ocean,vast;deep;blue;wild;endless;powerful;mysterious;calm;stormy;immense
grok-3,think-in-native,1.0,PS # Pashto,C2,most frequent,Places,plain,flat;vast;open;green;wide;empty;fertile;endless;quiet;expansive
grok-3,think-in-native,1.0,PS # Pashto,C2,most frequent,Places,plateau,high;flat;vast;rocky;barren;elevated;wide;rugged;dry;remote
grok-3,think-in-native,1.0,PS # Pashto,C2,most frequent,Places,river,long;wide;deep;flowing;calm;rapid;clear;muddy;winding;powerful
grok-3,think-in-native,1.0,PS # Pashto,C2,most frequent,Places,valley,deep;green;narrow;beautiful;fertile;quiet;hidden;lush;steep;scenic
grok-3,think-in-native,1.0,PS # Pashto,C2,most frequent,Places,village,small;quiet;remote;peaceful;traditional;rural;friendly;quaint;simple;charming
grok-3,think-in-native,1.0,PS # Pashto,C2,most frequent,Plants,cactus,prickly;green;tall;desert;tough;spiny;hardy;dry;sharp;resilient
grok-3,think-in-native,1.0,PS # Pashto,C2,most frequent,Plants,eggplant,purple;smooth;fresh;shiny;long;soft;firm;healthy;bitter;cooked
grok-3,think-in-native,1.0,PS # Pashto,C2,most frequent,Plants,flower,beautiful;colorful;fragrant;delicate;bright;soft;vibrant;fresh;blooming;lovely
grok-3,think-in-native,1.0,PS # Pashto,C2,most frequent,Plants,grass,green;soft;tall;fresh;thick;lush;short;dry;wet;dense
grok-3,think-in-native,1.0,PS # Pashto,C2,most frequent,Plants,lettuce,green;fresh;crisp;leafy;light;healthy;tender;raw;vibrant;cool
grok-3,think-in-native,1.0,PS # Pashto,C2,most frequent,Plants,mushroom,brown;white;small;soft;edible;wild;earthy;round;fresh;delicate
grok-3,think-in-native,1.0,PS # Pashto,C2,most frequent,Plants,onion,strong;sharp;white;yellow;raw;pungent;fresh;peeled;sweet;cooked
grok-3,think-in-native,1.0,PS # Pashto,C2,most frequent,Plants,pepper,spicy;hot;red;green;fresh;mild;sharp;colorful;raw;roasted
grok-3,think-in-native,1.0,PS # Pashto,C2,most frequent,Plants,potato,brown;fresh;starchy;firm;soft;peeled;raw;cooked;round;nutritious
grok-3,think-in-native,1.0,PS # Pashto,C2,most frequent,Plants,rose,red;beautiful;fragrant;delicate;thorny;soft;vibrant;romantic;elegant;blooming
grok-3,think-in-native,1.0,PS # Pashto,C2,most frequent,Plants,tomato,red;ripe;juicy;fresh;round;soft;sweet;tangy;firm;healthy
grok-3,think-in-native,1.0,PS # Pashto,C2,most frequent,Plants,tree,tall;old;green;sturdy;thick;leafy;ancient;strong;broad;shady
grok-3,think-in-native,1.0,PS # Pashto,C2,most frequent,Social Relationships,ally,loyal;trusted;supportive;close;reliable;helpful;strong;dependable;faithful;friendly
grok-3,think-in-native,1.0,PS # Pashto,C2,most frequent,Social Relationships,brother,loving;protective;close;older;younger;supportive;funny;loyal;caring;annoying
grok-3,think-in-native,1.0,PS # Pashto,C2,most frequent,Social Relationships,enemy,dangerous;fierce;hostile;bitter;cunning;powerful;relentless;hated;deceptive;cruel
grok-3,think-in-native,1.0,PS # Pashto,C2,most frequent,Social Relationships,father,loving;strict;caring;wise;strong;supportive;protective;kind;hardworking;gentle
grok-3,think-in-native,1.0,PS # Pashto,C2,most frequent,Social Relationships,follower,loyal;dedicated;supportive;enthusiastic;obedient;faithful;trusting;devoted;committed;eager
grok-3,think-in-native,1.0,PS # Pashto,C2,most frequent,Social Relationships,friend,close;loyal;kind;funny;supportive;trusted;dear;reliable;caring;honest
grok-3,think-in-native,1.0,PS # Pashto,C2,most frequent,Social Relationships,leader,strong;wise;confident;inspiring;charismatic;decisive;bold;respected;visionary;powerful
grok-3,think-in-native,1.0,PS # Pashto,C2,most frequent,Social Relationships,mother,loving;caring;gentle;strict;protective;kind;nurturing;supportive;wise;warm
grok-3,think-in-native,1.0,PS # Pashto,C2,most frequent,Social Relationships,partner,loyal;supportive;loving;trusted;equal;reliable;close;committed;understanding;compatible
grok-3,think-in-native,1.0,PS # Pashto,C2,most frequent,Social Relationships,rival,fierce;competitive;strong;challenging;tough;determined;aggressive;persistent;formidable;bitter
grok-3,think-in-native,1.0,PS # Pashto,C2,most frequent,Social Relationships,sister,loving;caring;close;older;younger;funny;supportive;kind;annoying;loyal
grok-3,think-in-native,1.0,PS # Pashto,C2,most frequent,Social Relationships,stranger,unknown;mysterious;unfamiliar;distant;suspicious;quiet;odd;foreign;silent;unexpected
grok-3,think-in-native,1.0,PS # Pashto,C2,most frequent,Spatial Concepts,above,high;elevated;overhead;superior;upper;lofty;towering;raised;skyward;dominant
grok-3,think-in-native,1.0,PS # Pashto,C2,most frequent,Spatial Concepts,back,rear;behind;hind;posterior;hidden;last;reverse;distant;trailing;secondary
